key,mean,std,min,max,skew,kurt,trend_slope,max_drawdown,std_cm,skew_cm,kurt_cm,trend_slope_cm,max_drawdown_cm,date,stock_id
20210617-3169,158.186,7.666643768081749,148.13,172.14,0.4434753049482621,-0.7079813419236847,2.2019393939393925,-0.0325256351642611,高波動,分布略偏右,接近常態,明顯上升,股價一路上漲,20210617,3169
20210617-5608,49.792,3.0340248296061567,46.04,54.78,0.714172604758505,-0.7740440811269349,0.23612121212121218,-0.14369287020109686,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210617,5608
20210618-3339,28.332,1.5126782723221617,25.92,30.86,-0.21415448175248664,-0.6228628327192807,0.3063030303030303,-0.08716785482825658,中等波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20210618,3339
20210618-6640,122.978,6.783201145313162,109.91,132.41,-0.27867293685811806,-0.3251987078233123,0.6973333333333338,-0.10459935050222789,高波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210618,6640
20210618-8040,67.786,4.25783774024119,64.12,76.5,1.3644153502211076,-0.14008347735251814,1.1515151515151503,-0.03385620915032684,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210618,8040
20210621-2609,95.90899999999999,11.947816583422734,79.05,111.63,0.13505068261049463,-1.4573791065809873,3.683212121212122,-0.0970873786407767,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210621,2609
20210621-2614,70.05499999999999,7.465756268903143,58.35,80.22,-0.1336922983273268,-1.2642984769220824,2.2467272727272727,-0.09925903056498919,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210621,2614
20210621-6756,374.229,21.686642816873853,346.23,419.96,1.0225086410432929,-0.0129914786748202,5.854363636363636,-0.05588257778457306,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210621,6756
20210622-5608,50.513,2.9883330544710764,46.84,55.01,0.5018204490352502,-1.1970184946679445,0.6984848484848485,-0.08707557502738231,中等波動,分布略偏右,分布平坦（較均勻）,明顯上升,股價小幅回調,20210622,5608
20210622-8406,258.654,8.418454859546527,249.62,277.79,1.3558952626066938,0.6454750703662735,1.5010909090909113,-0.045465999496022154,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210622,8406
20210623-1905,27.97,1.3993569951945775,26.57,31.49,2.045832958997477,2.1529956781952633,0.3498181818181817,-0.029937933552391393,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210623,1905
20210623-2641,29.631999999999998,1.5191796031630578,27.41,32.21,0.15184432207160692,-0.7877453849597238,0.24060606060606082,-0.12022900763358782,中等波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210623,2641
20210623-3687,132.074,9.57568471587165,120.22,146.4,0.10933633138143214,-1.4509883094884768,2.3392727272727285,-0.10266393442622951,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210623,3687
20210623-6640,132.627,15.098986757763292,118.56,158.81,0.9504556676858964,-0.9469078043721155,3.925515151515152,-0.06491048189920344,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20210623,6640
20210623-8429,17.785,0.9348351013235797,16.8,19.85,1.276755982011995,0.397683928985904,0.15,-0.056179775280898875,低波動,分布明顯右偏（偶爾有高價）,接近常態,略有上升,股價小幅回調,20210623,8429
20210624-1455,21.663,0.7085046851566259,20.45,22.94,0.18153564520866985,-0.4548314549100638,0.12939393939393917,-0.07758231844835374,低波動,分布接近對稱,接近常態,略有上升,股價小幅回調,20210624,1455
20210624-6465,29.549,1.5571373307022967,26.83,31.41,-0.6459278761279084,-0.7741238919945346,0.3634545454545457,-0.06840277777777785,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210624,6465
20210624-6756,388.041,22.469015925640054,356.96,419.96,0.03226216279338792,-1.2605369479975617,5.910242424242428,-0.07334031812553567,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210624,6756
20210625-2605,47.150999999999996,2.931292661381095,42.92,52.32,0.3820632261031736,-0.8929931581117363,-0.4726666666666667,-0.1796636085626911,中等波動,分布略偏右,接近常態,明顯下降,股價有明顯跌幅,20210625,2605
20210628-2601,23.835,1.3621979787583507,21.95,25.95,0.445014250106174,-1.2008706543080836,-0.41848484848484846,-0.15414258188824664,中等波動,分布略偏右,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210628,2601
20210628-2613,41.388,2.0020589401913216,38.65,44.7,0.4658015821122273,-1.054645428238612,-0.5859393939393941,-0.13534675615212535,中等波動,分布略偏右,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210628,2613
20210628-6130,25.413,1.0022757438283472,24.25,27.58,0.9785994423466189,0.24777884227373903,0.07545454545454555,-0.0751334858886346,中等波動,分布略偏右,接近常態,略有上升,股價小幅回調,20210628,6130
20210628-6741,323.177,23.488335190046996,297.58,374.32,1.0426951788218364,0.20954420738270185,5.134606060606061,-0.10564121059117011,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210628,6741
20210629-2612,67.253,6.1264128529217174,56.14,76.0,-0.17900258917512527,-0.6916528749293578,-1.937878787878788,-0.2613157894736842,高波動,分布接近對稱,接近常態,明顯下降,股價有明顯跌幅,20210629,2612
20210629-5464,32.529,2.6722668279945396,29.12,36.29,0.330340162664263,-1.4279917529758273,0.6811515151515151,-0.09873104302073665,中等波動,分布略偏右,分布平坦（較均勻）,明顯上升,股價小幅回調,20210629,5464
20210630-2022,34.963,1.7722054683986919,31.29,37.27,-0.7815741407582475,-0.13444375873685077,-0.22600000000000017,-0.16045076469009936,中等波動,分布略偏左,接近常態,明顯下降,股價有明顯跌幅,20210630,2022
20210630-2607,39.134,3.7110142369258954,33.91,45.77,0.1709508365402821,-0.6210446313501565,-1.1721212121212126,-0.2591216954336903,高波動,分布接近對稱,接近常態,明顯下降,股價有明顯跌幅,20210630,2607
20210630-2611,32.269999999999996,3.356158518306312,25.99,37.68,-0.439962262525134,-0.29448549419379333,-1.0112727272727275,-0.31024416135881105,高波動,分布略偏左,接近常態,明顯下降,股價大幅波動（腰斬級）,20210630,2611
20210701-2007,22.945,1.151918689260083,21.5,25.55,1.177330633645012,0.7002076278541929,0.11181818181818187,-0.1585127201565558,中等波動,分布明顯右偏（偶爾有高價）,接近常態,略有上升,股價有明顯跌幅,20210701,2007
20210701-2030,32.819,2.016198017171043,30.22,37.28,1.0603667650961206,0.46124539065663983,0.18600000000000005,-0.18937768240343353,中等波動,分布明顯右偏（偶爾有高價）,接近常態,略有上升,股價有明顯跌幅,20210701,2030
20210701-2033,23.285,1.3431079215345605,20.43,24.71,-1.232075801575455,-0.02227486354728825,-0.3393333333333335,-0.17320922703358968,中等波動,分布明顯左偏（偶爾有低價）,接近常態,明顯下降,股價有明顯跌幅,20210701,2033
20210701-2064,18.163999999999998,0.5950947636954791,17.4,19.14,0.4338173319778446,-1.089298990361486,-0.024606060606060534,-0.09090909090909101,低波動,分布略偏右,分布平坦（較均勻）,趨勢相對平穩,股價小幅回調,20210701,2064
20210701-3609,53.815,1.8386120973289743,51.36,56.19,0.050984436497603834,-1.4972864936303447,0.5817575757575758,-0.01708489054991993,中等波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價一路上漲,20210701,3609
20210701-6170,35.513999999999996,3.1099917827687116,31.37,42.14,0.9857267972160474,0.1418186286338834,0.6200000000000004,-0.15626681011296392,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210701,6170
20210702-2024,25.371000000000002,1.6392576233025584,22.51,28.15,-0.1585615462912231,-0.5329539945009585,-0.418242424242424,-0.20035523978685604,中等波動,分布接近對稱,接近常態,明顯下降,股價有明顯跌幅,20210702,2024
20210702-2025,7.018000000000001,0.6579057683285656,6.0,8.3,0.551909169716628,-0.36209866563576387,-0.13539393939393948,-0.2771084337349398,低波動,分布略偏右,接近常態,略有下降,股價有明顯跌幅,20210702,2025
20210702-3141,139.151,7.779697866169919,128.79,149.79,-0.011687966884233434,-1.5008212862054093,0.5657575757575762,-0.1401962747846986,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210702,3141
20210702-4529,10.48,0.28205594401741557,10.0,10.9,-0.2984000322577788,-0.9626065041665308,-0.011515151515151388,-0.06542056074766349,低波動,分布接近對稱,接近常態,趨勢相對平穩,股價小幅回調,20210702,4529
20210702-9962,14.131,1.217168389701642,12.23,15.9,-0.052325250102893,-1.2401448346722932,0.3068484848484849,-0.12264150943396233,中等波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210702,9962
20210705-2023,32.986000000000004,1.8548986195716697,30.47,36.8,0.7673593165560826,-0.047843078687270335,0.3235151515151515,-0.12467681700660739,中等波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210705,2023
20210705-2032,34.476,2.213595366015309,31.27,38.15,0.6456034994401875,-0.48253808728587355,0.30290909090909085,-0.1792650918635171,中等波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210705,2032
20210705-2069,33.835,2.205580044644341,29.78,37.75,-0.10515470058358693,-0.17520162402688833,0.08624242424242415,-0.16489063376332014,中等波動,分布接近對稱,接近常態,略有上升,股價有明顯跌幅,20210705,2069
20210706-2603,209.102,21.12560100394254,173.47,242.4,0.003935897349716239,-0.7786421407413879,-3.979151515151514,-0.2843646864686469,高波動,分布接近對稱,接近常態,明顯下降,股價有明顯跌幅,20210706,2603
20210706-6509,51.949,5.472187151607864,44.24,60.8,0.3514757872621787,-0.907427878407161,1.716787878787879,-0.045908567038033046,高波動,分布略偏右,接近常態,明顯上升,股價一路上漲,20210706,6509
20210707-2025,6.942,0.49141066781709625,6.0,7.47,-0.6208639234072293,-0.85011988190886,0.018666666666666647,-0.1967871485943775,低波動,分布略偏左,接近常態,趨勢相對平穩,股價有明顯跌幅,20210707,2025
20210707-4406,12.055,0.6038993661566839,11.0,13.0,-0.34833410928868835,-0.5471589909560071,0.0457575757575758,-0.1338582677165354,低波動,分布略偏左,接近常態,趨勢相對平穩,股價有明顯跌幅,20210707,4406
20210709-2486,53.307,5.046140549414423,46.97,60.59,0.09350113814496736,-1.5723344120393217,1.515575757575758,-0.06191332135010987,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210709,2486
20210709-5227,37.575,2.3750614027150254,34.1,41.56,0.13709436723338977,-0.9902452004400177,0.5216363636363638,-0.10357518401682433,中等波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210709,5227
20210709-6287,52.58,2.3971279111099237,50.0,58.0,1.2252074121976955,0.6399764760555215,0.32848484848484844,-0.06716417910447764,中等波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210709,6287
20210709-6573,31.675,1.7561400222584116,28.1,33.7,-0.840086551329957,-0.31490571596950856,0.24878787878787897,-0.14589665653495432,中等波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210709,6573
20210713-2614,93.848,5.71716285504542,86.83,107.08,1.2989122773681692,0.958137716490882,-0.8126060606060603,-0.18911094508778484,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯下降,股價有明顯跌幅,20210713,2614
20210713-3372,26.218,1.6040074812793121,23.13,28.6,-0.5067012285526511,-0.5088535901909093,0.46896969696969726,-0.05944055944055954,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210713,3372
20210713-3675,135.36200000000002,5.4628681925238505,128.99,147.19,1.0139056725343274,0.20810267501533675,0.5160000000000006,-0.12364970446361838,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210713,3675
20210714-3035,106.19800000000001,4.845992158474875,99.2,113.85,0.23272127039945437,-1.295571347826159,0.3408484848484846,-0.12867808519982427,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210714,3035
20210714-6716,150.658,9.213738293078082,139.17,168.39,0.5715355802550196,-0.6888216113371142,1.1473939393939374,-0.17352574380901478,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210714,6716
20210715-3228,429.90299999999996,14.1264692844477,408.37,452.5,-0.14795744971595257,-0.9683256598035044,0.4057575757575751,-0.09752486187845302,高波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20210715,3228
20210719-6727,100.938,4.614327445877435,92.44,106.39,-0.8148245659463177,-0.8492418811521896,0.3722424242424241,-0.10245323808628636,高波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210719,6727
20210720-1742,18.973000000000003,1.1363494180928697,17.7,21.1,0.7587413786006139,-0.7670113605434272,-0.34175757575757587,-0.16113744075829392,中等波動,分布略偏右,接近常態,明顯下降,股價有明顯跌幅,20210720,1742
20210720-3219,163.01100000000002,8.389173512463685,151.62,174.5,-0.20157837864198508,-1.2175302435311168,-1.4360606060606056,-0.13111747851002864,高波動,分布接近對稱,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210720,3219
20210720-5340,47.089999999999996,1.6079317287883972,44.6,49.5,-0.1666669410792604,-1.2025049255063718,-0.3890909090909091,-0.09898989898989896,中等波動,分布接近對稱,分布平坦（較均勻）,明顯下降,股價小幅回調,20210720,5340
20210720-6104,121.119,8.235753288086174,107.78,134.84,0.22638963716551314,-0.8277229417068086,1.717515151515152,-0.14337943093307895,高波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210720,6104
20210720-6229,42.413,1.4521558685852782,39.41,44.37,-0.7419559866016027,-0.06944557748565261,-0.11618181818181832,-0.11178724363308544,中等波動,分布略偏左,接近常態,略有下降,股價有明顯跌幅,20210720,6229
20210722-6727,102.9,4.700092197677259,95.49,110.75,-0.0724179615491266,-0.6148675754808197,0.6290909090909095,-0.08659142212189619,高波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20210722,6727
20210723-4945,71.916,3.853838490532671,66.01,77.68,-0.1548115509961435,-1.273341474578801,-0.10666666666666716,-0.15023171987641606,高波動,分布接近對稱,分布平坦（較均勻）,略有下降,股價有明顯跌幅,20210723,4945
20210723-9962,18.228,0.7716763858279234,16.9,19.42,0.06085869718368153,-0.5268541630528221,0.013575757575757347,-0.12976313079299706,低波動,分布接近對稱,接近常態,趨勢相對平穩,股價有明顯跌幅,20210723,9962
20210726-5321,40.927,4.626957363586184,34.03,48.47,0.1419551378126055,-1.061876509138017,1.4093939393939392,-0.09944295440478647,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210726,5321
20210726-6226,18.249000000000002,1.2680120048502874,15.86,19.62,-0.7524520219068082,-0.8906014972594223,0.24575757575757592,-0.11365953109072377,中等波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210726,6226
20210727-5432,32.954,1.5648372297320734,30.85,35.8,0.23573016309345293,-0.778902558836974,0.09345454545454547,-0.09424544920728128,中等波動,分布接近對稱,接近常態,略有上升,股價小幅回調,20210727,5432
20210727-6291,61.36900000000001,2.2203976120405913,57.86,66.04,0.6338633474732914,0.3198900555816091,-0.45642424242424257,-0.12386432465172632,中等波動,分布略偏右,接近常態,明顯下降,股價有明顯跌幅,20210727,6291
20210728-2609,71.711,2.799219931020461,66.3,75.08,-0.8952821997623992,-0.5007016852932309,0.427575757575758,-0.09648405560098118,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210728,2609
20210728-6568,181.409,16.745717495659733,156.12,207.53,-0.27191525214267037,-0.9483188124610447,3.369393939393939,-0.16513275189129287,高波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210728,6568
20210730-3663,39.374,3.585855546449133,34.19,46.32,0.7222652988793438,-0.42083007858734245,-0.3293333333333337,-0.2618739205526771,高波動,分布略偏右,接近常態,明顯下降,股價有明顯跌幅,20210730,3663
20210730-5475,34.47,2.427870580479023,30.95,37.95,-0.15571642216700138,-1.121488740077937,-0.5048484848484852,-0.18445322793148888,中等波動,分布接近對稱,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210730,5475
20210803-1783,58.660000000000004,3.7439017081114745,51.48,63.17,-0.6858164504946154,-0.767595474789843,0.5953939393939397,-0.10635559131134352,高波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210803,1783
20210803-3114,31.428000000000004,1.6457878896679794,29.44,34.24,1.0082459834507556,-0.6095233902040187,-0.4344242424242426,-0.14018691588785048,中等波動,分布明顯右偏（偶爾有高價）,接近常態,明顯下降,股價有明顯跌幅,20210803,3114
20210806-3114,30.151,0.8527269981262068,28.68,31.14,-0.744916716836285,-0.9360741835498394,-0.23496969696969686,-0.07899807321772642,低波動,分布略偏左,接近常態,明顯下降,股價小幅回調,20210806,3114
20210809-1734,36.260000000000005,1.5574480551352108,34.51,38.2,0.08714251861156289,-1.6815881709770952,0.08230303030303072,-0.0860699152542373,中等波動,分布接近對稱,分布平坦（較均勻）,略有上升,股價小幅回調,20210809,1734
20210809-4192,315.702,18.537506604479237,287.54,341.51,-0.44850089760587536,-0.9984693440087478,0.25563636363636305,-0.1580334397235805,高波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210809,4192
20210809-5227,39.035000000000004,5.357097576528214,32.13,48.68,0.31150281926477247,-0.9215656609508986,-1.6958181818181817,-0.3399753492193919,高波動,分布略偏右,接近常態,明顯下降,股價大幅波動（腰斬級）,20210809,5227
20210809-8476,39.118,2.3099581525791013,35.49,42.63,-0.38369784555688935,-0.8127851582716401,0.6036363636363639,-0.0934865900383141,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210809,8476
20210812-6727,65.786,2.992699264692145,60.17,70.72,-0.5717414547909412,-0.11035585739951381,0.22812121212121195,-0.10964782480023672,中等波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210812,6727
20210818-4803,12.58,0.9950432709742383,11.0,14.6,0.6441478658624975,-0.0038142747566669577,-0.2696969696969697,-0.2465753424657534,低波動,分布略偏右,接近常態,明顯下降,股價有明顯跌幅,20210818,4803
20210823-3527,228.914,12.314524576919545,205.57,246.65,-0.4433477080698829,-0.5706794187415452,2.1443636363636367,-0.12642359340472548,高波動,分布略偏左,接近常態,明顯上升,股價有明顯跌幅,20210823,3527
20210823-4803,11.205,1.576016426874344,8.21,13.05,-0.9727419829802226,-0.6519079874445453,-0.4595757575757575,-0.3708812260536398,中等波動,分布略偏左,接近常態,明顯下降,股價大幅波動（腰斬級）,20210823,4803
20210824-6419,38.327,2.948849304766555,32.52,42.47,-0.6347367146341137,-0.41095678458780904,0.8535151515151513,-0.07453574154159245,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210824,6419
20210826-3527,227.368,12.851648229788367,205.57,246.65,-0.15743296224590464,-0.904245356918147,0.6595151515151524,-0.1324954388810055,高波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210826,3527
20210826-3675,148.41,5.407320141355704,142.22,159.37,1.2755586170076239,-0.09635968930916583,0.25575757575757607,-0.08996672638853341,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210826,3675
20210827-2013,68.096,1.7544875795133628,65.03,70.45,-0.5082096001228372,-0.8773218270904879,-0.40230303030303066,-0.07693399574166078,中等波動,分布略偏左,接近常態,明顯下降,股價小幅回調,20210827,2013
20210827-6419,39.388999999999996,1.9296945642020962,36.38,42.47,-0.17514370072733706,-0.9038233815511587,0.30054545454545445,-0.11090181304450203,中等波動,分布接近對稱,接近常態,明顯上升,股價有明顯跌幅,20210827,6419
20210827-6469,166.013,7.17076479727078,151.99,176.1,-0.7166136564521035,-0.4233414239080666,-1.926969696969697,-0.1369108461101646,高波動,分布略偏左,接近常態,明顯下降,股價有明顯跌幅,20210827,6469
20210831-3207,17.125999999999998,1.0377561263503945,14.95,18.12,-1.0108007963136147,-0.20348920472081478,-0.24872727272727274,-0.174944812362031,中等波動,分布明顯左偏（偶爾有低價）,接近常態,明顯下降,股價有明顯跌幅,20210831,3207
20210831-4154,45.114999999999995,4.689411832344579,40.0,53.4,1.0120150766345781,-0.6834530206613407,1.4184848484848482,-0.0022883295194508334,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210831,4154
20210831-5227,41.72,3.103592899993314,38.04,48.54,1.2996871431932862,0.2956067058725722,0.8470303030303034,-0.06901615271659325,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210831,5227
20210901-4175,70.446,2.4047508533456536,68.03,76.32,1.9287181592378912,1.6703402761342998,-0.5789090909090904,-0.10862159329140451,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯下降,股價有明顯跌幅,20210901,4175
20210903-6568,312.379,22.538379341322077,282.92,346.05,0.04773517137507922,-1.500208257943574,5.793272727272729,-0.05466452820101563,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20210903,6568
20210906-8121,33.483,5.264054309919091,26.85,40.95,0.04834785143300492,-1.5525502551076797,1.689393939393939,-0.0327442827442827,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價一路上漲,20210906,8121
20210907-3701,26.267000000000003,1.1888000486017625,24.55,27.94,0.2582474144116969,-1.3298033941087402,0.14127272727272733,-0.08620689655172409,中等波動,分布接近對稱,分布平坦（較均勻）,略有上升,股價小幅回調,20210907,3701
20210909-8121,38.588,5.558230733685758,28.94,45.6,-0.3935262435249955,-0.9558742278778403,1.7861818181818183,-0.0327442827442827,高波動,分布略偏左,接近常態,明顯上升,股價一路上漲,20210909,8121
20210914-3232,31.807,2.1295489872010185,29.16,34.86,0.0647928978686002,-1.5070254346236287,0.4784848484848486,-0.10011474469305791,中等波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210914,3232
20210916-1727,30.284,1.8645535658703944,25.79,32.01,-1.7813820124750601,1.4265363809545804,-0.4576969696969697,-0.19431427678850358,中等波動,分布明顯左偏（偶爾有低價）,常有極端值,明顯下降,股價有明顯跌幅,20210916,1727
20210916-4803,12.535,0.5548022670786014,11.9,13.5,0.5854323695505587,-1.0698135472081978,0.07303030303030311,-0.09848484848484841,低波動,分布略偏右,分布平坦（較均勻）,略有上升,股價小幅回調,20210916,4803
20210917-3085,24.18,3.695582949053279,18.5,29.5,0.040448983428473646,-1.167786293348249,0.49575757575757573,-0.28135593220338984,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價有明顯跌幅,20210917,3085
20210923-3141,144.155,11.385451974632653,128.38,162.39,0.22721870579485293,-1.152354843386203,-2.536424242424242,-0.2094340784531067,高波動,分布接近對稱,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210923,3141
20210923-8121,40.654,5.257097213397438,35.32,50.07,0.5854127245081461,-1.17384723943746,-1.4806060606060607,-0.2945875773916517,高波動,分布略偏右,分布平坦（較均勻）,明顯下降,股價有明顯跌幅,20210923,8121
20210924-3085,25.48,2.620347729256982,21.2,29.5,0.10438221628271487,-0.911374269450683,-0.3454545454545454,-0.28135593220338984,中等波動,分布接近對稱,接近常態,明顯下降,股價有明顯跌幅,20210924,3085
20210928-5321,79.183,5.317936212061555,73.57,90.65,1.0466360410046185,0.12701646236981468,-0.7879393939393946,-0.18841698841698853,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯下降,股價有明顯跌幅,20210928,5321
20210929-3085,25.259999999999998,2.5491610820468407,21.2,29.0,0.1890590881133748,-0.9521454331219434,-0.024242424242424166,-0.26896551724137935,中等波動,分布接近對稱,接近常態,趨勢相對平穩,股價有明顯跌幅,20210929,3085
20210930-6259,22.496000000000002,1.5637860041152272,19.76,24.54,-0.7642939673237071,-0.7144585164819031,0.11842424242424247,-0.1947840260798695,中等波動,分布略偏左,接近常態,略有上升,股價有明顯跌幅,20210930,6259
20211001-4141,26.244999999999997,2.595664119685407,21.9,29.7,-0.8095834153019505,-0.7814102857161274,0.6984848484848487,-0.0993265993265993,中等波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20211001,4141
20211001-5321,78.032,3.8667551714008956,73.57,85.77,0.6951451789910464,-0.4152331890196739,0.9293333333333337,-0.09758656873032517,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20211001,5321
20211006-4944,41.07,1.2552556180581955,39.64,43.54,0.7355323788662995,-0.6336050911314199,0.06242424242424269,-0.08497932935231961,中等波動,分布略偏右,接近常態,略有上升,股價小幅回調,20211006,4944
20211007-4192,470.04499999999996,27.34398420534622,405.78,499.42,-1.5755514829667436,1.0592148153914884,-2.982363636363637,-0.1874974970966322,高波動,分布明顯左偏（偶爾有低價）,常有極端值,明顯下降,股價有明顯跌幅,20211007,4192
20211015-1721,16.98,0.557972520231357,16.29,18.08,0.7408667679066564,-0.5654961965069343,-0.1214545454545453,-0.09900442477876102,低波動,分布略偏右,接近常態,略有下降,股價小幅回調,20211015,1721
20211018-2243,19.605,0.859951549022774,18.14,21.01,0.4757821037802996,-0.17703195178202558,-0.19848484848484854,-0.13660161827701098,低波動,分布略偏右,接近常態,略有下降,股價有明顯跌幅,20211018,2243
20211019-4743,229.17200000000003,7.979199068689652,215.25,243.8,0.14252539248118287,-0.2750096225994527,1.5040000000000016,-0.07894736842105259,高波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20211019,4743
20211020-1721,16.592000000000002,0.5080201220861682,15.69,17.48,-0.05054479174301946,-0.3760517263970442,-0.07503030303030314,-0.10240274599542339,低波動,分布接近對稱,接近常態,略有下降,股價有明顯跌幅,20211020,1721
20211020-8121,40.2,3.190607744267197,36.29,45.09,0.431758936552731,-1.3521139080027955,0.9060606060606065,-0.07262443438914029,高波動,分布略偏右,分布平坦（較均勻）,明顯上升,股價小幅回調,20211020,8121
20211025-2498,66.91,6.091423843769569,58.3,77.0,-0.04155359122288285,-1.0269504695713287,1.7436363636363637,-0.07073509015256581,高波動,分布接近對稱,分布平坦（較均勻）,明顯上升,股價小幅回調,20211025,2498
20211025-3675,223.08200000000002,10.875910996325771,210.83,249.31,1.590465176081666,1.4978149603985242,-0.524363636363636,-0.15434599494605106,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯下降,股價有明顯跌幅,20211025,3675
20211025-3685,32.68,0.9967168326282253,31.7,34.6,0.9826384245504115,-0.5685719782949703,-0.06666666666666694,-0.08381502890173416,低波動,分布略偏右,接近常態,略有下降,股價小幅回調,20211025,3685
20211027-5321,87.51599999999999,5.205516731741864,79.5,96.93,0.1193912514314855,-0.44823103092254124,1.0231515151515156,-0.09874163926992398,高波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20211027,5321
20211027-8476,57.727,3.3228971629521675,51.59,60.29,-1.2218162021856074,-0.655064496126283,0.8652727272727271,-0.018742743406866852,高波動,分布明顯左偏（偶爾有低價）,接近常態,明顯上升,股價一路上漲,20211027,8476
20211028-2498,74.49,7.906038479823153,65.6,89.6,0.8015800030548892,-0.7678476947222999,2.2018181818181826,-0.07700892857142848,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20211028,2498
20211028-4968,284.182,4.561224981661547,277.63,291.71,0.15378659641092418,-1.1989561865831744,-0.3677575757575758,-0.048267114600116505,高波動,分布接近對稱,分布平坦（較均勻）,明顯下降,股價一路上漲,20211028,4968
20211029-4192,175.77100000000002,32.22226402487709,139.54,240.53,1.0785887753061458,-0.346879485573659,-9.56030303030303,-0.41986446597098076,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯下降,股價大幅波動（腰斬級）,20211029,4192
20211029-6172,23.380000000000003,0.7857056276579242,22.3,24.9,0.7136233653306292,-0.47755680625464514,-0.0351515151515151,-0.08634538152610437,低波動,分布略偏右,接近常態,趨勢相對平穩,股價小幅回調,20211029,6172
