公布日期,證券代號,證券名稱,處置起始,處置結束,處置營業日數,撮合頻率(分鐘),開盤價,收盤價,short_return,公布日期_date,證券代號_str,broker_brought
2021-02-23,8427,基勝-KY,2021-02-24,2021-03-10,10,5,57.1,54.9,0.0385,2021-02-23,8427,
2021-02-24,2465,麗臺,2021-02-25,2021-03-11,10,5,22.22,23.02,-0.036,2021-02-24,2465,
2021-02-24,3073,天方能源,2021-02-25,2021-03-11,10,10,28.25,28.25,0.0,2021-02-24,3073,
2021-02-24,3078,僑威,2021-02-25,2021-03-11,10,5,49.26,50.99,-0.0351,2021-02-24,3078,
2021-02-24,3228,金麗科,2021-02-25,2021-03-11,10,20,340.47,323.49,0.0499,2021-02-24,3228,
2021-02-24,7556,意德士,2021-02-25,2021-03-11,10,5,156.73,152.56,0.0266,2021-02-24,7556,
2021-02-25,2375,凱美,2021-02-26,2021-03-12,10,5,124.57,121.8,0.0222,2021-02-25,2375,
2021-02-25,3122,笙泉,2021-02-26,2021-03-12,10,5,22.55,21.94,0.0271,2021-02-25,3122,
2021-02-25,4162,智擎,2021-02-26,2021-03-12,10,5,65.19,65.91,-0.011,2021-02-25,4162,
2021-02-25,4743,合一,2021-02-26,2021-03-12,10,5,278.07,237.21,0.1469,2021-02-25,4743,
2021-02-25,6134,萬旭,2021-02-26,2021-03-12,10,5,27.33,25.88,0.0531,2021-02-25,6134,
2021-02-25,6150,撼訊,2021-02-26,2021-03-12,10,5,104.91,101.55,0.032,2021-02-25,6150,
2021-02-25,6541,泰福-KY,2021-02-26,2021-03-12,10,5,152.64,170.79,-0.1189,2021-02-25,6541,
2021-02-25,6589,台康生技,2021-02-26,2021-03-12,10,20,60.68,62.56,-0.031,2021-02-25,6589,
2021-02-26,2734,易飛網,2021-03-02,2021-03-15,10,5,16.21,18.35,-0.132,2021-02-26,2734,
2021-02-26,2743,山富,2021-03-02,2021-03-15,10,5,21.11,22.4,-0.0611,2021-02-26,2743,
2021-02-26,6651,全宇昕,2021-03-02,2021-03-15,10,5,113.15,122.58,-0.0833,2021-02-26,6651,
2021-02-26,6716,應廣,2021-03-02,2021-03-15,10,20,69.08,77.39,-0.1203,2021-02-26,6716,
2021-03-02,2939,凱羿-KY,2021-03-03,2021-03-16,10,10,30.1,32.83,-0.0907,2021-03-02,2939,
2021-03-02,3073,天方能源,2021-03-03,2021-03-16,10,25,33.95,30.85,0.0913,2021-03-02,3073,
2021-03-02,4571,鈞興-KY,2021-03-03,2021-03-16,10,5,148.05,148.05,0.0,2021-03-02,4571,
2021-03-02,4944,兆遠,2021-03-03,2021-03-16,10,10,87.79,87.69,0.0011,2021-03-02,4944,
2021-03-03,3219,倚強股份,2021-03-04,2021-03-17,10,25,141.13,129.68,0.0811,2021-03-03,3219,
2021-03-03,6541,泰福-KY,2021-03-04,2021-03-17,10,20,183.75,184.32,-0.0031,2021-03-03,6541,
2021-03-03,8077,洛碁,2021-03-04,2021-03-17,10,5,75.5,63.0,0.1656,2021-03-03,8077,
2021-03-04,3552,同致,2021-03-05,2021-03-18,10,20,284.88,289.63,-0.0167,2021-03-04,3552,
2021-03-05,4571,鈞興-KY,2021-03-08,2021-03-19,10,20,162.99,153.93,0.0556,2021-03-05,4571,
2021-03-05,5468,凱鈺,2021-03-08,2021-03-19,10,20,27.3,27.3,0.0,2021-03-05,5468,
2021-03-08,3066,李洲,2021-03-09,2021-03-22,10,5,13.8,13.8,0.0,2021-03-08,3066,
2021-03-10,4529,淳紳,2021-03-11,2021-03-24,10,5,8.0,8.0,0.0,2021-03-10,4529,
2021-03-11,3362,先進光,2021-03-12,2021-03-25,10,5,57.81,60.99,-0.055,2021-03-11,3362,
2021-03-12,8099,大世科,2021-03-15,2021-03-26,10,5,36.14,38.25,-0.0584,2021-03-12,8099,
2021-03-16,3362,先進光,2021-03-17,2021-03-30,10,20,77.58,71.22,0.082,2021-03-16,3362,
2021-03-16,6533,晶心科,2021-03-17,2021-03-30,10,5,479.23,473.81,0.0113,2021-03-16,6533,
2021-03-16,6594,展匯科,2021-03-17,2021-03-30,10,5,43.27,46.12,-0.0659,2021-03-16,6594,
2021-03-16,8085,福華,2021-03-17,2021-03-30,10,5,16.1,16.15,-0.0031,2021-03-16,8085,
2021-03-17,3228,金麗科,2021-03-18,2021-03-31,10,20,472.39,484.03,-0.0246,2021-03-17,3228,
2021-03-17,3545,敦泰,2021-03-18,2021-03-31,10,5,122.35,113.38,0.0733,2021-03-17,3545,
2021-03-17,6150,撼訊,2021-03-18,2021-03-31,10,20,104.49,102.39,0.0201,2021-03-17,6150,
2021-03-18,5452,佶優,2021-03-19,2021-04-01,10,5,22.88,22.88,0.0,2021-03-18,5452,
2021-03-18,6129,普誠,2021-03-19,2021-04-01,10,5,32.82,38.01,-0.1581,2021-03-18,6129,
2021-03-18,8040,九暘,2021-03-19,2021-04-01,10,5,45.5,50.87,-0.118,2021-03-18,8040,
2021-03-19,2718,晶悅,2021-03-22,2021-04-06,10,5,33.0,33.05,-0.0015,2021-03-19,2718,
2021-03-19,5302,太欣,2021-03-22,2021-04-06,10,5,12.1,12.1,0.0,2021-03-19,5302,
2021-03-19,6516,勤崴國際,2021-03-22,2021-04-06,10,5,104.91,110.41,-0.0524,2021-03-19,6516,
2021-03-19,6594,展匯科,2021-03-22,2021-04-06,10,20,46.37,51.92,-0.1197,2021-03-19,6594,
2021-03-22,2457,飛宏,2021-03-23,2021-04-07,10,5,25.76,25.27,0.019,2021-03-22,2457,
2021-03-22,2491,吉祥全,2021-03-23,2021-04-07,10,5,20.92,20.92,0.0,2021-03-22,2491,
2021-03-22,2609,陽明,2021-03-23,2021-04-07,10,5,20.29,20.31,-0.001,2021-03-22,2609,
2021-03-22,3094,聯傑,2021-03-23,2021-04-07,10,5,39.06,36.87,0.0561,2021-03-22,3094,
2021-03-22,3268,海德威,2021-03-23,2021-04-07,10,5,26.67,28.15,-0.0555,2021-03-22,3268,
2021-03-22,4961,天鈺,2021-03-23,2021-04-07,10,20,387.88,370.28,0.0454,2021-03-22,4961,
2021-03-22,6716,應廣,2021-03-23,2021-04-07,10,20,106.62,114.92,-0.0778,2021-03-22,6716,
2021-03-22,8054,安國,2021-03-23,2021-04-07,10,20,51.5,48.12,0.0656,2021-03-22,8054,
2021-03-23,2489,瑞軒,2021-03-24,2021-04-08,10,5,18.38,16.53,0.1007,2021-03-23,2489,
2021-03-23,3122,笙泉,2021-03-24,2021-04-08,10,20,34.77,34.77,0.0,2021-03-23,3122,
2021-03-23,3276,宇環,2021-03-24,2021-04-08,10,5,17.76,16.4,0.0766,2021-03-23,3276,
2021-03-23,5205,中茂,2021-03-24,2021-04-08,10,45,10.75,10.75,0.0,2021-03-23,5205,
2021-03-23,5452,佶優,2021-03-24,2021-04-08,10,20,27.68,24.87,0.1015,2021-03-23,5452,
2021-03-23,5608,四維航,2021-03-24,2021-04-08,10,5,15.48,13.93,0.1001,2021-03-23,5608,
2021-03-23,6129,普誠,2021-03-24,2021-04-08,10,20,44.03,39.67,0.099,2021-03-23,6129,
2021-03-23,6283,淳安,2021-03-24,2021-04-08,10,5,62.0,61.1,0.0145,2021-03-23,6283,
2021-03-23,8040,九暘,2021-03-24,2021-04-08,10,20,60.57,54.23,0.1047,2021-03-23,8040,
2021-03-24,2399,映泰,2021-03-25,2021-04-09,10,5,23.2,24.34,-0.0491,2021-03-24,2399,
2021-03-24,2415,錩新,2021-03-25,2021-04-09,10,5,36.19,36.4,-0.0058,2021-03-24,2415,
2021-03-24,2718,晶悅,2021-03-25,2021-04-09,10,20,43.8,39.9,0.089,2021-03-24,2718,
2021-03-24,3288,點晶,2021-03-25,2021-04-09,10,5,30.36,32.4,-0.0672,2021-03-24,3288,
2021-03-24,3294,英濟,2021-03-25,2021-04-09,10,5,28.23,28.99,-0.0269,2021-03-24,3294,
2021-03-24,3383,新世紀,2021-03-25,2021-04-09,10,10,6.6,6.05,0.0833,2021-03-24,3383,
2021-03-25,2491,吉祥全,2021-03-26,2021-04-12,10,20,22.34,23.31,-0.0434,2021-03-25,2491,
2021-03-25,2929,淘帝-KY,2021-03-26,2021-04-12,10,10,7.98,7.95,0.0038,2021-03-25,2929,
2021-03-25,6103,合邦,2021-03-26,2021-04-12,10,45,52.59,52.59,0.0,2021-03-25,6103,
2021-03-25,6589,台康生技,2021-03-26,2021-04-12,10,20,109.74,109.74,0.0,2021-03-25,6589,
2021-03-26,3021,鴻名,2021-03-29,2021-04-13,10,5,22.31,21.82,0.022,2021-03-26,3021,
2021-03-26,3122,笙泉,2021-03-29,2021-04-13,10,20,40.91,38.31,0.0636,2021-03-26,3122,
2021-03-30,3552,同致,2021-03-31,2021-04-15,10,20,299.62,295.34,0.0143,2021-03-30,3552,
2021-03-30,6103,合邦,2021-03-31,2021-04-15,10,60,69.68,69.68,0.0,2021-03-30,6103,
2021-03-30,6589,台康生技,2021-03-31,2021-04-15,10,20,117.24,112.08,0.044,2021-03-30,6589,
2021-03-31,3093,港建,2021-04-01,2021-04-16,10,5,49.4,49.65,-0.0051,2021-03-31,3093,
2021-04-01,4419,元勝,2021-04-06,2021-04-19,10,45,20.25,19.38,0.043,2021-04-01,4419,
2021-04-01,6590,普鴻,2021-04-06,2021-04-19,10,5,72.58,66.92,0.078,2021-04-01,6590,
2021-04-06,1592,英瑞-KY,2021-04-07,2021-04-20,10,10,2.24,2.16,0.0357,2021-04-06,1592,
2021-04-06,2597,潤弘,2021-04-07,2021-04-20,10,5,75.33,79.4,-0.054,2021-04-06,2597,
2021-04-06,3362,先進光,2021-04-07,2021-04-20,10,20,123.18,131.12,-0.0645,2021-04-06,3362,
2021-04-06,5272,笙科,2021-04-07,2021-04-20,10,5,42.34,41.1,0.0293,2021-04-06,5272,
2021-04-06,6103,合邦,2021-04-07,2021-04-20,10,60,92.35,92.35,0.0,2021-04-06,6103,
2021-04-07,1517,利奇,2021-04-08,2021-04-21,10,5,24.22,24.22,0.0,2021-04-07,1517,
2021-04-07,3093,港建,2021-04-08,2021-04-21,10,20,62.89,60.41,0.0394,2021-04-07,3093,
2021-04-07,5310,天剛,2021-04-08,2021-04-21,10,45,44.06,44.06,0.0,2021-04-07,5310,
2021-04-07,6494,九齊,2021-04-08,2021-04-21,10,5,96.17,96.17,0.0,2021-04-07,6494,
2021-04-08,1438,三地開發,2021-04-09,2021-04-22,10,5,34.53,33.76,0.0223,2021-04-08,1438,
2021-04-08,2108,南帝,2021-04-09,2021-04-22,10,5,116.46,118.54,-0.0179,2021-04-08,2108,
2021-04-08,2457,飛宏,2021-04-09,2021-04-22,10,20,39.71,40.78,-0.0269,2021-04-08,2457,
2021-04-08,2465,麗臺,2021-04-09,2021-04-22,10,20,56.13,51.17,0.0884,2021-04-08,2465,
2021-04-08,2609,陽明,2021-04-09,2021-04-22,10,20,26.07,26.18,-0.0042,2021-04-08,2609,
2021-04-08,3149,正達,2021-04-09,2021-04-22,10,5,72.96,74.41,-0.0199,2021-04-08,3149,
2021-04-08,5302,太欣,2021-04-09,2021-04-22,10,20,18.5,18.95,-0.0243,2021-04-08,5302,
2021-04-08,5529,志嘉,2021-04-09,2021-04-22,10,5,33.92,31.89,0.0598,2021-04-08,5529,
2021-04-08,6150,撼訊,2021-04-09,2021-04-22,10,20,167.85,165.34,0.015,2021-04-08,6150,
2021-04-08,6237,驊訊,2021-04-09,2021-04-22,10,5,137.83,149.87,-0.0874,2021-04-08,6237,
2021-04-09,2399,映泰,2021-04-12,2021-04-23,10,20,36.39,34.39,0.055,2021-04-09,2399,
2021-04-09,3230,錦明,2021-04-12,2021-04-23,10,5,23.72,23.38,0.0143,2021-04-09,3230,
2021-04-09,4304,勝昱,2021-04-12,2021-04-23,10,10,7.62,7.62,0.0,2021-04-09,4304,
2021-04-09,5245,智晶,2021-04-12,2021-04-23,10,5,48.14,46.36,0.037,2021-04-09,5245,
2021-04-09,8277,商丞,2021-04-12,2021-04-23,10,5,16.8,17.5,-0.0417,2021-04-09,8277,
2021-04-12,1471,首利,2021-04-13,2021-04-26,10,5,12.2,12.2,0.0,2021-04-12,1471,
2021-04-12,1517,利奇,2021-04-13,2021-04-26,10,20,26.88,24.93,0.0725,2021-04-12,1517,
2021-04-12,2014,中鴻,2021-04-13,2021-04-26,10,5,23.86,25.62,-0.0738,2021-04-12,2014,
2021-04-12,3046,建碁,2021-04-13,2021-04-26,10,5,25.52,25.62,-0.0039,2021-04-12,3046,
2021-04-12,3058,立德,2021-04-13,2021-04-26,10,5,21.38,20.16,0.0571,2021-04-12,3058,
2021-04-12,3308,聯德,2021-04-13,2021-04-26,10,5,20.3,19.44,0.0424,2021-04-12,3308,
2021-04-12,5344,立衛,2021-04-13,2021-04-26,10,5,22.0,19.95,0.0932,2021-04-12,5344,
2021-04-12,6582,申豐,2021-04-13,2021-04-26,10,5,264.54,264.54,0.0,2021-04-12,6582,
2021-04-12,6668,中揚光,2021-04-13,2021-04-26,10,5,97.94,86.43,0.1175,2021-04-12,6668,
2021-04-13,1418,東華,2021-04-14,2021-04-27,10,10,12.35,12.35,0.0,2021-04-13,1418,
2021-04-13,2108,南帝,2021-04-14,2021-04-27,10,20,138.58,124.81,0.0994,2021-04-13,2108,
2021-04-13,3006,晶豪科,2021-04-14,2021-04-27,10,5,123.23,121.03,0.0179,2021-04-13,3006,
2021-04-13,6643,M31,2021-04-14,2021-04-27,10,5,423.7,420.26,0.0081,2021-04-13,6643,
2021-04-13,7402,邑錡,2021-04-14,2021-04-27,10,5,44.09,38.13,0.1352,2021-04-13,7402,
2021-04-14,4726,永昕,2021-04-15,2021-04-28,10,5,49.9,50.4,-0.01,2021-04-14,4726,
2021-04-15,3228,金麗科,2021-04-16,2021-04-29,10,20,344.35,344.35,0.0,2021-04-15,3228,
2021-04-15,3661,世芯-KY,2021-04-16,2021-04-29,10,5,520.33,520.33,0.0,2021-04-15,3661,
2021-04-16,3138,耀登,2021-04-19,2021-05-03,10,5,220.42,220.42,0.0,2021-04-16,3138,
2021-04-19,3379,彬台,2021-04-20,2021-05-04,10,5,19.12,17.16,0.1025,2021-04-19,3379,
2021-04-19,3687,歐買尬,2021-04-20,2021-05-04,10,5,71.45,70.0,0.0203,2021-04-19,3687,
2021-04-20,3228,金麗科,2021-04-21,2021-05-05,10,20,286.63,307.0,-0.0711,2021-04-20,3228,
2021-04-20,3661,世芯-KY,2021-04-21,2021-05-05,10,20,484.28,488.17,-0.008,2021-04-20,3661,
2021-04-21,1608,華榮,2021-04-22,2021-05-06,10,5,21.17,21.17,0.0,2021-04-21,1608,
2021-04-21,1905,華紙,2021-04-22,2021-05-06,10,5,23.1,25.37,-0.0983,2021-04-21,1905,
2021-04-21,2007,燁興,2021-04-22,2021-05-06,10,5,15.75,16.2,-0.0286,2021-04-21,2007,
2021-04-21,2022,聚亨,2021-04-22,2021-05-06,10,5,18.21,20.06,-0.1016,2021-04-21,2022,
2021-04-21,5608,四維航,2021-04-22,2021-05-06,10,20,25.24,26.44,-0.0475,2021-04-21,5608,
2021-04-22,1616,億泰,2021-04-23,2021-05-07,10,5,11.05,11.05,0.0,2021-04-22,1616,
2021-04-22,2017,官田鋼,2021-04-23,2021-05-07,10,5,19.95,20.19,-0.012,2021-04-22,2017,
2021-04-22,2641,正德,2021-04-23,2021-05-07,10,5,18.9,17.98,0.0487,2021-04-22,2641,
2021-04-22,5475,德宏,2021-04-23,2021-05-07,10,10,11.0,9.99,0.0918,2021-04-22,5475,
2021-04-23,2033,佳大,2021-04-26,2021-05-10,10,5,23.64,21.7,0.0821,2021-04-23,2033,
2021-04-23,2605,新興,2021-04-26,2021-05-10,10,5,31.86,28.89,0.0932,2021-04-23,2605,
2021-04-23,2637,慧洋-KY,2021-04-26,2021-05-10,10,5,47.52,48.69,-0.0246,2021-04-23,2637,
2021-04-23,3228,金麗科,2021-04-26,2021-05-10,10,20,243.95,243.95,0.0,2021-04-23,3228,
2021-04-23,3661,世芯-KY,2021-04-26,2021-05-10,10,20,430.2,399.5,0.0714,2021-04-23,3661,
2021-04-23,8261,富鼎,2021-04-26,2021-05-10,10,5,73.35,77.38,-0.0549,2021-04-23,8261,
2021-04-26,2543,皇昌,2021-04-27,2021-05-11,10,5,8.62,7.73,0.1032,2021-04-26,2543,
2021-04-26,2601,益航,2021-04-27,2021-05-11,10,5,15.1,16.55,-0.096,2021-04-26,2601,
2021-04-26,3060,銘異,2021-04-27,2021-05-11,10,5,27.36,27.36,0.0,2021-04-26,3060,
2021-04-26,3536,誠創,2021-04-27,2021-05-11,10,45,7.95,8.05,-0.0126,2021-04-26,3536,
2021-04-26,6404,通訊-KY,2021-04-27,2021-05-11,10,45,22.37,22.11,0.0116,2021-04-26,6404,
2021-04-27,1616,億泰,2021-04-28,2021-05-12,10,20,11.4,11.65,-0.0219,2021-04-27,1616,
2021-04-27,5475,德宏,2021-04-28,2021-05-12,10,25,12.45,12.45,0.0,2021-04-27,5475,
2021-04-28,3057,喬鼎,2021-04-29,2021-05-13,10,5,17.75,19.1,-0.0761,2021-04-28,3057,
2021-04-29,3060,銘異,2021-05-03,2021-05-14,10,20,33.55,31.45,0.0626,2021-04-29,3060,
2021-04-29,3536,誠創,2021-05-03,2021-05-14,10,60,10.7,10.7,0.0,2021-04-29,3536,
2021-04-29,6116,彩晶,2021-05-03,2021-05-14,10,5,26.54,26.14,0.0151,2021-04-29,6116,
2021-05-03,2495,普安,2021-05-04,2021-05-17,10,5,23.26,23.4,-0.006,2021-05-03,2495,
2021-05-03,3362,先進光,2021-05-04,2021-05-17,10,20,86.32,77.68,0.1001,2021-05-03,3362,
2021-05-05,1441,大東,2021-05-06,2021-05-19,10,5,27.52,26.98,0.0196,2021-05-05,1441,
2021-05-11,5205,中茂,2021-05-12,2021-05-25,10,60,13.1,13.1,0.0,2021-05-11,5205,
2021-05-12,2929,淘帝-KY,2021-05-13,2021-05-26,10,20,15.15,14.9,0.0165,2021-05-12,2929,
2021-05-14,3228,金麗科,2021-05-17,2021-05-28,10,20,232.31,206.12,0.1127,2021-05-14,3228,
2021-05-17,6547,高端疫苗,2021-05-18,2021-05-31,10,5,267.87,279.96,-0.0451,2021-05-17,6547,
2021-05-18,1475,業旺,2021-05-19,2021-06-01,10,5,29.61,31.59,-0.0669,2021-05-18,1475,
2021-05-18,1732,毛寶,2021-05-19,2021-06-01,10,5,48.51,48.51,0.0,2021-05-18,1732,
2021-05-18,2617,台航,2021-05-19,2021-06-01,10,5,26.04,27.9,-0.0714,2021-05-18,2617,
2021-05-18,6465,威潤,2021-05-19,2021-06-01,10,5,20.03,20.03,0.0,2021-05-18,6465,
2021-05-18,6589,台康生技,2021-05-19,2021-06-01,10,5,179.5,175.0,0.0251,2021-05-18,6589,
2021-05-19,4171,瑞基,2021-05-20,2021-06-02,10,5,98.62,96.79,0.0186,2021-05-19,4171,
2021-05-19,6150,撼訊,2021-05-20,2021-06-02,10,20,120.02,115.82,0.035,2021-05-19,6150,
2021-05-20,1760,寶齡富錦,2021-05-21,2021-06-03,10,5,105.22,106.64,-0.0135,2021-05-20,1760,
2021-05-20,4131,晶宇,2021-05-21,2021-06-03,10,45,26.18,21.6,0.1749,2021-05-20,4131,
2021-05-21,6465,威潤,2021-05-24,2021-06-04,10,20,17.8,18.19,-0.0219,2021-05-21,6465,
2021-05-21,6472,保瑞,2021-05-24,2021-06-04,10,5,181.57,179.39,0.012,2021-05-21,6472,
2021-05-25,6242,立康,2021-05-26,2021-06-08,10,5,47.04,49.22,-0.0463,2021-05-25,6242,
2021-05-27,3228,金麗科,2021-05-28,2021-06-10,10,20,289.06,269.17,0.0688,2021-05-27,3228,
2021-05-28,1435,中福,2021-05-31,2021-06-11,10,5,22.7,21.25,0.0639,2021-05-28,1435,
2021-05-28,2491,吉祥全,2021-05-31,2021-06-11,10,5,29.11,30.24,-0.0388,2021-05-28,2491,
2021-05-28,2615,萬海,2021-05-31,2021-06-11,10,5,95.35,100.22,-0.0511,2021-05-28,2615,
2021-05-28,2642,宅配通,2021-05-31,2021-06-11,10,5,68.54,71.29,-0.0401,2021-05-28,2642,
2021-05-28,4746,台耀,2021-05-31,2021-06-11,10,5,97.61,93.15,0.0457,2021-05-28,4746,
2021-05-28,5475,德宏,2021-05-31,2021-06-11,10,20,21.6,21.6,0.0,2021-05-28,5475,
2021-05-31,5603,陸海,2021-06-01,2021-06-15,10,5,20.69,20.56,0.0063,2021-05-31,5603,
2021-05-31,6485,點序,2021-06-01,2021-06-15,10,5,95.74,101.56,-0.0608,2021-05-31,6485,
2021-06-01,2014,中鴻,2021-06-02,2021-06-16,10,5,47.18,47.1,0.0017,2021-06-01,2014,0
2021-06-01,3228,金麗科,2021-06-02,2021-06-16,10,20,315.73,311.37,0.0138,2021-06-01,3228,0
2021-06-01,4152,台微體,2021-06-02,2021-06-16,10,45,77.8,77.5,0.0039,2021-06-01,4152,0
2021-06-01,6472,保瑞,2021-06-02,2021-06-16,10,20,136.65,138.56,-0.014,2021-06-01,6472,0
2021-06-02,2636,台驊投控,2021-06-03,2021-06-17,10,5,87.77,87.77,0.0,2021-06-02,2636,0
2021-06-02,2642,宅配通,2021-06-03,2021-06-17,10,20,74.77,81.28,-0.0871,2021-06-02,2642,0
2021-06-02,4121,優盛,2021-06-03,2021-06-17,10,5,26.01,28.62,-0.1003,2021-06-02,4121,0
2021-06-03,1455,集盛,2021-06-04,2021-06-18,10,5,23.76,25.66,-0.08,2021-06-03,1455,0
2021-06-03,2465,麗臺,2021-06-04,2021-06-18,10,5,56.21,63.3,-0.1261,2021-06-03,2465,0
2021-06-03,6199,天品,2021-06-04,2021-06-18,10,5,25.0,23.5,0.06,2021-06-03,6199,0
2021-06-04,2028,威致,2021-06-07,2021-06-21,10,5,37.6,38.9,-0.0346,2021-06-04,2028,0
2021-06-04,2038,海光,2021-06-07,2021-06-21,10,5,41.11,41.19,-0.0019,2021-06-04,2038,0
2021-06-04,5475,德宏,2021-06-07,2021-06-21,10,20,26.95,26.25,0.026,2021-06-04,5475,0
2021-06-04,6547,高端疫苗,2021-06-07,2021-06-21,10,20,154.75,154.75,0.0,2021-06-04,6547,0
2021-06-07,8905,裕國,2021-06-08,2021-06-22,10,5,25.68,25.68,0.0,2021-06-07,8905,0
2021-06-08,3530,晶相光,2021-06-09,2021-06-23,10,5,160.16,154.02,0.0383,2021-06-08,3530,0
2021-06-15,3339,泰谷,2021-06-16,2021-06-29,10,5,25.59,27.31,-0.0672,2021-06-15,3339,0
2021-06-15,6485,點序,2021-06-16,2021-06-29,10,20,124.83,124.83,0.0,2021-06-15,6485,0
2021-06-16,2614,東森,2021-06-17,2021-06-30,10,5,47.02,48.91,-0.0402,2021-06-16,2614,0
2021-06-17,2603,長榮,2021-06-18,2021-07-01,10,5,155.95,159.45,-0.0224,2021-06-17,2603,0
2021-06-17,2641,正德,2021-06-18,2021-07-01,10,5,24.01,25.75,-0.0725,2021-06-17,2641,0
2021-06-17,3169,亞信,2021-06-18,2021-07-01,10,5,150.85,158.1,-0.0481,2021-06-17,3169,0
2021-06-17,5608,四維航,2021-06-18,2021-07-01,10,5,39.53,41.92,-0.0605,2021-06-17,5608,0
2021-06-18,3339,泰谷,2021-06-21,2021-07-02,10,20,26.02,28.75,-0.1049,2021-06-18,3339,0
2021-06-18,6640,均華,2021-06-21,2021-07-02,10,5,97.36,99.96,-0.0267,2021-06-18,6640,0
2021-06-18,8040,九暘,2021-06-21,2021-07-02,10,5,66.91,67.67,-0.0114,2021-06-18,8040,0
2021-06-21,2609,陽明,2021-06-22,2021-07-05,10,5,85.0,89.82,-0.0567,2021-06-21,2609,0
2021-06-21,2614,東森,2021-06-22,2021-07-05,10,20,56.02,59.29,-0.0584,2021-06-21,2614,0
2021-06-21,6756,威鋒電子,2021-06-22,2021-07-05,10,5,335.97,334.1,0.0056,2021-06-21,6756,0
2021-06-22,5608,四維航,2021-06-23,2021-07-06,10,20,55.65,54.7,0.0171,2021-06-22,5608,0
2021-06-22,8406,金可-KY,2021-06-23,2021-07-06,10,5,245.25,256.42,-0.0455,2021-06-22,8406,0
2021-06-23,1905,華紙,2021-06-24,2021-07-07,10,5,28.21,27.68,0.0188,2021-06-23,1905,0
2021-06-23,2641,正德,2021-06-24,2021-07-07,10,20,30.9,30.86,0.0013,2021-06-23,2641,0
2021-06-23,3687,歐買尬,2021-06-24,2021-07-07,10,5,129.92,110.53,0.1492,2021-06-23,3687,0
2021-06-23,6640,均華,2021-06-24,2021-07-07,10,20,124.62,132.41,-0.0625,2021-06-23,6640,0
2021-06-23,8429,金麗-KY,2021-06-24,2021-07-07,10,5,16.65,16.7,-0.003,2021-06-23,8429,0
2021-06-24,1455,集盛,2021-06-25,2021-07-08,10,20,22.31,22.26,0.0022,2021-06-24,1455,0
2021-06-24,6465,威潤,2021-06-25,2021-07-08,10,20,32.07,30.37,0.053,2021-06-24,6465,0
2021-06-24,6756,威鋒電子,2021-06-25,2021-07-08,10,20,369.56,365.83,0.0101,2021-06-24,6756,0
2021-06-25,2605,新興,2021-06-28,2021-07-09,10,5,42.04,42.04,0.0,2021-06-25,2605,0
2021-06-28,2601,益航,2021-06-29,2021-07-12,10,5,23.0,25.2,-0.0957,2021-06-28,2601,0
2021-06-28,2613,中櫃,2021-06-29,2021-07-12,10,5,42.59,45.86,-0.0768,2021-06-28,2613,0
2021-06-28,6130,星寶國際,2021-06-29,2021-07-12,10,5,27.77,26.27,0.054,2021-06-28,6130,0
2021-06-28,6741,91APP*-KY,2021-06-29,2021-07-12,10,5,309.96,330.75,-0.0671,2021-06-28,6741,0
2021-06-29,2612,中航,2021-06-30,2021-07-13,10,5,71.68,71.17,0.0071,2021-06-29,2612,0
2021-06-29,5464,霖宏,2021-06-30,2021-07-13,10,5,30.93,30.93,0.0,2021-06-29,5464,0
2021-06-30,2022,聚亨,2021-07-01,2021-07-14,10,5,36.98,37.91,-0.0251,2021-06-30,2022,1
2021-06-30,2607,榮運,2021-07-01,2021-07-14,10,5,42.03,46.33,-0.1023,2021-06-30,2607,1
2021-06-30,2611,志信,2021-07-01,2021-07-14,10,5,34.21,36.73,-0.0737,2021-06-30,2611,1
2021-07-01,2007,燁興,2021-07-02,2021-07-15,10,5,22.85,22.85,0.0,2021-07-01,2007,
2021-07-01,2030,彰源,2021-07-02,2021-07-15,10,5,33.01,31.74,0.0385,2021-07-01,2030,
2021-07-01,2033,佳大,2021-07-02,2021-07-15,10,5,28.85,25.93,0.1012,2021-07-01,2033,
2021-07-01,2064,晉椿,2021-07-02,2021-07-15,10,5,22.66,19.31,0.1478,2021-07-01,2064,
2021-07-01,3609,東林,2021-07-02,2021-07-15,10,5,50.1,50.78,-0.0136,2021-07-01,3609,
2021-07-01,6170,統振,2021-07-02,2021-07-15,10,5,34.43,33.83,0.0174,2021-07-01,6170,
2021-07-02,2024,志聯,2021-07-05,2021-07-16,10,5,28.43,30.17,-0.0612,2021-07-02,2024,
2021-07-02,2025,千興,2021-07-05,2021-07-16,10,45,6.25,6.25,0.0,2021-07-02,2025,
2021-07-02,3141,晶宏,2021-07-05,2021-07-16,10,5,131.59,131.59,0.0,2021-07-02,3141,
2021-07-02,4529,淳紳,2021-07-05,2021-07-16,10,5,11.75,10.3,0.1234,2021-07-02,4529,
2021-07-02,9962,有益,2021-07-05,2021-07-16,10,5,14.11,13.67,0.0312,2021-07-02,9962,
2021-07-05,2023,燁輝,2021-07-06,2021-07-19,10,5,35.17,34.4,0.0219,2021-07-05,2023,
2021-07-05,2032,新鋼,2021-07-06,2021-07-19,10,5,36.39,36.07,0.0088,2021-07-05,2032,
2021-07-05,2069,運錩,2021-07-06,2021-07-19,10,5,38.01,35.24,0.0729,2021-07-05,2069,
