key,mean,std,min,max,skew,kurt,trend_slope,max_drawdown,std_cm,skew_cm,kurt_cm,trend_slope_cm,max_drawdown_cm,date,stock_id
20210223-6642,40.445499999999996,5.9196261217286885,36.54,55.6,1.8858537267092388,1.5316060783230485,0.6984436090225565,-0.06115107913669071,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210223,6642
20210223-6716,47.973,6.008295230674618,43.84,65.36,2.1535547925268594,2.6066504069210064,0.7401654135338348,-0.0322295805739513,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210223,6716
20210223-8054,24.0375,3.669022349345941,20.6,34.64,1.8386296811031158,2.1070608436897516,0.4860075187969925,-0.10797935688765392,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210223,8054
20210223-8427,39.6325,5.758569700889276,35.2,55.1,1.8303022863911702,1.6621703159995738,0.5597368421052633,-0.09743589743589737,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210223,8427
20210224-2465,16.3875,2.4370082499914356,14.34,23.42,1.819766467709187,2.009070505695914,0.1920526315789474,-0.16917728852838942,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,略有上升,股價有明顯跌幅,20210224,2465
20210224-3073,13.982499999999998,4.209115265205916,11.0,25.7,2.1220624302466913,2.2783895372599385,0.39996240601503774,-0.17293233082706772,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210224,3073
20210224-3078,37.066,4.704390334682342,33.47,50.99,2.1455023950906966,2.741138978764928,0.5791729323308271,-0.050227014755959226,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210224,3078
20210224-3228,252.39299999999997,37.51769338381698,213.4,342.89,1.5278811705400177,0.8732332131892528,4.10233082706767,-0.1821561338289963,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210224,3228
20210224-7556,115.85999999999999,21.566425660954433,88.79,162.57,0.8556948749858185,-0.07508980538966625,3.2529473684210526,-0.11415231041700204,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210224,7556
20210225-2375,100.6235,13.395137088943098,86.55,128.72,1.0652415608169632,-0.49808952381028027,1.9128796992481207,-0.09814646004254024,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210225,2375
20210225-3122,16.631,1.951266525268032,15.06,21.76,1.666282241836437,1.0539463788978622,0.24554887218045127,-0.07720588235294117,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210225,3122
20210225-4162,47.202,5.677350753559919,43.1,63.01,2.086244817216755,2.3060086192505125,0.5979097744360901,-0.07570233755093289,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210225,4162
20210225-4743,187.02550000000002,23.53293514585351,162.1,253.03,1.6512545146373607,1.5693377569468865,2.5595112781954885,-0.13578930532601163,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210225,4743
20210225-6134,19.3375,2.8633544461366487,16.73,26.38,1.3547269521126082,0.36903913841175084,0.30681954887218044,-0.1882581271227559,中等波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210225,6134
20210225-6150,82.745,9.581821329997757,69.16,104.49,0.6239029675906689,-0.405212117969338,0.6058947368421055,-0.236981465136805,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210225,6150
20210225-6541,109.8845,15.372669006012623,99.65,156.38,2.1818764417707985,2.9357109665497845,1.9334661654135337,-0.04098282895360965,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210225,6541
20210225-6589,43.4165,8.896312822855615,36.11,61.43,1.0842033185588047,-0.5674639294742474,1.2949248120300754,-0.05339410711378807,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210225,6589
20210226-2734,11.500499999999999,1.788423224960733,10.2,16.72,1.97431033835281,2.309599590393468,0.24478947368421056,-0.008746355685131182,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210226,2734
20210226-2743,15.529500000000002,2.1125028184347423,13.98,21.29,1.9360884486822112,1.8971453005726744,0.2716616541353384,-0.0502717391304348,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210226,2743
20210226-6651,75.887,20.657263053030654,58.87,118.89,1.0143378152552014,-0.6319825475539278,3.152556390977444,-0.027102958188729147,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210226,6651
20210226-6716,51.248000000000005,9.036534967039431,43.84,70.41,1.1005017147382536,-0.6341950403581196,1.3285563909774438,-0.035074514526569504,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210226,6716
20210302-2939,26.967000000000002,2.6614442062831034,21.24,30.85,-0.7374661683999123,-0.23565882067382837,0.03482706766917294,-0.2690984170681349,中等波動,分布略偏左,接近常態,趨勢相對平穩,股價有明顯跌幅,20210302,2939
20210302-3073,16.572499999999998,7.306314410368465,11.0,31.85,1.2084918763369652,-0.41641141674511095,0.9889849624060152,-0.12698412698412695,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210302,3073
20210302-4571,90.1995,15.918078591734348,77.24,134.92,1.7869431555140447,1.7372594133234633,2.2602481203007523,-0.030858947879966056,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210302,4571
20210302-4944,64.34349999999999,8.016167397007255,58.86,84.48,1.9296976487478747,1.645918956414012,0.9402631578947369,-0.04230393752033845,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210302,4944
20210303-3219,77.1275,22.94141643748038,41.0,128.73,0.5739543307306412,-0.12809244594011515,3.730398496240602,-0.062067054585757876,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20210303,3219
20210303-6541,120.59100000000001,27.09619004097886,99.65,181.73,1.2776177376930187,-0.17002957899605864,3.918962406015037,-0.04098282895360965,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210303,6541
20210303-8077,48.089999999999996,6.873530464952603,43.95,68.75,2.153318120414229,2.812188832457121,0.8178195488721803,-0.07861635220125786,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210303,8077
20210304-3552,307.183,24.320692316150122,269.18,356.69,0.6603696363282031,-0.4560746305139629,1.8715338345864654,-0.18800639210518938,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210304,3552
20210305-4571,102.0615,28.14548281509373,77.42,170.23,1.308262214473992,0.10272869326884448,4.186488721804512,-0.030858947879966056,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210305,4571
20210305-5468,17.52,3.149673333103475,12.18,24.82,0.47490622054314025,-0.07218074069563896,0.47075187969924814,-0.18162393162393156,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210305,5468
20210308-3066,8.431999999999999,1.460881493086316,7.22,12.55,1.8296897958578018,1.8489532256279766,0.20111278195488724,-0.028360049321824853,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210308,3066
20210310-4529,11.1585,1.5369048698430778,8.88,14.3,0.8058249465549543,-0.6229126621059917,0.09573684210526318,-0.379020979020979,中等波動,分布略偏右,接近常態,略有上升,股價大幅波動（腰斬級）,20210310,4529
20210311-3362,38.994,5.614091668574524,33.92,55.53,1.964973441787204,2.426282580000337,0.6306917293233085,-0.1641202562838836,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210311,3362
20210312-8099,25.0165,3.9892899711207015,21.84,36.32,1.8621113342906488,1.8302175528053448,0.533075187969925,-0.026661024121878926,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210312,8099
20210316-3362,43.407,11.85144543704979,33.92,73.71,1.528253308534527,0.6957540482042819,1.6804060150375941,-0.0657313587944921,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210316,3362
20210316-6533,452.26300000000003,26.919424037789458,396.48,487.6,-0.8574964407431733,-0.24598525324365195,2.536375939849625,-0.08888433141919612,高波動,分布略偏左,接近常態,明顯上升,股價小幅回調,20210316,6533
20210316-6594,28.619,5.300286883993319,22.82,41.96,1.1268173521248843,0.281838534016031,0.823263157894737,-0.08754406580493539,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210316,6594
20210316-8085,10.439,1.5778963343975618,8.79,14.99,1.8105044227167089,2.097757012000919,0.2180902255639099,-0.04942965779467677,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210316,8085
20210317-3228,353.248,59.08270987620474,239.59,468.51,0.26845131843591313,-0.01023426061399002,9.273744360902256,-0.05657791128350193,高波動,分布接近對稱,接近常態,明顯上升,股價小幅回調,20210317,3228
20210317-3545,87.01050000000001,11.644113703814838,72.02,121.12,1.790429953217862,2.254667602650489,1.2650300751879702,-0.15338085979693242,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210317,3545
20210317-6150,98.1695,9.883303557542206,71.93,112.46,-1.1575006447047695,1.1752203425807206,1.349481203007519,-0.0963728586467604,高波動,分布明顯左偏（偶爾有低價）,常有極端值,明顯上升,股價小幅回調,20210317,6150
20210318-5452,13.645500000000002,2.7937382520652556,10.58,20.8,1.2253741257414303,0.5528584631372024,0.43591729323308276,-0.03324287652645863,中等波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210318,5452
20210318-6129,23.179499999999997,4.724315015790233,16.16,34.58,0.6985690540942271,0.2435376645808427,0.7253759398496241,-0.08071025020177562,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20210318,6129
20210318-8040,28.181,7.213355230696084,21.31,46.27,1.2901926264646055,0.4516436865426461,1.0590526315789475,-0.13916500994035785,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210318,8040
20210319-2718,20.4175,3.292466480667007,18.0,30.05,2.056506066548258,2.4163314367627304,0.4219924812030076,-0.02094240837696346,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210319,2718
20210319-5302,7.705500000000001,1.0872005334803694,7.06,11.0,2.220098762221991,2.9862283751008043,0.13220300751879702,-0.023319615912208495,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,略有上升,股價一路上漲,20210319,5302
20210319-6516,75.687,12.320212788661358,59.42,107.11,1.444698958825948,1.1348127214826427,1.787849624060151,-0.025723472668810338,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210319,6516
20210319-6594,32.1085,7.664319432827745,24.12,47.27,0.9343326546766627,-0.6481178306142334,1.1996616541353384,-0.08754406580493539,高波動,分布略偏右,接近常態,明顯上升,股價小幅回調,20210319,6594
20210322-2457,18.0545,2.202549897875546,16.33,24.84,2.1901083267248524,3.1620432254080653,0.23600751879699253,-0.13643574828133273,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210322,2457
20210322-2491,13.477500000000001,1.972153178101218,11.56,19.02,1.547236447283314,1.5839362680828675,0.27451879699248116,-0.11752136752136742,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210322,2491
20210322-2609,16.1445,1.0809619254213,14.51,18.47,0.6236029031720155,-0.5269778488824666,0.12924060150375938,-0.10164333536214241,中等波動,分布略偏右,接近常態,略有上升,股價有明顯跌幅,20210322,2609
20210322-3094,27.877999999999997,4.224913079143262,24.88,39.34,1.7794751110914464,1.4242025192998051,0.5527969924812032,-0.0841320553780618,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210322,3094
20210322-3268,18.936,2.513208056815451,15.74,26.02,1.8664369502830633,2.1355420508413037,0.27897744360902255,-0.08512874408828171,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210322,3268
20210322-4961,285.757,34.31205221738306,245.12,378.1,1.517348829131995,0.9666039165680758,4.215458646616543,-0.13161157756757708,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210322,4961
20210322-6716,77.759,12.711303258372673,61.64,107.61,0.9798057075251956,-0.17404333558234253,1.8650075187969928,-0.13309213076624885,高波動,分布略偏右,接近常態,明顯上升,股價有明顯跌幅,20210322,6716
20210322-8054,37.9,5.430703162768634,31.51,52.24,1.5877419058074331,1.0300011133986127,0.7118045112781957,-0.09599783666846938,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210322,8054
20210323-2489,12.406,2.1648104329308633,10.62,18.33,1.7480839675499142,1.4272911780938582,0.29664661654135344,-0.05935696619950541,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210323,2489
20210323-3122,22.11,3.4055063770620855,18.04,31.61,1.5793724812593435,1.523410060455296,0.38476691729323315,-0.1777575205104832,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210323,3122
20210323-3276,12.982,1.995929014664337,11.31,18.09,1.7268233913156148,1.2836578144434503,0.23308270676691734,-0.11433046202036015,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價有明顯跌幅,20210323,3276
20210323-5205,8.6515,1.5035441463422357,7.0,11.55,0.6735268411712497,-1.0251159383245456,-0.08069924812030078,-0.393939393939394,中等波動,分布略偏右,分布平坦（較均勻）,略有下降,股價大幅波動（腰斬級）,20210323,5205
20210323-5452,15.8025,4.836339280031846,11.12,27.63,1.2867020502816704,0.278372489383667,0.740293233082707,-0.03324287652645863,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210323,5452
20210323-5608,10.142999999999999,1.6475407510334275,8.97,14.88,1.932197280433277,2.0471214482862834,0.20428571428571432,-0.06659729448491143,中等波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210323,5608
20210323-6129,26.840999999999998,7.376879885297391,17.63,44.08,1.226599117994125,0.18824971478561503,1.097669172932331,-0.08071025020177562,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210323,6129
20210323-6283,47.3,6.600897068222097,42.15,64.3,1.849861280259349,1.541829262825794,0.8340601503759398,-0.05387205387205384,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價小幅回調,20210323,6283
20210323-8040,33.247,11.832884641851638,21.65,60.19,1.1201693539139932,-0.17350618732173428,1.7963458646616544,-0.13916500994035785,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210323,8040
20210324-2399,17.198,2.623861357056168,15.24,24.02,1.653130655803732,0.9248730713899698,0.3327067669172933,-0.07785179017485433,中等波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210324,2399
20210324-2415,35.465999999999994,1.6153226824449185,32.93,39.32,0.8204967411672979,-0.0260154938467263,-0.11497744360902258,-0.1625127161749746,中等波動,分布略偏右,接近常態,略有下降,股價有明顯跌幅,20210324,2415
20210324-2718,23.1725,6.6203131385631275,18.7,39.95,1.5125611640414933,0.6073839467788065,0.9258270676691731,-0.02094240837696346,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價一路上漲,20210324,2718
20210324-3288,21.651999999999997,3.74904984453956,19.34,32.48,2.0229649912739838,2.221783127977833,0.4705112781954889,-0.04115022310361933,高波動,分布明顯右偏（偶爾有高價）,常有極端值,明顯上升,股價一路上漲,20210324,3288
20210324-3294,20.761000000000003,3.487057121473789,17.57,29.04,1.2772848838211122,0.10782977064098187,0.5133834586466167,-0.05612947658402201,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價小幅回調,20210324,3294
20210324-3383,4.1795,0.6550329441293291,3.65,6.09,1.9748707254389768,2.3059033926084718,0.0856466165413534,-0.0753768844221105,低波動,分布明顯右偏（偶爾有高價）,常有極端值,略有上升,股價小幅回調,20210324,3383
20210325-2491,14.8595,3.1542060056876107,11.56,21.75,1.1499780931926389,-0.2496702304510796,0.4604887218045113,-0.11752136752136742,高波動,分布明顯右偏（偶爾有高價）,接近常態,明顯上升,股價有明顯跌幅,20210325,2491
