key,stock_id,T+n,date,close
20230427-4741,4741,7,2023-05-09,35.98
20230427-4741,4741,8,2023-05-10,35.59
20230427-4741,4741,9,2023-05-11,33.19
20230427-4741,4741,10,2023-05-12,32.03
20230428-1727,1727,0,2023-04-28,40.8
20230428-1727,1727,-1,2023-04-27,40.2
20230428-1727,1727,-2,2023-04-26,36.55
20230428-1727,1727,-3,2023-04-25,33.25
20230428-1727,1727,-4,2023-04-24,30.25
20230428-1727,1727,-5,2023-04-21,27.5
20230428-1727,1727,-6,2023-04-20,26.85
20230428-1727,1727,-7,2023-04-19,27.54
20230428-1727,1727,-8,2023-04-18,26.6
20230428-1727,1727,-9,2023-04-17,27.3
20230428-1727,1727,-10,2023-04-14,25.9
20230428-1727,1727,-11,2023-04-13,25.8
20230428-1727,1727,-12,2023-04-12,26.1
20230428-1727,1727,-13,2023-04-11,26.25
20230428-1727,1727,-14,2023-04-10,25.85
20230428-1727,1727,-15,2023-04-07,25.7
20230428-1727,1727,-16,2023-04-06,25.7
20230428-1727,1727,-17,2023-03-31,25.6
20230428-1727,1727,-18,2023-03-30,25.6
20230428-1727,1727,-19,2023-03-29,25.45
20230428-1727,1727,-20,2023-03-28,25.5
20230428-1727,1727,1,2023-05-02,41.45
20230428-1727,1727,2,2023-05-03,41.75
20230428-1727,1727,3,2023-05-04,41.8
20230428-1727,1727,4,2023-05-05,41.07
20230428-1727,1727,5,2023-05-08,41.5
20230428-1727,1727,6,2023-05-09,40.7
20230428-1727,1727,7,2023-05-10,41.4
20230428-1727,1727,8,2023-05-11,37.3
20230428-1727,1727,9,2023-05-12,37.3
20230428-1727,1727,10,2023-05-15,36.1
20230503-8227,8227,0,2023-05-03,184.95
20230503-8227,8227,-1,2023-05-02,189.9
20230503-8227,8227,-2,2023-04-28,189.9
20230503-8227,8227,-3,2023-04-27,184.45
20230503-8227,8227,-4,2023-04-26,179.99
20230503-8227,8227,-5,2023-04-25,163.63
20230503-8227,8227,-6,2023-04-24,174.53
20230503-8227,8227,-7,2023-04-21,166.1
20230503-8227,8227,-8,2023-04-20,172.05
20230503-8227,8227,-9,2023-04-19,179.0
20230503-8227,8227,-10,2023-04-18,175.03
20230503-8227,8227,-11,2023-04-17,171.06
20230503-8227,8227,-12,2023-04-14,173.05
20230503-8227,8227,-13,2023-04-13,168.58
20230503-8227,8227,-14,2023-04-12,174.04
20230503-8227,8227,-15,2023-04-11,181.97
20230503-8227,8227,-16,2023-04-10,192.38
20230503-8227,8227,-17,2023-04-07,196.35
20230503-8227,8227,-18,2023-04-06,211.23
20230503-8227,8227,-19,2023-03-31,213.21
20230503-8227,8227,-20,2023-03-30,204.28
20230503-8227,8227,1,2023-05-04,177.01
20230503-8227,8227,2,2023-05-05,177.51
20230503-8227,8227,3,2023-05-08,173.54
20230503-8227,8227,4,2023-05-09,170.07
20230503-8227,8227,5,2023-05-10,175.53
20230503-8227,8227,6,2023-05-11,169.08
20230503-8227,8227,7,2023-05-12,178.0
20230503-8227,8227,8,2023-05-15,170.57
20230503-8227,8227,9,2023-05-16,172.55
20230503-8227,8227,10,2023-05-17,183.46
20230505-6148,6148,0,2023-05-05,40.04
20230505-6148,6148,-1,2023-05-04,40.18
20230505-6148,6148,-2,2023-05-03,39.51
20230505-6148,6148,-3,2023-05-02,35.94
20230505-6148,6148,-4,2023-04-28,35.32
20230505-6148,6148,-5,2023-04-27,32.14
20230505-6148,6148,-6,2023-04-26,29.25
20230505-6148,6148,-7,2023-04-25,27.08
20230505-6148,6148,-8,2023-04-24,28.33
20230505-6148,6148,-9,2023-04-21,28.72
20230505-6148,6148,-10,2023-04-20,26.11
20230505-6148,6148,-11,2023-04-19,28.23
20230505-6148,6148,-12,2023-04-18,27.9
20230505-6148,6148,-13,2023-04-17,28.43
20230505-6148,6148,-14,2023-04-14,25.87
20230505-6148,6148,-15,2023-04-13,23.56
20230505-6148,6148,-16,2023-04-12,23.66
20230505-6148,6148,-17,2023-04-11,21.54
20230505-6148,6148,-18,2023-04-10,21.01
20230505-6148,6148,-19,2023-04-07,19.13
20230505-6148,6148,-20,2023-04-06,19.71
20230505-6148,6148,1,2023-05-08,40.23
20230505-6148,6148,2,2023-05-09,38.55
20230505-6148,6148,3,2023-05-10,37.53
20230505-6148,6148,4,2023-05-11,35.94
20230505-6148,6148,5,2023-05-12,36.81
20230505-6148,6148,6,2023-05-15,34.74
20230505-6148,6148,7,2023-05-16,35.22
20230505-6148,6148,8,2023-05-17,37.77
20230505-6148,6148,9,2023-05-18,39.22
20230505-6148,6148,10,2023-05-19,37.53
20230505-6752,6752,0,2023-05-05,165.75
20230505-6752,6752,-1,2023-05-04,163.03
20230505-6752,6752,-2,2023-05-03,160.31
20230505-6752,6752,-3,2023-05-02,168.46
20230505-6752,6752,-4,2023-04-28,153.52
20230505-6752,6752,-5,2023-04-27,139.93
20230505-6752,6752,-6,2023-04-26,143.56
20230505-6752,6752,-7,2023-04-25,146.27
20230505-6752,6752,-8,2023-04-24,152.16
20230505-6752,6752,-9,2023-04-21,138.57
20230505-6752,6752,-10,2023-04-20,129.52
20230505-6752,6752,-11,2023-04-19,139.48
20230505-6752,6752,-12,2023-04-18,126.8
20230505-6752,6752,-13,2023-04-17,135.86
20230505-6752,6752,-14,2023-04-14,123.63
20230505-6752,6752,-15,2023-04-13,118.65
20230505-6752,6752,-16,2023-04-12,121.37
20230505-6752,6752,-17,2023-04-11,124.08
20230505-6752,6752,-18,2023-04-10,130.88
20230505-6752,6752,-19,2023-04-07,119.1
20230505-6752,6752,-20,2023-04-06,118.2
20230505-6752,6752,1,2023-05-08,160.76
20230505-6752,6752,2,2023-05-09,156.24
20230505-6752,6752,3,2023-05-10,160.31
20230505-6752,6752,4,2023-05-11,151.71
20230505-6752,6752,5,2023-05-12,157.59
20230505-6752,6752,6,2023-05-15,151.25
20230505-6752,6752,7,2023-05-16,159.86
20230505-6752,6752,8,2023-05-17,162.58
20230505-6752,6752,9,2023-05-18,166.65
20230505-6752,6752,10,2023-05-19,157.59
20230508-2424,2424,0,2023-05-08,34.05
20230508-2424,2424,-1,2023-05-05,34.7
20230508-2424,2424,-2,2023-05-04,31.55
20230508-2424,2424,-3,2023-05-03,28.7
20230508-2424,2424,-4,2023-05-02,26.1
20230508-2424,2424,-5,2023-04-28,23.75
20230508-2424,2424,-6,2023-04-27,21.6
20230508-2424,2424,-7,2023-04-26,22.0
20230508-2424,2424,-8,2023-04-25,21.5
20230508-2424,2424,-9,2023-04-24,21.75
20230508-2424,2424,-10,2023-04-21,21.95
20230508-2424,2424,-11,2023-04-20,22.2
20230508-2424,2424,-12,2023-04-19,22.65
20230508-2424,2424,-13,2023-04-18,23.0
20230508-2424,2424,-14,2023-04-17,22.7
20230508-2424,2424,-15,2023-04-14,22.85
20230508-2424,2424,-16,2023-04-13,22.85
20230508-2424,2424,-17,2023-04-12,22.2
20230508-2424,2424,-18,2023-04-11,22.4
20230508-2424,2424,-19,2023-04-10,22.25
20230508-2424,2424,-20,2023-04-07,22.15
20230508-2424,2424,1,2023-05-09,33.1
20230508-2424,2424,2,2023-05-10,33.3
20230508-2424,2424,3,2023-05-11,30.0
20230508-2424,2424,4,2023-05-12,29.9
20230508-2424,2424,5,2023-05-15,28.15
20230508-2424,2424,6,2023-05-16,28.7
20230508-2424,2424,7,2023-05-17,29.35
20230508-2424,2424,8,2023-05-18,29.6
20230508-2424,2424,9,2023-05-19,30.2
20230508-2424,2424,10,2023-05-22,30.1
20230508-3664,3664,0,2023-05-08,41.9
20230508-3664,3664,-1,2023-05-05,41.9
20230508-3664,3664,-2,2023-05-04,39.6
20230508-3664,3664,-3,2023-05-03,36.0
20230508-3664,3664,-4,2023-05-02,32.75
20230508-3664,3664,-5,2023-04-28,33.65
20230508-3664,3664,-6,2023-04-27,30.6
20230508-3664,3664,-7,2023-04-26,27.85
20230508-3664,3664,-8,2023-04-25,27.0
20230508-3664,3664,-9,2023-04-24,28.0
20230508-3664,3664,-10,2023-04-21,27.05
20230508-3664,3664,-11,2023-04-20,29.05
20230508-3664,3664,-12,2023-04-19,30.15
20230508-3664,3664,-13,2023-04-18,29.2
20230508-3664,3664,-14,2023-04-17,29.15
20230508-3664,3664,-15,2023-04-14,27.95
20230508-3664,3664,-16,2023-04-13,27.45
20230508-3664,3664,-17,2023-04-12,29.5
20230508-3664,3664,-18,2023-04-11,27.15
20230508-3664,3664,-19,2023-04-10,27.6
20230508-3664,3664,-20,2023-04-07,27.6
20230508-3664,3664,1,2023-05-09,39.5
20230508-3664,3664,2,2023-05-10,39.0
20230508-3664,3664,3,2023-05-11,37.35
20230508-3664,3664,4,2023-05-12,38.0
20230508-3664,3664,5,2023-05-15,36.4
20230508-3664,3664,6,2023-05-16,35.85
20230508-3664,3664,7,2023-05-17,37.55
20230508-3664,3664,8,2023-05-18,38.05
20230508-3664,3664,9,2023-05-19,38.2
20230508-3664,3664,10,2023-05-22,40.8
20230508-6111,6111,0,2023-05-08,77.07
20230508-6111,6111,-1,2023-05-05,76.66
20230508-6111,6111,-2,2023-05-04,72.15
20230508-6111,6111,-3,2023-05-03,68.78
20230508-6111,6111,-4,2023-05-02,62.54
20230508-6111,6111,-5,2023-04-28,59.92
20230508-6111,6111,-6,2023-04-27,54.5
20230508-6111,6111,-7,2023-04-26,53.19
20230508-6111,6111,-8,2023-04-25,52.86
20230508-6111,6111,-9,2023-04-24,54.5
20230508-6111,6111,-10,2023-04-21,53.35
20230508-6111,6111,-11,2023-04-20,54.99
20230508-6111,6111,-12,2023-04-19,54.99
20230508-6111,6111,-13,2023-04-18,54.25
20230508-6111,6111,-14,2023-04-17,55.81
20230508-6111,6111,-15,2023-04-14,55.4
20230508-6111,6111,-16,2023-04-13,55.07
20230508-6111,6111,-17,2023-04-12,54.25
20230508-6111,6111,-18,2023-04-11,53.35
20230508-6111,6111,-19,2023-04-10,51.63
20230508-6111,6111,-20,2023-04-07,51.13
20230508-6111,6111,1,2023-05-09,75.92
20230508-6111,6111,2,2023-05-10,71.57
20230508-6111,6111,3,2023-05-11,70.18
20230508-6111,6111,4,2023-05-12,72.31
20230508-6111,6111,5,2023-05-15,68.94
20230508-6111,6111,6,2023-05-16,69.03
20230508-6111,6111,7,2023-05-17,71.9
20230508-6111,6111,8,2023-05-18,71.24
20230508-6111,6111,9,2023-05-19,70.01
20230508-6111,6111,10,2023-05-22,74.53
20230510-4160,4160,0,2023-05-10,51.14
20230510-4160,4160,-1,2023-05-09,47.18
20230510-4160,4160,-2,2023-05-08,46.05
20230510-4160,4160,-3,2023-05-05,41.89
20230510-4160,4160,-4,2023-05-04,41.33
20230510-4160,4160,-5,2023-05-03,37.6
20230510-4160,4160,-6,2023-05-02,36.42
20230510-4160,4160,-7,2023-04-28,34.44
20230510-4160,4160,-8,2023-04-27,31.33
20230510-4160,4160,-9,2023-04-26,32.18
20230510-4160,4160,-10,2023-04-25,33.4
20230510-4160,4160,-11,2023-04-24,33.07
20230510-4160,4160,-12,2023-04-21,30.1
20230510-4160,4160,-13,2023-04-20,31.85
20230510-4160,4160,-14,2023-04-19,31.47
20230510-4160,4160,-15,2023-04-18,28.64
20230510-4160,4160,-16,2023-04-17,28.83
20230510-4160,4160,-17,2023-04-14,28.07
20230510-4160,4160,-18,2023-04-13,27.93
20230510-4160,4160,-19,2023-04-12,27.93
20230510-4160,4160,-20,2023-04-11,27.74
20230510-4160,4160,1,2023-05-11,46.05
20230510-4160,4160,2,2023-05-12,45.39
20230510-4160,4160,3,2023-05-15,45.2
20230510-4160,4160,4,2023-05-16,43.88
20230510-4160,4160,5,2023-05-17,43.17
20230510-4160,4160,6,2023-05-18,42.27
20230510-4160,4160,7,2023-05-19,42.56
20230510-4160,4160,8,2023-05-22,43.36
20230510-4160,4160,9,2023-05-23,42.79
20230510-4160,4160,10,2023-05-24,42.18
20230511-6276,6276,0,2023-05-11,41.51
20230511-6276,6276,-1,2023-05-10,42.98
20230511-6276,6276,-2,2023-05-09,39.78
20230511-6276,6276,-3,2023-05-08,36.17
20230511-6276,6276,-4,2023-05-05,32.9
20230511-6276,6276,-5,2023-05-04,29.96
20230511-6276,6276,-6,2023-05-03,29.57
20230511-6276,6276,-7,2023-05-02,30.29
20230511-6276,6276,-8,2023-04-28,29.63
20230511-6276,6276,-9,2023-04-27,28.37
20230511-6276,6276,-10,2023-04-26,27.96
20230511-6276,6276,-11,2023-04-25,27.43
20230511-6276,6276,-12,2023-04-24,28.16
20230511-6276,6276,-13,2023-04-21,27.96
20230511-6276,6276,-14,2023-04-20,29.5
20230511-6276,6276,-15,2023-04-19,31.1
20230511-6276,6276,-16,2023-04-18,31.63
20230511-6276,6276,-17,2023-04-17,30.7
20230511-6276,6276,-18,2023-04-14,30.5
20230511-6276,6276,-19,2023-04-13,30.5
20230511-6276,6276,-20,2023-04-12,30.1
20230511-6276,6276,1,2023-05-12,45.64
20230511-6276,6276,2,2023-05-15,46.85
20230511-6276,6276,3,2023-05-16,48.18
20230511-6276,6276,4,2023-05-17,47.25
20230511-6276,6276,5,2023-05-18,49.65
20230511-6276,6276,6,2023-05-19,49.59
20230511-6276,6276,7,2023-05-22,50.98
20230511-6276,6276,8,2023-05-23,49.38
20230511-6276,6276,9,2023-05-24,49.38
20230511-6276,6276,10,2023-05-25,48.78
20230512-2230,2230,0,2023-05-12,71.12
20230512-2230,2230,-1,2023-05-11,69.17
20230512-2230,2230,-2,2023-05-10,73.68
20230512-2230,2230,-3,2023-05-09,71.38
20230512-2230,2230,-4,2023-05-08,72.98
20230512-2230,2230,-5,2023-05-05,72.18
20230512-2230,2230,-6,2023-05-04,72.36
20230512-2230,2230,-7,2023-05-03,78.47
20230512-2230,2230,-8,2023-05-02,75.1
20230512-2230,2230,-9,2023-04-28,74.22
20230512-2230,2230,-10,2023-04-27,69.34
20230512-2230,2230,-11,2023-04-26,70.23
20230512-2230,2230,-12,2023-04-25,70.5
20230512-2230,2230,-13,2023-04-24,73.6
20230512-2230,2230,-14,2023-04-21,72.09
20230512-2230,2230,-15,2023-04-20,72.18
20230512-2230,2230,-16,2023-04-19,74.3
20230512-2230,2230,-17,2023-04-18,73.15
20230512-2230,2230,-18,2023-04-17,74.3
20230512-2230,2230,-19,2023-04-14,72.27
20230512-2230,2230,-20,2023-04-13,73.15
20230512-2230,2230,1,2023-05-15,71.65
20230512-2230,2230,2,2023-05-16,71.74
20230512-2230,2230,3,2023-05-17,72.53
20230512-2230,2230,4,2023-05-18,71.91
20230512-2230,2230,5,2023-05-19,71.38
20230512-2230,2230,6,2023-05-22,71.56
20230512-2230,2230,7,2023-05-23,72.18
20230512-2230,2230,8,2023-05-24,73.51
20230512-2230,2230,9,2023-05-25,73.68
20230512-2230,2230,10,2023-05-26,74.75
20230512-8033,8033,0,2023-05-12,68.3
20230512-8033,8033,-1,2023-05-11,70.0
20230512-8033,8033,-2,2023-05-10,72.8
20230512-8033,8033,-3,2023-05-09,69.7
20230512-8033,8033,-4,2023-05-08,77.2
20230512-8033,8033,-5,2023-05-05,78.0
20230512-8033,8033,-6,2023-05-04,78.1
20230512-8033,8033,-7,2023-05-03,78.2
20230512-8033,8033,-8,2023-05-02,76.5
20230512-8033,8033,-9,2023-04-28,75.2
20230512-8033,8033,-10,2023-04-27,74.4
20230512-8033,8033,-11,2023-04-26,70.2
20230512-8033,8033,-12,2023-04-25,70.0
20230512-8033,8033,-13,2023-04-24,73.0
20230512-8033,8033,-14,2023-04-21,69.7
20230512-8033,8033,-15,2023-04-20,74.6
20230512-8033,8033,-16,2023-04-19,76.6
20230512-8033,8033,-17,2023-04-18,73.5
20230512-8033,8033,-18,2023-04-17,79.0
20230512-8033,8033,-19,2023-04-14,71.9
20230512-8033,8033,-20,2023-04-13,65.4
20230512-8033,8033,1,2023-05-15,62.7
20230512-8033,8033,2,2023-05-16,62.9
20230512-8033,8033,3,2023-05-17,65.0
20230512-8033,8033,4,2023-05-18,64.0
20230512-8033,8033,5,2023-05-19,64.4
20230512-8033,8033,6,2023-05-22,68.1
20230512-8033,8033,7,2023-05-23,67.6
20230512-8033,8033,8,2023-05-24,66.8
20230512-8033,8033,9,2023-05-25,65.8
20230512-8033,8033,10,2023-05-26,63.3
20230516-6276,6276,0,2023-05-16,48.18
20230516-6276,6276,-1,2023-05-15,46.85
20230516-6276,6276,-2,2023-05-12,45.64
20230516-6276,6276,-3,2023-05-11,41.51
20230516-6276,6276,-4,2023-05-10,42.98
20230516-6276,6276,-5,2023-05-09,39.78
20230516-6276,6276,-6,2023-05-08,36.17
20230516-6276,6276,-7,2023-05-05,32.9
20230516-6276,6276,-8,2023-05-04,29.96
20230516-6276,6276,-9,2023-05-03,29.57
20230516-6276,6276,-10,2023-05-02,30.29
20230516-6276,6276,-11,2023-04-28,29.63
20230516-6276,6276,-12,2023-04-27,28.37
20230516-6276,6276,-13,2023-04-26,27.96
20230516-6276,6276,-14,2023-04-25,27.43
20230516-6276,6276,-15,2023-04-24,28.16
20230516-6276,6276,-16,2023-04-21,27.96
20230516-6276,6276,-17,2023-04-20,29.5
20230516-6276,6276,-18,2023-04-19,31.1
20230516-6276,6276,-19,2023-04-18,31.63
20230516-6276,6276,-20,2023-04-17,30.7
20230516-6276,6276,1,2023-05-17,47.25
20230516-6276,6276,2,2023-05-18,49.65
20230516-6276,6276,3,2023-05-19,49.59
20230516-6276,6276,4,2023-05-22,50.98
20230516-6276,6276,5,2023-05-23,49.38
20230516-6276,6276,6,2023-05-24,49.38
20230516-6276,6276,7,2023-05-25,48.78
20230516-6276,6276,8,2023-05-26,48.18
20230516-6276,6276,9,2023-05-29,52.06
20230516-6276,6276,10,2023-05-30,52.06
20230517-2743,2743,0,2023-05-17,98.0
20230517-2743,2743,-1,2023-05-16,89.1
20230517-2743,2743,-2,2023-05-15,81.0
20230517-2743,2743,-3,2023-05-12,73.7
20230517-2743,2743,-4,2023-05-11,67.0
20230517-2743,2743,-5,2023-05-10,61.0
20230517-2743,2743,-6,2023-05-09,58.9
20230517-2743,2743,-7,2023-05-08,59.6
20230517-2743,2743,-8,2023-05-05,60.5
20230517-2743,2743,-9,2023-05-04,60.5
20230517-2743,2743,-10,2023-05-03,59.2
20230517-2743,2743,-11,2023-05-02,59.8
20230517-2743,2743,-12,2023-04-28,59.9
20230517-2743,2743,-13,2023-04-27,58.3
20230517-2743,2743,-14,2023-04-26,57.7
20230517-2743,2743,-15,2023-04-25,57.0
20230517-2743,2743,-16,2023-04-24,59.0
20230517-2743,2743,-17,2023-04-21,59.1
20230517-2743,2743,-18,2023-04-20,60.8
20230517-2743,2743,-19,2023-04-19,62.5
20230517-2743,2743,-20,2023-04-18,61.7
20230517-2743,2743,1,2023-05-18,107.5
20230517-2743,2743,2,2023-05-19,110.0
20230517-2743,2743,3,2023-05-22,121.0
20230517-2743,2743,4,2023-05-23,127.0
20230517-2743,2743,5,2023-05-24,116.0
20230517-2743,2743,6,2023-05-25,123.5
20230517-2743,2743,7,2023-05-26,118.5
20230517-2743,2743,8,2023-05-29,126.0
20230517-2743,2743,9,2023-05-30,126.0
20230517-2743,2743,10,2023-05-31,135.5
20230518-2745,2745,0,2023-05-18,63.3
20230518-2745,2745,-1,2023-05-17,64.9
20230518-2745,2745,-2,2023-05-16,59.0
20230518-2745,2745,-3,2023-05-15,53.7
20230518-2745,2745,-4,2023-05-12,48.95
20230518-2745,2745,-5,2023-05-11,44.5
20230518-2745,2745,-6,2023-05-10,43.0
20230518-2745,2745,-7,2023-05-09,42.45
20230518-2745,2745,-8,2023-05-08,42.0
20230518-2745,2745,-9,2023-05-05,42.0
20230518-2745,2745,-10,2023-05-04,42.0
20230518-2745,2745,-11,2023-05-03,41.65
20230518-2745,2745,-12,2023-05-02,40.8
20230518-2745,2745,-13,2023-04-28,40.35
20230518-2745,2745,-14,2023-04-27,39.45
20230518-2745,2745,-15,2023-04-26,39.7
20230518-2745,2745,-16,2023-04-25,39.85
20230518-2745,2745,-17,2023-04-24,39.7
20230518-2745,2745,-18,2023-04-21,39.65
20230518-2745,2745,-19,2023-04-20,40.25
20230518-2745,2745,-20,2023-04-19,41.25
20230518-2745,2745,1,2023-05-19,64.1
20230518-2745,2745,2,2023-05-22,70.5
20230518-2745,2745,3,2023-05-23,77.2
20230518-2745,2745,4,2023-05-24,71.0
20230518-2745,2745,5,2023-05-25,73.0
20230518-2745,2745,6,2023-05-26,68.2
20230518-2745,2745,7,2023-05-29,70.0
20230518-2745,2745,8,2023-05-30,70.5
20230518-2745,2745,9,2023-05-31,75.0
20230518-2745,2745,10,2023-06-01,75.8
20230518-6198,6198,0,2023-05-18,31.95
20230518-6198,6198,-1,2023-05-17,30.49
20230518-6198,6198,-2,2023-05-16,28.75
20230518-6198,6198,-3,2023-05-15,26.14
20230518-6198,6198,-4,2023-05-12,23.77
20230518-6198,6198,-5,2023-05-11,21.62
20230518-6198,6198,-6,2023-05-10,19.65
20230518-6198,6198,-7,2023-05-09,19.56
20230518-6198,6198,-8,2023-05-08,19.61
20230518-6198,6198,-9,2023-05-05,19.84
20230518-6198,6198,-10,2023-05-04,19.93
20230518-6198,6198,-11,2023-05-03,20.25
20230518-6198,6198,-12,2023-05-02,20.66
20230518-6198,6198,-13,2023-04-28,20.11
20230518-6198,6198,-14,2023-04-27,19.93
20230518-6198,6198,-15,2023-04-26,20.25
20230518-6198,6198,-16,2023-04-25,20.11
20230518-6198,6198,-17,2023-04-24,20.52
20230518-6198,6198,-18,2023-04-21,21.3
20230518-6198,6198,-19,2023-04-20,19.65
20230518-6198,6198,-20,2023-04-19,19.56
20230518-6198,6198,1,2023-05-19,31.31
20230518-6198,6198,2,2023-05-22,31.04
20230518-6198,6198,3,2023-05-23,31.17
20230518-6198,6198,4,2023-05-24,29.02
20230518-6198,6198,5,2023-05-25,29.85
20230518-6198,6198,6,2023-05-26,32.45
20230518-6198,6198,7,2023-05-29,31.54
20230518-6198,6198,8,2023-05-30,31.72
20230518-6198,6198,9,2023-05-31,30.85
20230518-6198,6198,10,2023-06-01,29.85
20230519-8426,8426,0,2023-05-19,67.4
20230519-8426,8426,-1,2023-05-18,69.9
20230519-8426,8426,-2,2023-05-17,63.6
20230519-8426,8426,-3,2023-05-16,57.9
20230519-8426,8426,-4,2023-05-15,54.0
20230519-8426,8426,-5,2023-05-12,49.1
20230519-8426,8426,-6,2023-05-11,44.65
20230519-8426,8426,-7,2023-05-10,46.9
20230519-8426,8426,-8,2023-05-09,47.85
20230519-8426,8426,-9,2023-05-08,48.05
20230519-8426,8426,-10,2023-05-05,48.05
20230519-8426,8426,-11,2023-05-04,48.9
20230519-8426,8426,-12,2023-05-03,46.8
20230519-8426,8426,-13,2023-05-02,47.8
20230519-8426,8426,-14,2023-04-28,47.3
20230519-8426,8426,-15,2023-04-27,47.95
20230519-8426,8426,-16,2023-04-26,50.9
20230519-8426,8426,-17,2023-04-25,47.7
20230519-8426,8426,-18,2023-04-24,46.35
20230519-8426,8426,-19,2023-04-21,45.25
20230519-8426,8426,-20,2023-04-20,44.65
20230519-8426,8426,1,2023-05-22,74.1
20230519-8426,8426,2,2023-05-23,71.6
20230519-8426,8426,3,2023-05-24,70.0
20230519-8426,8426,4,2023-05-25,67.3
20230519-8426,8426,5,2023-05-26,68.5
20230519-8426,8426,6,2023-05-29,68.0
20230519-8426,8426,7,2023-05-30,67.3
20230519-8426,8426,8,2023-05-31,69.8
20230519-8426,8426,9,2023-06-01,70.0
20230519-8426,8426,10,2023-06-02,71.6
20230522-2427,2427,0,2023-05-22,23.94
20230522-2427,2427,-1,2023-05-19,22.18
20230522-2427,2427,-2,2023-05-18,20.17
20230522-2427,2427,-3,2023-05-17,18.37
20230522-2427,2427,-4,2023-05-16,16.71
20230522-2427,2427,-5,2023-05-15,15.19
20230522-2427,2427,-6,2023-05-12,13.82
20230522-2427,2427,-7,2023-05-11,13.78
20230522-2427,2427,-8,2023-05-10,14.51
20230522-2427,2427,-9,2023-05-09,14.46
20230522-2427,2427,-10,2023-05-08,14.95
20230522-2427,2427,-11,2023-05-05,14.25
20230522-2427,2427,-12,2023-05-04,14.9
20230522-2427,2427,-13,2023-05-03,14.7
20230522-2427,2427,-14,2023-05-02,14.95
20230522-2427,2427,-15,2023-04-28,14.7
20230522-2427,2427,-16,2023-04-27,14.26
20230522-2427,2427,-17,2023-04-26,14.31
20230522-2427,2427,-18,2023-04-25,14.31
20230522-2427,2427,-19,2023-04-24,14.65
20230522-2427,2427,-20,2023-04-21,13.97
20230522-2427,2427,1,2023-05-23,23.45
20230522-2427,2427,2,2023-05-24,22.61
20230522-2427,2427,3,2023-05-25,23.94
20230522-2427,2427,4,2023-05-26,23.79
20230522-2427,2427,5,2023-05-29,24.23
20230522-2427,2427,6,2023-05-30,24.23
20230522-2427,2427,7,2023-05-31,24.62
20230522-2427,2427,8,2023-06-01,27.06
20230522-2427,2427,9,2023-06-02,28.82
20230522-2427,2427,10,2023-06-05,28.33
20230522-2743,2743,0,2023-05-22,121.0
20230522-2743,2743,-1,2023-05-19,110.0
20230522-2743,2743,-2,2023-05-18,107.5
20230522-2743,2743,-3,2023-05-17,98.0
20230522-2743,2743,-4,2023-05-16,89.1
20230522-2743,2743,-5,2023-05-15,81.0
20230522-2743,2743,-6,2023-05-12,73.7
20230522-2743,2743,-7,2023-05-11,67.0
20230522-2743,2743,-8,2023-05-10,61.0
20230522-2743,2743,-9,2023-05-09,58.9
20230522-2743,2743,-10,2023-05-08,59.6
20230522-2743,2743,-11,2023-05-05,60.5
20230522-2743,2743,-12,2023-05-04,60.5
20230522-2743,2743,-13,2023-05-03,59.2
20230522-2743,2743,-14,2023-05-02,59.8
20230522-2743,2743,-15,2023-04-28,59.9
20230522-2743,2743,-16,2023-04-27,58.3
20230522-2743,2743,-17,2023-04-26,57.7
20230522-2743,2743,-18,2023-04-25,57.0
20230522-2743,2743,-19,2023-04-24,59.0
20230522-2743,2743,-20,2023-04-21,59.1
20230522-2743,2743,1,2023-05-23,127.0
20230522-2743,2743,2,2023-05-24,116.0
20230522-2743,2743,3,2023-05-25,123.5
20230522-2743,2743,4,2023-05-26,118.5
20230522-2743,2743,5,2023-05-29,126.0
20230522-2743,2743,6,2023-05-30,126.0
20230522-2743,2743,7,2023-05-31,135.5
20230522-2743,2743,8,2023-06-01,138.5
20230522-2743,2743,9,2023-06-02,142.5
20230522-2743,2743,10,2023-06-05,144.0
20230523-2745,2745,0,2023-05-23,77.2
20230523-2745,2745,-1,2023-05-22,70.5
20230523-2745,2745,-2,2023-05-19,64.1
20230523-2745,2745,-3,2023-05-18,63.3
20230523-2745,2745,-4,2023-05-17,64.9
20230523-2745,2745,-5,2023-05-16,59.0
20230523-2745,2745,-6,2023-05-15,53.7
20230523-2745,2745,-7,2023-05-12,48.95
20230523-2745,2745,-8,2023-05-11,44.5
20230523-2745,2745,-9,2023-05-10,43.0
20230523-2745,2745,-10,2023-05-09,42.45
20230523-2745,2745,-11,2023-05-08,42.0
20230523-2745,2745,-12,2023-05-05,42.0
20230523-2745,2745,-13,2023-05-04,42.0
20230523-2745,2745,-14,2023-05-03,41.65
20230523-2745,2745,-15,2023-05-02,40.8
20230523-2745,2745,-16,2023-04-28,40.35
20230523-2745,2745,-17,2023-04-27,39.45
20230523-2745,2745,-18,2023-04-26,39.7
20230523-2745,2745,-19,2023-04-25,39.85
20230523-2745,2745,-20,2023-04-24,39.7
20230523-2745,2745,1,2023-05-24,71.0
20230523-2745,2745,2,2023-05-25,73.0
20230523-2745,2745,3,2023-05-26,68.2
20230523-2745,2745,4,2023-05-29,70.0
20230523-2745,2745,5,2023-05-30,70.5
20230523-2745,2745,6,2023-05-31,75.0
20230523-2745,2745,7,2023-06-01,75.8
20230523-2745,2745,8,2023-06-02,79.5
