key,stock_id,T+n,date,close
20210408-2609,2609,-7,2021-03-26,19.27
20210408-2609,2609,-8,2021-03-25,18.42
20210408-2609,2609,-9,2021-03-24,19.15
20210408-2609,2609,-10,2021-03-23,18.98
20210408-2609,2609,-11,2021-03-22,20.31
20210408-2609,2609,-12,2021-03-19,18.47
20210408-2609,2609,-13,2021-03-18,17.54
20210408-2609,2609,-14,2021-03-17,17.74
20210408-2609,2609,-15,2021-03-16,17.03
20210408-2609,2609,-16,2021-03-15,17.74
20210408-2609,2609,-17,2021-03-12,16.52
20210408-2609,2609,-18,2021-03-11,15.92
20210408-2609,2609,-19,2021-03-10,15.87
20210408-2609,2609,-20,2021-03-09,15.64
20210408-2609,2609,1,2021-04-09,24.22
20210408-2609,2609,2,2021-04-12,25.35
20210408-2609,2609,3,2021-04-13,25.39
20210408-2609,2609,4,2021-04-14,25.78
20210408-2609,2609,5,2021-04-15,26.46
20210408-2609,2609,6,2021-04-16,28.67
20210408-2609,2609,7,2021-04-19,31.17
20210408-2609,2609,8,2021-04-20,32.3
20210408-2609,2609,9,2021-04-21,35.53
20210408-2609,2609,10,2021-04-22,33.77
20210408-3149,3149,0,2021-04-08,74.41
20210408-3149,3149,-1,2021-04-07,76.89
20210408-3149,3149,-2,2021-04-06,73.97
20210408-3149,3149,-3,2021-04-01,67.28
20210408-3149,3149,-4,2021-03-31,61.16
20210408-3149,3149,-5,2021-03-30,60.29
20210408-3149,3149,-6,2021-03-29,54.82
20210408-3149,3149,-7,2021-03-26,55.48
20210408-3149,3149,-8,2021-03-25,53.0
20210408-3149,3149,-9,2021-03-24,53.95
20210408-3149,3149,-10,2021-03-23,55.11
20210408-3149,3149,-11,2021-03-22,57.74
20210408-3149,3149,-12,2021-03-19,57.74
20210408-3149,3149,-13,2021-03-18,52.5
20210408-3149,3149,-14,2021-03-17,52.06
20210408-3149,3149,-15,2021-03-16,47.32
20210408-3149,3149,-16,2021-03-15,43.03
20210408-3149,3149,-17,2021-03-12,41.94
20210408-3149,3149,-18,2021-03-11,42.38
20210408-3149,3149,-19,2021-03-10,40.85
20210408-3149,3149,-20,2021-03-09,41.64
20210408-3149,3149,1,2021-04-09,69.9
20210408-3149,3149,2,2021-04-12,67.86
20210408-3149,3149,3,2021-04-13,68.23
20210408-3149,3149,4,2021-04-14,64.66
20210408-3149,3149,5,2021-04-15,66.7
20210408-3149,3149,6,2021-04-16,68.37
20210408-3149,3149,7,2021-04-19,67.5
20210408-3149,3149,8,2021-04-20,68.44
20210408-3149,3149,9,2021-04-21,72.23
20210408-3149,3149,10,2021-04-22,66.99
20210408-5302,5302,0,2021-04-08,18.95
20210408-5302,5302,-1,2021-04-07,17.25
20210408-5302,5302,-2,2021-04-06,15.7
20210408-5302,5302,-3,2021-04-01,14.3
20210408-5302,5302,-4,2021-03-31,13.05
20210408-5302,5302,-5,2021-03-30,13.3
20210408-5302,5302,-6,2021-03-29,12.15
20210408-5302,5302,-7,2021-03-26,11.05
20210408-5302,5302,-8,2021-03-25,11.1
20210408-5302,5302,-9,2021-03-24,11.1
20210408-5302,5302,-10,2021-03-23,12.25
20210408-5302,5302,-11,2021-03-22,13.3
20210408-5302,5302,-12,2021-03-19,12.1
20210408-5302,5302,-13,2021-03-18,11.0
20210408-5302,5302,-14,2021-03-17,10.0
20210408-5302,5302,-15,2021-03-16,9.13
20210408-5302,5302,-16,2021-03-15,8.3
20210408-5302,5302,-17,2021-03-12,7.55
20210408-5302,5302,-18,2021-03-11,7.46
20210408-5302,5302,-19,2021-03-10,7.5
20210408-5302,5302,-20,2021-03-09,7.26
20210408-5302,5302,1,2021-04-09,17.1
20210408-5302,5302,2,2021-04-12,17.0
20210408-5302,5302,3,2021-04-13,16.5
20210408-5302,5302,4,2021-04-14,14.85
20210408-5302,5302,5,2021-04-15,15.6
20210408-5302,5302,6,2021-04-16,16.4
20210408-5302,5302,7,2021-04-19,15.2
20210408-5302,5302,8,2021-04-20,15.35
20210408-5302,5302,9,2021-04-21,15.8
20210408-5302,5302,10,2021-04-22,14.5
20210408-5529,5529,0,2021-04-08,31.89
20210408-5529,5529,-1,2021-04-07,34.09
20210408-5529,5529,-2,2021-04-06,34.42
20210408-5529,5529,-3,2021-04-01,31.3
20210408-5529,5529,-4,2021-03-31,28.53
20210408-5529,5529,-5,2021-03-30,26.01
20210408-5529,5529,-6,2021-03-29,23.64
20210408-5529,5529,-7,2021-03-26,23.56
20210408-5529,5529,-8,2021-03-25,23.22
20210408-5529,5529,-9,2021-03-24,23.56
20210408-5529,5529,-10,2021-03-23,23.48
20210408-5529,5529,-11,2021-03-22,23.56
20210408-5529,5529,-12,2021-03-19,24.66
20210408-5529,5529,-13,2021-03-18,22.55
20210408-5529,5529,-14,2021-03-17,20.53
20210408-5529,5529,-15,2021-03-16,19.94
20210408-5529,5529,-16,2021-03-15,19.69
20210408-5529,5529,-17,2021-03-12,18.94
20210408-5529,5529,-18,2021-03-11,18.85
20210408-5529,5529,-19,2021-03-10,18.85
20210408-5529,5529,-20,2021-03-09,18.77
20210408-5529,5529,1,2021-04-09,30.55
20210408-5529,5529,2,2021-04-12,29.96
20210408-5529,5529,3,2021-04-13,31.98
20210408-5529,5529,4,2021-04-14,32.4
20210408-5529,5529,5,2021-04-15,33.33
20210408-5529,5529,6,2021-04-16,32.9
20210408-5529,5529,7,2021-04-19,34.42
20210408-5529,5529,8,2021-04-20,36.86
20210408-5529,5529,9,2021-04-21,36.61
20210408-5529,5529,10,2021-04-22,36.19
20210408-6150,6150,0,2021-04-08,165.34
20210408-6150,6150,-1,2021-04-07,169.53
20210408-6150,6150,-2,2021-04-06,154.43
20210408-6150,6150,-3,2021-04-01,140.58
20210408-6150,6150,-4,2021-03-31,127.99
20210408-6150,6150,-5,2021-03-30,116.66
20210408-6150,6150,-6,2021-03-29,114.14
20210408-6150,6150,-7,2021-03-26,109.94
20210408-6150,6150,-8,2021-03-25,107.85
20210408-6150,6150,-9,2021-03-24,107.43
20210408-6150,6150,-10,2021-03-23,105.75
20210408-6150,6150,-11,2021-03-22,111.2
20210408-6150,6150,-12,2021-03-19,107.43
20210408-6150,6150,-13,2021-03-18,102.81
20210408-6150,6150,-14,2021-03-17,102.39
20210408-6150,6150,-15,2021-03-16,104.49
20210408-6150,6150,-16,2021-03-15,112.04
20210408-6150,6150,-17,2021-03-12,112.46
20210408-6150,6150,-18,2021-03-11,108.69
20210408-6150,6150,-19,2021-03-10,102.39
20210408-6150,6150,-20,2021-03-09,102.39
20210408-6150,6150,1,2021-04-09,167.85
20210408-6150,6150,2,2021-04-12,184.64
20210408-6150,6150,3,2021-04-13,179.6
20210408-6150,6150,4,2021-04-14,180.86
20210408-6150,6150,5,2021-04-15,188.84
20210408-6150,6150,6,2021-04-16,203.94
20210408-6150,6150,7,2021-04-19,183.8
20210408-6150,6150,8,2021-04-20,176.25
20210408-6150,6150,9,2021-04-21,169.53
20210408-6150,6150,10,2021-04-22,152.75
20210408-6237,6237,0,2021-04-08,149.87
20210408-6237,6237,-1,2021-04-07,136.38
20210408-6237,6237,-2,2021-04-06,129.15
20210408-6237,6237,-3,2021-04-01,117.59
20210408-6237,6237,-4,2021-03-31,107.46
20210408-6237,6237,-5,2021-03-30,110.36
20210408-6237,6237,-6,2021-03-29,108.43
20210408-6237,6237,-7,2021-03-26,98.79
20210408-6237,6237,-8,2021-03-25,94.74
20210408-6237,6237,-9,2021-03-24,94.55
20210408-6237,6237,-10,2021-03-23,93.49
20210408-6237,6237,-11,2021-03-22,95.9
20210408-6237,6237,-12,2021-03-19,100.24
20210408-6237,6237,-13,2021-03-18,98.31
20210408-6237,6237,-14,2021-03-17,96.38
20210408-6237,6237,-15,2021-03-16,106.5
20210408-6237,6237,-16,2021-03-15,96.86
20210408-6237,6237,-17,2021-03-12,91.75
20210408-6237,6237,-18,2021-03-11,94.45
20210408-6237,6237,-19,2021-03-10,89.15
20210408-6237,6237,-20,2021-03-09,85.3
20210408-6237,6237,1,2021-04-09,164.81
20210408-6237,6237,2,2021-04-12,148.43
20210408-6237,6237,3,2021-04-13,146.98
20210408-6237,6237,4,2021-04-14,137.83
20210408-6237,6237,5,2021-04-15,148.91
20210408-6237,6237,6,2021-04-16,152.28
20210408-6237,6237,7,2021-04-19,146.98
20210408-6237,6237,8,2021-04-20,154.21
20210408-6237,6237,9,2021-04-21,153.73
20210408-6237,6237,10,2021-04-22,145.05
20210409-2399,2399,0,2021-04-09,34.39
20210409-2399,2399,-1,2021-04-08,36.25
20210409-2399,2399,-2,2021-04-07,36.84
20210409-2399,2399,-3,2021-04-06,33.52
20210409-2399,2399,-4,2021-04-01,30.48
20210409-2399,2399,-5,2021-03-31,27.93
20210409-2399,2399,-6,2021-03-30,25.43
20210409-2399,2399,-7,2021-03-29,25.06
20210409-2399,2399,-8,2021-03-26,25.47
20210409-2399,2399,-9,2021-03-25,25.38
20210409-2399,2399,-10,2021-03-24,24.34
20210409-2399,2399,-11,2021-03-23,22.15
20210409-2399,2399,-12,2021-03-22,24.02
20210409-2399,2399,-13,2021-03-19,21.83
20210409-2399,2399,-14,2021-03-18,19.88
20210409-2399,2399,-15,2021-03-17,18.1
20210409-2399,2399,-16,2021-03-16,17.28
20210409-2399,2399,-17,2021-03-15,16.42
20210409-2399,2399,-18,2021-03-12,16.06
20210409-2399,2399,-19,2021-03-11,15.74
20210409-2399,2399,-20,2021-03-10,15.42
20210409-2399,2399,1,2021-04-12,33.21
20210409-2399,2399,2,2021-04-13,30.2
20210409-2399,2399,3,2021-04-14,29.02
20210409-2399,2399,4,2021-04-15,30.02
20210409-2399,2399,5,2021-04-16,33.02
20210409-2399,2399,6,2021-04-19,29.79
20210409-2399,2399,7,2021-04-20,28.84
20210409-2399,2399,8,2021-04-21,28.2
20210409-2399,2399,9,2021-04-22,25.38
20210409-2399,2399,10,2021-04-23,27.88
20210409-3230,3230,0,2021-04-09,23.38
20210409-3230,3230,-1,2021-04-08,23.72
20210409-3230,3230,-2,2021-04-07,23.81
20210409-3230,3230,-3,2021-04-06,21.67
20210409-3230,3230,-4,2021-04-01,19.72
20210409-3230,3230,-5,2021-03-31,17.96
20210409-3230,3230,-6,2021-03-30,16.35
20210409-3230,3230,-7,2021-03-29,16.1
20210409-3230,3230,-8,2021-03-26,16.79
20210409-3230,3230,-9,2021-03-25,17.57
20210409-3230,3230,-10,2021-03-24,16.01
20210409-3230,3230,-11,2021-03-16,14.56
20210409-3230,3230,-12,2021-03-15,15.12
20210409-3230,3230,-13,2021-03-12,13.92
20210409-3230,3230,-14,2021-03-11,12.66
20210409-3230,3230,-15,2021-03-10,12.32
20210409-3230,3230,-16,2021-03-09,12.32
20210409-3230,3230,-17,2021-03-08,12.47
20210409-3230,3230,-18,2021-03-05,12.3
20210409-3230,3230,-19,2021-03-04,12.3
20210409-3230,3230,-20,2021-03-03,12.47
20210409-3230,3230,1,2021-04-12,22.64
20210409-3230,3230,2,2021-04-13,20.89
20210409-3230,3230,3,2021-04-14,18.84
20210409-3230,3230,4,2021-04-15,18.35
20210409-3230,3230,5,2021-04-16,20.15
20210409-3230,3230,6,2021-04-19,19.91
20210409-3230,3230,7,2021-04-20,20.79
20210409-3230,3230,8,2021-04-21,21.86
20210409-3230,3230,9,2021-04-22,20.5
20210409-3230,3230,10,2021-04-23,20.35
20210409-4304,4304,0,2021-04-09,7.62
20210409-4304,4304,-1,2021-04-08,6.93
20210409-4304,4304,-2,2021-04-07,6.3
20210409-4304,4304,-3,2021-04-06,5.73
20210409-4304,4304,-4,2021-04-01,5.21
20210409-4304,4304,-5,2021-03-31,4.75
20210409-4304,4304,-6,2021-03-30,4.32
20210409-4304,4304,-7,2021-03-29,4.34
20210409-4304,4304,-8,2021-03-26,4.35
20210409-4304,4304,-9,2021-03-25,4.33
20210409-4304,4304,-10,2021-03-24,4.64
20210409-4304,4304,-11,2021-03-23,4.23
20210409-4304,4304,-12,2021-03-19,4.7
20210409-4304,4304,-13,2021-03-18,4.8
20210409-4304,4304,-14,2021-03-17,5.1
20210409-4304,4304,-15,2021-03-16,4.83
20210409-4304,4304,-16,2021-03-12,4.47
20210409-4304,4304,-17,2021-03-11,4.47
20210409-4304,4304,-18,2021-03-10,4.88
20210409-4304,4304,-19,2021-03-09,4.88
20210409-4304,4304,-20,2021-03-04,4.93
20210409-4304,4304,1,2021-04-12,8.38
20210409-4304,4304,2,2021-04-13,7.8
20210409-4304,4304,3,2021-04-14,7.02
20210409-4304,4304,4,2021-04-15,7.02
20210409-4304,4304,5,2021-04-16,6.43
20210409-4304,4304,6,2021-04-19,7.07
20210409-4304,4304,7,2021-04-20,7.24
20210409-4304,4304,8,2021-04-21,7.25
20210409-4304,4304,9,2021-04-22,7.15
20210409-4304,4304,10,2021-04-23,6.63
20210409-5245,5245,0,2021-04-09,46.36
20210409-5245,5245,-1,2021-04-08,48.31
20210409-5245,5245,-2,2021-04-07,45.76
20210409-5245,5245,-3,2021-04-06,41.65
20210409-5245,5245,-4,2021-04-01,37.87
20210409-5245,5245,-5,2021-03-31,34.43
20210409-5245,5245,-6,2021-03-30,33.37
20210409-5245,5245,-7,2021-03-29,33.37
20210409-5245,5245,-8,2021-03-26,34.3
20210409-5245,5245,-9,2021-03-25,34.64
20210409-5245,5245,-10,2021-03-24,33.41
20210409-5245,5245,-11,2021-03-23,33.92
20210409-5245,5245,-12,2021-03-22,34.94
20210409-5245,5245,-13,2021-03-19,32.77
20210409-5245,5245,-14,2021-03-18,32.18
20210409-5245,5245,-15,2021-03-17,32.26
20210409-5245,5245,-16,2021-03-16,32.09
20210409-5245,5245,-17,2021-03-15,32.35
20210409-5245,5245,-18,2021-03-12,32.39
20210409-5245,5245,-19,2021-03-11,33.24
20210409-5245,5245,-20,2021-03-10,32.65
20210409-5245,5245,1,2021-04-12,47.46
20210409-5245,5245,2,2021-04-13,45.09
20210409-5245,5245,3,2021-04-14,43.3
20210409-5245,5245,4,2021-04-15,45.26
20210409-5245,5245,5,2021-04-16,45.85
20210409-5245,5245,6,2021-04-19,44.83
20210409-5245,5245,7,2021-04-20,47.72
20210409-5245,5245,8,2021-04-21,47.38
20210409-5245,5245,9,2021-04-22,44.41
20210409-5245,5245,10,2021-04-23,45.09
20210409-8277,8277,0,2021-04-09,17.5
20210409-8277,8277,-1,2021-04-08,15.95
20210409-8277,8277,-2,2021-04-07,14.5
20210409-8277,8277,-3,2021-04-06,13.2
20210409-8277,8277,-4,2021-04-01,12.0
20210409-8277,8277,-5,2021-03-31,10.95
20210409-8277,8277,-6,2021-03-30,10.85
20210409-8277,8277,-7,2021-03-29,10.75
20210409-8277,8277,-8,2021-03-26,10.8
20210409-8277,8277,-9,2021-03-25,10.9
20210409-8277,8277,-10,2021-03-24,10.85
20210409-8277,8277,-11,2021-03-23,11.0
20210409-8277,8277,-12,2021-03-22,11.55
20210409-8277,8277,-13,2021-03-19,11.3
20210409-8277,8277,-14,2021-03-18,10.8
20210409-8277,8277,-15,2021-03-17,10.6
20210409-8277,8277,-16,2021-03-16,10.9
20210409-8277,8277,-17,2021-03-15,10.9
20210409-8277,8277,-18,2021-03-12,10.4
20210409-8277,8277,-19,2021-03-11,10.3
20210409-8277,8277,-20,2021-03-10,10.25
20210409-8277,8277,1,2021-04-12,16.15
20210409-8277,8277,2,2021-04-13,15.35
20210409-8277,8277,3,2021-04-14,14.85
20210409-8277,8277,4,2021-04-15,15.6
20210409-8277,8277,5,2021-04-16,16.0
20210409-8277,8277,6,2021-04-19,15.4
20210409-8277,8277,7,2021-04-20,15.5
20210409-8277,8277,8,2021-04-21,17.05
20210409-8277,8277,9,2021-04-22,16.75
20210409-8277,8277,10,2021-04-23,17.25
20210412-1471,1471,0,2021-04-12,12.2
20210412-1471,1471,-1,2021-04-09,11.1
20210412-1471,1471,-2,2021-04-08,10.1
20210412-1471,1471,-3,2021-04-07,9.19
20210412-1471,1471,-4,2021-04-06,8.36
20210412-1471,1471,-5,2021-04-01,7.6
20210412-1471,1471,-6,2021-03-31,7.3
20210412-1471,1471,-7,2021-03-30,7.13
20210412-1471,1471,-8,2021-03-29,7.12
20210412-1471,1471,-9,2021-03-26,6.98
20210412-1471,1471,-10,2021-03-25,6.74
20210412-1471,1471,-11,2021-03-24,6.79
20210412-1471,1471,-12,2021-03-23,6.72
20210412-1471,1471,-13,2021-03-22,7.0
20210412-1471,1471,-14,2021-03-19,7.0
20210412-1471,1471,-15,2021-03-18,6.93
20210412-1471,1471,-16,2021-03-17,6.64
20210412-1471,1471,-17,2021-03-16,6.69
20210412-1471,1471,-18,2021-03-15,6.28
20210412-1471,1471,-19,2021-03-12,6.03
20210412-1471,1471,-20,2021-03-11,5.94
20210412-1471,1471,1,2021-04-13,12.2
20210412-1471,1471,2,2021-04-14,11.8
20210412-1471,1471,3,2021-04-15,12.45
20210412-1471,1471,4,2021-04-16,12.65
20210412-1471,1471,5,2021-04-19,13.9
20210412-1471,1471,6,2021-04-20,14.9
20210412-1471,1471,7,2021-04-21,14.1
20210412-1471,1471,8,2021-04-22,12.7
20210412-1471,1471,9,2021-04-23,13.2
20210412-1471,1471,10,2021-04-26,13.1
20210412-1517,1517,0,2021-04-12,24.93
20210412-1517,1517,-1,2021-04-09,27.96
20210412-1517,1517,-2,2021-04-08,26.61
20210412-1517,1517,-3,2021-04-07,24.22
20210412-1517,1517,-4,2021-04-06,22.05
20210412-1517,1517,-5,2021-04-01,20.07
20210412-1517,1517,-6,2021-03-31,18.26
20210412-1517,1517,-7,2021-03-30,17.63
20210412-1517,1517,-8,2021-03-29,16.05
20210412-1517,1517,-9,2021-03-26,15.6
20210412-1517,1517,-10,2021-03-25,14.88
20210412-1517,1517,-11,2021-03-24,15.11
20210412-1517,1517,-12,2021-03-23,13.75
20210412-1517,1517,-13,2021-03-22,13.21
20210412-1517,1517,-14,2021-03-19,13.26
20210412-1517,1517,-15,2021-03-18,12.95
20210412-1517,1517,-16,2021-03-17,13.12
20210412-1517,1517,-17,2021-03-16,12.9
20210412-1517,1517,-18,2021-03-15,13.3
20210412-1517,1517,-19,2021-03-12,13.53
20210412-1517,1517,-20,2021-03-11,13.66
20210412-1517,1517,1,2021-04-13,26.25
20210412-1517,1517,2,2021-04-14,25.8
20210412-1517,1517,3,2021-04-15,27.51
20210412-1517,1517,4,2021-04-16,28.86
20210412-1517,1517,5,2021-04-19,29.31
20210412-1517,1517,6,2021-04-20,28.5
20210412-1517,1517,7,2021-04-21,28.05
20210412-1517,1517,8,2021-04-22,25.71
20210412-1517,1517,9,2021-04-23,26.83
20210412-1517,1517,10,2021-04-26,29.49
20210412-2014,2014,0,2021-04-12,25.62
20210412-2014,2014,-1,2021-04-09,23.68
20210412-2014,2014,-2,2021-04-08,22.05
20210412-2014,2014,-3,2021-04-07,20.06
20210412-2014,2014,-4,2021-04-06,20.06
20210412-2014,2014,-5,2021-04-01,18.33
20210412-2014,2014,-6,2021-03-31,17.23
20210412-2014,2014,-7,2021-03-30,16.17
20210412-2014,2014,-8,2021-03-29,16.17
20210412-2014,2014,-9,2021-03-26,15.73
20210412-2014,2014,-10,2021-03-25,15.51
20210412-2014,2014,-11,2021-03-24,15.29
20210412-2014,2014,-12,2021-03-23,15.51
20210412-2014,2014,-13,2021-03-22,15.64
20210412-2014,2014,-14,2021-03-19,15.46
20210412-2014,2014,-15,2021-03-18,15.68
20210412-2014,2014,-16,2021-03-17,15.77
20210412-2014,2014,-17,2021-03-16,15.68
20210412-2014,2014,-18,2021-03-15,16.21
20210412-2014,2014,-19,2021-03-12,16.57
20210412-2014,2014,-20,2021-03-11,16.13
20210412-2014,2014,1,2021-04-13,24.21
20210412-2014,2014,2,2021-04-14,24.56
20210412-2014,2014,3,2021-04-15,25.36
20210412-2014,2014,4,2021-04-16,27.88
20210412-2014,2014,5,2021-04-19,30.66
20210412-2014,2014,6,2021-04-20,30.48
20210412-2014,2014,7,2021-04-21,31.28
20210412-2014,2014,8,2021-04-22,32.03
20210412-2014,2014,9,2021-04-23,31.54
20210412-2014,2014,10,2021-04-26,34.68
20210412-3046,3046,0,2021-04-12,25.62
20210412-3046,3046,-1,2021-04-09,26.29
20210412-3046,3046,-2,2021-04-08,25.37
20210412-3046,3046,-3,2021-04-07,23.08
20210412-3046,3046,-4,2021-04-06,20.98
20210412-3046,3046,-5,2021-04-01,19.09
20210412-3046,3046,-6,2021-03-31,17.38
20210412-3046,3046,-7,2021-03-30,17.43
20210412-3046,3046,-8,2021-03-29,17.82
20210412-3046,3046,-9,2021-03-26,17.63
20210412-3046,3046,-10,2021-03-25,17.19
20210412-3046,3046,-11,2021-03-24,17.63
20210412-3046,3046,-12,2021-03-23,16.8
20210412-3046,3046,-13,2021-03-22,17.77
20210412-3046,3046,-14,2021-03-19,17.72
20210412-3046,3046,-15,2021-03-18,15.62
20210412-3046,3046,-16,2021-03-17,15.29
20210412-3046,3046,-17,2021-03-16,15.39
20210412-3046,3046,-18,2021-03-15,15.39
20210412-3046,3046,-19,2021-03-12,15.43
20210412-3046,3046,-20,2021-03-11,15.77
20210412-3046,3046,1,2021-04-13,25.03
20210412-3046,3046,2,2021-04-14,23.47
20210412-3046,3046,3,2021-04-15,23.47
20210412-3046,3046,4,2021-04-16,24.15
20210412-3046,3046,5,2021-04-19,23.37
20210412-3046,3046,6,2021-04-20,23.66
20210412-3046,3046,7,2021-04-21,24.34
20210412-3046,3046,8,2021-04-22,23.37
20210412-3046,3046,9,2021-04-23,23.57
20210412-3046,3046,10,2021-04-26,23.86
20210412-3058,3058,0,2021-04-12,20.16
20210412-3058,3058,-1,2021-04-09,21.43
20210412-3058,3058,-2,2021-04-08,21.1
20210412-3058,3058,-3,2021-04-07,19.21
20210412-3058,3058,-4,2021-04-06,17.47
20210412-3058,3058,-5,2021-04-01,15.92
20210412-3058,3058,-6,2021-03-31,14.51
20210412-3058,3058,-7,2021-03-30,14.46
20210412-3058,3058,-8,2021-03-29,14.46
20210412-3058,3058,-9,2021-03-26,14.41
20210412-3058,3058,-10,2021-03-25,14.65
20210412-3058,3058,-11,2021-03-24,14.32
20210412-3058,3058,-12,2021-03-23,14.13
20210412-3058,3058,-13,2021-03-22,15.26
20210412-3058,3058,-14,2021-03-19,14.83
20210412-3058,3058,-15,2021-03-18,13.52
20210412-3058,3058,-16,2021-03-17,13.19
20210412-3058,3058,-17,2021-03-16,12.9
20210412-3058,3058,-18,2021-03-15,12.86
20210412-3058,3058,-19,2021-03-12,12.81
20210412-3058,3058,-20,2021-03-11,12.39
20210412-3058,3058,1,2021-04-13,20.58
20210412-3058,3058,2,2021-04-14,19.4
20210412-3058,3058,3,2021-04-15,19.78
20210412-3058,3058,4,2021-04-16,21.19
20210412-3058,3058,5,2021-04-19,20.49
20210412-3058,3058,6,2021-04-20,19.73
20210412-3058,3058,7,2021-04-21,19.59
20210412-3058,3058,8,2021-04-22,18.79
20210412-3058,3058,9,2021-04-23,19.92
20210412-3058,3058,10,2021-04-26,21.57
20210412-3308,3308,0,2021-04-12,19.44
20210412-3308,3308,-1,2021-04-09,18.5
20210412-3308,3308,-2,2021-04-08,16.86
20210412-3308,3308,-3,2021-04-07,15.39
20210412-3308,3308,-4,2021-04-06,14.0
20210412-3308,3308,-5,2021-04-01,12.74
20210412-3308,3308,-6,2021-03-31,11.58
20210412-3308,3308,-7,2021-03-30,11.83
20210412-3308,3308,-8,2021-03-29,12.47
20210412-3308,3308,-9,2021-03-26,12.9
20210412-3308,3308,-10,2021-03-25,13.05
20210412-3308,3308,-11,2021-03-24,13.26
20210412-3308,3308,-12,2021-03-23,13.33
20210412-3308,3308,-13,2021-03-22,14.54
20210412-3308,3308,-14,2021-03-19,15.43
20210412-3308,3308,-15,2021-03-18,14.04
20210412-3308,3308,-16,2021-03-17,12.77
20210412-3308,3308,-17,2021-03-16,11.62
20210412-3308,3308,-18,2021-03-15,11.74
20210412-3308,3308,-19,2021-03-12,11.35
20210412-3308,3308,-20,2021-03-11,10.98
20210412-3308,3308,1,2021-04-13,17.64
20210412-3308,3308,2,2021-04-14,16.16
20210412-3308,3308,3,2021-04-15,17.72
20210412-3308,3308,4,2021-04-16,17.95
20210412-3308,3308,5,2021-04-19,17.25
20210412-3308,3308,6,2021-04-20,16.94
20210412-3308,3308,7,2021-04-21,16.71
20210412-3308,3308,8,2021-04-22,16.08
20210412-3308,3308,9,2021-04-23,16.63
20210412-3308,3308,10,2021-04-26,16.32
20210412-5344,5344,0,2021-04-12,19.95
20210412-5344,5344,-1,2021-04-09,21.5
20210412-5344,5344,-2,2021-04-08,20.8
20210412-5344,5344,-3,2021-04-07,18.95
20210412-5344,5344,-4,2021-04-06,17.25
20210412-5344,5344,-5,2021-04-01,16.0
20210412-5344,5344,-6,2021-03-31,14.85
20210412-5344,5344,-7,2021-03-30,15.25
20210412-5344,5344,-8,2021-03-29,15.2
20210412-5344,5344,-9,2021-03-26,14.5
20210412-5344,5344,-10,2021-03-25,14.2
20210412-5344,5344,-11,2021-03-24,14.3
20210412-5344,5344,-12,2021-03-23,14.7
20210412-5344,5344,-13,2021-03-22,15.35
20210412-5344,5344,-14,2021-03-19,15.85
20210412-5344,5344,-15,2021-03-18,15.25
20210412-5344,5344,-16,2021-03-17,13.9
20210412-5344,5344,-17,2021-03-16,13.8
20210412-5344,5344,-18,2021-03-15,13.15
20210412-5344,5344,-19,2021-03-12,13.5
20210412-5344,5344,-20,2021-03-11,13.5
20210412-5344,5344,1,2021-04-13,18.5
20210412-5344,5344,2,2021-04-14,17.8
20210412-5344,5344,3,2021-04-15,18.55
20210412-5344,5344,4,2021-04-16,18.45
20210412-5344,5344,5,2021-04-19,18.2
20210412-5344,5344,6,2021-04-20,18.2
20210412-5344,5344,7,2021-04-21,18.45
20210412-5344,5344,8,2021-04-22,18.1
20210412-5344,5344,9,2021-04-23,19.2
20210412-5344,5344,10,2021-04-26,20.4
20210412-6582,6582,0,2021-04-12,264.54
20210412-6582,6582,-1,2021-04-09,240.77
20210412-6582,6582,-2,2021-04-08,218.95
20210412-6582,6582,-3,2021-04-07,199.08
20210412-6582,6582,-4,2021-04-06,192.07
20210412-6582,6582,-5,2021-04-01,181.55
20210412-6582,6582,-6,2021-03-31,178.83
20210412-6582,6582,-7,2021-03-30,165.58
20210412-6582,6582,-8,2021-03-29,161.29
20210412-6582,6582,-9,2021-03-26,147.66
20210412-6582,6582,-10,2021-03-25,142.2
20210412-6582,6582,-11,2021-03-24,142.59
20210412-6582,6582,-12,2021-03-23,140.26
20210412-6582,6582,-13,2021-03-22,141.81
20210412-6582,6582,-14,2021-03-19,139.09
20210412-6582,6582,-15,2021-03-18,136.75
20210412-6582,6582,-16,2021-03-17,136.75
20210412-6582,6582,-17,2021-03-16,134.41
20210412-6582,6582,-18,2021-03-15,130.13
20210412-6582,6582,-19,2021-03-12,134.02
20210412-6582,6582,-20,2021-03-11,134.41
20210412-6582,6582,1,2021-04-13,238.43
20210412-6582,6582,2,2021-04-14,232.2
20210412-6582,6582,3,2021-04-15,234.93
20210412-6582,6582,4,2021-04-16,245.45
20210412-6582,6582,5,2021-04-19,240.77
20210412-6582,6582,6,2021-04-20,238.43
20210412-6582,6582,7,2021-04-21,262.2
20210412-6582,6582,8,2021-04-22,249.34
20210412-6582,6582,9,2021-04-23,257.91
20210412-6582,6582,10,2021-04-26,283.63
20210412-6668,6668,0,2021-04-12,86.43
20210412-6668,6668,-1,2021-04-09,93.47
20210412-6668,6668,-2,2021-04-08,92.42
20210412-6668,6668,-3,2021-04-07,84.05
20210412-6668,6668,-4,2021-04-06,76.73
20210412-6668,6668,-5,2021-04-01,69.79
20210412-6668,6668,-6,2021-03-31,63.52
20210412-6668,6668,-7,2021-03-30,62.28
20210412-6668,6668,-8,2021-03-29,62.09
