公布日期,證券代號,證券名稱,處置起始,處置結束,處置營業日數,撮合頻率(分鐘),開盤價,收盤價,short_return,broker_bought,avg_vol_5T,max_vol_5T,vol_diff_5T,avg_vol_10T,max_vol_10T,vol_diff_10T,avg_vol_20T,max_vol_20T,vol_diff_20T
2023-07-19,3706,神達,2023-07-20,2023-08-02,10,5,51.2,49.93,0.0248,29,113613346.6,263401668.0,0.5687,76881764.8,263401668.0,0.7081,54587256.25,263401668.0,0.7928
2023-07-20,6442,光聖,2023-07-21,2023-08-03,10,5,77.53,72.72,0.062,27,4282270.6,6439818.0,0.335,2380584.8,6439818.0,0.6303,1287536.4,6439818.0,0.8001
2023-07-20,6579,研揚,2023-07-21,2023-08-03,10,5,187.0,190.0,-0.016,29,4227338.6,6039926.0,0.3001,2780870.9,6039926.0,0.5396,1626965.15,6039926.0,0.7306
2023-07-21,2316,楠梓電,2023-07-24,2023-08-04,10,5,39.9,42.8,-0.0727,29,18259764.2,30201067.0,0.3954,9267607.1,30201067.0,0.6931,4703693.4,30201067.0,0.8443
2023-07-21,3362,先進光,2023-07-24,2023-08-04,10,5,151.5,157.5,-0.0396,29,14417200.0,19476000.0,0.2597,16440400.0,26918000.0,0.3892,12418600.0,26918000.0,0.5387
2023-07-21,6150,撼訊,2023-07-24,2023-08-04,10,5,104.5,113.5,-0.0861,28,10790000.0,21257000.0,0.4924,6650700.0,21257000.0,0.6871,3733900.0,21257000.0,0.8243
2023-07-21,6527,明達醫,2023-07-24,2023-08-04,10,5,109.09,106.29,0.0257,24,2524600.0,3066000.0,0.1766,1457300.0,3066000.0,0.5247,829100.0,3066000.0,0.7296
2023-07-21,6530,創威,2023-07-24,2023-08-04,10,5,37.7,37.5,0.0053,21,5297000.0,12352000.0,0.5712,2776900.0,12352000.0,0.7752,1446100.0,12352000.0,0.8829
2023-07-21,6569,醫揚,2023-07-24,2023-08-04,10,20,233.0,243.0,-0.0429,17,907200.0,2487000.0,0.6352,629200.0,2487000.0,0.747,370950.0,2487000.0,0.8508
2023-07-24,3035,智原,2023-07-25,2023-08-09,12,5,386.88,374.96,0.0308,29,37352379.0,42134626.0,0.1135,34223260.6,42134626.0,0.1878,30958466.1,45691459.0,0.3224
2023-07-24,3483,力致,2023-07-25,2023-08-07,10,20,157.77,151.54,0.0395,27,14122000.0,32092000.0,0.56,9496800.0,32092000.0,0.7041,7420500.0,32092000.0,0.7688
2023-07-24,4154,樂威科-KY,2023-07-25,2023-08-07,10,5,12.05,11.85,0.0166,5,411600.0,998000.0,0.5876,264300.0,998000.0,0.7352,153250.0,998000.0,0.8464
2023-07-24,8210,勤誠,2023-07-25,2023-08-07,10,5,235.5,248.0,-0.0531,29,16677350.2,21227287.0,0.2143,17515158.0,30702694.0,0.4295,16198445.1,30702694.0,0.4724
2023-07-25,6811,宏碁資訊,2023-07-26,2023-08-08,10,5,370.0,397.0,-0.073,28,3776200.0,4968000.0,0.2399,2402400.0,4968000.0,0.5164,1513150.0,4968000.0,0.6954
2023-07-25,8996,高力,2023-07-26,2023-08-08,10,20,421.93,392.78,0.0691,29,10419391.2,14441092.0,0.2785,5584344.5,14441092.0,0.6133,4701144.35,14441092.0,0.6745
2023-07-26,4188,安克,2023-07-27,2023-08-09,10,5,28.5,27.95,0.0193,22,1640600.0,3383000.0,0.515,890100.0,3383000.0,0.7369,529750.0,3383000.0,0.8434
2023-07-27,2421,建準,2023-07-28,2023-08-10,10,5,146.5,145.0,0.0102,29,50269701.6,65495583.0,0.2325,45457422.4,70243519.0,0.3529,32597948.7,70243519.0,0.5359
2023-07-27,4154,樂威科-KY,2023-07-28,2023-08-10,10,20,10.55,11.15,-0.0569,10,511400.0,1014000.0,0.4957,407900.0,1014000.0,0.5977,246200.0,1014000.0,0.7572
2023-07-28,6811,宏碁資訊,2023-07-31,2023-08-11,10,20,374.0,372.5,0.004,15,2379400.0,4968000.0,0.5211,2321400.0,4968000.0,0.5327,1617750.0,4968000.0,0.6744
2023-07-31,2329,華泰,2023-08-01,2023-08-14,10,5,50.8,44.95,0.1152,29,111422123.2,156012252.0,0.2858,92608663.8,156012252.0,0.4064,65059968.05,156012252.0,0.583
2023-08-02,4979,華星光,2023-08-03,2023-08-18,12,20,170.11,153.3,0.0988,29,31707400.0,38960000.0,0.1862,17957200.0,38960000.0,0.5391,16504200.0,47428000.0,0.652
2023-08-07,5511,德昌,2023-08-08,2023-08-21,10,5,81.1,81.2,-0.0012,21,1325200.0,2089000.0,0.3656,1191700.0,2391000.0,0.5016,1090100.0,2769000.0,0.6063
2023-08-10,2743,山富,2023-08-11,2023-08-24,10,20,135.5,125.0,0.0775,24,2784400.0,5274000.0,0.4721,2657100.0,5274000.0,0.4962,1594000.0,5274000.0,0.6978
2023-08-17,4154,樂威科-KY,2023-08-18,2023-08-31,10,20,18.75,16.3,0.1307,16,646200.0,1337000.0,0.5167,354000.0,1337000.0,0.7352,386400.0,1337000.0,0.711
2023-08-18,3043,科風,2023-08-21,2023-09-01,10,5,52.0,54.0,-0.0385,28,7960728.0,12900611.0,0.3829,4390380.5,12900611.0,0.6597,2301880.1,12900611.0,0.8216
2023-08-22,3306,鼎天,2023-08-23,2023-09-07,12,5,66.0,68.7,-0.0409,28,19382000.0,30776000.0,0.3702,11787000.0,30776000.0,0.617,9522800.0,30776000.0,0.6906
2023-08-22,3362,先進光,2023-08-23,2023-09-05,10,20,154.5,154.5,0.0,29,13903800.0,31930000.0,0.5646,12357500.0,31930000.0,0.613,7419850.0,31930000.0,0.7676
2023-08-24,4944,兆遠,2023-08-25,2023-09-07,10,5,15.95,15.95,0.0,10,426400.0,713000.0,0.402,327400.0,925000.0,0.6461,182950.0,925000.0,0.8022
2023-08-24,6117,迎廣,2023-08-25,2023-09-11,12,5,37.8,36.9,0.0238,28,14910111.2,30414319.0,0.5098,9254581.1,30414319.0,0.6957,6160923.2,30414319.0,0.7974
2023-08-25,6222,上揚,2023-08-28,2023-09-08,10,5,21.85,21.6,0.0114,14,311200.0,629000.0,0.5052,216400.0,629000.0,0.656,226850.0,629000.0,0.6393
2023-08-28,5348,系通,2023-08-29,2023-09-11,10,5,19.55,18.05,0.0767,11,756200.0,1274000.0,0.4064,440900.0,1274000.0,0.6539,238150.0,1274000.0,0.8131
2023-08-30,4979,華星光,2023-08-31,2023-09-13,10,20,159.23,155.27,0.0249,29,18449400.0,27098000.0,0.3192,14534100.0,27098000.0,0.4636,9230400.0,27098000.0,0.6594
2023-09-05,4542,科嶠,2023-09-06,2023-09-19,10,5,61.1,68.3,-0.1178,25,2684600.0,5804000.0,0.5375,2658600.0,5804000.0,0.5419,1795100.0,5804000.0,0.6907
2023-09-06,6122,擎邦,2023-09-07,2023-09-22,12,5,56.0,56.2,-0.0036,27,22077600.0,40521000.0,0.4552,12038300.0,40521000.0,0.7029,8152000.0,40521000.0,0.7988
2023-09-07,2816,旺旺保,2023-09-08,2023-09-21,10,5,35.1,35.0,0.0028,28,9392029.4,14547105.0,0.3544,7512276.9,14547105.0,0.4836,4162845.7,14547105.0,0.7138
2023-09-07,3548,兆利,2023-09-08,2023-09-21,10,5,123.0,123.5,-0.0041,28,14338200.0,24307000.0,0.4101,9977500.0,24307000.0,0.5895,6907450.0,24307000.0,0.7158
2023-09-08,2358,廷鑫,2023-09-11,2023-09-22,10,5,12.95,14.2,-0.0965,26,17394682.8,32313310.0,0.4617,8866326.9,32313310.0,0.7256,4677018.4,32313310.0,0.8553
2023-09-08,4542,科嶠,2023-09-11,2023-09-22,10,20,68.4,68.4,0.0,10,2946200.0,5804000.0,0.4924,2316500.0,5804000.0,0.6009,1973350.0,5804000.0,0.66
2023-09-12,6236,康呈,2023-09-13,2023-09-26,10,10,28.65,30.75,-0.0733,1,59800.0,123000.0,0.5138,38400.0,123000.0,0.6878,29850.0,123000.0,0.7573
2023-09-18,5321,美而快,2023-09-19,2023-10-03,10,5,117.0,116.5,0.0043,27,3543400.0,7750000.0,0.5428,2055500.0,7750000.0,0.7348,1147400.0,7750000.0,0.8519
2023-10-02,8420,明揚,2023-10-03,2023-10-18,10,10,60.1,59.6,0.0083,16,4763200.0,21230000.0,0.7756,2495400.0,21230000.0,0.8825,1324450.0,21230000.0,0.9376
2023-10-03,5432,新門,2023-10-04,2023-10-23,12,5,74.0,78.3,-0.0581,21,2390800.0,3104000.0,0.2298,1364700.0,3104000.0,0.5603,1067800.0,3104000.0,0.656
2023-10-04,6117,迎廣,2023-10-05,2023-10-24,12,20,47.0,47.6,-0.0128,29,15275430.4,29312035.0,0.4789,8592046.2,29312035.0,0.7069,5622211.1,29312035.0,0.8082
2023-10-06,2417,圓剛,2023-10-11,2023-10-26,12,5,34.35,34.25,0.0029,28,22574392.6,37846884.0,0.4035,13497518.7,37846884.0,0.6434,9273937.4,37846884.0,0.755
2023-10-13,8227,巨有科技,2023-10-16,2023-10-27,10,5,208.0,214.0,-0.0288,29,6689600.0,10495000.0,0.3626,4986800.0,10495000.0,0.5248,3488400.0,10495000.0,0.6676
2023-10-17,2363,矽統,2023-10-18,2023-11-02,12,5,49.95,54.1,-0.0831,29,224969430.0,320401663.0,0.2979,141557997.5,320401663.0,0.5582,114119611.1,320401663.0,0.6438
2023-10-18,2364,倫飛,2023-10-19,2023-11-01,10,5,155.5,143.5,0.0772,27,3735148.4,8214906.0,0.5453,2386480.3,8214906.0,0.7095,1968007.4,8214906.0,0.7604
2023-10-18,6419,京晨科,2023-10-19,2023-11-01,10,5,58.2,61.6,-0.0584,9,593200.0,1330000.0,0.554,310200.0,1330000.0,0.7668,174300.0,1330000.0,0.8689
2023-10-18,6482,弘煜科,2023-10-19,2023-11-01,10,5,53.6,51.4,0.041,8,236400.0,479000.0,0.5065,137400.0,479000.0,0.7132,73050.0,479000.0,0.8475
2023-10-20,4806,昇華,2023-10-23,2023-11-03,10,45,10.8,10.8,0.0,6,222600.0,636000.0,0.65,134700.0,636000.0,0.7882,72050.0,636000.0,0.8867
2023-10-20,6530,創威,2023-10-23,2023-11-07,12,5,56.6,57.2,-0.0106,29,20685400.0,38215000.0,0.4587,13730000.0,38215000.0,0.6407,7975750.0,38215000.0,0.7913
2023-10-20,6643,M31,2023-10-23,2023-11-07,12,5,928.0,913.0,0.0162,28,3400200.0,5271000.0,0.3549,2433000.0,5271000.0,0.5384,1596050.0,5271000.0,0.6972
2023-10-25,3041,揚智,2023-10-26,2023-11-08,10,5,25.2,27.35,-0.0853,29,43950903.2,59006126.0,0.2551,23926346.7,59006126.0,0.5945,12175820.95,59006126.0,0.7937
2023-10-25,6404,通訊-KY,2023-10-26,2023-11-08,10,10,10.55,9.57,0.0929,6,91200.0,378000.0,0.7587,58200.0,378000.0,0.846,36250.0,378000.0,0.9041
2023-10-27,6593,台灣銘板,2023-10-30,2023-11-10,10,5,109.0,108.0,0.0092,28,3759000.0,6144000.0,0.3882,2130900.0,6144000.0,0.6532,1217500.0,6144000.0,0.8018
2023-10-30,6404,通訊-KY,2023-10-31,2023-11-13,10,25,9.09,8.7,0.0429,5,145600.0,378000.0,0.6148,84200.0,378000.0,0.7772,47300.0,378000.0,0.8749
2023-10-31,4979,華星光,2023-11-01,2023-11-14,10,5,158.73,151.81,0.0436,29,15546200.0,18048000.0,0.1386,16223100.0,36108000.0,0.5507,17240850.0,43409000.0,0.6028
2023-11-02,3715,定穎投控,2023-11-03,2023-11-16,10,5,86.2,87.0,-0.0093,29,77050164.4,94880019.0,0.1879,65629594.9,94880019.0,0.3083,72959473.15,113843590.0,0.3591
2023-11-02,8054,安國,2023-11-03,2023-11-20,12,5,53.9,58.8,-0.0909,29,30237000.0,48796000.0,0.3803,18805800.0,48796000.0,0.6146,12576200.0,48796000.0,0.7423
2023-11-03,8227,巨有科技,2023-11-06,2023-11-17,10,20,212.5,202.0,0.0494,29,4639400.0,6604000.0,0.2975,2907200.0,6604000.0,0.5598,3586250.0,10495000.0,0.6583
2023-11-08,1449,佳和,2023-11-09,2023-11-22,10,5,19.6,20.05,-0.023,25,8879323.6,17100114.0,0.4807,4906603.5,17100114.0,0.7131,2655649.25,17100114.0,0.8447
2023-11-13,4806,昇華,2023-11-14,2023-11-27,10,60,12.25,11.9,0.0286,2,237200.0,395000.0,0.3995,227500.0,395000.0,0.4241,222500.0,636000.0,0.6502
2023-11-14,6643,M31,2023-11-15,2023-11-28,10,20,922.0,976.0,-0.0586,28,3208800.0,3818000.0,0.1596,1796100.0,3818000.0,0.5296,1527150.0,5271000.0,0.7103
2023-11-15,6122,擎邦,2023-11-16,2023-12-01,12,5,68.0,68.1,-0.0015,28,30377200.0,60065000.0,0.4943,17729100.0,60065000.0,0.7048,10180550.0,60065000.0,0.8305
2023-11-16,4183,福永生技,2023-11-17,2023-11-30,10,5,27.7,27.6,0.0036,15,635600.0,928000.0,0.3151,326200.0,928000.0,0.6485,167300.0,928000.0,0.8197
2023-11-17,1515,力山,2023-11-20,2023-12-05,12,5,58.4,59.9,-0.0257,28,32939425.4,59779450.0,0.449,19139644.1,59779450.0,0.6798,9870886.65,59779450.0,0.8349
2023-11-17,3085,新零售,2023-11-20,2023-12-01,10,10,10.1,10.45,-0.0347,2,27600.0,35000.0,0.2114,15200.0,35000.0,0.5657,8550.0,35000.0,0.7557
2023-11-20,2543,皇昌,2023-11-21,2023-12-04,10,5,29.87,28.12,0.0586,29,17606094.0,28388684.0,0.3798,11218964.1,28388684.0,0.6048,8479870.85,28388684.0,0.7013
2023-11-20,5314,世紀,2023-11-21,2023-12-04,10,5,58.0,53.6,0.0759,8,276800.0,349000.0,0.2069,151500.0,349000.0,0.5659,98350.0,349000.0,0.7182
2023-11-20,6404,通訊-KY,2023-11-21,2023-12-04,10,60,5.15,5.15,0.0,3,161800.0,464000.0,0.6513,93300.0,464000.0,0.7989,92800.0,464000.0,0.8
2023-11-22,3228,金麗科,2023-11-23,2023-12-06,10,5,234.0,254.0,-0.0855,28,2953200.0,3584000.0,0.176,3239000.0,4787000.0,0.3234,2382150.0,4787000.0,0.5024
2023-11-22,8467,波力-KY,2023-11-23,2023-12-06,10,5,130.5,138.5,-0.0613,29,2541670.4,4293084.0,0.408,1422711.5,4293084.0,0.6686,822499.9,4293084.0,0.8084
2023-11-23,2380,虹光,2023-11-24,2023-12-07,10,10,6.49,6.51,-0.0031,11,2935743.8,7157628.0,0.5898,1735893.7,7157628.0,0.7575,1040873.25,7157628.0,0.8546
2023-11-23,3623,富晶通,2023-11-24,2023-12-07,10,5,39.35,42.95,-0.0915,26,4681200.0,9664000.0,0.5156,2959800.0,9664000.0,0.6937,2546950.0,9664000.0,0.7364
2023-11-24,8227,巨有科技,2023-11-27,2023-12-08,10,20,265.0,259.0,0.0226,29,6961800.0,8914000.0,0.219,3815600.0,8914000.0,0.572,3173200.0,8914000.0,0.644
2023-11-27,8089,康全電訊,2023-11-28,2023-12-11,10,5,37.75,37.2,0.0146,20,2866600.0,4112000.0,0.3029,1692000.0,4112000.0,0.5885,1042100.0,4112000.0,0.7466
2023-11-28,3362,先進光,2023-11-29,2023-12-12,10,5,183.0,178.5,0.0246,29,16042200.0,33190000.0,0.5167,11348800.0,33190000.0,0.6581,6352700.0,33190000.0,0.8086
2023-11-28,3437,榮創,2023-11-29,2023-12-12,10,5,28.25,29.0,-0.0265,27,19699453.8,35548364.0,0.4458,10351668.8,35548364.0,0.7088,5298834.7,35548364.0,0.8509
2023-11-28,3623,富晶通,2023-11-29,2023-12-12,10,20,50.2,54.6,-0.0876,22,4066600.0,9664000.0,0.5792,3261700.0,9664000.0,0.6625,2615500.0,9664000.0,0.7294
2023-11-28,6716,應廣,2023-11-29,2023-12-12,10,5,153.0,147.0,0.0392,16,336200.0,517000.0,0.3497,183900.0,517000.0,0.6443,98050.0,517000.0,0.8103
2023-11-29,6204,艾華,2023-11-30,2023-12-13,10,5,112.83,120.29,-0.0661,25,3635800.0,6232000.0,0.4166,2200400.0,6232000.0,0.6469,1428950.0,6232000.0,0.7707
2023-12-01,1325,恆大,2023-12-04,2023-12-15,10,5,36.8,39.05,-0.0611,28,9175826.8,16731213.0,0.4516,4801392.2,16731213.0,0.713,2438977.9,16731213.0,0.8542
2023-12-01,3373,熱映,2023-12-04,2023-12-19,12,5,30.5,33.25,-0.0902,24,7706200.0,15773000.0,0.5114,3895400.0,15773000.0,0.753,1987350.0,15773000.0,0.874
2023-12-01,3548,兆利,2023-12-04,2023-12-15,10,5,241.0,243.0,-0.0083,29,11768000.0,15933000.0,0.2614,12412700.0,15987000.0,0.2236,13559150.0,19532000.0,0.3058
2023-12-01,5478,智冠,2023-12-04,2023-12-15,10,5,150.41,165.07,-0.0975,29,4043400.0,9298000.0,0.5651,2686000.0,9298000.0,0.7111,1645850.0,9298000.0,0.823
2023-12-04,4420,光明,2023-12-05,2023-12-18,10,5,36.0,34.85,0.0319,19,1050600.0,2815000.0,0.6268,552700.0,2815000.0,0.8037,281100.0,2815000.0,0.9001
2023-12-04,6276,安鈦克,2023-12-05,2023-12-18,10,5,118.25,118.25,0.0,26,4548600.0,7257000.0,0.3732,3420300.0,7257000.0,0.5287,3360150.0,9160000.0,0.6332
2023-12-04,6482,弘煜科,2023-12-05,2023-12-18,10,5,66.6,67.9,-0.0195,13,531000.0,858000.0,0.3811,294400.0,858000.0,0.6569,211600.0,858000.0,0.7534
2023-12-04,9919,康那香,2023-12-05,2023-12-20,12,5,32.2,32.8,-0.0186,29,50774355.6,102277334.0,0.5036,27406953.5,102277334.0,0.732,16136778.75,102277334.0,0.8422
2023-12-06,5478,智冠,2023-12-07,2023-12-20,10,20,175.47,174.53,0.0054,24,3629400.0,9298000.0,0.6097,2498000.0,9298000.0,0.7313,1727300.0,9298000.0,0.8142
2023-12-07,5210,寶碩,2023-12-08,2023-12-21,10,5,53.2,56.0,-0.0526,26,3036200.0,3867000.0,0.2148,2476800.0,3867000.0,0.3595,1821800.0,3867000.0,0.5289
2023-12-07,6117,迎廣,2023-12-08,2023-12-21,10,5,76.9,77.3,-0.0052,29,40023867.0,48200491.0,0.1696,26374427.7,48200491.0,0.4528,19657761.7,48200491.0,0.5922
2023-12-11,6222,上揚,2023-12-12,2023-12-25,10,5,37.0,36.1,0.0243,10,872200.0,1469000.0,0.4063,555900.0,1469000.0,0.6216,376200.0,1469000.0,0.7439
2023-12-12,4413,飛寶企業,2023-12-13,2023-12-26,10,5,24.75,24.75,0.0,13,741400.0,1395000.0,0.4685,426400.0,1395000.0,0.6943,348450.0,1395000.0,0.7502
2023-12-13,3287,廣寰科,2023-12-14,2023-12-29,12,5,38.2,37.1,0.0288,29,11246200.0,17227000.0,0.3472,7199400.0,17227000.0,0.5821,4011200.0,17227000.0,0.7672
2023-12-14,5426,振發,2023-12-15,2023-12-28,10,5,26.85,25.8,0.0391,29,27854600.0,48997000.0,0.4315,19060800.0,48997000.0,0.611,10083300.0,48997000.0,0.7942
2023-12-14,6593,台灣銘板,2023-12-15,2023-12-28,10,5,207.0,198.0,0.0435,25,3227600.0,3875000.0,0.1671,3815200.0,8623000.0,0.5576,3123250.0,8623000.0,0.6378
2023-12-15,6643,M31,2023-12-18,2023-12-29,10,20,1130.0,1060.0,0.0619,29,2449600.0,3658000.0,0.3303,2145200.0,3658000.0,0.4136,1490350.0,3658000.0,0.5926
2023-12-18,5432,新門,2023-12-19,2024-01-04,12,5,117.0,124.5,-0.0641,25,2579000.0,3687000.0,0.3005,2193400.0,3687000.0,0.4051,1671800.0,3687000.0,0.5466
2023-12-19,3623,富晶通,2023-12-20,2024-01-03,10,20,35.0,33.55,0.0414,20,3845200.0,5781000.0,0.3349,2136300.0,5781000.0,0.6305,2278700.0,9664000.0,0.7642
2023-12-21,8227,巨有科技,2023-12-22,2024-01-05,10,20,264.5,268.0,-0.0132,29,1892600.0,2328000.0,0.187,3103700.0,9534000.0,0.6745,1917700.0,9534000.0,0.7989
2023-12-22,5314,世紀,2023-12-25,2024-01-08,10,20,83.6,78.2,0.0646,21,1174200.0,2284000.0,0.4859,908000.0,2284000.0,0.6025,557050.0,2284000.0,0.7561
2023-12-22,8054,安國,2023-12-25,2024-01-10,12,5,100.0,109.0,-0.09,29,23467200.0,38992000.0,0.3982,19125100.0,38992000.0,0.5095,23387450.0,57432000.0,0.5928
2023-12-27,8059,凱碩,2023-12-28,2024-01-11,10,5,21.4,22.65,-0.0584,29,14493400.0,27183000.0,0.4668,7517700.0,27183000.0,0.7234,3855900.0,27183000.0,0.8582
2023-12-28,6231,系微,2023-12-29,2024-01-16,12,5,284.0,288.0,-0.0141,28,7656600.0,10144000.0,0.2452,6396000.0,10144000.0,0.3695,5681100.0,10144000.0,0.44
2024-01-02,8059,凱碩,2024-01-03,2024-01-18,12,20,24.5,25.15,-0.0265,22,13319400.0,27183000.0,0.51,8823200.0,27183000.0,0.6754,4502350.0,27183000.0,0.8344
2024-01-05,3288,點晶,2024-01-08,2024-01-19,10,5,42.75,38.0,0.1111,15,547200.0,768000.0,0.2875,317300.0,768000.0,0.5868,221000.0,768000.0,0.7122
2024-01-05,6113,亞矽,2024-01-08,2024-01-23,12,5,28.5,29.3,-0.0281,29,32349200.0,65346000.0,0.505,16851900.0,65346000.0,0.7421,9258350.0,65346000.0,0.8583
2024-01-05,8054,安國,2024-01-08,2024-01-19,10,20,126.0,129.0,-0.0238,27,4396600.0,5874000.0,0.2515,7526700.0,33688000.0,0.7766,13579700.0,38992000.0,0.6517
2024-01-10,3086,華義,2024-01-11,2024-01-24,10,5,175.0,156.0,0.1086,24,2683200.0,5535000.0,0.5152,2078000.0,5535000.0,0.6246,1883150.0,5535000.0,0.6598
2024-01-11,8467,波力-KY,2024-01-12,2024-01-29,12,5,175.0,172.0,0.0171,26,5750158.8,9151534.0,0.3717,3172104.2,9151534.0,0.6534,1936289.7,9151534.0,0.7884
2024-01-12,8227,巨有科技,2024-01-15,2024-01-26,10,20,330.5,324.5,0.0182,29,10500400.0,13735000.0,0.2355,5381600.0,13735000.0,0.6082,3251100.0,13735000.0,0.7633
2024-01-16,5314,世紀,2024-01-17,2024-01-30,10,20,116.0,119.0,-0.0259,24,1204800.0,3709000.0,0.6752,659100.0,3709000.0,0.8223,613000.0,3709000.0,0.8347
2024-01-17,3228,金麗科,2024-01-18,2024-01-31,10,5,401.5,396.5,0.0125,29,2583600.0,3515000.0,0.265,2421000.0,3515000.0,0.3112,1969000.0,3515000.0,0.4398
2024-01-17,4529,淳紳,2024-01-18,2024-01-31,10,5,15.4,15.4,0.0,27,2902800.0,7506000.0,0.6133,1525000.0,7506000.0,0.7968,795850.0,7506000.0,0.894
2024-01-17,6425,易發,2024-01-18,2024-01-31,10,5,33.0,31.45,0.047,24,3177400.0,7447000.0,0.5733,1651300.0,7447000.0,0.7783,841500.0,7447000.0,0.887
2024-01-19,6535,順藥,2024-01-22,2024-02-02,10,5,101.0,107.0,-0.0594,27,3015800.0,3669000.0,0.178,2109200.0,3669000.0,0.4251,1232550.0,3669000.0,0.6641
2024-01-23,6187,萬潤,2024-01-24,2024-02-15,10,5,177.5,178.5,-0.0056,29,12300200.0,18255000.0,0.3262,9016100.0,18255000.0,0.5061,6725300.0,18255000.0,0.6316
2024-01-25,6535,順藥,2024-01-26,2024-02-19,10,20,138.0,136.0,0.0145,26,1973000.0,3138000.0,0.3713,2501300.0,3669000.0,0.3183,1510950.0,3669000.0,0.5882
2024-01-31,3360,尚立,2024-02-01,2024-02-27,12,5,20.65,22.35,-0.0823,28,33025600.0,47001000.0,0.2973,17035900.0,47001000.0,0.6375,8851500.0,47001000.0,0.8117
2024-01-31,6462,神盾,2024-02-01,2024-02-27,12,5,246.0,272.0,-0.1057,29,28141000.0,38663000.0,0.2721,23464100.0,38663000.0,0.3931,20005350.0,38663000.0,0.4826
2024-01-31,8080,印鉐,2024-02-01,2024-02-23,10,5,14.4,14.4,0.0,8,243400.0,687000.0,0.6457,136000.0,687000.0,0.802,77150.0,687000.0,0.8877
2024-02-01,3294,英濟,2024-02-02,2024-02-26,10,5,31.7,31.7,0.0,24,4409800.0,12962000.0,0.6598,2455700.0,12962000.0,0.8105,1291700.0,12962000.0,0.9003
2024-02-01,6229,研通,2024-02-02,2024-02-29,12,5,43.6,43.2,0.0092,27,11248200.0,25666000.0,0.5617,6291000.0,25666000.0,0.7549,3222300.0,25666000.0,0.8745
2024-02-01,6465,威潤,2024-02-02,2024-02-26,10,5,30.0,28.65,0.045,15,1592400.0,2755000.0,0.422,817100.0,2755000.0,0.7034,433400.0,2755000.0,0.8427
2024-02-02,1418,東華,2024-02-05,2024-02-27,10,5,30.25,30.1,0.005,17,1015076.0,2336411.0,0.5655,521310.2,2336411.0,0.7769,267538.7,2336411.0,0.8855
2024-02-02,5314,世紀,2024-02-05,2024-02-27,10,20,187.0,201.5,-0.0775,24,686800.0,1147000.0,0.4012,408400.0,1147000.0,0.6439,544450.0,3709000.0,0.8532
2024-02-02,8227,巨有科技,2024-02-05,2024-03-01,12,20,413.0,406.0,0.0169,29,6613400.0,8349000.0,0.2079,3592900.0,8349000.0,0.5697,4548150.0,13735000.0,0.6689
2024-02-05,6643,M31,2024-02-15,2024-02-29,10,5,1795.0,1710.0,0.0474,28,2285600.0,3033000.0,0.2464,2194100.0,3185000.0,0.3111,2115350.0,3282000.0,0.3555
2024-02-05,8080,印鉐,2024-02-15,2024-02-29,10,20,19.05,19.05,0.0,8,451000.0,687000.0,0.3435,248600.0,687000.0,0.6381,127400.0,687000.0,0.8146
2024-02-15,3268,海德威,2024-02-16,2024-03-01,10,5,35.4,34.3,0.0311,21,6167400.0,14448000.0,0.5731,3128900.0,14448000.0,0.7834,1633300.0,14448000.0,0.887
2024-02-15,3294,英濟,2024-02-16,2024-03-01,10,20,39.7,41.5,-0.0453,24,7709600.0,12962000.0,0.4052,4802900.0,12962000.0,0.6295,2461750.0,12962000.0,0.8101
2024-02-15,6584,南俊國際,2024-02-16,2024-03-01,10,5,145.0,159.5,-0.1,26,3876400.0,5399000.0,0.282,2412600.0,5399000.0,0.5531,1446900.0,5399000.0,0.732
2024-02-16,2465,麗臺,2024-02-19,2024-03-04,10,5,113.5,113.5,0.0,21,5058814.6,8175111.0,0.3812,5252325.1,11076770.0,0.5258,4159318.55,11076770.0,0.6245
2024-02-16,6805,富世達,2024-02-19,2024-03-04,10,5,733.0,722.0,0.015,27,2369077.0,3102310.0,0.2364,1847224.3,3102310.0,0.4046,1647261.25,3102310.0,0.469
2024-02-16,8054,安國,2024-02-19,2024-03-04,10,20,187.0,200.5,-0.0722,29,12937400.0,28175000.0,0.5408,16739100.0,31184000.0,0.4632,12442150.0,31184000.0,0.601
2024-02-19,2365,昆盈,2024-02-20,2024-03-07,12,5,25.0,24.45,0.022,29,69806717.0,96487047.0,0.2765,46205854.9,96487047.0,0.5211,26984644.6,96487047.0,0.7203
2024-02-20,3294,英濟,2024-02-21,2024-03-06,10,20,46.85,45.3,0.0331,17,5580400.0,9696000.0,0.4245,5086700.0,12962000.0,0.6076,2943600.0,12962000.0,0.7729
2024-02-20,4714,永捷,2024-02-21,2024-03-06,10,5,21.0,20.0,0.0476,29,47417000.0,98925000.0,0.5207,25469000.0,98925000.0,0.7425,14371000.0,98925000.0,0.8547
2024-02-20,6584,南俊國際,2024-02-21,2024-03-06,10,20,176.5,169.0,0.0425,23,3098000.0,5275000.0,0.4127,2805900.0,5399000.0,0.4803,1740800.0,5399000.0,0.6776
2024-02-20,6785,昱展新藥,2024-02-21,2024-03-06,10,5,388.86,439.58,-0.1304,28,1857000.0,3108000.0,0.4025,1888400.0,3108000.0,0.3924,1524110.4,3131000.0,0.5132
2024-02-20,8089,康全電訊,2024-02-21,2024-03-06,10,5,78.1,86.0,-0.1012,29,7248800.0,10358000.0,0.3002,6365800.0,10358000.0,0.3854,4726950.0,11573000.0,0.5916
