stock_id,year_month,mean_market_value,rank
1101,2014-01,168708325044.4204,29.0
1102,2014-01,130251680400.46123,39.0
1103,2014-01,11809854903.314285,268.0
1104,2014-01,17314101087.122448,194.0
1108,2014-01,3773959287.9591837,599.0
1109,2014-01,5695882527.232653,474.0
1110,2014-01,9290927231.289797,333.0
1201,2014-01,20627434209.089794,171.0
1203,2014-01,5651951020.408163,476.0
1210,2014-01,18183866183.1551,188.0
1213,2014-01,1084244530.1061225,831.0
1215,2014-01,5539115146.261225,485.0
1216,2014-01,272603003889.4449,18.0
1217,2014-01,4483205140.942857,547.0
1218,2014-01,4583561616.228572,541.0
1219,2014-01,4875318288.065306,517.0
1220,2014-01,1800282793.7346938,750.0
1225,2014-01,3529412227.322449,617.0
1227,2014-01,53974867920.68163,81.0
1229,2014-01,17120253034.689796,198.0
1231,2014-01,5069210465.955102,510.0
1232,2014-01,11367229797.2,277.0
1233,2014-01,4386998278.604082,551.0
1234,2014-01,13640653133.534695,237.0
1235,2014-01,1848298430.7428572,743.0
1236,2014-01,2769057670.032653,662.0
1262,2014-01,25865454255.31915,142.0
1301,2014-01,476731626219.9265,8.0
1303,2014-01,525739018739.9224,7.0
1304,2014-01,20395918583.72245,172.0
1305,2014-01,6369447589.808164,438.0
1307,2014-01,10963257889.783674,289.0
1308,2014-01,10760011023.693878,294.0
1309,2014-01,3319380762.1387753,625.0
1310,2014-01,8387901854.669388,362.0
1312,2014-01,16209426129.559183,208.0
1312A,2014-01,451510000.0,866.0
1313,2014-01,14415231750.542856,231.0
1314,2014-01,26252340206.289795,141.0
1315,2014-01,6204758297.87234,445.0
1316,2014-01,1695664694.1387756,758.0
1319,2014-01,22841275141.27755,161.0
1321,2014-01,9103181774.110205,341.0
1323,2014-01,3133273581.053061,633.0
1324,2014-01,1158532730.4163265,823.0
1325,2014-01,1962216523.0775511,734.0
1326,2014-01,424522134575.7918,11.0
1337,2014-01,12908946609.338776,248.0
1338,2014-01,9081733469.387754,342.0
1339,2014-01,5120260897.538775,509.0
1340,2014-01,10350412811.877638,303.0
1402,2014-01,164392645034.32654,30.0
1409,2014-01,18309436799.67755,187.0
1410,2014-01,2082169067.79661,721.0
1413,2014-01,708247638.2382978,858.0
1414,2014-01,1996217142.857143,729.0
1416,2014-01,5628651984.955102,480.0
1417,2014-01,3127295486.477551,635.0
1418,2014-01,898066378.6938776,843.0
1419,2014-01,11770558181.485714,269.0
1423,2014-01,1375685714.2857144,796.0
1432,2014-01,3798274424.865306,597.0
