,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2017-03-01,2448,27819679,810385176,28.9,29.75,28.55,28.55,-0.35,9889
1,2017-03-02,2448,31596069,889670040,29.0,29.1,27.55,28.0,-0.55,11638
2,2017-03-03,2448,19988533,563905167,28.35,28.6,27.8,28.25,0.25,7944
3,2017-03-06,2448,13526806,376949868,28.35,28.45,27.6,27.95,-0.3,4910
4,2017-03-07,2448,9436809,264478505,27.95,28.2,27.85,28.0,0.05,3400
5,2017-03-08,2448,37349653,1078788103,28.2,29.3,28.15,28.85,0.85,13187
6,2017-03-09,2448,18432440,525553921,29.0,29.0,28.25,28.3,-0.55,7107
7,2017-03-10,2448,15166917,423337426,28.3,28.35,27.6,28.0,-0.3,6374
8,2017-03-13,2448,10005569,280821960,27.9,28.4,27.8,27.9,-0.1,3827
9,2017-03-14,2448,29789186,856587425,28.2,29.15,28.05,28.75,0.85,9596
10,2017-03-15,2448,13481623,387924891,29.0,29.05,28.5,28.65,-0.1,5329
11,2017-03-16,2448,32426948,954477088,29.1,29.95,29.0,29.1,0.45,10896
12,2017-03-17,2448,15718077,459456920,29.5,29.55,29.05,29.25,0.15,5557
13,2017-03-20,2448,18342940,526028907,29.05,29.1,28.45,28.6,-0.65,6913
14,2017-03-21,2448,87819234,2666780223,29.65,31.1,29.65,31.0,2.4,25211
15,2017-03-22,2448,85781891,2713897599,31.2,32.3,30.7,32.3,1.3,26857
16,2017-03-23,2448,61994027,1996993810,32.7,32.95,31.35,31.7,-0.6,21589
17,2017-03-24,2448,37587175,1200545954,31.9,32.7,31.3,31.35,-0.35,14964
18,2017-03-27,2448,32214660,997707189,31.6,31.85,30.25,30.45,-0.9,11924
19,2017-03-28,2448,39757534,1235705729,31.1,31.9,30.05,31.9,1.45,15502
20,2017-03-29,2448,24139327,768753679,32.1,32.2,31.5,31.7,-0.2,9423
21,2017-03-30,2448,16170074,512115975,31.6,32.1,31.25,31.55,-0.15,6390
22,2017-03-31,2448,17586384,561214883,31.9,32.15,31.6,31.95,0.4,6564
23,2017-04-05,2448,26053342,831418326,32.2,32.8,31.3,31.4,-0.55,10314
