stock_id,year_month,mean_market_value,rank
1101,2016-01,122021028047.35834,39.0
1102,2016-01,92583359752.44583,50.0
1103,2016-01,6924984437.6192465,384.0
1104,2016-01,14178843171.758333,225.0
1108,2016-01,3904895832.6583333,550.0
1109,2016-01,3811030442.241667,555.0
1110,2016-01,8644782633.558823,318.0
1201,2016-01,9619096267.658333,292.0
1203,2016-01,5292400000.0,463.0
1210,2016-01,18884220213.116665,173.0
1213,2016-01,897227354.4125,860.0
1215,2016-01,9215707938.125,302.0
1216,2016-01,334097771742.00415,15.0
1217,2016-01,3869323047.7083335,551.0
1218,2016-01,4909015354.645833,483.0
1219,2016-01,4860952209.815126,487.0
1220,2016-01,1902112248.4291666,740.0
1225,2016-01,8919835962.711298,312.0
1227,2016-01,64829035482.645836,60.0
1229,2016-01,18569458212.0875,177.0
1231,2016-01,4509409930.870833,513.0
1232,2016-01,12798926387.2125,243.0
1233,2016-01,3375135136.0041666,584.0
1234,2016-01,13275811590.325,237.0
1235,2016-01,1502694553.4041667,790.0
1236,2016-01,2142427992.6666667,707.0
1256,2016-03,3369154934.0101523,585.0
1262,2016-01,21117318750.0,158.0
1301,2016-01,511028407938.7708,5.0
1303,2016-01,500623199278.7083,6.0
1304,2016-01,15681503333.270834,208.0
1305,2016-01,8594741225.616667,319.0
1307,2016-01,14441292021.1,223.0
1308,2016-01,8955392922.029167,310.0
1309,2016-01,2595849125.6041665,659.0
1310,2016-01,9043508785.983334,306.0
1312,2016-01,15696176172.683332,207.0
1312A,2016-01,471220994.4751381,901.0
1313,2016-01,11496077395.9375,262.0
1314,2016-01,18953058910.166668,172.0
1315,2016-01,4807728750.0,489.0
1316,2016-01,1828088170.5606694,754.0
1319,2016-01,33047302481.858334,108.0
1321,2016-01,5833281014.158334,430.0
1323,2016-01,2920329355.2916665,628.0
1324,2016-01,892924571.7689075,861.0
1325,2016-01,1979338704.576419,727.0
1326,2016-01,490339518622.25,8.0
1337,2016-01,4752442282.583333,493.0
1338,2016-01,9724846133.333334,288.0
1339,2016-01,3502079317.3,576.0
1340,2016-01,7169431611.583333,371.0
1402,2016-01,129955543505.86667,37.0
1409,2016-01,14088724914.191668,226.0
1410,2016-01,1743741818.1818182,763.0
1413,2016-01,860233517.527897,864.0
1414,2016-01,1347958333.3333333,802.0
1416,2016-01,5142657938.448276,470.0
1417,2016-01,1908155724.6375,737.0
1418,2016-01,659503530.005102,886.0
1419,2016-01,11749137467.294117,254.0
1423,2016-01,1144957250.0,828.0
1432,2016-01,3356208716.8333335,586.0
1434,2016-01,50439210203.620834,75.0
1435,2016-01,624606410.167364,891.0
1436,2016-01,2849955502.09205,637.0
1437,2016-01,2807436726.775,642.0
1438,2016-01,425237507.8037383,906.0
1439,2016-01,1358859166.6666667,801.0
1440,2016-01,21434709979.995834,154.0
1441,2016-01,638890170.0378151,890.0
1442,2016-01,4603689432.625,503.0
1443,2016-01,660473893.6621622,885.0
1444,2016-01,8331766492.879167,325.0
1445,2016-01,1300656334.375,806.0
1446,2016-01,2567220906.6666665,665.0
1447,2016-01,7023376329.4625,382.0
1449,2016-01,531921338.9121339,897.0
1451,2016-01,9467916666.666666,296.0
1452,2016-01,2819679827.75,641.0
1453,2016-01,722204128.5780591,878.0
1454,2016-01,1221175069.6041667,820.0
1455,2016-01,5272074848.329166,465.0
1456,2016-01,905007727.3743017,858.0
1457,2016-01,3588084707.8541665,570.0
1459,2016-01,3185117808.9083333,600.0
1460,2016-01,7418087583.916667,362.0
1463,2016-01,3077102056.3083334,609.0
1464,2016-01,7820796795.179167,348.0
1465,2016-01,1425938181.8708334,797.0
1466,2016-01,1546923866.8870292,785.0
1467,2016-01,2827807580.304167,640.0
1468,2016-01,1603865300.5666666,774.0
1469,2016-01,1635211052.631579,770.0
1470,2016-01,1609385820.4787233,773.0
1471,2016-01,1065033648.7125,842.0
1472,2016-01,899914278.2426778,859.0
1473,2016-01,5047529967.65,477.0
1474,2016-01,1361574616.7416666,800.0
1475,2016-01,455552853.8333333,902.0
1476,2016-01,97568612529.46666,48.0
1477,2016-01,32284883603.708332,112.0
1503,2016-01,20705498323.783333,162.0
1504,2016-01,53571617472.854164,70.0
1506,2016-01,1844966632.3583333,750.0
1507,2016-01,18771478437.5,174.0
1512,2016-01,909845731.4833333,857.0
1513,2016-01,7623175000.0,354.0
1514,2016-01,1931081104.0375,734.0
1515,2016-01,2304199275.0833335,692.0
1516,2016-01,534594372.8851064,896.0
1517,2016-01,2461601737.079167,675.0
1519,2016-01,4264336994.3791666,529.0
1521,2016-01,6119776162.5,413.0
1522,2016-01,9279573344.625,300.0
1524,2016-01,1675968847.0041666,766.0
1525,2016-01,8109376229.2375,336.0
1526,2016-01,680072916.6666666,882.0
1527,2016-01,11234997169.2,267.0
1528,2016-01,1789897500.0,759.0
1529,2016-01,1150961829.2212389,827.0
1530,2016-01,2713391928.131915,649.0
1531,2016-01,3213349894.4583335,598.0
1532,2016-01,12233680816.575,248.0
1533,2016-01,4166027058.945833,535.0
1535,2016-01,6227369709.129167,409.0
1536,2016-01,32905659645.875,109.0
1537,2016-01,11658482406.745832,256.0
1538,2016-01,449557114.3,904.0
1539,2016-01,1940440356.25,731.0
1540,2016-01,1276352518.2041667,813.0
1541,2016-01,4209955666.6666665,533.0
1558,2016-01,9020323598.204166,307.0
1560,2016-01,7460633125.0,360.0
1568,2016-01,2931910596.170833,626.0
1582,2016-01,7962085831.620833,344.0
1583,2016-01,6048620498.728448,416.0
1589,2016-01,21209556381.8125,157.0
1590,2016-01,39608161901.2625,88.0
1592,2016-01,4533640599.475,510.0
1597,2016-01,1796054995.15,758.0
1598,2016-09,3811155516.6901407,554.0
1603,2016-01,3655573502.6086955,567.0
1604,2016-01,7911333125.0,346.0
1605,2016-01,34223334000.808334,102.0
1608,2016-01,4468620133.8,516.0
1609,2016-01,2711445564.2125,650.0
1611,2016-01,3162029981.7625,601.0
1612,2016-01,2699637830.6833334,651.0
1613,2016-01,672402122.0,883.0
1614,2016-01,6517814562.795834,400.0
1615,2016-01,1085288890.113537,840.0
1616,2016-01,882445448.2583333,862.0
1617,2016-01,984261272.987069,849.0
1618,2016-01,1896126936.5666666,741.0
1626,2016-01,3048415641.8,614.0
1701,2016-01,5524063414.65,450.0
1702,2016-01,19136413063.15,171.0
