combination,remark,count,mean_avg_monthly_return
201001-201004,loser,14,0.0024392126335360175
201001-201004,winner,14,0.01033043709755721
201001-201004,winner - loser,-,0.007891224464021192
201002-201005,loser,14,0.01387624045441438
201002-201005,winner,14,0.039268208689537364
201002-201005,winner - loser,-,0.025391968235122984
201003-201006,loser,14,0.007309122433173784
201003-201006,winner,14,0.03695232737862723
201003-201006,winner - loser,-,0.029643204945453444
201004-201007,loser,14,-0.004034335613806862
201004-201007,winner,14,0.023997552102593682
201004-201007,winner - loser,-,0.028031887716400545
201005-201008,loser,14,-0.007413080865711963
201005-201008,winner,14,0.019378198570123923
201005-201008,winner - loser,-,0.026791279435835886
201006-201009,loser,14,0.0070154012979008395
201006-201009,winner,14,0.011400073308750647
201006-201009,winner - loser,-,0.004384672010849807
201007-201010,loser,14,-0.010087244303318437
201007-201010,winner,14,0.0018874958725180507
201007-201010,winner - loser,-,0.011974740175836487
201008-201011,loser,14,-0.03827750919276073
201008-201011,winner,14,-0.006834682576352081
201008-201011,winner - loser,-,0.03144282661640865
201009-201012,loser,13,-0.038986762880075174
201009-201012,winner,14,-0.003970783278157102
201009-201012,winner - loser,-,0.035015979601918074
201010-201101,loser,14,-0.05836343710939014
201010-201101,winner,14,-0.024349794664490998
201010-201101,winner - loser,-,0.03401364244489914
201011-201102,loser,14,-0.03092561262766527
201011-201102,winner,14,-0.01110244059891736
201011-201102,winner - loser,-,0.019823172028747907
201012-201103,loser,14,-0.031343291470513145
201012-201103,winner,14,-0.027941022406093554
201012-201103,winner - loser,-,0.0034022690644195906
201101-201104,loser,14,-0.03955316841488394
201101-201104,winner,14,-0.03653080556509304
201101-201104,winner - loser,-,0.003022362849790898
201102-201105,loser,14,-0.03848119729825601
201102-201105,winner,14,-0.0215631655830228
201102-201105,winner - loser,-,0.016918031715233213
201103-201106,loser,14,-0.04376360544926108
201103-201106,winner,14,-0.0024262451906790455
201103-201106,winner - loser,-,0.041337360258582034
201104-201107,loser,14,-0.039710472827543274
201104-201107,winner,14,-0.002484502989731955
201104-201107,winner - loser,-,0.03722596983781132
201105-201108,loser,14,-0.008198773344542054
201105-201108,winner,14,-0.0038594039657564422
201105-201108,winner - loser,-,0.004339369378785611
201106-201109,loser,14,-0.025774739375217983
201106-201109,winner,14,-0.012546498631487293
201106-201109,winner - loser,-,0.01322824074373069
201107-201110,loser,14,-0.015433510423487926
201107-201110,winner,14,0.0049912565488235815
201107-201110,winner - loser,-,0.020424766972311506
201108-201111,loser,14,-0.019410006848782572
201108-201111,winner,14,0.010818493772888167
201108-201111,winner - loser,-,0.03022850062167074
201109-201112,loser,14,0.012978923733541972
201109-201112,winner,14,0.016788019541200492
201109-201112,winner - loser,-,0.00380909580765852
201110-201201,loser,14,0.001711625035832855
201110-201201,winner,14,0.014715666451519163
201110-201201,winner - loser,-,0.013004041415686307
201111-201202,loser,14,-0.02154792715657499
201111-201202,winner,14,-0.033697600184788776
201111-201202,winner - loser,-,-0.012149673028213785
201112-201203,loser,13,-0.005763703773294006
201112-201203,winner,14,-0.01919843328277369
201112-201203,winner - loser,-,-0.013434729509479684
201201-201204,loser,14,0.005145895868325391
201201-201204,winner,14,-0.0018002191410903692
201201-201204,winner - loser,-,-0.00694611500941576
201202-201205,loser,14,-0.004449873067770409
201202-201205,winner,14,0.01076349620492882
201202-201205,winner - loser,-,0.015213369272699229
201203-201206,loser,14,0.004313254667636245
201203-201206,winner,14,0.027245137611554202
201203-201206,winner - loser,-,0.02293188294391796
201204-201207,loser,14,0.00042062437501422245
201204-201207,winner,14,0.02112187946968788
201204-201207,winner - loser,-,0.020701255094673656
201205-201208,loser,14,0.018755100980897
201205-201208,winner,14,0.03340794649225953
201205-201208,winner - loser,-,0.014652845511362533
201206-201209,loser,14,0.014235380628774172
201206-201209,winner,14,0.008736128721677696
201206-201209,winner - loser,-,-0.005499251907096476
201207-201210,loser,14,0.005649763998873942
201207-201210,winner,14,0.005851424550664127
201207-201210,winner - loser,-,0.00020166055179018493
201208-201211,loser,14,0.02452504352513251
201208-201211,winner,14,0.0039196838755901865
201208-201211,winner - loser,-,-0.020605359649542323
201209-201212,loser,14,0.006293034742812509
201209-201212,winner,14,0.006624999440040001
201209-201212,winner - loser,-,0.00033196469722749245
201210-201301,loser,14,0.019719232152861404
201210-201301,winner,14,0.014127866237479358
201210-201301,winner - loser,-,-0.005591365915382045
201211-201302,loser,14,-0.0034074748666649756
201211-201302,winner,14,-0.006628973435600117
201211-201302,winner - loser,-,-0.0032214985689351418
201212-201303,loser,14,0.007734731549723587
201212-201303,winner,13,0.009415944543295734
201212-201303,winner - loser,-,0.001681212993572147
201301-201304,loser,14,0.015864599163149418
201301-201304,winner,13,0.02433749640168873
201301-201304,winner - loser,-,0.008472897238539313
201302-201305,loser,14,0.004376894096831103
201302-201305,winner,14,0.005915341038040248
201302-201305,winner - loser,-,0.001538446941209145
201303-201306,loser,14,0.013524502034603893
201303-201306,winner,14,0.022173887438868296
201303-201306,winner - loser,-,0.008649385404264402
201304-201307,loser,14,0.010858929337124044
201304-201307,winner,14,0.015347471849775427
201304-201307,winner - loser,-,0.004488542512651383
201305-201308,loser,14,0.020601844541823473
201305-201308,winner,14,0.008501384775444496
201305-201308,winner - loser,-,-0.012100459766378977
201306-201309,loser,14,0.014539091473806014
201306-201309,winner,14,0.001696404008404714
201306-201309,winner - loser,-,-0.0128426874654013
201307-201310,loser,14,0.021549345101753086
201307-201310,winner,13,0.0008136597762183723
201307-201310,winner - loser,-,-0.020735685325534714
201308-201311,loser,14,0.008772693969585592
201308-201311,winner,13,0.0011349454513180496
201308-201311,winner - loser,-,-0.007637748518267542
201309-201312,loser,14,0.023342972053989126
201309-201312,winner,12,0.00044077526409048534
201309-201312,winner - loser,-,-0.02290219678989864
201310-201401,loser,14,0.00692701594629473
201310-201401,winner,13,0.013802206294597599
201310-201401,winner - loser,-,0.006875190348302869
201311-201402,loser,14,0.0010507810066032186
201311-201402,winner,14,0.011683141350460233
201311-201402,winner - loser,-,0.010632360343857014
201312-201403,loser,14,0.006239090446512037
201312-201403,winner,14,0.010950028283587487
201312-201403,winner - loser,-,0.004710937837075451
201401-201404,loser,14,-0.013499144659036923
201401-201404,winner,14,0.008062395092697136
201401-201404,winner - loser,-,0.02156153975173406
201402-201405,loser,14,-0.0012921684822787788
201402-201405,winner,14,0.017354653347634467
201402-201405,winner - loser,-,0.018646821829913247
201403-201406,loser,14,-0.0046132332527720355
201403-201406,winner,14,0.00500078460365651
201403-201406,winner - loser,-,0.009614017856428545
201404-201407,loser,14,-0.00961563980081869
201404-201407,winner,14,0.0003161654806498009
201404-201407,winner - loser,-,0.009931805281468491
201405-201408,loser,14,-0.005390843490814289
201405-201408,winner,14,0.008861833866644171
201405-201408,winner - loser,-,0.01425267735745846
201406-201409,loser,14,-0.014564475372389538
201406-201409,winner,14,-0.0037461267477139626
201406-201409,winner - loser,-,0.010818348624675575
201407-201410,loser,14,-0.024730226887343807
201407-201410,winner,14,-0.0041244146840747386
201407-201410,winner - loser,-,0.02060581220326907
201408-201411,loser,14,-0.041633517115296594
201408-201411,winner,14,-0.00505310848222275
201408-201411,winner - loser,-,0.036580408633073845
201409-201412,loser,14,-0.026528884763282783
201409-201412,winner,14,-0.004987826431066703
201409-201412,winner - loser,-,0.02154105833221608
201410-201501,loser,14,-0.014936068617143425
201410-201501,winner,14,-0.03026614382830774
201410-201501,winner - loser,-,-0.015330075211164315
201411-201502,loser,14,-0.009025385846223801
201411-201502,winner,14,-0.01750947623654599
201411-201502,winner - loser,-,-0.00848409039032219
