stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank,start_date2,SD_close2,end_date2,ED_close2,return2,avg_monthly_return,annualized_return
1314,2010-01-04,2010-09-30,7.15,12.56,201001-201010,0.75664336,37.77899550070502,winner,6.0,2010-10-08,12.31,2011-04-06,21.29,0.7294882209585701,0.09560229862020453,1.991129506434436
1605,2010-01-04,2010-09-30,8.14,11.88,201001-201010,0.45945946,27.90628078964323,winner,12.0,2010-10-08,12.46,2011-04-06,10.03,-0.19502407704654906,-0.03551128965837613,-0.35201376346523994
1704,2010-01-04,2010-09-30,24.92,40.58,201001-201010,0.62841091,33.518998927705965,winner,9.0,2010-10-08,39.32,2011-04-06,59.02,0.5010172939979655,0.07003409491493628,1.2530529168809736
2201,2010-01-04,2010-09-30,47.56,69.83,201001-201010,0.46825063,28.19833131252299,winner,11.0,2010-10-08,77.5,2011-04-06,69.33,-0.1054193548387097,-0.018395404447621222,-0.19972546930280988
2227,2010-01-04,2010-09-30,31.56,60.13,201001-201010,0.90525982,42.7161671003372,winner,4.0,2010-10-08,67.59,2011-04-06,48.83,-0.2775558514573162,-0.05274396766200007,-0.47807445223643696
2371,2010-01-04,2010-09-30,20.07,15.57,201001-201010,-0.22421525,5.193996015811591,loser,134.0,2010-10-08,19.74,2011-04-11,17.57,-0.1099290780141843,-0.01922187960666699,-0.2077737538353197
2384,2010-01-04,2010-09-30,25.94,43.33,201001-201010,0.67039322,34.91368877981893,winner,7.0,2010-10-08,45.85,2011-04-06,47.98,0.04645583424209369,0.007596887483261261,0.09506981301931727
2408,2010-01-04,2010-09-30,196.09,130.83,201001-201010,-0.33280636,1.586502308421892,loser,146.0,2010-10-08,120.93,2011-04-06,96.95,-0.1982965351856446,-0.03616588657124553,-0.35727155450465775
2451,2010-01-04,2010-09-30,45.41,32.75,201001-201010,-0.27879322,3.380867083460648,loser,139.0,2010-10-08,32.43,2011-04-06,34.18,0.05396238051187172,0.00879793588916522,0.1108366995342509
2489,2010-01-04,2010-09-30,18.24,13.98,201001-201010,-0.23355263,4.883799908657824,loser,137.0,2010-10-08,13.72,2011-04-06,13.07,-0.047376093294460665,-0.008056553048285453,-0.09250769237307632
2498,2010-01-04,2010-09-30,264.76,564.99,201001-201010,1.13397039,50.31413660344395,winner,1.0,2010-10-08,567.38,2011-04-06,956.26,0.6853960308787761,0.09089678323543882,1.84055978090193
2609,2010-01-04,2010-09-30,13.05,21.36,201001-201010,0.63678161,33.797081061468546,winner,8.0,2010-10-08,22.95,2011-04-06,24.34,0.060566448801742945,0.009848707598039352,0.12480119232393871
2610,2010-01-04,2010-09-30,9.18,18.2,201001-201010,0.98257081,45.28450727051381,winner,2.0,2010-10-08,19.9,2011-04-06,13.75,-0.3090452261306532,-0.05975376378621888,-0.5225815004671597
2618,2010-01-04,2010-09-30,8.13,15.79,201001-201010,0.94218942,43.94300141132654,winner,3.0,2010-10-08,16.63,2011-04-06,13.38,-0.19542994588093796,-0.035592355886816085,-0.3526670280148494
2801,2010-01-04,2010-09-30,6.58,9.22,201001-201010,0.40121581,25.971374692169803,winner,14.0,2010-10-08,9.3,2011-04-06,10.76,0.15698924731182784,0.02460126357790915,0.33862411839518947
2912,2010-01-04,2010-09-30,47.57,87.13,201001-201010,0.83161657,40.26967253032381,winner,5.0,2010-10-08,84.86,2011-04-06,86.48,0.019090266320999347,0.00315669415803832,0.03854497091020459
2915,2010-01-04,2010-09-30,37.16,60.0,201001-201010,0.6146394,33.06149705976986,winner,10.0,2010-10-08,59.87,2011-04-06,52.94,-0.11575079338566895,-0.02029397292405699,-0.2181033406019257
3008,2010-01-04,2010-09-30,290.98,423.09,201001-201010,0.45401746,27.725492686863777,winner,13.0,2010-10-08,427.35,2011-04-06,600.14,0.4043290043290042,0.05822530941176285,0.9721399523996928
3041,2010-01-04,2010-09-30,172.56,115.37,201001-201010,-0.33142096,1.6325265343665183,loser,145.0,2010-10-08,110.65,2011-04-06,83.6,-0.24446452779032996,-0.04564677991729993,-0.42916615023291105
3059,2010-01-04,2010-09-30,47.56,36.82,201001-201010,-0.22582002,5.140684122445662,loser,135.0,2010-10-08,36.98,2011-04-06,31.62,-0.1449432125473228,-0.025760292182068545,-0.26887789023110675
3443,2010-01-04,2010-09-30,113.16,77.92,201001-201010,-0.31141746,2.2970606787892973,loser,141.0,2010-10-08,75.81,2011-04-06,66.06,-0.12861100118717847,-0.022683242464849096,-0.2406812127479886
3474,2010-01-04,2010-09-30,25.82,17.5,201001-201010,-0.32223083,1.937830864942872,loser,144.0,2010-10-08,16.3,2011-04-06,15.15,-0.07055214723926383,-0.012120049271024613,-0.13612668899845715
3504,2010-01-04,2010-09-30,226.39,154.97,201001-201010,-0.3154733,2.16232204983358,loser,143.0,2010-10-08,141.64,2011-04-06,100.82,-0.28819542502118045,-0.055083435037769135,-0.49333424703922235
3532,2010-01-04,2010-09-30,128.6,91.47,201001-201010,-0.28872473,3.050933446813249,loser,140.0,2010-10-08,88.95,2011-04-06,109.45,0.23046655424395726,0.035169900491385464,0.5140479411129988
6005,2010-01-04,2010-09-30,7.83,6.1,201001-201010,-0.22094508,5.302633985320279,loser,133.0,2010-10-08,6.26,2011-04-06,5.87,-0.06230031948881784,-0.01066366091806914,-0.12071930916922724
6116,2010-01-04,2010-09-30,11.72,8.54,201001-201010,-0.27133106,3.628766706583896,loser,138.0,2010-10-08,8.43,2011-04-06,7.34,-0.12930011862396204,-0.022812099582271594,-0.24188171657175317
6286,2010-01-04,2010-09-30,238.16,184.01,201001-201010,-0.22736816,5.089253528282307,loser,136.0,2010-10-08,172.91,2011-04-06,153.47,-0.11242843097565207,-0.019681427949564068,-0.21221670985965735
8078,2010-01-04,2010-09-30,40.14,27.53,201001-201010,-0.31415047,2.2062676444678573,loser,142.0,2010-10-08,25.76,2011-04-06,25.52,-0.00931677018633548,-0.0015588575107194913,-0.01854673816596608
1314,2010-02-01,2010-10-29,6.51,14.59,201002-201011,1.241167434715822,46.26780026269977,winner,4.0,2010-11-08,16.78,2011-05-06,19.77,0.17818831942789023,0.027706536578196106,0.3881277160363159
1504,2010-02-01,2010-10-29,6.89,10.94,201002-201011,0.5878084179970973,27.654430051516204,winner,12.0,2010-11-08,11.06,2011-05-06,11.37,0.028028933092224116,0.004617848160992644,0.05684348727473565
1605,2010-02-01,2010-10-29,6.9,11.72,201002-201011,0.6985507246376812,30.80933799461573,winner,9.0,2010-11-08,11.15,2011-05-06,10.19,-0.08609865470852025,-0.014893421143405527,-0.16478433107442347
1704,2010-02-01,2010-10-29,24.27,43.23,201002-201011,0.7812113720642768,33.16423506204186,winner,8.0,2010-11-08,46.8,2011-05-06,56.07,0.19807692307692315,0.030577802101012352,0.4353883136094663
2006,2010-02-01,2010-10-29,25.19,20.31,201002-201011,-0.1937276697102025,5.389457560658872,loser,138.0,2010-11-08,20.28,2011-05-06,23.75,0.1711045364891518,0.026674110344126367,0.37148583538546975
2103,2010-02-01,2010-10-29,15.38,23.81,201002-201011,0.5481144343302989,26.523598771560263,winner,13.0,2010-11-08,26.08,2011-05-06,35.8,0.37269938650306744,0.054215117989018013,0.8843036057058988
2201,2010-02-01,2010-10-29,38.88,74.16,201002-201011,0.9074074074074072,36.75940014726869,winner,7.0,2010-11-08,76.51,2011-05-06,77.76,0.0163377336295909,0.002704602340386719,0.032942388799333644
