combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201101,loser,88,-0.01465937297696282,0.05708282075772302
201001-201101,winner,87,0.0018452000580323651,0.059719554651093756
201002-201102,loser,83,-0.019373948427581975,0.0595783919752929
201002-201102,winner,82,0.009086860232315693,0.06947742029999589
201003-201103,loser,88,-0.02909946543843306,0.06126320037776842
201003-201103,winner,88,0.0031285911292323375,0.08496689993599595
201004-201104,loser,94,-0.028515751655402655,0.06510703793085611
201004-201104,winner,94,0.0012706028923408735,0.07743512311941425
201005-201105,loser,90,-0.09589278541247871,0.07206602406089413
201005-201105,winner,91,-0.04838013691651192,0.0698497415635311
201006-201106,loser,90,-0.10883914139751713,0.0680663052202899
201006-201106,winner,90,-0.06612746176647702,0.07192215181132192
201007-201107,loser,91,-0.10130004272072847,0.058004508767512224
201007-201107,winner,92,-0.08688422049751282,0.06123288019350074
201008-201108,loser,96,-0.013281095972867989,0.06294898835487993
201008-201108,winner,96,-0.02780191592587718,0.06489621480739809
201009-201109,loser,96,-0.0647028295285551,0.05785187084374842
201009-201109,winner,96,-0.05692256060774752,0.06474248910110739
201010-201110,loser,97,-0.03126880807117285,0.06222096988485377
201010-201110,winner,97,-0.018933078800387814,0.062363596482452925
201011-201111,loser,95,0.02704334999940687,0.060956045419006524
201011-201111,winner,96,-0.001965215398522243,0.04211044874123217
201012-201112,loser,98,0.12786817246855176,0.07333187961482038
201012-201112,winner,99,0.055568074652189874,0.05634113177147524
201101-201201,loser,108,0.05778145040374782,0.07057502167795246
201101-201201,winner,108,0.04853738682577289,0.06347877461405572
201102-201202,loser,107,-0.036176017265873134,0.06832093655955798
201102-201202,winner,106,0.006917393395493025,0.06451740060169629
201103-201203,loser,105,-0.08300203713791511,0.06150374591728341
201103-201203,winner,105,-0.03809551478547202,0.06058185308440624
201104-201204,loser,106,-0.020887917138948192,0.05667832379706815
201104-201204,winner,108,-0.012595044204064423,0.04496322147297961
201105-201205,loser,105,-0.04014097407334559,0.06973460480209351
201105-201205,winner,107,-0.00726902265713655,0.06235255695133807
201106-201206,loser,107,0.0022154434630364188,0.06503556866918457
201106-201206,winner,106,0.02510232229595664,0.06677016266976056
201107-201207,loser,102,-0.015367995697795251,0.06507032102621042
201107-201207,winner,103,0.026920568428217606,0.05317979929508695
201108-201208,loser,98,-0.030783582524665946,0.06943331253220429
