combination,remark,count,mean_avg_monthly_return
201001-201101,loser,88,-0.014659372976962837
201001-201101,winner,87,0.0018452000580323684
201001-201101,winner - loser,-,0.016504573034995206
201002-201102,loser,83,-0.019373948427581993
201002-201102,winner,82,0.009086860232315704
201002-201102,winner - loser,-,0.028460808659897696
201003-201103,loser,88,-0.029099465438433073
201003-201103,winner,88,0.0031285911292323306
201003-201103,winner - loser,-,0.032228056567665406
201004-201104,loser,94,-0.02851575165540267
201004-201104,winner,94,0.0012706028923408716
201004-201104,winner - loser,-,0.02978635454774354
201005-201105,loser,90,-0.09589278541247873
201005-201105,winner,91,-0.04838013691651194
201005-201105,winner - loser,-,0.047512648495966786
201006-201106,loser,90,-0.10883914139751716
201006-201106,winner,90,-0.06612746176647705
201006-201106,winner - loser,-,0.04271167963104011
201007-201107,loser,91,-0.10130004272072851
201007-201107,winner,92,-0.08688422049751286
201007-201107,winner - loser,-,0.014415822223215649
201008-201108,loser,96,-0.013281095972868003
201008-201108,winner,96,-0.027801915925877194
201008-201108,winner - loser,-,-0.014520819953009191
201009-201109,loser,96,-0.06470282952855513
201009-201109,winner,96,-0.05692256060774755
201009-201109,winner - loser,-,0.007780268920807583
201010-201110,loser,97,-0.03126880807117286
201010-201110,winner,97,-0.018933078800387814
201010-201110,winner - loser,-,0.012335729270785047
201011-201111,loser,95,0.02704334999940688
201011-201111,winner,96,-0.0019652153985222458
201011-201111,winner - loser,-,-0.029008565397929127
201012-201112,loser,98,0.12786817246855178
201012-201112,winner,99,0.0555680746521899
201012-201112,winner - loser,-,-0.07230009781636187
201101-201201,loser,108,0.057781450403747846
201101-201201,winner,108,0.04853738682577292
201101-201201,winner - loser,-,-0.009244063577974929
201102-201202,loser,107,-0.036176017265873155
201102-201202,winner,106,0.006917393395493033
201102-201202,winner - loser,-,0.04309341066136619
201103-201203,loser,105,-0.08300203713791517
201103-201203,winner,105,-0.03809551478547204
201103-201203,winner - loser,-,0.04490652235244313
201104-201204,loser,106,-0.020887917138948206
201104-201204,winner,108,-0.012595044204064432
201104-201204,winner - loser,-,0.008292872934883774
201105-201205,loser,105,-0.0401409740733456
201105-201205,winner,107,-0.007269022657136547
201105-201205,winner - loser,-,0.03287195141620906
201106-201206,loser,107,0.0022154434630364266
201106-201206,winner,106,0.025102322295956662
201106-201206,winner - loser,-,0.022886878832920236
201107-201207,loser,102,-0.015367995697795267
201107-201207,winner,103,0.026920568428217623
201107-201207,winner - loser,-,0.04228856412601289
201108-201208,loser,98,-0.03078358252466597
201108-201208,winner,99,-0.0023738642512376295
201108-201208,winner - loser,-,0.028409718273428343
201109-201209,loser,93,-0.023768398884432024
201109-201209,winner,92,-0.0068515352145681555
201109-201209,winner - loser,-,0.01691686366986387
201110-201210,loser,92,-0.010748922821084467
201110-201210,winner,93,0.011217245034945669
201110-201210,winner - loser,-,0.021966167856030137
201111-201211,loser,90,0.056637151277479536
201111-201211,winner,90,0.03556220413039797
201111-201211,winner - loser,-,-0.021074947147081566
201112-201212,loser,84,0.026815669991221053
201112-201212,winner,86,0.04476497948796607
201112-201212,winner - loser,-,0.017949309496745013
201201-201301,loser,86,0.010430788893298808
201201-201301,winner,89,0.029487492170522357
201201-201301,winner - loser,-,0.01905670327722355
201202-201302,loser,99,0.014693235812355343
201202-201302,winner,99,0.016249964515091836
201202-201302,winner - loser,-,0.0015567287027364925
201203-201303,loser,104,0.010543631298304925
201203-201303,winner,104,0.012649048911562112
201203-201303,winner - loser,-,0.0021054176132571864
201204-201304,loser,96,-0.0037232785687760657
201204-201304,winner,97,0.015297772413085284
201204-201304,winner - loser,-,0.01902105098186135
201205-201305,loser,95,-0.004716098121081462
201205-201305,winner,94,0.015960552217516723
201205-201305,winner - loser,-,0.020676650338598185
201206-201306,loser,91,-0.008889926068321131
201206-201306,winner,92,0.01460457060932292
201206-201306,winner - loser,-,0.02349449667764405
201207-201307,loser,94,0.024318693848181826
201207-201307,winner,94,0.030391509601745775
201207-201307,winner - loser,-,0.00607281575356395
201208-201308,loser,95,-0.00308706685718322
201208-201308,winner,96,0.003980931429811135
201208-201308,winner - loser,-,0.007067998286994354
201209-201309,loser,99,0.0006246615571268436
201209-201309,winner,100,0.022071060059619972
201209-201309,winner - loser,-,0.02144639850249313
201210-201310,loser,97,0.007227312526179009
201210-201310,winner,97,0.01009908203392163
201210-201310,winner - loser,-,0.002871769507742621
201211-201311,loser,92,0.03633601468692592
201211-201311,winner,93,0.017180695155034186
