,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-11-01,2888,5054801,34649461,6.85,6.88,6.83,6.85,0.0,1239
1,2016-11-02,2888,11201169,76040010,6.82,6.84,6.76,6.76,-0.09,2144
2,2016-11-03,2888,8870791,59736830,6.75,6.78,6.71,6.72,-0.04,1871
3,2016-11-04,2888,8854071,59604173,6.72,6.76,6.72,6.72,0.0,1893
4,2016-11-07,2888,9494664,64305046,6.75,6.8,6.74,6.77,0.05,2009
5,2016-11-08,2888,10160979,69343158,6.8,6.86,6.78,6.86,0.09,2173
6,2016-11-09,2888,26742379,180922040,6.9,6.93,6.66,6.66,-0.2,4766
7,2016-11-10,2888,14597840,99388439,6.79,6.86,6.78,6.79,0.13,2641
8,2016-11-11,2888,29288419,199789685,6.77,6.87,6.76,6.84,0.05,5429
9,2016-11-14,2888,45681784,317733342,6.84,7.06,6.76,7.0,0.16,6923
10,2016-11-15,2888,29694642,207504927,7.03,7.03,6.92,6.93,-0.07,4697
11,2016-11-16,2888,15678457,109157325,7.02,7.02,6.92,6.93,0.0,2652
12,2016-11-17,2888,12688837,87285244,6.94,6.95,6.85,6.87,-0.06,2250
13,2016-11-18,2888,15462237,106316229,6.86,6.94,6.84,6.86,-0.01,4129
14,2016-11-21,2888,17369707,120591555,6.87,7.0,6.85,6.99,0.13,3053
15,2016-11-22,2888,20051614,140202731,7.02,7.02,6.95,6.97,-0.02,3387
16,2016-11-23,2888,46272106,327365814,7.01,7.12,7.01,7.08,0.11,6092
17,2016-11-24,2888,178036597,1349919475,7.12,7.78,7.11,7.78,0.7,18957
18,2016-11-25,2888,280704694,2301104782,8.13,8.31,8.09,8.2,0.42,31499
19,2016-11-28,2888,117901348,959559439,8.19,8.24,8.03,8.12,-0.08,16505
20,2016-11-29,2888,64850665,527113071,8.11,8.19,8.05,8.16,0.04,9021
21,2016-11-30,2888,197059240,1650668401,8.19,8.63,8.17,8.22,0.06,22747
22,2016-12-01,2888,71615889,593678899,8.26,8.41,8.22,8.23,0.01,9920
23,2016-12-02,2888,46236950,381712425,8.28,8.33,8.2,8.23,0.0,7961
24,2016-12-05,2888,64127122,526117777,8.29,8.37,8.1,8.1,-0.13,9596
25,2016-12-06,2888,57956237,470457107,8.19,8.22,8.06,8.08,-0.02,8793
26,2016-12-07,2888,60890113,488740330,8.15,8.17,7.94,7.98,-0.1,8525
27,2016-12-08,2888,61104998,494024615,8.05,8.14,8.03,8.13,0.15,8920
28,2016-12-09,2888,29285813,236988576,8.15,8.15,8.07,8.07,-0.06,5393
29,2016-12-12,2888,38078070,309230583,8.13,8.17,8.08,8.12,0.05,5137
30,2016-12-13,2888,170139602,1421105685,8.17,8.47,8.17,8.43,0.31,20921
31,2016-12-14,2888,78119153,644732788,8.39,8.39,8.15,8.19,-0.24,11239
32,2016-12-15,2888,49199820,405088448,8.19,8.28,8.18,8.22,0.03,8020
33,2016-12-16,2888,41494094,340822458,8.26,8.3,8.16,8.16,-0.06,5953
34,2016-12-19,2888,28728139,232148634,8.19,8.19,8.03,8.05,-0.11,4729
35,2016-12-20,2888,54587019,433967787,8.05,8.07,7.87,7.92,-0.13,9520
36,2016-12-21,2888,20683787,163870540,7.94,7.98,7.89,7.93,0.01,3387
37,2016-12-22,2888,33797919,265074967,7.95,7.98,7.8,7.81,-0.12,5312
38,2016-12-23,2888,21233758,166062987,7.79,7.89,7.79,7.8,-0.01,4049
39,2016-12-26,2888,9499523,74238704,7.8,7.85,7.8,7.81,0.01,1796
40,2016-12-27,2888,7568030,59131249,7.82,7.83,7.8,7.8,-0.01,1372
41,2016-12-28,2888,15865585,124712507,7.8,7.91,7.8,7.86,0.06,2306
42,2016-12-29,2888,12985672,101930614,7.88,7.89,7.82,7.84,-0.02,1955
43,2016-12-30,2888,15999558,126738921,7.86,7.97,7.86,7.9,0.06,3309
44,2017-01-03,2888,12320640,96774618,7.9,7.95,7.81,7.85,-0.05,2561
45,2017-01-04,2888,8962211,70556162,7.88,7.9,7.85,7.89,0.04,1893
46,2017-01-05,2888,20075147,159117739,7.88,7.97,7.87,7.96,0.07,4814
47,2017-01-06,2888,15058710,119799223,7.96,7.99,7.92,7.96,0.0,3059
48,2017-01-09,2888,20683347,163057616,7.96,7.98,7.84,7.85,-0.11,3259
49,2017-01-10,2888,19020215,149502984,7.87,7.9,7.84,7.85,0.0,2663
50,2017-01-11,2888,63427992,510336521,7.86,8.13,7.86,8.1,0.25,7926
51,2017-01-12,2888,36431937,293729596,8.13,8.13,8.01,8.02,-0.08,6961
52,2017-01-13,2888,22828111,183292594,8.06,8.08,7.99,8.08,0.06,2948
53,2017-01-16,2888,35201925,283064444,8.12,8.12,7.98,7.99,-0.09,4204
54,2017-01-17,2888,18996954,152416941,8.02,8.06,7.99,8.02,0.03,2722
55,2017-01-18,2888,19812544,158161192,8.0,8.01,7.96,7.97,-0.05,2950
56,2017-01-19,2888,21297477,169742711,7.98,8.03,7.94,8.02,0.05,2793
57,2017-01-20,2888,23700739,188894262,8.0,8.01,7.95,7.95,-0.07,3164
58,2017-01-23,2888,25422334,204051859,8.0,8.09,7.97,8.01,0.06,4157
59,2017-01-24,2888,28571364,228830589,8.04,8.04,7.99,8.03,0.02,3024
