combination,remark,count,mean_return2
201609-201703,loser,14,0.08617178654663281
201609-201703,winner,14,0.2839345889493555
201610-201704,loser,14,0.12537991804606224
201610-201704,winner,14,0.2975085364180204
201611-201705,loser,14,0.09581638160657062
201611-201705,winner,14,0.33864291847955785
201612-201706,loser,14,0.05537580288405718
201612-201706,winner,14,0.35656835184167307
201701-201707,loser,14,0.1033976419842849
201701-201707,winner,14,0.2229671957704667
201702-201708,loser,14,0.14442223554787437
201702-201708,winner,14,0.14598480145043763
201703-201709,loser,14,0.08140201782290399
201703-201709,winner,14,-0.03378983504428912
201704-201710,loser,14,0.044944863131676956
201704-201710,winner,14,0.15816268729212504
201705-201711,loser,14,-0.06202750086799756
201705-201711,winner,14,0.020036053927348536
201706-201712,loser,14,-0.03282835616062423
201706-201712,winner,14,0.1617483982333571
201707-201801,loser,14,-0.004360211306951457
201707-201801,winner,14,0.19047113270366886
201708-201802,loser,14,0.005241071281192611
201708-201802,winner,14,0.14690339521447435
201709-201803,loser,14,-0.04929821466087468
201709-201803,winner,14,-0.0003385274535759914
201710-201804,loser,14,-0.09580918920793167
201710-201804,winner,14,0.04931348510235567
201711-201805,loser,14,-0.15647799707804105
201711-201805,winner,13,-0.1423745828048405
201712-201806,loser,14,-0.16946621647351168
201712-201806,winner,14,-0.21450052519944782
201801-201807,loser,14,-0.13016322579308784
201801-201807,winner,14,-0.1887514142001669
201802-201808,loser,14,-0.012475689045522683
201802-201808,winner,14,-0.13281292599054878
201803-201809,loser,14,-0.04381344970969493
201803-201809,winner,14,-0.08256638099312445
201804-201810,loser,14,0.052942028710077686
201804-201810,winner,14,-0.055277930094111895
201805-201811,loser,14,0.22199714600438727
201805-201811,winner,13,0.2501522854178582
201806-201812,loser,14,-0.1082168624164364
201806-201812,winner,13,0.15678916846999494
201807-201901,loser,14,0.2649779070167186
201807-201901,winner,13,0.23833799735056765
201808-201902,loser,14,0.2693283224049766
201808-201902,winner,14,0.18101285049717108
201809-201903,loser,14,-0.009799447139405263
201809-201903,winner,14,0.20244139692135762
201810-201904,loser,14,-0.03985611041481273
201810-201904,winner,14,0.11938653047080419
201811-201905,loser,14,-0.0267356273363909
201811-201905,winner,14,0.10220831863231379
201812-201906,loser,14,0.1434289429239519
201812-201906,winner,14,0.11977003700254536
201901-201907,loser,14,0.07884241930650246
201901-201907,winner,14,0.06024062635202526
201902-201908,loser,14,0.1014382375506846
201902-201908,winner,14,0.008107031742129216
201903-201909,loser,14,0.04914832257922674
201903-201909,winner,14,0.04285577605966714
201904-201910,loser,14,-0.14093706822334248
201904-201910,winner,14,-0.14399996464539916
201905-201911,loser,14,-0.12430453166521518
201905-201911,winner,14,-0.009456989340745783
201906-201912,loser,14,-0.045335926140378104
201906-201912,winner,14,0.08098574448267724
201907-202001,loser,14,-0.023939872863122953
201907-202001,winner,14,0.03970555712741524
201908-202002,loser,14,0.07760624731169564
201908-202002,winner,14,0.23049511213322063
201909-202003,loser,14,0.19214235407267682
201909-202003,winner,14,0.3303805390966295
201910-202004,loser,14,0.4658117816850039
201910-202004,winner,14,0.3693244049142884
201911-202005,loser,14,0.20570679264206568
201911-202005,winner,14,0.15388645407511356
201912-202006,loser,14,0.3199904230390596
201912-202006,winner,14,0.14991577737777664
202001-202007,loser,14,0.31419350698150766
202001-202007,winner,14,0.2530983799113474
202002-202008,loser,14,0.18159035003404753
202002-202008,winner,14,0.22437253096302148
202003-202009,loser,14,0.29762817367183453
202003-202009,winner,14,0.3351649221290375
202004-202010,loser,14,0.16620726646923897
202004-202010,winner,14,0.5426061620350212
202005-202011,loser,13,0.28375574150461386
202005-202011,winner,14,1.052532261721112
202006-202012,loser,14,0.06338325177529192
202006-202012,winner,14,0.8151473837485111
202007-202101,loser,14,0.2191069928692994
202007-202101,winner,14,0.658839848200138
202008-202102,loser,14,0.04794383587437739
202008-202102,winner,14,0.5716559750801309
202009-202103,loser,14,0.007389175372130685
202009-202103,winner,14,0.605018320339405
202010-202104,loser,14,-0.02215017074410112
202010-202104,winner,14,0.38189979975540606
202011-202105,loser,14,0.04481646681963407
202011-202105,winner,14,-0.012396005027580084
202012-202106,loser,14,0.06144235556689481
202012-202106,winner,14,0.09350494886950389
202101-202107,loser,14,0.09487856387748692
