combination,remark,count,mean_avg_monthly_return
201001-201010,loser,86,-0.038751107701865364
201001-201010,winner,86,-0.030335045846005746
201001-201010,winner - loser,-,0.008416061855859618
201002-201011,loser,80,-0.025956151564086916
201002-201011,winner,82,-0.01484770770564087
201002-201011,winner - loser,-,0.011108443858446046
201003-201012,loser,86,-0.04103806392876274
201003-201012,winner,87,-0.03689949700883104
201003-201012,winner - loser,-,0.0041385669199316966
201004-201101,loser,94,-0.04608420424409948
201004-201101,winner,94,-0.02880586211264766
201004-201101,winner - loser,-,0.01727834213145182
201005-201102,loser,91,-0.03312904309674348
201005-201102,winner,90,-0.016541500072532807
201005-201102,winner - loser,-,0.01658754302421067
201006-201103,loser,87,-0.02517821531229313
201006-201103,winner,90,-0.02108542097270372
201006-201103,winner - loser,-,0.004092794339589409
201007-201104,loser,91,-0.029109579573509813
201007-201104,winner,91,-0.022139730790558598
201007-201104,winner - loser,-,0.006969848782951215
201008-201105,loser,94,-0.031644273380999934
201008-201105,winner,96,-0.020301281298708323
201008-201105,winner - loser,-,0.01134299208229161
201009-201106,loser,97,-0.04116713485561239
201009-201106,winner,96,-0.02562399587035887
201009-201106,winner - loser,-,0.01554313898525352
201010-201107,loser,97,-0.03213513118197154
201010-201107,winner,97,-0.021755859418903536
201010-201107,winner - loser,-,0.010379271763068004
201011-201108,loser,96,-0.016053571101225583
201011-201108,winner,96,-0.011598773580232313
201011-201108,winner - loser,-,0.004454797520993269
201012-201109,loser,101,-0.007762863938226857
201012-201109,winner,100,-0.006188127574996486
201012-201109,winner - loser,-,0.0015747363632303713
201101-201110,loser,107,-0.006184783637825848
201101-201110,winner,108,0.005660010446131208
201101-201110,winner - loser,-,0.011844794083957055
201102-201111,loser,106,-0.02489911170068568
201102-201111,winner,106,-0.007520883786906194
201102-201111,winner - loser,-,0.017378227913779486
201103-201112,loser,103,-0.0023545732140891336
201103-201112,winner,103,0.00854944786648428
201103-201112,winner - loser,-,0.010904021080573414
201104-201201,loser,105,-0.001416413470465961
201104-201201,winner,107,0.011043517331892827
201104-201201,winner - loser,-,0.012459930802358788
201105-201202,loser,103,-0.01534719655021698
201105-201202,winner,105,0.0007933052144982945
