stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank
4725,2010/1/4,2010/3/31,69.9,116.86,201001-201004,67%,99.18111293,winner,1
6197,2010/1/4,2010/3/31,54.86,80.45,201001-201004,47%,77.81506351,winner,2
1234,2010/1/4,2010/3/31,12.27,17.29,201001-201004,41%,71.85002593,winner,3
2049,2010/1/4,2010/3/31,23.25,31.86,201001-201004,37%,67.81257732,winner,4
2403,2010/1/4,2010/3/31,28.65,37.89,201001-201004,32%,62.83830836,winner,5
1227,2010/1/4,2010/3/31,10.03,13.26,201001-201004,32%,62.78845166,winner,6
2456,2010/1/4,2010/3/31,24.47,31.91,201001-201004,30%,60.91690307,winner,7
1802,2010/1/4,2010/3/31,17.97,23.29,201001-201004,30%,60.08488767,winner,8
6213,2010/1/4,2010/3/31,12.71,16.44,201001-201004,29%,59.81653215,winner,9
3060,2010/1/4,2010/3/31,33.37,43.06,201001-201004,29%,59.49512837,winner,10
2383,2010/1/4,2010/3/31,11.67,15.05,201001-201004,29%,59.41719482,winner,11
2362,2010/1/4,2010/3/31,28.41,36.47,201001-201004,28%,58.80036098,winner,12
2915,2010/1/4,2010/3/31,37.16,46.89,201001-201004,26%,56.52573681,winner,13
3561,2010/1/4,2010/3/31,44.5,55.01,201001-201004,24%,53.85588441,winner,14
4532,2010/1/4,2010/3/31,4.94,6.02,201001-201004,22%,52.02926541,winner,15
8131,2010/1/4,2010/3/31,19.14,22.92,201001-201004,20%,49.83068811,winner,16
2481,2010/1/4,2010/3/31,19.68,23.52,201001-201004,20%,49.58408287,winner,17
1477,2010/1/4,2010/3/31,22.93,27.38,201001-201004,19%,49.47452025,winner,18
1702,2010/1/4,2010/3/31,16.3,19.34,201001-201004,19%,48.68734366,winner,19
6166,2010/1/4,2010/3/31,12.56,14.71,201001-201004,17%,47.09290511,winner,20
1718,2010/1/4,2010/3/31,5.48,6.41,201001-201004,17%,46.93992835,winner,21
6271,2010/1/4,2010/3/31,71.32,83.31,201001-201004,17%,46.77423967,winner,22
2337,2010/1/4,2010/3/31,25.17,29.37,201001-201004,17%,46.64416238,winner,23
3383,2010/1/4,2010/3/31,173.82,201.83,201001-201004,16%,46.04886642,winner,24
3008,2010/1/4,2010/3/31,290.98,334,201001-201004,15%,44.66524344,winner,25
2231,2010/1/4,2010/3/31,17.05,19.43,201001-201004,14%,43.80628388,winner,26
3514,2010/1/4,2010/3/31,75.03,85.02,201001-201004,13%,43.13596238,winner,27
2633,2010/1/4,2010/3/31,3.16,3.58,201001-201004,13%,43.11147584,winner,28
1303,2010/1/4,2010/3/31,29.66,33.37,201001-201004,13%,42.29711622,winner,29
9939,2010/1/4,2010/3/31,25.57,28.6,201001-201004,12%,41.6118804,winner,30
2404,2010/1/4,2010/3/31,12.06,13.48,201001-201004,12%,41.53347008,winner,31
1201,2010/1/4,2010/3/31,34.23,29.53,201001-201004,-14%,14.99705313,loser,289
3376,2010/1/4,2010/3/31,75.73,65.33,201001-201004,-14%,14.9946048,loser,290
2352,2010/1/4,2010/3/31,12.14,10.45,201001-201004,-14%,14.79908227,loser,291
2520,2010/1/4,2010/3/31,11.92,10.23,201001-201004,-14%,14.53176342,loser,292
2845,2010/1/4,2010/3/31,4.51,3.87,201001-201004,-14%,14.51840941,loser,293
2478,2010/1/4,2010/3/31,43.76,37.51,201001-201004,-14%,14.4229366,loser,294
3035,2010/1/4,2010/3/31,60.17,51.45,201001-201004,-14%,14.20463018,loser,295
2374,2010/1/4,2010/3/31,41.68,35.5,201001-201004,-15%,13.85610159,loser,296
3005,2010/1/4,2010/3/31,12.59,10.72,201001-201004,-15%,13.82925554,loser,297
2392,2010/1/4,2010/3/31,36.03,30.52,201001-201004,-15%,13.37172035,loser,298
6278,2010/1/4,2010/3/31,29.69,25.11,201001-201004,-15%,13.23307417,loser,299
2707,2010/1/4,2010/3/31,118.41,100.12,201001-201004,-15%,13.21199374,loser,300
2545,2010/1/4,2010/3/31,19.42,16.41,201001-201004,-15%,13.15668989,loser,301
3019,2010/1/4,2010/3/31,58.42,49.21,201001-201004,-16%,12.8802838,loser,302
2401,2010/1/4,2010/3/31,22.27,18.72,201001-201004,-16%,12.6976057,loser,303
2393,2010/1/4,2010/3/31,52.35,43.93,201001-201004,-16%,12.54848817,loser,304
2014,2010/1/4,2010/3/31,14.37,12.03,201001-201004,-16%,12.34053095,loser,305
3367,2010/1/4,2010/3/31,31.55,26.34,201001-201004,-17%,12.10170332,loser,306
3049,2010/1/4,2010/3/31,40.62,33.84,201001-201004,-17%,11.91669892,loser,307
2458,2010/1/4,2010/3/31,40.07,33.38,201001-201004,-17%,11.91201977,loser,308
2475,2010/1/4,2010/3/31,4.37,3.63,201001-201004,-17%,11.66454589,loser,309
3149,2010/1/4,2010/3/31,116.55,96.4,201001-201004,-17%,11.29510928,loser,310
6005,2010/1/4,2010/3/31,7.83,6.46,201001-201004,-17%,11.07860521,loser,311
2855,2010/1/4,2010/3/31,8.97,7.38,201001-201004,-18%,10.84040234,loser,312
5534,2010/1/4,2010/3/31,20.67,16.95,201001-201004,-18%,10.55808567,loser,313
