combination,remark,count,mean_avg_monthly_return
201001-201101,loser,88,-0.04676504075248967
201001-201101,winner,88,-0.03155217287859998
201001-201101,winner - loser,-,0.015212867873889688
201002-201102,loser,82,-0.04560934497150011
201002-201102,winner,83,-0.031500597115420303
201002-201102,winner - loser,-,0.014108747856079809
201003-201103,loser,88,-0.0627369822348348
201003-201103,winner,88,-0.04723797502639797
201003-201103,winner - loser,-,0.015499007208436832
201004-201104,loser,93,-0.05541970132066275
201004-201104,winner,94,-0.04032828048758676
201004-201104,winner - loser,-,0.015091420833075991
201005-201105,loser,90,-0.043288077317960985
201005-201105,winner,91,-0.028858649641455267
201005-201105,winner - loser,-,0.014429427676505718
201006-201106,loser,89,-0.02197327510826923
201006-201106,winner,89,-0.018814813934059333
201006-201106,winner - loser,-,0.003158461174209898
201007-201107,loser,91,-0.022297114420392762
201007-201107,winner,92,-0.01570370297597776
201007-201107,winner - loser,-,0.006593411444415002
201008-201108,loser,96,-0.027635057425093836
201008-201108,winner,96,-0.03151523885497345
201008-201108,winner - loser,-,-0.003880181429879611
201009-201109,loser,97,-0.013189541361282595
201009-201109,winner,96,-0.013018202282709265
201009-201109,winner - loser,-,0.00017133907857332965
201010-201110,loser,96,-0.005588945593663834
201010-201110,winner,97,0.0005416516728068718
201010-201110,winner - loser,-,0.0061305972664707055
201011-201111,loser,95,-0.01548877668425658
201011-201111,winner,95,-0.002086829895667233
201011-201111,winner - loser,-,0.013401946788589346
201012-201112,loser,99,0.0049658895985462154
201012-201112,winner,99,0.010371591405988501
201012-201112,winner - loser,-,0.0054057018074422855
201101-201201,loser,108,0.008603191965940437
201101-201201,winner,108,0.016392337709580967
201101-201201,winner - loser,-,0.00778914574364053
201102-201202,loser,107,-0.03320070259682467
201102-201202,winner,106,-0.0012804761824583713
201102-201202,winner - loser,-,0.0319202264143663
201103-201203,loser,106,-0.046535733825183244
201103-201203,winner,105,-0.010383352113892281
201103-201203,winner - loser,-,0.03615238171129096
201104-201204,loser,108,-0.023726561837089006
201104-201204,winner,107,-0.009807830390086468
201104-201204,winner - loser,-,0.013918731447002538
201105-201205,loser,106,-0.0032055454183337337
201105-201205,winner,106,-0.0016833884896081638
201105-201205,winner - loser,-,0.00152215692872557
201106-201206,loser,104,-0.0005711772585966288
201106-201206,winner,106,0.017004393012476977
201106-201206,winner - loser,-,0.017575570271073607
201107-201207,loser,101,-0.000804658920915977
201107-201207,winner,104,0.019104247976189457
201107-201207,winner - loser,-,0.019908906897105436
201108-201208,loser,96,0.006001561316977432
201108-201208,winner,98,0.015506694684393498
201108-201208,winner - loser,-,0.009505133367416065
201109-201209,loser,93,0.010371490972529922
201109-201209,winner,92,0.012329281251132813
201109-201209,winner - loser,-,0.0019577902786028917
201110-201210,loser,93,-0.004414247724104447
201110-201210,winner,93,0.012188092923230354
201110-201210,winner - loser,-,0.0166023406473348
201111-201211,loser,90,0.01900989191614746
201111-201211,winner,91,0.02705406103620765
201111-201211,winner - loser,-,0.008044169120060188
201112-201212,loser,85,0.004373246293897403
201112-201212,winner,86,0.021904762660256837
201112-201212,winner - loser,-,0.017531516366359433
201201-201301,loser,87,0.008053920787178356
201201-201301,winner,89,0.015872579933001143
201201-201301,winner - loser,-,0.007818659145822787
201202-201302,loser,99,0.006023747751784183
201202-201302,winner,99,0.016109806181714936
201202-201302,winner - loser,-,0.010086058429930753
201203-201303,loser,104,-0.005650445614185039
201203-201303,winner,104,0.004078164549405563
201203-201303,winner - loser,-,0.009728610163590602
201204-201304,loser,97,0.0052364170859444895
201204-201304,winner,98,0.011902832564002491
201204-201304,winner - loser,-,0.006666415478058001
201205-201305,loser,95,0.008371956630120104
201205-201305,winner,95,0.0073688291050867305
201205-201305,winner - loser,-,-0.001003127525033373
201206-201306,loser,92,0.018157180771284732
201206-201306,winner,92,0.014415927813178624
201206-201306,winner - loser,-,-0.003741252958106109
201207-201307,loser,94,0.0272154390100242
201207-201307,winner,94,0.016251328170213884
201207-201307,winner - loser,-,-0.010964110839810318
201208-201308,loser,96,0.02082368935346629
201208-201308,winner,96,0.011681734114261303
201208-201308,winner - loser,-,-0.009141955239204988
201209-201309,loser,100,0.029002893439829317
201209-201309,winner,100,0.019986589943484994
201209-201309,winner - loser,-,-0.009016303496344323
201210-201310,loser,97,0.02334739274969528
201210-201310,winner,97,0.019594227128176052
201210-201310,winner - loser,-,-0.0037531656215192277
201211-201311,loser,93,0.021965888163683875
201211-201311,winner,92,0.012652671890296651
201211-201311,winner - loser,-,-0.009313216273387223
201212-201312,loser,98,0.02275610576665326
201212-201312,winner,97,0.009111221304097285
201212-201312,winner - loser,-,-0.013644884462555976
201301-201401,loser,101,0.01189763403074309
201301-201401,winner,99,0.003492538720335549
201301-201401,winner - loser,-,-0.008405095310407541
201302-201402,loser,101,-0.004137919354446196
201302-201402,winner,102,-0.005715564953753481
201302-201402,winner - loser,-,-0.0015776455993072851
201303-201403,loser,102,-0.011774190226187019
201303-201403,winner,106,-0.010302676810160134
201303-201403,winner - loser,-,0.0014715134160268855
201304-201404,loser,104,-0.009212802307399537
201304-201404,winner,107,-0.00758346062968741
201304-201404,winner - loser,-,0.0016293416777121272
201305-201405,loser,107,-0.00837549934449295
201305-201405,winner,109,-0.0053770985184637965
201305-201405,winner - loser,-,0.002998400826029153
201306-201406,loser,107,-0.009017919715421166
201306-201406,winner,110,-0.01452186813690506
201306-201406,winner - loser,-,-0.0055039484214838945
201307-201407,loser,109,-0.011558587334335228
201307-201407,winner,110,-0.020241266807746558
201307-201407,winner - loser,-,-0.00868267947341133
201308-201408,loser,110,-0.005557755543603826
201308-201408,winner,110,-0.015431841185076674
201308-201408,winner - loser,-,-0.009874085641472848
201309-201409,loser,112,-0.012745743117009307
201309-201409,winner,112,-0.01685917644240693
201309-201409,winner - loser,-,-0.0041134333253976234
201310-201410,loser,115,-0.014304482874754287
201310-201410,winner,114,-0.016673774577075834
201310-201410,winner - loser,-,-0.002369291702321547
201311-201411,loser,114,-0.017415296534411068
201311-201411,winner,115,-0.017764929622255825
201311-201411,winner - loser,-,-0.00034963308784475775
201312-201412,loser,117,-0.02877526907548084
201312-201412,winner,118,-0.02994841141907786
201312-201412,winner - loser,-,-0.001173142343597021
201401-201501,loser,121,-0.031616769711926423
201401-201501,winner,122,-0.02164232809056825
201401-201501,winner - loser,-,0.009974441621358174
201402-201502,loser,123,-0.02371783293652196
201402-201502,winner,124,-0.008974022695273432
201402-201502,winner - loser,-,0.014743810241248526
201403-201503,loser,126,-0.021627745814658567
201403-201503,winner,126,-0.012171144346034213
201403-201503,winner - loser,-,0.009456601468624353
201404-201504,loser,126,-0.02694866557235945
201404-201504,winner,127,-0.016019893322943356
201404-201504,winner - loser,-,0.010928772249416095
201405-201505,loser,125,-0.032704915525758764
201405-201505,winner,125,-0.013740014972346507
201405-201505,winner - loser,-,0.018964900553412257
201406-201506,loser,128,-0.018104160610500082
201406-201506,winner,125,-0.013710262918016471
201406-201506,winner - loser,-,0.004393897692483611
201407-201507,loser,130,-0.006208175704305907
201407-201507,winner,129,-0.011231381038474531
201407-201507,winner - loser,-,-0.005023205334168624
201408-201508,loser,128,0.010375420995499735
201408-201508,winner,126,0.007464933496720864
201408-201508,winner - loser,-,-0.0029104874987788704
201409-201509,loser,127,0.02075586079951126
201409-201509,winner,126,0.008663115491979166
201409-201509,winner - loser,-,-0.012092745307532094
201410-201510,loser,123,0.0078871563543553
201410-201510,winner,122,0.0024281173995923866
201410-201510,winner - loser,-,-0.005459038954762913
201411-201511,loser,124,0.0025433328291256116
201411-201511,winner,125,0.007181199541911984
201411-201511,winner - loser,-,0.0046378667127863725
201412-201512,loser,128,0.007921582242907375
201412-201512,winner,129,0.004825219843511716
201412-201512,winner - loser,-,-0.003096362399395659
201501-201601,loser,131,0.009619635493126737
201501-201601,winner,133,0.007979276456086431
201501-201601,winner - loser,-,-0.0016403590370403058
201502-201602,loser,132,0.00897219937791541
201502-201602,winner,133,0.0024820662683995823
201502-201602,winner - loser,-,-0.006490133109515827
201503-201603,loser,132,0.000703083563881259
201503-201603,winner,133,-0.008686192619317487
201503-201603,winner - loser,-,-0.009389276183198746
201504-201604,loser,131,-0.0008530124229487158
201504-201604,winner,134,-0.005212844093642471
201504-201604,winner - loser,-,-0.0043598316706937555
201505-201605,loser,128,0.008493639544452687
201505-201605,winner,132,0.0003073234257960835
201505-201605,winner - loser,-,-0.008186316118656603
201506-201606,loser,124,0.01261887805847685
201506-201606,winner,127,-0.001478842110551914
201506-201606,winner - loser,-,-0.014097720169028764
201507-201607,loser,122,0.010549315828862461
201507-201607,winner,123,-0.0044017817948399695
201507-201607,winner - loser,-,-0.01495109762370243
201508-201608,loser,112,0.0019167053448211177
201508-201608,winner,116,-0.004557550827295695
201508-201608,winner - loser,-,-0.006474256172116813
201509-201609,loser,114,0.0007821379347489221
201509-201609,winner,118,-0.00369945021589578
201509-201609,winner - loser,-,-0.004481588150644702
201510-201610,loser,120,0.0033771122654633686
201510-201610,winner,122,0.003718266974025506
201510-201610,winner - loser,-,0.00034115470856213755
201511-201611,loser,119,0.005956960851948264
201511-201611,winner,121,0.015355689434366986
201511-201611,winner - loser,-,0.009398728582418721
201512-201612,loser,118,0.006068168820442791
201512-201612,winner,119,0.018712307664436274
201512-201612,winner - loser,-,0.012644138843993484
201601-201701,loser,116,0.0023202710642117913
201601-201701,winner,118,0.01686651247014299
201601-201701,winner - loser,-,0.0145462414059312
201602-201702,loser,119,-0.002320283313413957
201602-201702,winner,121,0.01604844607025234
201602-201702,winner - loser,-,0.018368729383666297
201603-201703,loser,125,-0.007431699815076747
201603-201703,winner,127,0.017057643193265543
201603-201703,winner - loser,-,0.02448934300834229
201604-201704,loser,124,-0.005726962881617892
201604-201704,winner,126,0.006663060205546804
201604-201704,winner - loser,-,0.012390023087164696
201605-201705,loser,123,0.0007532453995369793
201605-201705,winner,122,0.010135240921992054
201605-201705,winner - loser,-,0.009381995522455075
201606-201706,loser,124,-0.003479707152220763
201606-201706,winner,123,0.003226633045912275
201606-201706,winner - loser,-,0.006706340198133038
201607-201707,loser,129,-0.000841969253991353
201607-201707,winner,128,0.0108683289537232
201607-201707,winner - loser,-,0.011710298207714553
201608-201708,loser,131,-0.005478565041781552
201608-201708,winner,132,-0.003717538280915774
201608-201708,winner - loser,-,0.0017610267608657777
201609-201709,loser,133,-0.0013684453754170876
201609-201709,winner,133,-0.004666617443958815
201609-201709,winner - loser,-,-0.0032981720685417272
201610-201710,loser,133,-0.0011320131823396554
201610-201710,winner,133,-0.004932946948230079
201610-201710,winner - loser,-,-0.003800933765890424
201611-201711,loser,132,-0.0023344187318646652
