,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-07-01,2344,11239021,100327171,8.94,9.04,8.8,8.9,-0.02,2951
1,2016-07-04,2344,4507374,40105693,8.92,8.95,8.88,8.88,-0.02,1339
2,2016-07-05,2344,15269855,138637355,8.91,9.19,8.9,9.16,0.28,3828
3,2016-07-06,2344,9911341,89303300,9.14,9.14,8.92,8.92,-0.24,2519
4,2016-07-07,2344,6915715,61932516,9.0,9.07,8.88,8.88,-0.04,1908
5,2016-07-11,2344,10560501,95441809,9.01,9.08,8.99,9.05,0.17,2420
6,2016-07-12,2344,16158002,147906422,9.15,9.22,9.08,9.14,0.09,3638
7,2016-07-13,2344,9469132,86647692,9.14,9.19,9.1,9.16,0.02,2754
8,2016-07-14,2344,12551190,115285939,9.2,9.28,9.08,9.09,-0.07,3066
9,2016-07-15,2344,9522822,86923919,9.13,9.17,9.09,9.12,0.03,2737
10,2016-07-18,2344,6226858,56798730,9.18,9.18,9.08,9.12,0.0,1673
11,2016-07-19,2344,12948993,118807428,9.13,9.23,9.09,9.23,0.11,3266
12,2016-07-20,2344,10313835,95007892,9.2,9.27,9.15,9.23,0.0,3502
13,2016-07-21,2344,35839450,346052892,9.3,9.97,9.28,9.78,0.55,7233
14,2016-07-22,2344,20832001,202403782,9.76,9.93,9.55,9.62,-0.16,4402
15,2016-07-25,2344,11468891,110810070,9.66,9.77,9.56,9.69,0.07,2554
16,2016-07-26,2344,38958090,387933351,9.75,10.1,9.73,9.97,0.28,6975
17,2016-07-27,2344,17736861,177123832,10.05,10.15,9.86,9.87,-0.1,3928
18,2016-07-28,2344,13684915,136412214,9.91,10.05,9.89,9.95,0.08,2675
19,2016-07-29,2344,26827350,261044876,9.99,10.0,9.5,9.59,-0.36,4943
20,2016-08-01,2344,16331974,159245929,9.67,9.87,9.62,9.76,0.17,3617
21,2016-08-02,2344,12775745,124136853,9.76,9.85,9.59,9.6,-0.16,3324
22,2016-08-03,2344,20137915,197815736,9.59,9.95,9.57,9.89,0.29,5130
23,2016-08-04,2344,18841321,188068201,10.05,10.1,9.9,9.91,0.02,3610
24,2016-08-05,2344,7848458,77367604,9.97,9.99,9.81,9.82,-0.09,2091
