combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201010,loser,87,-0.016589785129735676,0.0413430808413785
201001-201010,winner,86,-0.0012591056533650085,0.05792340970101343
201002-201011,loser,82,0.0031591007535352227,0.04405412278738087
201002-201011,winner,81,0.0165689940369318,0.04580245331573704
201003-201012,loser,87,-0.009655123390432736,0.039389241126510745
201003-201012,winner,87,-0.002042750971139124,0.03970007336902095
201004-201101,loser,94,-0.02472701014140723,0.04335629633849569
201004-201101,winner,94,-0.00045227930833571984,0.04087903857332853
201005-201102,loser,91,-0.062410792432002773,0.05161048318846028
201005-201102,winner,90,-0.017131434205388794,0.05286195629939014
201006-201103,loser,89,-0.0687157955052628,0.04911769270487258
201006-201103,winner,90,-0.0423571201459784,0.05910106054603629
201007-201104,loser,90,-0.06811376345368675,0.04886919573886807
201007-201104,winner,91,-0.050855772221175016,0.05213376896409737
201008-201105,loser,94,-0.058109529774716166,0.049217275301961454
201008-201105,winner,96,-0.03115299978877484,0.044068972384117826
201009-201106,loser,96,-0.08493670238389504,0.05868685850895868
201009-201106,winner,96,-0.05655775944169536,0.046078362564733084
201010-201107,loser,98,-0.07113185108099522,0.04436622389355339
201010-201107,winner,97,-0.054701126545820246,0.03883000420044872
201011-201108,loser,96,-0.0006313716109212928,0.03909397105920508
201011-201108,winner,96,-0.014041806048591383,0.036385494452767335
201012-201109,loser,101,0.017030526509710632,0.036611553399563096
201012-201109,winner,100,-0.0013179471317723665,0.03973491986361552
201101-201110,loser,106,0.008681177736037052,0.04416169060980998
201101-201110,winner,108,0.015098962342359756,0.047680586119975873
201102-201111,loser,106,0.0016168571679693949,0.048398017926614294
201102-201111,winner,106,-0.0031918120182253575,0.04033247344775281
201103-201112,loser,104,0.01374053324598154,0.0451387176167918
201103-201112,winner,105,0.006466867836468567,0.03355603947061665
201104-201201,loser,106,0.012406650734619924,0.03953646659579634
201104-201201,winner,107,0.02018249582365546,0.04155184188878452
201105-201202,loser,105,-0.04002058034703121,0.0480033265657593
201105-201202,winner,106,-0.002088334695205884,0.04459627867987169
201106-201203,loser,107,-0.03893252160894453,0.044593999244143145
201106-201203,winner,106,-0.008725503946690744,0.046927006891967764
201107-201204,loser,103,-0.02286838023073106,0.0409139186299683
201107-201204,winner,105,0.0016955051418312873,0.042925100063737516
201108-201205,loser,98,-0.03808065123032918,0.05231271303868283
201108-201205,winner,99,-0.011144959323802644,0.042212584116943175
201109-201206,loser,92,-0.0026786523415995335,0.045166474604451064
201109-201206,winner,90,0.006624957387029361,0.0526662792843363
201110-201207,loser,90,-0.0025049979348230745,0.04599768808961714
201110-201207,winner,92,0.01475543770955544,0.05408222558275589
201111-201208,loser,89,0.007926164797376976,0.054874964307055435
201111-201208,winner,90,0.017186714307284374,0.05615734597326945
201112-201209,loser,84,-0.0032457466295490326,0.0345323384664813
201112-201209,winner,86,0.021548688564394708,0.05946398439734322
201201-201210,loser,86,-0.004831607905981178,0.03923290473216988
201201-201210,winner,88,0.01300206604155086,0.04861934767678065
201202-201211,loser,101,0.03273593525382427,0.04926602954932558
201202-201211,winner,98,0.026498952651287603,0.052045109155829015
201203-201212,loser,99,0.024502857122068955,0.053369431682247066
201203-201212,winner,102,0.02411155697722364,0.05578053349069469
201204-201301,loser,95,0.0015235827167400188,0.04973287606367492
201204-201301,winner,98,0.017488785243564783,0.058947281944586045
201205-201302,loser,95,0.002031937628997723,0.048217077034060855
201205-201302,winner,94,0.023485965532738594,0.061915108377847285
201206-201303,loser,90,-0.0005433582085937304,0.0473150582812665
201206-201303,winner,92,0.009417852996895695,0.0597087700838555
201207-201304,loser,94,0.00879888467383153,0.04791032335580954
201207-201304,winner,94,0.020228483357455095,0.07178327714654457
201208-201305,loser,94,9.434505295031062e-05,0.04339078811453621
201208-201305,winner,96,0.009057374472214687,0.06436450526598571
201209-201306,loser,99,-0.002074767039454293,0.05181329975086914
201209-201306,winner,99,0.013481260511999932,0.06093052625724346
201210-201307,loser,97,0.011217500916193343,0.04860193816685083
201210-201307,winner,97,0.013982214165626384,0.05573232450551731
201211-201308,loser,92,0.012297708315388177,0.045812670234942295
201211-201308,winner,91,0.012928802152088888,0.05173205739576465
201212-201309,loser,97,0.022096983483325137,0.052845321170804045
201212-201309,winner,98,0.027242120840624596,0.050588040002069304
201301-201310,loser,101,0.028277529984909053,0.05256780722705149
201301-201310,winner,101,0.02053098633944512,0.050655007184517965
201302-201311,loser,103,0.02710348990094954,0.039517738161788676
201302-201311,winner,103,0.02436290640746778,0.04738028144772848
201303-201312,loser,105,0.0341962143490629,0.054617156934210896
201303-201312,winner,105,0.012284686675644866,0.044756526461318495
201304-201401,loser,106,0.02939227775669952,0.054183224468450614
201304-201401,winner,105,0.01853830446618706,0.054861508871112685
201305-201402,loser,110,0.014859237240941315,0.05313323066050943
201305-201402,winner,108,0.01161761569782188,0.05151260446479846
201306-201403,loser,110,-0.0024720274611914482,0.047783155319039844
201306-201403,winner,109,0.00042512889594335584,0.05012239814412043
201307-201404,loser,110,-0.012012218438295844,0.04208567736461379
201307-201404,winner,109,-0.01277381716727494,0.04639551036596974
201308-201405,loser,108,-0.030313372864920002,0.049625036779798536
201308-201405,winner,111,-0.03195680433030879,0.04644690959526621
201309-201406,loser,111,-0.022786802348663822,0.04280086405626296
201309-201406,winner,111,-0.023703437379768055,0.043833720360240754
201310-201407,loser,115,-0.019503273593110947,0.039929179753554714
201310-201407,winner,114,-0.025699841901992985,0.041913869694806004
201311-201408,loser,114,-0.00797330477866301,0.036406598569917265
201311-201408,winner,113,-0.006385694856097981,0.039186078736940466
201312-201409,loser,117,-0.003727599330219704,0.03492065984763992
201312-201409,winner,115,-0.00323038182967809,0.03652386440368127
201401-201410,loser,121,-0.001935612578607391,0.04060744283010747
201401-201410,winner,119,0.004584194447678884,0.044578627472026996
201402-201411,loser,124,0.011371446913681513,0.04295614818204827
201402-201411,winner,124,0.01733043416663307,0.04689045528013405
201403-201412,loser,126,-0.015752519112068587,0.05398679522160301
201403-201412,winner,127,-0.006333876747933134,0.052105509502083286
201404-201501,loser,125,-0.0213485036477956,0.04669277292761393
201404-201501,winner,127,-0.010430134311114649,0.05608265479417282
201405-201502,loser,123,-0.05257749414396844,0.04809128201414983
201405-201502,winner,126,-0.03530261368724935,0.0622836034920891
201406-201503,loser,126,-0.06535214312628079,0.049931057896040215
201406-201503,winner,125,-0.0347956950705982,0.06632869825915212
201407-201504,loser,130,-0.04786908652526078,0.049819670517988766
201407-201504,winner,130,-0.025628345785430884,0.059000300135462494
201408-201505,loser,127,-0.03066257450533264,0.03847801777563833
201408-201505,winner,127,-0.000721406818949285,0.0576783274000902
201409-201506,loser,129,-0.008645812667065246,0.04958161317643249
201409-201506,winner,128,-0.006850859450696905,0.05494708553604898
201410-201507,loser,125,-0.017198326121527635,0.04045564946490659
201410-201507,winner,124,-0.02137736761808302,0.05299865613405897
201411-201508,loser,124,0.018410728104340277,0.046671994001747034
201411-201508,winner,124,0.010887564101222321,0.05605376672894126
201412-201509,loser,129,0.03569106804853631,0.04682998263797885
201412-201509,winner,128,0.018667621684782955,0.050771414872315346
201501-201510,loser,133,0.007292932193041383,0.04245398764454605
201501-201510,winner,130,0.005493072349562977,0.04913028480957568
201502-201511,loser,130,-0.015913268006324727,0.05641904126021794
201502-201511,winner,130,-0.004286592688017482,0.04767336432549091
201503-201512,loser,131,-0.012541630181711061,0.051544350775370756
201503-201512,winner,133,-0.004257892047487671,0.04521550253951018
201504-201601,loser,130,0.013829015911543455,0.05006422680796297
201504-201601,winner,134,0.016791286019570546,0.045682828607130396
201505-201602,loser,129,0.01569486128974456,0.05130964515103884
201505-201602,winner,130,0.018296800266473425,0.04537527312275101
201506-201603,loser,124,-0.00737535835362228,0.05024646534265823
201506-201603,winner,128,0.006516643939130984,0.05052169208841801
201507-201604,loser,122,-0.0014975623030750354,0.04787442378527872
201507-201604,winner,123,0.007188349163705022,0.04760562915666639
201508-201605,loser,112,0.003837337012780069,0.04531883600712718
201508-201605,winner,116,0.003863645583856038,0.05138548441513573
201509-201606,loser,114,-0.0028877372096154,0.04436658577573563
201509-201606,winner,117,-0.010222345730675238,0.051669098270246815
201510-201607,loser,118,-0.002347601279187753,0.03711964107404132
201510-201607,winner,122,-0.0012465537552372758,0.04176338970729699
201511-201608,loser,119,-0.008366832836259039,0.03496241139831759
201511-201608,winner,121,-0.009956128672021843,0.03562450889810314
201512-201609,loser,118,0.0009889873165575848,0.03514747366592654
201512-201609,winner,119,0.004251541696947166,0.04199248678222123
201601-201610,loser,118,0.0003944834364034953,0.04140563710334524
201601-201610,winner,118,0.008088649405937006,0.045992075822433164
201602-201611,loser,120,0.0050949854671130616,0.042973034323929626
201602-201611,winner,121,0.02055399248873357,0.04507614527586972
201603-201612,loser,126,0.003866927774573666,0.038328218793555864
201603-201612,winner,126,0.021169130396822226,0.04772746487117434
201604-201701,loser,121,0.0006672395779800595,0.03923742920237921
201604-201701,winner,125,0.021809130415999245,0.05153538343397391
201605-201702,loser,120,-0.0010402960082068157,0.0410239707788335
201605-201702,winner,123,0.026537368831487333,0.0558518400295624
201606-201703,loser,123,-0.00792647841502845,0.04788118579448194
201606-201703,winner,125,0.019374403162917143,0.054613372640199345
201607-201704,loser,127,-0.006626081729560227,0.04442065652214565
201607-201704,winner,130,0.015169511271176505,0.05064779397891894
201608-201705,loser,131,0.0005015631107009462,0.04315258059710062
201608-201705,winner,131,0.012212194357250033,0.057258934730789135
201609-201706,loser,131,-0.011424285014987764,0.03711654014767419
201609-201706,winner,131,0.0005948420776117231,0.05506419417891558
201610-201707,loser,131,-0.004504903484778018,0.03811712318913869
201610-201707,winner,132,0.014740824277662795,0.06126170335251773
201611-201708,loser,129,-0.015959115402443862,0.04030714120871988
201611-201708,winner,132,-0.00929452484500603,0.060043993509738505
201612-201709,loser,133,-0.0028892382353799665,0.0383416583948685
201612-201709,winner,133,-0.0018706146586214723,0.06392352113185418
201701-201710,loser,134,0.007104194024198597,0.05500423919924825
201701-201710,winner,136,0.005343766055414088,0.06867068225736717
201702-201711,loser,138,0.0021175216030999977,0.05397102791847499
201702-201711,winner,139,-0.008965334274084634,0.05724586762897493
201703-201712,loser,142,0.016941101580413225,0.05843400214015865
201703-201712,winner,142,0.021793456507149332,0.06941363516916706
201704-201801,loser,141,-0.004331685572426303,0.050948297797606276
201704-201801,winner,141,-0.0034786627442710528,0.06411639570402965
201705-201802,loser,139,0.006763647386420303,0.049684188264617825
201705-201802,winner,141,0.008092528147206034,0.05345786506653571
201706-201803,loser,139,-0.0093998417725549,0.045203532451698426
201706-201803,winner,142,-0.008172669986811034,0.050276404160476705
201707-201804,loser,141,-0.02245583578774776,0.04778169328753698
201707-201804,winner,142,-0.043030736810729005,0.049002221808449535
201708-201805,loser,141,-0.0349245036659634,0.04392340385643
201708-201805,winner,143,-0.05320395460493777,0.04923841198529758
201709-201806,loser,145,-0.03481038369403725,0.04360617787075483
201709-201806,winner,146,-0.057676031616683075,0.04821485988604033
201710-201807,loser,146,-0.025612372875138248,0.046241119810198426
201710-201807,winner,147,-0.04781753624142074,0.049187096849714534
201711-201808,loser,146,-0.024181974975440834,0.04454178403277856
201711-201808,winner,148,-0.03527306919840541,0.04591112038041605
201712-201809,loser,146,-0.0057608595558812006,0.0383617226362415
201712-201809,winner,147,-0.008329454483245,0.03561852545795457
201801-201810,loser,151,0.010982905120935168,0.0530693311111953
201801-201810,winner,151,0.011630974519265794,0.0399805711139714
201802-201811,loser,149,0.029655362996207843,0.04235783689987545
201802-201811,winner,146,0.017859874949327306,0.0447523518636502
201803-201812,loser,151,-0.005179673859975726,0.050405225760578654
201803-201812,winner,150,0.008056997896712171,0.04482617883738345
201804-201901,loser,150,0.012951938207489577,0.04196764838151137
201804-201901,winner,150,0.023885932202905052,0.04972374003295677
201805-201902,loser,149,0.00031647723822798856,0.04344144577877925
201805-201902,winner,150,0.013140854150839083,0.0447058777531659
201806-201903,loser,151,-0.002290722572002913,0.04434171009424032
201806-201903,winner,152,0.02513588359289202,0.04762232809715295
201807-201904,loser,150,-0.007234619190593243,0.043817955255836996
201807-201904,winner,152,0.009041152274895109,0.04250717295271988
201808-201905,loser,148,-0.005463202370260982,0.04300205001799345
201808-201905,winner,152,0.011380295858252074,0.039593054222606505
201809-201906,loser,151,0.010905897067342851,0.04771558010154649
201809-201906,winner,152,0.016875063460083918,0.04702629162327679
201810-201907,loser,147,0.004677962102753598,0.04122112517359681
201810-201907,winner,147,0.011372339904454198,0.0474603513697972
201811-201908,loser,143,-0.0017667345338249557,0.04642780218462238
201811-201908,winner,145,0.0025876048377140044,0.045780729362240404
201812-201909,loser,144,-0.007507899596763927,0.04764188680972071
201812-201909,winner,147,-0.009355491054360341,0.04795169009243603
201901-201910,loser,146,-0.05025119934576058,0.04544180674050286
201901-201910,winner,148,-0.03647430086076111,0.046500559660165995
201902-201911,loser,150,-0.02280371017186303,0.05432119548278815
201902-201911,winner,151,-0.010704192346831353,0.04155926945685281
