stock_id,start_date,end_date,SD_close,ED_close,combination,return_rank
2457,2016-04-01,2016-06-30,11.07,8.85,201604-201607,
2458,2016-04-01,2016-06-30,32.04,29.79,201604-201607,
2474,2016-04-01,2016-06-30,160.66,147.32,201604-201607,
2475,2016-04-01,2016-06-30,0.68,0.79,201604-201607,
2478,2016-04-01,2016-06-30,17.94,17.72,201604-201607,
2481,2016-04-01,2016-06-30,13.29,13.17,201604-201607,
2485,2016-04-01,2016-06-30,54.43,34.77,201604-201607,
2489,2016-04-01,2016-06-30,15.76,16.85,201604-201607,
2492,2016-04-01,2016-06-30,20.38,23.85,201604-201607,
2495,2016-04-01,2016-06-30,12.55,11.96,201604-201607,
2498,2016-04-01,2016-06-30,87.12,102.35,201604-201607,
2499,2016-04-01,2016-06-30,16.87,15.46,201604-201607,
2501,2016-04-01,2016-06-30,10.71,10.79,201604-201607,
2504,2016-04-01,2016-06-30,6.79,5.94,201604-201607,
2511,2016-04-01,2016-06-30,7.57,7.5,201604-201607,
2514,2016-04-01,2016-06-30,18.93,17.88,201604-201607,
2515,2016-04-01,2016-06-30,4.66,3.82,201604-201607,
2520,2016-04-01,2016-06-30,9.46,10.3,201604-201607,
2534,2016-04-01,2016-06-30,12.15,12.89,201604-201607,
2542,2016-04-01,2016-06-30,17.98,19.98,201604-201607,
2545,2016-04-01,2016-06-30,12.86,18.14,201604-201607,
2547,2016-04-01,2016-06-30,8.05,8.05,201604-201607,
2548,2016-04-01,2016-06-30,27.5,27.98,201604-201607,
2601,2016-04-01,2016-06-30,7.43,6.81,201604-201607,
2603,2016-04-01,2016-06-30,11.12,11.07,201604-201607,
2605,2016-04-01,2016-06-30,14.69,14.32,201604-201607,
2606,2016-04-01,2016-06-30,15.82,15.57,201604-201607,
2607,2016-04-01,2016-06-30,10.23,9.77,201604-201607,
2608,2016-04-01,2016-06-30,27.09,27.78,201604-201607,
2609,2016-04-01,2016-06-30,9.75,9.04,201604-201607,
2610,2016-04-01,2016-06-30,9.52,8.13,201604-201607,
2612,2016-04-01,2016-06-30,20.23,18.31,201604-201607,
2615,2016-04-01,2016-06-30,9.54,9.25,201604-201607,
2617,2016-04-01,2016-06-30,9.27,8.28,201604-201607,
2618,2016-04-01,2016-06-30,12.45,10.25,201604-201607,
2633,2016-04-01,2016-06-30,12.93,12.07,201604-201607,
2634,2016-04-01,2016-06-30,32.11,33.32,201604-201607,
2637,2016-04-01,2016-06-30,19.57,19.71,201604-201607,
2704,2016-04-01,2016-06-30,23.45,23.89,201604-201607,
2707,2016-04-01,2016-06-30,113.66,108.36,201604-201607,
2723,2016-04-01,2016-06-30,159.55,172.52,201604-201607,
2727,2016-04-01,2016-06-30,93.7,77.25,201604-201607,
2801,2016-04-01,2016-06-30,10.0,10.06,201604-201607,
2809,2016-04-01,2016-06-30,14.88,14.91,201604-201607,
2812,2016-04-01,2016-06-30,5.0,4.78,201604-201607,
2820,2016-04-01,2016-06-30,7.7,8.18,201604-201607,
2823,2016-04-01,2016-06-30,16.38,16.52,201604-201607,
2834,2016-04-01,2016-06-30,4.93,4.75,201604-201607,
2838,2016-04-01,2016-06-30,5.72,5.5,201604-201607,
2845,2016-04-01,2016-06-30,5.39,5.18,201604-201607,
2849,2016-04-01,2016-06-30,9.76,9.32,201604-201607,
2855,2016-04-01,2016-06-30,7.55,6.58,201604-201607,
2856,2016-04-01,2016-06-30,8.2,7.68,201604-201607,
2867,2016-04-01,2016-06-30,10.89,9.83,201604-201607,
2880,2016-04-01,2016-06-30,8.57,9.12,201604-201607,
2881,2016-04-01,2016-06-30,21.49,21.14,201604-201607,
2882,2016-04-01,2016-06-30,24.73,24.26,201604-201607,
2883,2016-04-01,2016-06-30,5.57,5.44,201604-201607,
2884,2016-04-01,2016-06-30,8.61,9.06,201604-201607,
2885,2016-04-01,2016-06-30,7.06,6.46,201604-201607,
2886,2016-04-01,2016-06-30,14.46,15.51,201604-201607,
2887,2016-04-01,2016-06-30,5.69,6.24,201604-201607,
2888,2016-04-01,2016-06-30,4.9,4.85,201604-201607,
2889,2016-04-01,2016-06-30,4.53,4.51,201604-201607,
2890,2016-04-01,2016-06-30,5.63,5.47,201604-201607,
2891,2016-04-01,2016-06-30,10.1,10.16,201604-201607,
2892,2016-04-01,2016-06-30,9.35,9.94,201604-201607,
2897,2016-04-01,2016-06-30,5.62,6.08,201604-201607,
2903,2016-04-01,2016-06-30,10.67,10.74,201604-201607,
2905,2016-04-01,2016-06-30,11.33,10.33,201604-201607,
2908,2016-04-01,2016-06-30,12.37,12.43,201604-201607,
2912,2016-04-01,2016-06-30,175.46,186.61,201604-201607,
2913,2016-04-01,2016-06-30,13.24,13.32,201604-201607,
2915,2016-04-01,2016-06-30,40.41,37.83,201604-201607,
2923,2016-04-01,2016-06-30,15.83,15.06,201604-201607,
3005,2016-04-01,2016-06-30,12.22,12.19,201604-201607,
3006,2016-04-01,2016-06-30,19.99,20.81,201604-201607,
3008,2016-04-01,2016-06-30,1948.17,2285.8,201604-201607,
3016,2016-04-01,2016-06-30,24.01,19.98,201604-201607,
3017,2016-04-01,2016-06-30,20.58,18.04,201604-201607,
3019,2016-04-01,2016-06-30,21.9,20.51,201604-201607,
3022,2016-04-01,2016-06-30,43.64,44.68,201604-201607,
3023,2016-04-01,2016-06-30,46.35,51.01,201604-201607,
3026,2016-04-01,2016-06-30,24.06,23.63,201604-201607,
3034,2016-04-01,2016-06-30,66.22,63.3,201604-201607,
3035,2016-04-01,2016-06-30,33.11,25.99,201604-201607,
3036,2016-04-01,2016-06-30,21.58,22.58,201604-201607,
3037,2016-04-01,2016-06-30,12.62,11.48,201604-201607,
3041,2016-04-01,2016-06-30,62.3,43.72,201604-201607,
3042,2016-04-01,2016-06-30,24.55,25.23,201604-201607,
3044,2016-04-01,2016-06-30,35.96,38.48,201604-201607,
3045,2016-04-01,2016-06-30,69.57,78.73,201604-201607,
3049,2016-04-01,2016-06-30,6.53,5.77,201604-201607,
3059,2016-04-01,2016-06-30,21.73,17.18,201604-201607,
3060,2016-04-01,2016-06-30,49.76,39.79,201604-201607,
3062,2016-04-01,2016-06-30,17.09,16.06,201604-201607,
3149,2016-04-01,2016-06-30,25.6,25.82,201604-201607,
3189,2016-04-01,2016-06-30,53.62,53.39,201604-201607,
3231,2016-04-01,2016-06-30,10.95,12.45,201604-201607,
3311,2016-04-01,2016-06-30,23.46,20.77,201604-201607,
3376,2016-04-01,2016-06-30,76.21,70.84,201604-201607,
3383,2016-04-01,2016-06-30,28.68,22.27,201604-201607,
3406,2016-04-01,2016-06-30,49.75,45.99,201604-201607,
3443,2016-04-01,2016-06-30,69.15,62.53,201604-201607,
3474,2016-04-01,2016-06-30,29.15,25.1,201604-201607,
3481,2016-04-01,2016-06-30,8.94,8.63,201604-201607,
3504,2016-04-01,2016-06-30,36.21,32.64,201604-201607,
3514,2016-04-01,2016-06-30,24.45,25.47,201604-201607,
3515,2016-04-01,2016-06-30,26.04,24.48,201604-201607,
3519,2016-04-01,2016-06-30,18.35,22.1,201604-201607,
3532,2016-04-01,2016-06-30,50.56,47.44,201604-201607,
3533,2016-04-01,2016-06-30,82.71,71.06,201604-201607,
3561,2016-04-01,2016-06-30,18.0,19.0,201604-201607,
3573,2016-04-01,2016-06-22,26.1,26.35,201604-201607,
3576,2016-04-01,2016-06-30,35.42,30.75,201604-201607,
3622,2016-04-01,2016-06-30,9.45,8.17,201604-201607,
3653,2016-04-01,2016-06-30,33.47,30.24,201604-201607,
3661,2016-04-01,2016-06-30,32.89,22.45,201604-201607,
3665,2016-04-01,2016-06-30,124.94,139.06,201604-201607,
3673,2016-04-01,2016-06-30,61.63,54.7,201604-201607,
3682,2016-04-01,2016-06-30,16.78,16.32,201604-201607,
3698,2016-04-01,2016-06-30,15.04,15.14,201604-201607,
3702,2016-04-01,2016-06-30,22.04,24.53,201604-201607,
3705,2016-04-01,2016-06-30,31.4,29.71,201604-201607,
3706,2016-04-01,2016-06-30,11.09,10.31,201604-201607,
4137,2016-04-01,2016-06-30,175.16,105.54,201604-201607,
4142,2016-04-01,2016-06-30,23.69,21.82,201604-201607,
4164,2016-04-01,2016-06-30,39.24,36.28,201604-201607,
4426,2016-04-01,2016-06-30,87.74,73.03,201604-201607,
4438,2016-04-01,2016-06-30,151.21,148.33,201604-201607,
4532,2016-04-01,2016-06-30,15.97,16.03,201604-201607,
4725,2016-04-01,2016-06-30,31.29,27.53,201604-201607,
4733,2016-04-01,2016-06-30,146.5,129.5,201604-201607,
4736,2016-04-01,2016-06-30,59.18,80.7,201604-201607,
4904,2016-04-01,2016-06-30,46.94,51.36,201604-201607,
4906,2016-04-01,2016-06-30,12.72,13.36,201604-201607,
4915,2016-04-01,2016-06-30,22.56,25.5,201604-201607,
4938,2016-04-01,2016-06-30,40.55,37.45,201604-201607,
4943,2016-04-01,2016-06-30,67.37,87.6,201604-201607,
4958,2016-04-01,2016-06-30,46.19,37.06,201604-201607,
4960,2016-04-01,2016-06-30,18.04,13.66,201604-201607,
4994,2016-04-01,2016-06-30,86.29,74.14,201604-201607,
5007,2016-04-01,2016-06-30,38.95,37.99,201604-201607,
5203,2016-04-01,2016-06-30,55.82,52.03,201604-201607,
5264,2016-04-01,2016-06-30,138.52,91.66,201604-201607,
5269,2016-04-01,2016-06-30,135.56,125.67,201604-201607,
5306,2016-04-01,2016-06-30,82.34,79.63,201604-201607,
5388,2016-04-01,2016-06-30,53.24,47.09,201604-201607,
5434,2016-04-01,2016-06-30,35.44,39.54,201604-201607,
5469,2016-04-01,2016-06-30,7.47,6.87,201604-201607,
5522,2016-04-01,2016-06-30,17.87,17.4,201604-201607,
5531,2016-04-01,2016-06-30,10.99,9.87,201604-201607,
5534,2016-04-01,2016-06-30,26.68,34.51,201604-201607,
5608,2016-04-01,2016-06-30,14.42,12.13,201604-201607,
5871,2016-04-01,2016-06-30,32.09,30.18,201604-201607,
5876,2016-04-01,2016-06-30,22.39,21.42,201604-201607,
5880,2016-04-01,2016-06-30,7.73,7.65,201604-201607,
5907,2016-04-01,2016-06-30,18.59,18.59,201604-201607,
6005,2016-04-01,2016-06-30,4.61,4.28,201604-201607,
6116,2016-04-01,2016-06-30,3.3,3.87,201604-201607,
6120,2016-04-01,2016-06-30,10.78,10.87,201604-201607,
6153,2016-04-01,2016-06-30,18.38,13.51,201604-201607,
6166,2016-04-01,2016-06-30,57.63,53.6,201604-201607,
6176,2016-04-01,2016-06-30,30.31,24.34,201604-201607,
6197,2016-04-01,2016-06-30,20.3,19.61,201604-201607,
6206,2016-04-01,2016-06-30,65.25,60.5,201604-201607,
6213,2016-04-01,2016-06-30,19.07,21.42,201604-201607,
6214,2016-04-01,2016-06-30,31.66,29.75,201604-201607,
6230,2016-04-01,2016-06-30,109.13,103.38,201604-201607,
6239,2016-04-01,2016-06-30,44.78,46.68,201604-201607,
6269,2016-04-01,2016-06-30,49.1,49.82,201604-201607,
6271,2016-04-01,2016-06-30,75.47,92.7,201604-201607,
6278,2016-04-01,2016-06-30,19.1,18.36,201604-201607,
6282,2016-04-01,2016-06-30,17.32,16.2,201604-201607,
6285,2016-04-01,2016-06-30,55.0,51.91,201604-201607,
6286,2016-04-01,,193.5,,201604-201607,
6409,2016-04-01,2016-06-30,357.26,305.54,201604-201607,
6412,2016-04-01,2016-06-30,21.7,20.45,201604-201607,
6414,2016-04-01,2016-06-30,269.75,304.15,201604-201607,
6415,2016-04-01,2016-06-30,396.23,354.5,201604-201607,
6446,2016-04-01,2016-06-30,164.25,194.41,201604-201607,
6451,2016-04-01,2016-06-30,80.45,72.94,201604-201607,
6452,2016-04-01,2016-06-30,245.87,252.8,201604-201607,
6456,2016-04-01,2016-06-30,78.15,59.48,201604-201607,
6464,2016-04-01,2016-06-30,80.17,80.48,201604-201607,
6505,2016-04-01,2016-06-30,66.34,62.49,201604-201607,
6531,2016-04-01,2016-06-30,77.63,72.95,201604-201607,
6541,2016-04-01,2016-06-30,418.63,478.23,201604-201607,
6605,2016-04-01,2016-06-30,77.43,73.32,201604-201607,
8016,2016-04-01,2016-06-30,47.26,53.53,201604-201607,
8046,2016-04-01,2016-06-30,26.39,22.72,201604-201607,
8131,2016-04-01,2016-06-30,13.18,12.63,201604-201607,
8150,2016-04-01,2016-06-30,22.41,22.98,201604-201607,
8163,2016-04-01,2016-06-30,11.08,10.34,201604-201607,
8201,2016-04-01,2016-06-30,7.32,8.01,201604-201607,
8341,2016-04-01,2016-06-30,92.58,103.52,201604-201607,
8422,2016-04-01,2016-06-30,100.14,97.33,201604-201607,
8454,2016-04-01,2016-06-30,89.87,92.62,201604-201607,
8464,2016-04-01,2016-06-30,162.64,210.86,201604-201607,
8926,2016-04-01,2016-06-30,14.24,14.66,201604-201607,
9802,2016-04-01,2016-06-30,34.85,38.55,201604-201607,
9904,2016-04-01,2016-06-30,28.03,30.13,201604-201607,
9907,2016-04-01,2016-06-30,10.74,10.34,201604-201607,
9910,2016-04-01,2016-06-30,89.18,69.57,201604-201607,
9914,2016-04-01,2016-06-30,110.61,107.83,201604-201607,
9917,2016-04-01,2016-06-30,59.52,59.52,201604-201607,
9921,2016-04-01,2016-06-30,139.57,154.22,201604-201607,
9925,2016-04-01,2016-06-30,26.14,26.57,201604-201607,
9930,2016-04-01,2016-06-30,39.19,35.23,201604-201607,
9933,2016-04-01,2016-06-30,26.27,29.6,201604-201607,
9938,2016-04-01,2016-06-30,73.26,65.22,201604-201607,
9939,2016-04-01,2016-06-30,30.75,31.51,201604-201607,
9940,2016-04-01,2016-06-30,14.44,15.59,201604-201607,
9941,2016-04-01,2016-06-30,28.48,28.41,201604-201607,
9945,2016-04-01,2016-06-30,16.83,15.84,201604-201607,
9958,2016-04-01,2016-06-30,8.71,8.27,201604-201607,
1101,2016-05-03,2016-07-29,16.37,17.67,201605-201608,
1102,2016-05-03,2016-07-29,17.8,18.14,201605-201608,
1104,2016-05-03,2016-07-29,11.12,12.41,201605-201608,
1201,2016-05-03,2016-07-29,17.13,17.26,201605-201608,
1210,2016-05-03,2016-07-29,12.91,15.66,201605-201608,
1215,2016-05-03,2016-07-29,15.97,22.29,201605-201608,
1216,2016-05-03,2016-07-29,41.87,47.23,201605-201608,
1227,2016-05-03,2016-07-29,50.03,50.41,201605-201608,
1229,2016-05-03,2016-07-29,7.46,7.93,201605-201608,
1232,2016-05-03,2016-07-29,49.42,53.5,201605-201608,
1234,2016-05-03,2016-07-29,22.28,21.87,201605-201608,
1262,2016-05-03,2016-07-29,123.62,127.97,201605-201608,
1301,2016-05-03,2016-07-29,51.98,53.58,201605-201608,
1303,2016-05-03,2016-07-29,39.9,40.5,201605-201608,
1304,2016-05-03,2016-07-29,8.93,9.43,201605-201608,
1307,2016-05-03,2016-07-29,26.25,27.85,201605-201608,
1308,2016-05-03,2016-07-29,10.74,10.89,201605-201608,
1312,2016-05-03,2016-07-29,12.47,13.21,201605-201608,
1313,2016-05-03,2016-07-29,5.65,5.91,201605-201608,
1314,2016-05-03,2016-07-29,6.69,6.28,201605-201608,
1319,2016-05-03,2016-07-29,33.44,40.99,201605-201608,
1326,2016-05-03,2016-07-29,54.1,58.12,201605-201608,
1337,2016-05-03,2016-07-29,17.15,17.63,201605-201608,
1402,2016-05-03,2016-07-29,16.29,17.58,201605-201608,
1409,2016-05-03,2016-07-29,5.52,5.55,201605-201608,
1434,2016-05-03,2016-07-29,19.13,20.68,201605-201608,
1440,2016-05-03,2016-07-29,10.27,11.34,201605-201608,
1476,2016-05-03,2016-07-29,267.39,279.75,201605-201608,
1477,2016-05-03,2016-07-29,92.32,91.76,201605-201608,
1503,2016-05-03,2016-07-29,31.0,31.63,201605-201608,
1504,2016-05-03,2016-07-29,18.03,20.17,201605-201608,
1507,2016-05-03,2016-07-29,36.34,37.07,201605-201608,
1532,2016-05-03,2016-07-29,24.47,22.21,201605-201608,
1536,2016-05-03,2016-07-29,118.3,115.43,201605-201608,
1589,2016-05-03,2016-07-29,172.01,148.71,201605-201608,
1590,2016-05-03,2016-07-29,185.62,201.65,201605-201608,
1605,2016-05-03,2016-07-29,5.91,6.09,201605-201608,
1702,2016-05-03,2016-07-29,38.46,46.46,201605-201608,
1704,2016-05-03,2016-07-29,33.17,32.92,201605-201608,
1707,2016-05-03,2016-07-29,138.23,151.84,201605-201608,
1710,2016-05-03,2016-07-29,16.43,15.88,201605-201608,
1714,2016-05-03,2016-07-29,5.3,5.61,201605-201608,
1717,2016-05-03,2016-07-29,19.86,23.08,201605-201608,
1718,2016-05-03,2016-07-29,5.91,6.02,201605-201608,
1722,2016-05-03,2016-07-29,28.73,29.73,201605-201608,
1723,2016-05-03,2016-07-29,75.98,77.49,201605-201608,
1736,2016-05-03,2016-07-29,43.26,41.07,201605-201608,
1789,2016-05-03,2016-07-29,34.91,36.47,201605-201608,
1795,2016-05-03,2016-07-29,64.65,60.17,201605-201608,
1802,2016-05-03,2016-07-29,11.55,11.5,201605-201608,
1808,2016-05-03,2016-07-29,6.03,6.79,201605-201608,
1903,2016-05-03,2016-07-29,30.65,32.6,201605-201608,
1904,2016-05-03,2016-07-29,7.53,7.73,201605-201608,
1907,2016-05-03,2016-07-29,7.18,7.04,201605-201608,
1909,2016-05-03,2016-07-29,9.32,11.65,201605-201608,
2002,2016-05-03,2016-07-29,16.52,16.62,201605-201608,
2006,2016-05-03,2016-07-29,17.46,16.31,201605-201608,
2014,2016-05-03,2016-07-29,5.24,4.99,201605-201608,
2015,2016-05-03,2016-07-29,26.73,25.53,201605-201608,
2023,2016-05-03,2016-07-29,6.2,6.23,201605-201608,
2027,2016-05-03,2016-07-29,7.61,8.5,201605-201608,
2032,2016-05-03,2016-07-29,8.25,8.2,201605-201608,
2049,2016-05-03,2016-07-29,100.12,114.79,201605-201608,
2059,2016-05-03,2016-07-29,320.0,321.24,201605-201608,
2101,2016-05-03,2016-07-29,23.19,24.58,201605-201608,
2103,2016-05-03,2016-07-29,19.8,20.05,201605-201608,
2104,2016-05-03,2016-07-29,14.39,14.95,201605-201608,
2105,2016-05-03,2016-07-29,45.25,47.81,201605-201608,
2106,2016-05-03,2016-07-29,36.26,33.02,201605-201608,
2107,2016-05-03,2016-07-29,11.57,11.39,201605-201608,
2108,2016-05-03,2016-07-29,14.01,14.19,201605-201608,
2201,2016-05-03,2016-07-29,37.06,37.79,201605-201608,
2204,2016-05-03,2016-07-29,28.0,30.95,201605-201608,
2206,2016-05-03,2016-07-29,14.51,15.39,201605-201608,
2207,2016-05-03,2016-07-29,247.04,258.39,201605-201608,
2208,2016-05-03,2016-07-29,27.74,27.47,201605-201608,
2227,2016-05-03,2016-07-29,115.55,119.88,201605-201608,
2228,2016-05-03,2016-07-29,127.95,156.43,201605-201608,
2231,2016-05-03,2016-07-29,186.59,188.29,201605-201608,
2239,2016-05-03,2016-07-29,122.05,133.01,201605-201608,
2301,2016-05-03,2016-07-29,20.97,26.73,201605-201608,
2303,2016-05-03,2016-07-29,7.12,7.61,201605-201608,
2308,2016-05-03,2016-07-29,110.65,131.49,201605-201608,
2311,2016-05-03,2016-07-29,28.64,35.05,201605-201608,
2312,2016-05-03,2016-07-29,8.73,9.61,201605-201608,
2313,2016-05-03,2016-07-29,11.94,12.21,201605-201608,
2317,2016-05-03,2016-07-29,59.87,69.61,201605-201608,
2323,2016-05-03,2016-07-29,2.68,3.23,201605-201608,
2324,2016-05-03,2016-07-29,10.61,12.09,201605-201608,
2325,2016-05-03,2016-07-29,41.57,46.32,201605-201608,
2327,2016-05-03,2016-07-29,56.35,59.2,201605-201608,
2328,2016-05-03,2016-07-29,8.39,11.22,201605-201608,
2330,2016-05-03,2016-07-29,112.79,137.08,201605-201608,
2331,2016-05-03,2016-07-29,14.67,13.85,201605-201608,
2332,2016-05-03,2016-07-29,9.07,11.27,201605-201608,
2337,2016-05-03,2016-07-29,5.3,6.45,201605-201608,
2340,2016-05-03,2016-07-29,9.64,11.86,201605-201608,
2344,2016-05-03,2016-07-29,6.49,7.24,201605-201608,
2345,2016-05-03,2016-07-29,22.46,44.21,201605-201608,
2347,2016-05-03,2016-07-29,17.77,21.4,201605-201608,
2349,2016-05-03,2016-07-29,10.27,14.93,201605-201608,
2352,2016-05-03,2016-07-29,6.63,7.98,201605-201608,
2353,2016-05-03,2016-07-29,7.12,9.98,201605-201608,
2354,2016-05-03,2016-07-29,47.49,54.95,201605-201608,
2355,2016-05-03,2016-07-29,48.29,52.41,201605-201608,
2356,2016-05-03,2016-07-29,12.8,16.2,201605-201608,
2357,2016-05-03,2016-07-29,142.85,144.68,201605-201608,
2360,2016-05-03,2016-07-29,54.6,61.05,201605-201608,
2362,2016-05-03,2016-07-29,19.47,21.09,201605-201608,
2363,2016-05-03,2016-07-29,7.82,7.82,201605-201608,
2367,2016-05-03,2016-07-29,9.12,8.7,201605-201608,
2368,2016-05-03,2016-07-29,7.58,11.06,201605-201608,
2371,2016-05-03,2016-07-29,5.29,5.7,201605-201608,
2373,2016-05-03,2016-07-29,44.39,42.55,201605-201608,
2374,2016-05-03,2016-07-29,13.15,12.34,201605-201608,
2376,2016-05-03,2016-07-29,20.7,26.38,201605-201608,
2377,2016-05-03,2016-07-29,32.51,44.19,201605-201608,
2379,2016-05-03,2016-07-29,62.46,79.01,201605-201608,
2382,2016-05-03,2016-07-29,31.26,38.65,201605-201608,
2383,2016-05-03,2016-07-29,41.29,51.97,201605-201608,
2385,2016-05-03,2016-07-29,40.72,45.03,201605-201608,
2388,2016-05-03,2016-07-29,13.09,12.13,201605-201608,
2392,2016-05-03,2016-07-29,26.9,28.2,201605-201608,
2393,2016-05-03,2016-07-29,27.25,32.96,201605-201608,
2395,2016-05-03,2016-07-29,137.07,151.94,201605-201608,
2401,2016-05-03,2016-07-29,9.04,9.3,201605-201608,
2404,2016-05-03,2016-07-29,28.82,32.86,201605-201608,
2408,2016-05-03,2016-07-29,25.13,27.25,201605-201608,
2409,2016-05-03,2016-07-29,6.56,9.7,201605-201608,
2412,2016-05-03,2016-07-29,76.65,82.41,201605-201608,
2439,2016-05-03,2016-07-29,39.7,56.46,201605-201608,
2441,2016-05-03,2016-07-29,22.0,23.73,201605-201608,
2448,2016-05-03,2016-07-29,19.87,23.79,201605-201608,
2449,2016-05-03,2016-07-29,17.31,19.26,201605-201608,
2450,2016-05-03,2016-07-29,24.6,32.54,201605-201608,
2451,2016-05-03,2016-07-29,50.08,56.83,201605-201608,
2454,2016-05-03,2016-07-29,131.96,159.42,201605-201608,
2455,2016-05-03,2016-07-29,45.42,38.84,201605-201608,
2456,2016-05-03,2016-07-29,55.65,76.1,201605-201608,
2457,2016-05-03,2016-07-29,9.5,10.6,201605-201608,
2458,2016-05-03,2016-07-29,27.5,31.49,201605-201608,
2474,2016-05-03,2016-07-29,136.47,137.71,201605-201608,
2475,2016-05-03,2016-07-29,0.51,1.0,201605-201608,
2478,2016-05-03,2016-07-29,17.67,17.77,201605-201608,
2481,2016-05-03,2016-07-29,13.21,13.5,201605-201608,
2485,2016-05-03,2016-07-29,37.83,35.16,201605-201608,
2489,2016-05-03,2016-07-29,16.6,19.91,201605-201608,
2492,2016-05-03,2016-07-29,22.18,28.31,201605-201608,
2495,2016-05-03,2016-07-29,11.96,12.82,201605-201608,
2498,2016-05-03,2016-07-29,80.89,94.04,201605-201608,
2499,2016-05-03,2016-07-29,14.15,17.02,201605-201608,
2501,2016-05-03,2016-07-29,10.53,10.6,201605-201608,
2504,2016-05-03,2016-07-29,5.93,5.91,201605-201608,
2511,2016-05-03,2016-07-29,7.35,7.32,201605-201608,
2514,2016-05-03,2016-07-29,18.33,15.94,201605-201608,
2515,2016-05-03,2016-07-29,4.24,3.98,201605-201608,
2520,2016-05-03,2016-07-29,9.15,9.9,201605-201608,
2534,2016-05-03,2016-07-29,12.35,12.89,201605-201608,
2542,2016-05-03,2016-07-29,17.64,20.67,201605-201608,
2545,2016-05-03,2016-07-29,13.04,16.19,201605-201608,
2547,2016-05-03,2016-07-29,7.74,7.81,201605-201608,
2548,2016-05-03,2016-07-29,25.84,27.11,201605-201608,
2601,2016-05-03,2016-07-29,7.12,6.76,201605-201608,
2603,2016-05-03,2016-07-29,10.93,11.44,201605-201608,
2605,2016-05-03,2016-07-29,15.03,14.58,201605-201608,
2606,2016-05-03,2016-07-29,16.04,15.34,201605-201608,
2607,2016-05-03,2016-07-29,9.89,10.04,201605-201608,
2608,2016-05-03,2016-07-29,26.83,29.32,201605-201608,
2609,2016-05-03,2016-07-29,9.67,8.42,201605-201608,
2610,2016-05-03,2016-07-29,8.85,8.27,201605-201608,
2612,2016-05-03,2016-07-29,19.9,19.02,201605-201608,
2615,2016-05-03,2016-07-29,9.02,9.19,201605-201608,
2617,2016-05-03,2016-07-29,8.9,8.49,201605-201608,
2618,2016-05-03,2016-07-29,10.98,10.6,201605-201608,
2633,2016-05-03,2016-07-29,12.3,12.53,201605-201608,
2634,2016-05-03,2016-07-29,33.21,34.17,201605-201608,
2637,2016-05-03,2016-07-29,19.95,19.34,201605-201608,
2704,2016-05-03,2016-07-29,22.82,23.18,201605-201608,
2707,2016-05-03,2016-07-29,114.83,116.12,201605-201608,
2723,2016-05-03,2016-07-29,164.37,207.14,201605-201608,
2727,2016-05-03,2016-07-29,80.94,96.23,201605-201608,
2801,2016-05-03,2016-07-29,9.97,10.3,201605-201608,
2809,2016-05-03,2016-07-29,15.26,16.35,201605-201608,
2812,2016-05-03,2016-07-29,4.82,4.9,201605-201608,
2820,2016-05-03,2016-07-29,7.7,8.18,201605-201608,
2823,2016-05-03,2016-07-29,16.08,18.59,201605-201608,
2834,2016-05-03,2016-07-29,4.83,4.89,201605-201608,
2838,2016-05-03,2016-07-29,5.58,5.44,201605-201608,
2845,2016-05-03,2016-07-29,5.26,5.27,201605-201608,
2849,2016-05-03,2016-07-29,9.42,9.81,201605-201608,
2855,2016-05-03,2016-07-29,6.8,7.01,201605-201608,
2856,2016-05-03,2016-07-29,7.88,8.15,201605-201608,
2867,2016-05-03,2016-07-29,10.41,11.06,201605-201608,
2880,2016-05-03,2016-07-29,8.63,9.5,201605-201608,
2881,2016-05-03,2016-07-29,20.72,22.26,201605-201608,
2882,2016-05-03,2016-07-29,23.75,24.85,201605-201608,
2883,2016-05-03,2016-07-29,5.34,5.44,201605-201608,
2884,2016-05-03,2016-07-29,8.44,9.54,201605-201608,
2885,2016-05-03,2016-07-29,6.62,7.2,201605-201608,
2886,2016-05-03,2016-07-29,14.75,15.96,201605-201608,
2887,2016-05-03,2016-07-29,6.04,6.45,201605-201608,
2888,2016-05-03,2016-07-29,4.99,4.98,201605-201608,
2889,2016-05-03,2016-07-29,4.51,4.62,201605-201608,
2890,2016-05-03,2016-07-29,5.48,5.92,201605-201608,
2891,2016-05-03,2016-07-29,9.95,11.1,201605-201608,
2892,2016-05-03,2016-07-29,9.55,10.41,201605-201608,
2897,2016-05-03,2016-07-29,6.14,5.94,201605-201608,
2903,2016-05-03,2016-07-29,10.67,11.29,201605-201608,
2905,2016-05-03,2016-07-29,10.47,10.72,201605-201608,
2908,2016-05-03,2016-07-29,12.19,12.82,201605-201608,
2912,2016-05-03,2016-07-29,166.54,192.56,201605-201608,
2913,2016-05-03,2016-07-29,13.15,14.65,201605-201608,
2915,2016-05-03,2016-07-29,34.43,39.86,201605-201608,
2923,2016-05-03,2016-07-29,15.24,15.09,201605-201608,
3005,2016-05-03,2016-07-29,11.49,14.07,201605-201608,
3006,2016-05-03,2016-07-29,18.01,21.69,201605-201608,
3008,2016-05-03,2016-07-29,1781.29,2654.48,201605-201608,
3016,2016-05-03,2016-07-29,19.8,18.58,201605-201608,
3017,2016-05-03,2016-07-29,17.85,19.12,201605-201608,
3019,2016-05-03,2016-07-29,18.07,21.28,201605-201608,
