stock_id,start_date,end_date,SD_close,ED_close,combination,return_rank
4426,2010-04-01,2010-06-30,3.86,5.85,201004-201007,
4532,2010-04-01,2010-06-30,6.04,5.62,201004-201007,
4725,2010-04-01,2010-06-30,121.73,118.89,201004-201007,
4733,2010-04-01,2010-06-30,48.94,40.26,201004-201007,
4736,2010-04-01,2010-06-30,56.73,36.08,201004-201007,
4904,2010-04-01,2010-06-30,18.49,19.16,201004-201007,
4906,2010-04-01,2010-06-30,27.07,23.47,201004-201007,
4915,2010-04-01,2010-06-30,16.55,19.22,201004-201007,
5007,2010-04-01,2010-06-30,10.48,9.83,201004-201007,
5203,2010-04-01,2010-06-30,81.25,71.37,201004-201007,
5306,2010-04-01,2010-06-30,3.94,4.73,201004-201007,
5388,2010-04-01,2010-06-30,12.07,10.1,201004-201007,
5434,2010-04-01,2010-06-30,15.52,12.92,201004-201007,
5469,2010-04-01,2010-06-30,16.78,13.66,201004-201007,
5522,2010-04-01,2010-06-30,20.71,18.39,201004-201007,
5531,2010-04-01,2010-06-30,13.3,11.38,201004-201007,
5534,2010-04-01,2010-06-30,17.43,17.34,201004-201007,
5608,2010-04-01,2010-06-30,37.57,38.85,201004-201007,
5854,2010-04-01,2010-06-30,16.18,16.14,201004-201007,
6005,2010-04-01,2010-06-30,6.64,5.43,201004-201007,
6116,2010-04-01,2010-06-30,9.61,8.45,201004-201007,
6120,2010-04-01,2010-06-30,26.55,23.39,201004-201007,
6153,2010-04-01,2010-06-30,18.05,18.83,201004-201007,
6166,2010-04-01,2010-06-30,14.76,19.7,201004-201007,
6176,2010-04-01,2010-06-30,13.93,13.56,201004-201007,
6197,2010-04-01,2010-06-30,79.58,59.17,201004-201007,
6206,2010-04-01,2010-06-30,23.13,23.22,201004-201007,
6213,2010-04-01,2010-06-30,16.28,16.4,201004-201007,
6214,2010-04-01,2010-06-30,19.13,15.93,201004-201007,
6230,2010-04-01,2010-06-30,28.8,27.31,201004-201007,
6239,2010-04-01,2010-06-30,50.06,39.05,201004-201007,
6269,2010-04-01,2010-06-30,18.34,13.43,201004-201007,
6271,2010-04-01,2010-06-30,82.98,83.16,201004-201007,
6278,2010-04-01,2010-06-30,25.22,24.71,201004-201007,
6282,2010-04-01,2010-06-30,12.24,9.76,201004-201007,
6285,2010-04-01,2010-06-30,22.86,21.87,201004-201007,
6286,2010-04-01,2010-06-30,266.78,199.26,201004-201007,
6505,2010-04-01,2010-06-30,51.93,47.48,201004-201007,
6605,2010-04-01,2010-06-30,45.83,44.13,201004-201007,
8008,2010-04-01,2010-06-30,27.83,28.39,201004-201007,
8016,2010-04-01,2010-06-30,22.06,17.88,201004-201007,
8046,2010-04-01,2010-06-30,85.54,88.22,201004-201007,
8078,2010-04-01,2010-06-30,30.4,24.76,201004-201007,
8131,2010-04-01,2010-06-30,23.12,17.43,201004-201007,
8163,2010-04-01,2010-06-30,20.69,14.71,201004-201007,
8201,2010-04-01,2010-06-30,27.48,24.58,201004-201007,
8926,2010-04-01,2010-06-30,6.48,6.33,201004-201007,
9904,2010-04-01,2010-06-30,13.5,13.14,201004-201007,
9907,2010-04-01,2010-06-30,7.23,7.98,201004-201007,
9910,2010-04-01,2010-06-30,9.79,9.82,201004-201007,
9914,2010-04-01,2010-06-30,25.82,23.91,201004-201007,
9917,2010-04-01,2010-06-30,23.56,23.56,201004-201007,
9921,2010-04-01,2010-06-30,58.39,61.33,201004-201007,
9925,2010-04-01,2010-06-30,11.04,10.99,201004-201007,
9930,2010-04-01,2010-06-30,17.86,16.07,201004-201007,
9933,2010-04-01,2010-06-30,15.32,14.56,201004-201007,
9938,2010-04-01,2010-06-30,14.17,13.93,201004-201007,
9939,2010-04-01,2010-06-30,28.64,28.4,201004-201007,
9940,2010-04-01,2010-06-30,12.46,11.77,201004-201007,
9941,2010-04-01,2010-06-30,10.68,11.58,201004-201007,
9945,2010-04-01,2010-06-30,15.95,17.37,201004-201007,
9958,2010-04-01,2010-06-30,7.93,6.82,201004-201007,
1101,2010-05-03,2010-07-30,10.05,11.29,201005-201008,
1102,2010-05-03,2010-07-30,11.82,12.73,201005-201008,
1104,2010-05-03,2010-07-30,6.31,6.48,201005-201008,
1201,2010-05-03,2010-07-30,28.77,29.98,201005-201008,
1210,2010-05-03,2010-07-30,9.35,9.71,201005-201008,
1215,2010-05-03,2010-07-30,5.79,8.04,201005-201008,
1216,2010-05-03,2010-07-30,15.0,16.3,201005-201008,
1227,2010-05-03,2010-07-30,16.57,21.33,201005-201008,
1229,2010-05-03,2010-07-30,4.66,4.94,201005-201008,
1232,2010-05-03,2010-07-30,18.1,18.48,201005-201008,
1234,2010-05-03,2010-07-30,17.23,16.61,201005-201008,
1301,2010-05-03,2010-07-30,34.98,35.39,201005-201008,
1303,2010-05-03,2010-07-30,33.32,30.06,201005-201008,
1304,2010-05-03,2010-07-30,9.31,8.69,201005-201008,
1307,2010-05-03,2010-07-30,15.51,14.05,201005-201008,
1308,2010-05-03,2010-07-30,8.2,8.15,201005-201008,
1312,2010-05-03,2010-07-30,8.61,8.38,201005-201008,
1313,2010-05-03,2010-07-30,9.36,8.63,201005-201008,
1314,2010-05-03,2010-07-30,9.18,9.72,201005-201008,
1319,2010-05-03,2010-07-30,29.48,27.55,201005-201008,
1326,2010-05-03,2010-07-30,40.01,37.79,201005-201008,
1402,2010-05-03,2010-07-30,15.53,17.02,201005-201008,
1409,2010-05-03,2010-07-30,6.85,5.78,201005-201008,
1434,2010-05-03,2010-07-30,12.77,12.9,201005-201008,
1440,2010-05-03,2010-07-30,8.79,8.88,201005-201008,
1476,2010-05-03,2010-07-30,10.04,10.65,201005-201008,
1477,2010-05-03,2010-07-30,27.46,29.4,201005-201008,
1503,2010-05-03,2010-07-30,24.36,22.9,201005-201008,
1504,2010-05-03,2010-07-30,7.58,8.78,201005-201008,
1507,2010-05-03,2010-07-30,17.57,22.3,201005-201008,
1532,2010-05-03,2010-07-30,14.59,14.61,201005-201008,
1536,2010-05-03,2010-07-30,10.5,10.5,201005-201008,
1605,2010-05-03,2010-07-30,8.75,8.97,201005-201008,
1702,2010-05-03,2010-07-30,24.76,21.2,201005-201008,
1704,2010-05-03,2010-07-30,25.47,28.22,201005-201008,
1707,2010-05-03,2010-07-30,23.95,27.33,201005-201008,
1710,2010-05-03,2010-07-30,14.39,13.66,201005-201008,
1714,2010-05-03,2010-07-30,8.1,7.76,201005-201008,
1717,2010-05-03,2010-07-30,13.68,14.15,201005-201008,
1718,2010-05-03,2010-07-30,7.28,8.51,201005-201008,
1722,2010-05-03,2010-07-30,54.72,48.82,201005-201008,
1723,2010-05-03,2010-07-30,49.07,52.49,201005-201008,
1736,2010-05-03,2010-07-30,23.89,21.94,201005-201008,
1795,2010-05-03,2010-07-30,30.69,36.89,201005-201008,
1802,2010-05-03,2010-07-30,19.83,22.17,201005-201008,
1808,2010-05-03,2010-07-30,2.45,2.5,201005-201008,
1903,2010-05-03,2010-07-30,71.0,65.3,201005-201008,
1904,2010-05-03,2010-07-30,6.04,6.17,201005-201008,
1907,2010-05-03,2010-07-30,6.9,7.06,201005-201008,
1909,2010-05-03,2010-07-30,5.39,5.37,201005-201008,
2002,2010-05-03,2010-07-30,17.49,16.98,201005-201008,
2006,2010-05-03,2010-07-30,22.84,19.92,201005-201008,
2014,2010-05-03,2010-07-30,12.99,10.61,201005-201008,
2015,2010-05-03,2010-07-30,21.06,19.45,201005-201008,
2023,2010-05-03,2010-07-30,6.96,6.62,201005-201008,
2027,2010-05-03,2010-07-30,6.76,6.32,201005-201008,
2032,2010-05-03,2010-07-30,15.28,12.65,201005-201008,
2049,2010-05-03,2010-07-30,41.47,46.7,201005-201008,
2059,2010-05-03,2010-07-30,124.14,109.72,201005-201008,
2101,2010-05-03,2010-07-30,27.65,26.68,201005-201008,
2103,2010-05-03,2010-07-30,18.49,19.94,201005-201008,
2104,2010-05-03,2010-07-30,13.0,12.85,201005-201008,
2105,2010-05-03,2010-07-30,23.48,28.04,201005-201008,
2106,2010-05-03,2010-07-30,11.47,13.56,201005-201008,
2107,2010-05-03,2010-07-30,12.41,11.57,201005-201008,
2108,2010-05-03,2010-07-30,7.17,6.96,201005-201008,
2201,2010-05-03,2010-07-30,44.79,45.62,201005-201008,
2204,2010-05-03,2010-07-30,24.92,22.59,201005-201008,
2206,2010-05-03,2010-07-30,8.57,9.78,201005-201008,
2207,2010-05-03,2010-07-30,52.73,52.26,201005-201008,
2208,2010-05-03,2010-07-30,44.05,45.44,201005-201008,
2227,2010-05-03,2010-07-30,40.51,39.02,201005-201008,
2231,2010-05-03,2010-07-30,19.53,27.59,201005-201008,
2301,2010-05-03,2010-07-30,15.54,15.37,201005-201008,
2303,2010-05-03,2010-07-30,7.47,6.95,201005-201008,
2308,2010-05-03,2010-07-30,61.65,68.65,201005-201008,
2311,2010-05-03,2010-07-30,16.46,15.17,201005-201008,
2312,2010-05-03,2010-07-30,7.42,7.14,201005-201008,
2313,2010-05-03,2010-07-30,5.54,5.22,201005-201008,
2315,2010-05-03,2010-07-30,13.53,12.35,201005-201008,
2317,2010-05-03,2010-07-30,66.76,58.58,201005-201008,
2323,2010-05-03,2010-07-30,8.81,8.53,201005-201008,
2324,2010-05-03,2010-07-30,16.97,16.48,201005-201008,
2325,2010-05-03,2010-07-30,24.63,21.56,201005-201008,
2327,2010-05-03,2010-07-30,35.83,33.38,201005-201008,
2328,2010-05-03,2010-07-30,33.32,32.36,201005-201008,
2330,2010-05-03,2010-07-30,38.19,40.67,201005-201008,
2331,2010-05-03,2010-07-30,9.11,8.71,201005-201008,
2332,2010-05-03,2010-07-30,20.04,16.96,201005-201008,
2337,2010-05-03,2010-07-30,30.55,29.86,201005-201008,
2340,2010-05-03,2010-07-30,17.43,16.2,201005-201008,
2344,2010-05-03,2010-07-30,6.84,6.16,201005-201008,
2345,2010-05-03,2010-07-30,7.99,8.05,201005-201008,
2347,2010-05-03,2010-07-30,27.93,27.48,201005-201008,
2349,2010-05-03,2010-07-30,32.58,34.57,201005-201008,
2350,2010-05-03,,20.65,,201005-201008,
2352,2010-05-03,2010-07-30,10.94,10.56,201005-201008,
2353,2010-05-03,2010-07-30,48.14,49.78,201005-201008,
2354,2010-05-03,2010-07-30,60.59,51.19,201005-201008,
2355,2010-05-03,2010-07-30,13.53,13.81,201005-201008,
2356,2010-05-03,2010-07-30,7.35,7.62,201005-201008,
2357,2010-05-03,2010-07-30,18.51,75.64,201005-201008,
2360,2010-05-03,2010-07-30,38.03,38.89,201005-201008,
2362,2010-05-03,2010-07-30,36.58,37.29,201005-201008,
2363,2010-05-03,2010-07-30,22.72,23.91,201005-201008,
2367,2010-05-03,2010-07-30,8.05,7.95,201005-201008,
2368,2010-05-03,2010-07-30,11.33,11.13,201005-201008,
2371,2010-05-03,2010-07-30,16.02,14.76,201005-201008,
2373,2010-05-03,2010-07-30,29.4,35.02,201005-201008,
2374,2010-05-03,2010-07-30,36.77,34.85,201005-201008,
2376,2010-05-03,2010-07-30,13.25,12.9,201005-201008,
2377,2010-05-03,2010-07-30,8.55,7.83,201005-201008,
2379,2010-05-03,2010-07-30,38.26,33.7,201005-201008,
2382,2010-05-03,2010-07-30,24.93,26.28,201005-201008,
2383,2010-05-03,2010-07-30,17.11,15.61,201005-201008,
2384,2010-05-03,2010-07-30,22.66,25.4,201005-201008,
2385,2010-05-03,2010-07-30,27.56,25.28,201005-201008,
2388,2010-05-03,2010-07-30,33.5,53.24,201005-201008,
2392,2010-05-03,2010-07-30,27.88,28.85,201005-201008,
2393,2010-05-03,2010-07-30,42.99,42.52,201005-201008,
2395,2010-05-03,2010-07-30,27.47,28.76,201005-201008,
2401,2010-05-03,2010-07-30,18.56,15.51,201005-201008,
2403,2010-05-03,2010-07-30,45.17,46.65,201005-201008,
2404,2010-05-03,2010-07-30,13.2,18.3,201005-201008,
2408,2010-05-03,2010-07-30,167.64,133.92,201005-201008,
2409,2010-05-03,2010-07-30,25.14,20.68,201005-201008,
2412,2010-05-03,2010-07-30,37.98,41.73,201005-201008,
2439,2010-05-03,2010-07-30,24.41,21.02,201005-201008,
2441,2010-05-03,2010-07-30,13.49,12.3,201005-201008,
2448,2010-05-03,2010-07-30,83.34,74.94,201005-201008,
2449,2010-05-03,2010-07-30,6.92,6.73,201005-201008,
2450,2010-05-03,2010-07-30,21.6,22.05,201005-201008,
2451,2010-05-03,2010-07-30,39.36,33.8,201005-201008,
2454,2010-05-03,2010-07-30,255.74,218.22,201005-201008,
2455,2010-05-03,2010-07-30,39.8,35.39,201005-201008,
2456,2010-05-03,2010-07-30,33.83,34.42,201005-201008,
2457,2010-05-03,2010-07-30,21.63,24.91,201005-201008,
2458,2010-05-03,2010-07-30,33.38,31.79,201005-201008,
2474,2010-05-03,2010-07-30,43.0,38.23,201005-201008,
2475,2010-05-03,2010-07-30,2.92,2.09,201005-201008,
2478,2010-05-03,2010-07-30,34.55,31.13,201005-201008,
2481,2010-05-03,2010-07-30,23.85,22.96,201005-201008,
2485,2010-05-03,2010-07-30,33.89,36.41,201005-201008,
2489,2010-05-03,2010-07-30,15.7,14.47,201005-201008,
2492,2010-05-03,2010-07-30,16.62,14.86,201005-201008,
2495,2010-05-03,2010-07-30,27.01,25.88,201005-201008,
2498,2010-05-03,2010-07-30,312.57,468.57,201005-201008,
2499,2010-05-03,2010-07-30,48.97,46.87,201005-201008,
2501,2010-05-03,2010-07-30,7.13,8.36,201005-201008,
2504,2010-05-03,2010-07-30,8.49,9.06,201005-201008,
2511,2010-05-03,2010-07-30,5.12,5.35,201005-201008,
2514,2010-05-03,2010-07-30,13.57,11.91,201005-201008,
2515,2010-05-03,2010-07-30,4.95,4.92,201005-201008,
2520,2010-05-03,2010-07-30,10.11,10.12,201005-201008,
2534,2010-05-03,2010-07-30,10.59,10.28,201005-201008,
2542,2010-05-03,2010-07-30,8.53,8.78,201005-201008,
2545,2010-05-03,2010-07-30,16.23,16.39,201005-201008,
2547,2010-05-03,2010-07-30,13.04,13.64,201005-201008,
2548,2010-05-03,2010-07-30,22.7,21.87,201005-201008,
2601,2010-05-03,2010-07-30,39.62,40.06,201005-201008,
2603,2010-05-03,2010-07-30,17.34,20.58,201005-201008,
2605,2010-05-03,2010-07-30,21.2,20.73,201005-201008,
2606,2010-05-03,2010-07-30,28.38,28.15,201005-201008,
2607,2010-05-03,2010-07-30,17.17,16.73,201005-201008,
2608,2010-05-03,2010-07-30,13.08,13.18,201005-201008,
2609,2010-05-03,2010-07-30,13.58,22.1,201005-201008,
2610,2010-05-03,2010-07-30,10.76,13.91,201005-201008,
2612,2010-05-03,2010-07-30,52.23,47.67,201005-201008,
2615,2010-05-03,2010-07-30,7.45,8.44,201005-201008,
2617,2010-05-03,2010-07-30,20.69,20.46,201005-201008,
2618,2010-05-03,2010-07-30,9.64,11.09,201005-201008,
2633,2010-05-03,2010-07-30,3.41,3.28,201005-201008,
2637,2010-05-03,2010-07-30,14.5,14.17,201005-201008,
2704,2010-05-03,2010-07-30,27.81,31.42,201005-201008,
2707,2010-05-03,2010-07-30,108.04,134.72,201005-201008,
2801,2010-05-03,2010-07-30,6.1,7.45,201005-201008,
2809,2010-05-03,2010-07-30,5.23,7.82,201005-201008,
2812,2010-05-03,2010-07-30,3.26,3.9,201005-201008,
2820,2010-05-03,2010-07-30,3.67,3.7,201005-201008,
2823,2010-05-03,2010-07-30,8.29,9.75,201005-201008,
2833,2010-05-03,2010-07-30,28.4,27.62,201005-201008,
2834,2010-05-03,2010-07-30,3.68,4.2,201005-201008,
2837,2010-05-03,2010-07-30,13.01,13.28,201005-201008,
2838,2010-05-03,2010-07-30,2.68,3.68,201005-201008,
2845,2010-05-03,2010-07-30,3.92,4.7,201005-201008,
2847,2010-05-03,2010-07-30,5.08,6.02,201005-201008,
2849,2010-05-03,2010-07-30,6.29,7.03,201005-201008,
2854,2010-05-03,2010-07-30,14.63,14.18,201005-201008,
2855,2010-05-03,2010-07-30,7.5,7.06,201005-201008,
2856,2010-05-03,2010-07-30,8.34,8.2,201005-201008,
2880,2010-05-03,2010-07-30,6.24,6.77,201005-201008,
2881,2010-05-03,2010-07-30,14.19,14.6,201005-201008,
2882,2010-05-03,2010-07-30,22.68,23.15,201005-201008,
2883,2010-05-03,2010-07-30,4.59,4.76,201005-201008,
2884,2010-05-03,2010-07-30,3.71,4.08,201005-201008,
2885,2010-05-03,2010-07-30,8.48,8.51,201005-201008,
2886,2010-05-03,2010-07-30,8.39,8.8,201005-201008,
2887,2010-05-03,2010-07-30,3.58,4.23,201005-201008,
2887C,2010-05-03,2010-07-28,28.8,30.09,201005-201008,
2888,2010-05-03,2010-07-30,7.9,7.67,201005-201008,
2889,2010-05-03,2010-07-30,4.13,4.01,201005-201008,
2890,2010-05-03,2010-07-30,3.98,4.07,201005-201008,
2891,2010-05-03,2010-07-30,5.89,6.55,201005-201008,
2892,2010-05-03,2010-07-30,6.09,6.62,201005-201008,
2897,2010-05-03,2010-07-30,5.85,5.56,201005-201008,
2903,2010-05-03,2010-07-30,11.93,13.48,201005-201008,
2905,2010-05-03,2010-07-30,5.93,7.08,201005-201008,
2908,2010-05-03,2010-07-30,8.65,8.92,201005-201008,
2912,2010-05-03,2010-07-30,54.45,65.72,201005-201008,
2913,2010-05-03,2010-07-30,14.35,15.36,201005-201008,
2915,2010-05-03,2010-07-30,46.82,60.05,201005-201008,
3005,2010-05-03,2010-07-30,9.61,8.53,201005-201008,
3006,2010-05-03,2010-07-30,40.96,37.0,201005-201008,
3008,2010-05-03,2010-07-30,367.22,428.08,201005-201008,
3016,2010-05-03,2010-07-30,27.64,28.61,201005-201008,
3017,2010-05-03,2010-07-30,20.5,19.88,201005-201008,
3019,2010-05-03,2010-07-30,39.85,38.77,201005-201008,
3022,2010-05-03,2010-07-30,29.07,30.21,201005-201008,
3023,2010-05-03,2010-07-30,12.12,11.85,201005-201008,
3026,2010-05-03,2010-07-30,31.45,29.42,201005-201008,
3034,2010-05-03,2010-07-30,40.69,33.94,201005-201008,
3035,2010-05-03,2010-07-30,47.27,45.7,201005-201008,
3036,2010-05-03,2010-07-30,12.44,12.92,201005-201008,
3037,2010-05-03,2010-07-30,32.21,36.64,201005-201008,
3041,2010-05-03,2010-07-30,140.77,120.44,201005-201008,
3042,2010-05-03,2010-07-30,20.47,22.04,201005-201008,
3044,2010-05-03,2010-07-30,47.6,54.22,201005-201008,
3045,2010-05-03,2010-07-30,31.3,35.56,201005-201008,
3049,2010-05-03,2010-07-30,27.83,27.83,201005-201008,
3059,2010-05-03,2010-07-30,36.79,34.67,201005-201008,
3060,2010-05-03,2010-07-30,40.89,41.43,201005-201008,
3061,2010-05-03,2010-07-30,44.13,42.41,201005-201008,
3062,2010-05-03,2010-07-30,30.29,24.86,201005-201008,
3149,2010-05-03,2010-07-30,99.25,111.73,201005-201008,
3189,2010-05-03,2010-07-30,49.93,40.8,201005-201008,
3231,2010-05-03,2010-07-30,17.7,16.86,201005-201008,
3311,2010-05-03,2010-07-30,116.98,96.22,201005-201008,
3367,2010-05-03,2010-07-30,25.19,25.42,201005-201008,
3376,2010-05-03,2010-07-30,58.55,50.33,201005-201008,
3383,2010-05-03,2010-07-30,205.54,177.52,201005-201008,
3406,2010-05-03,2010-07-30,53.88,67.29,201005-201008,
3443,2010-05-03,2010-07-30,98.32,86.34,201005-201008,
3474,2010-05-03,2010-07-30,21.95,16.9,201005-201008,
3481,2010-05-03,2010-07-30,34.29,25.65,201005-201008,
3504,2010-05-03,2010-07-30,230.83,194.96,201005-201008,
3514,2010-05-03,2010-07-30,72.64,78.09,201005-201008,
3515,2010-05-03,2010-07-30,50.32,45.19,201005-201008,
3519,2010-05-03,2010-07-30,58.11,56.65,201005-201008,
3532,2010-05-03,2010-07-30,131.87,92.22,201005-201008,
3533,2010-05-03,2010-07-30,117.76,97.17,201005-201008,
3534,2010-05-03,2010-07-30,136.27,110.21,201005-201008,
3561,2010-05-03,2010-07-30,55.96,73.23,201005-201008,
3573,2010-05-03,2010-07-30,141.45,119.87,201005-201008,
3576,2010-05-03,2010-07-30,102.34,110.53,201005-201008,
3622,2010-05-03,2010-07-30,205.52,196.16,201005-201008,
3638,2010-05-19,2010-07-30,203.68,109.01,201005-201008,
3653,2010-05-03,2010-07-30,83.7,120.62,201005-201008,
3698,2010-05-03,2010-07-30,58.66,50.95,201005-201008,
3702,2010-05-03,2010-07-30,24.08,24.56,201005-201008,
4426,2010-05-03,2010-07-30,5.49,7.29,201005-201008,
4532,2010-05-03,2010-07-30,5.98,6.47,201005-201008,
4725,2010-05-03,2010-07-30,115.03,133.5,201005-201008,
4733,2010-05-03,2010-07-30,47.62,45.41,201005-201008,
4736,2010-05-03,2010-07-30,53.92,31.27,201005-201008,
4904,2010-05-03,2010-07-30,18.44,21.53,201005-201008,
4906,2010-05-03,2010-07-30,26.29,22.81,201005-201008,
4915,2010-05-03,2010-07-30,19.75,19.49,201005-201008,
5007,2010-05-03,2010-07-30,10.41,10.42,201005-201008,
5203,2010-05-03,2010-07-30,79.6,73.29,201005-201008,
5306,2010-05-03,2010-07-30,3.89,4.48,201005-201008,
5388,2010-05-03,2010-07-30,11.38,10.92,201005-201008,
5434,2010-05-03,2010-07-30,14.95,14.77,201005-201008,
5469,2010-05-03,2010-07-30,15.41,14.82,201005-201008,
5522,2010-05-03,2010-07-30,19.25,19.99,201005-201008,
5531,2010-05-03,2010-07-30,12.94,12.02,201005-201008,
5534,2010-05-03,2010-07-30,19.27,19.54,201005-201008,
5608,2010-05-03,2010-07-30,38.89,41.72,201005-201008,
5854,2010-05-03,2010-07-30,15.93,17.18,201005-201008,
6005,2010-05-03,2010-07-30,6.17,5.85,201005-201008,
6116,2010-05-03,2010-07-30,8.68,8.52,201005-201008,
6120,2010-05-03,2010-07-30,30.26,24.07,201005-201008,
6153,2010-05-03,2010-07-30,19.03,20.26,201005-201008,
6166,2010-05-03,2010-07-30,19.76,18.7,201005-201008,
6176,2010-05-03,2010-07-30,14.69,14.64,201005-201008,
6197,2010-05-03,2010-07-30,63.54,62.38,201005-201008,
6206,2010-05-03,2010-07-30,24.18,25.12,201005-201008,
6213,2010-05-03,2010-07-30,17.67,20.23,201005-201008,
6214,2010-05-03,2010-07-30,18.31,18.15,201005-201008,
6230,2010-05-03,2010-07-30,27.6,27.97,201005-201008,
6239,2010-05-03,2010-07-30,49.41,44.14,201005-201008,
6269,2010-05-03,2010-07-30,16.83,14.12,201005-201008,
6271,2010-05-03,2010-07-30,73.65,83.85,201005-201008,
6278,2010-05-03,2010-07-30,25.65,25.28,201005-201008,
6282,2010-05-03,2010-07-30,10.85,11.35,201005-201008,
6285,2010-05-03,2010-07-30,21.87,25.29,201005-201008,
6286,2010-05-03,2010-07-30,247.7,198.53,201005-201008,
6505,2010-05-03,2010-07-30,50.41,47.6,201005-201008,
6605,2010-05-03,2010-07-30,46.24,50.82,201005-201008,
8008,2010-05-03,2010-07-30,27.83,28.96,201005-201008,
8016,2010-05-03,2010-07-30,21.14,20.21,201005-201008,
8046,2010-05-03,2010-07-30,91.24,91.15,201005-201008,
8078,2010-05-03,2010-07-30,29.43,26.42,201005-201008,
8131,2010-05-03,2010-07-30,21.11,17.21,201005-201008,
8163,2010-05-03,2010-07-30,18.48,16.02,201005-201008,
8201,2010-05-03,2010-07-30,25.36,24.78,201005-201008,
8926,2010-05-03,2010-07-30,6.4,6.87,201005-201008,
9904,2010-05-03,2010-07-30,14.13,13.85,201005-201008,
9907,2010-05-03,2010-07-30,8.03,8.73,201005-201008,
9910,2010-05-03,2010-07-30,10.91,10.58,201005-201008,
9914,2010-05-03,2010-07-30,25.37,27.62,201005-201008,
9917,2010-05-03,2010-07-30,23.93,24.31,201005-201008,
9921,2010-05-03,2010-07-30,59.7,69.77,201005-201008,
9925,2010-05-03,2010-07-30,10.87,11.2,201005-201008,
9930,2010-05-03,2010-07-30,17.39,16.3,201005-201008,
9933,2010-05-03,2010-07-30,15.34,15.82,201005-201008,
9938,2010-05-03,2010-07-30,15.0,14.6,201005-201008,
9939,2010-05-03,2010-07-30,29.08,28.64,201005-201008,
9940,2010-05-03,2010-07-30,12.12,11.93,201005-201008,
9941,2010-05-03,2010-07-30,11.42,13.29,201005-201008,
9945,2010-05-03,2010-07-30,16.73,18.56,201005-201008,
9958,2010-05-03,2010-07-30,7.21,7.02,201005-201008,
1101,2010-06-01,2010-08-31,9.71,11.16,201006-201009,
1102,2010-06-01,2010-08-31,10.96,12.59,201006-201009,
1104,2010-06-01,2010-08-31,5.7,6.75,201006-201009,
1201,2010-06-01,2010-08-31,27.02,26.49,201006-201009,
1210,2010-06-01,2010-08-31,7.85,9.54,201006-201009,
1215,2010-06-01,2010-08-31,5.75,7.02,201006-201009,
1216,2010-06-01,2010-08-31,14.12,17.83,201006-201009,
1227,2010-06-01,2010-08-31,17.26,20.36,201006-201009,
1229,2010-06-01,2010-08-31,3.9,5.06,201006-201009,
1232,2010-06-01,2010-08-31,17.71,18.78,201006-201009,
1234,2010-06-01,2010-08-31,14.78,15.06,201006-201009,
1301,2010-06-01,2010-08-31,31.58,37.56,201006-201009,
1303,2010-06-01,2010-08-31,26.57,32.94,201006-201009,
1304,2010-06-01,2010-08-31,7.86,9.19,201006-201009,
1307,2010-06-01,2010-08-31,13.86,15.9,201006-201009,
1308,2010-06-01,2010-08-31,7.49,9.38,201006-201009,
1312,2010-06-01,2010-08-31,6.91,8.47,201006-201009,
1313,2010-06-01,2010-08-31,7.79,9.12,201006-201009,
1314,2010-06-01,2010-08-31,8.45,10.64,201006-201009,
1319,2010-06-01,2010-08-31,26.05,28.39,201006-201009,
1326,2010-06-01,2010-08-31,35.57,38.6,201006-201009,
1402,2010-06-01,2010-08-31,14.16,18.09,201006-201009,
1409,2010-06-01,2010-08-31,5.19,6.29,201006-201009,
1434,2010-06-01,2010-08-31,11.31,12.66,201006-201009,
1440,2010-06-01,2010-08-31,7.97,9.6,201006-201009,
1476,2010-06-01,2010-08-31,9.38,18.08,201006-201009,
1477,2010-06-01,2010-08-31,27.27,30.7,201006-201009,
1503,2010-06-01,2010-08-31,22.86,23.47,201006-201009,
1504,2010-06-01,2010-08-31,7.06,8.8,201006-201009,
1507,2010-06-01,2010-08-31,17.09,24.36,201006-201009,
1532,2010-06-01,2010-08-31,13.74,14.48,201006-201009,
1536,2010-06-01,2010-08-31,9.65,9.44,201006-201009,
1605,2010-06-01,2010-08-31,7.25,9.64,201006-201009,
1702,2010-06-01,2010-08-31,18.03,18.56,201006-201009,
1704,2010-06-01,2010-08-31,24.21,43.37,201006-201009,
1707,2010-06-01,2010-08-31,22.38,25.17,201006-201009,
1710,2010-06-01,2010-08-31,12.23,13.86,201006-201009,
1714,2010-06-01,2010-08-31,7.16,7.71,201006-201009,
1717,2010-06-01,2010-08-31,12.35,14.53,201006-201009,
1718,2010-06-01,2010-08-31,7.1,8.24,201006-201009,
1722,2010-06-01,2010-08-31,48.1,54.8,201006-201009,
1723,2010-06-01,2010-08-31,49.07,54.4,201006-201009,
1736,2010-06-01,2010-08-31,20.1,21.35,201006-201009,
1795,2010-06-01,2010-08-31,30.33,49.21,201006-201009,
1802,2010-06-01,2010-08-31,20.42,22.21,201006-201009,
1808,2010-06-01,2010-08-31,2.4,2.88,201006-201009,
1903,2010-06-01,2010-08-31,66.4,65.0,201006-201009,
1904,2010-06-01,2010-08-31,5.55,6.63,201006-201009,
1907,2010-06-01,2010-08-31,6.31,7.4,201006-201009,
1909,2010-06-01,2010-08-31,4.88,5.5,201006-201009,
2002,2010-06-01,2010-08-31,15.79,16.95,201006-201009,
2006,2010-06-01,2010-08-31,18.63,19.64,201006-201009,
2014,2010-06-01,2010-08-31,10.49,11.54,201006-201009,
