Stock_id,Start_Date,End_Date,Start_Price,End_Price,Return,combination,rank
1476,2016-08-01,2017-01-24,363.0,325.0,-0.1046831955922865,2016-08-01_2017-01-24,168
2849,2016-08-01,2017-01-24,13.8,13.5,-0.02173913043478266,2016-08-01_2017-01-24,117
4137,2016-08-01,2017-01-24,187.5,146.5,-0.21866666666666668,2016-08-01_2017-01-24,192
1434,2016-08-01,2017-01-24,30.55,30.1,-0.014729950900163642,2016-08-01_2017-01-24,111
2355,2016-08-01,2017-01-24,70.7,61.9,-0.12446958981612452,2016-08-01_2017-01-24,178
6414,2016-08-01,2017-01-24,493.0,448.0,-0.09127789046653144,2016-08-01_2017-01-24,164
2231,2016-08-01,2017-01-24,389.5,247.0,-0.36585365853658536,2016-08-01_2017-01-24,197
6409,2016-08-01,2017-01-24,509.0,424.5,-0.16601178781925344,2016-08-01_2017-01-24,185
2834,2016-08-01,2017-01-24,8.48,8.17,-0.03655660377358496,2016-08-01_2017-01-24,124
2382,2016-08-01,2017-01-24,60.4,63.6,0.052980132450331174,2016-08-01_2017-01-24,71
2845,2016-08-01,2017-01-24,9.33,9.18,-0.016077170418006468,2016-08-01_2017-01-24,114
2867,2016-08-01,2017-01-24,16.15,17.3,0.07120743034055742,2016-08-01_2017-01-24,67
2379,2016-08-01,2017-01-24,118.0,109.0,-0.07627118644067797,2016-08-01_2017-01-24,154
2880,2016-08-01,2017-01-24,17.55,16.45,-0.06267806267806275,2016-08-01_2017-01-24,147
2881,2016-08-01,2017-01-24,40.0,50.6,0.265,2016-08-01_2017-01-24,24
2377,2016-08-01,2017-01-24,69.9,75.6,0.08154506437768223,2016-08-01_2017-01-24,65
2882,2016-08-01,2017-01-24,36.1,47.5,0.31578947368421045,2016-08-01_2017-01-24,16
2883,2016-08-01,2017-01-24,7.87,7.98,0.01397712833545112,2016-08-01_2017-01-24,93
2376,2016-08-01,2017-01-24,42.35,41.0,-0.03187721369539555,2016-08-01_2017-01-24,122
2884,2016-08-01,2017-01-24,18.0,18.45,0.02499999999999996,2016-08-01_2017-01-24,87
2885,2016-08-01,2017-01-24,11.25,12.4,0.10222222222222226,2016-08-01_2017-01-24,59
2371,2016-08-01,2017-01-24,5.64,16.75,1.9698581560283688,2016-08-01_2017-01-24,2
2886,2016-08-01,2017-01-24,25.0,23.3,-0.06799999999999998,2016-08-01_2017-01-24,150
2887,2016-08-01,2017-01-24,12.95,11.8,-0.0888030888030887,2016-08-01_2017-01-24,162
2360,2016-08-01,2017-01-24,82.3,81.9,-0.004860267314702205,2016-08-01_2017-01-24,103
2888,2016-08-01,2017-01-24,6.6,8.03,0.21666666666666665,2016-08-01_2017-01-24,27
2357,2016-08-01,2017-01-24,284.0,273.0,-0.03873239436619718,2016-08-01_2017-01-24,127
2890,2016-08-01,2017-01-24,10.35,9.22,-0.10917874396135256,2016-08-01_2017-01-24,172
2891,2016-08-01,2017-01-24,17.65,17.8,0.008498583569405221,2016-08-01_2017-01-24,97
2823,2016-08-01,2017-01-24,26.4,30.6,0.1590909090909092,2016-08-01_2017-01-24,41
2356,2016-08-01,2017-01-24,24.8,23.5,-0.05241935483870971,2016-08-01_2017-01-24,137
2383,2016-08-01,2017-01-24,73.9,109.5,0.4817320703653585,2016-08-01_2017-01-24,9
2385,2016-08-01,2017-01-24,79.4,73.7,-0.0717884130982368,2016-08-01_2017-01-24,151
2454,2016-08-01,2017-01-24,249.0,213.5,-0.142570281124498,2016-08-01_2017-01-24,182
2449,2016-08-01,2017-01-24,31.75,27.0,-0.14960629921259844,2016-08-01_2017-01-24,183
2474,2016-08-01,2017-01-24,225.0,255.0,0.13333333333333333,2016-08-01_2017-01-24,50
2448,2016-08-01,2017-01-24,24.95,23.5,-0.058116232464929835,2016-08-01_2017-01-24,142
2492,2016-08-01,2017-01-24,33.85,38.55,0.1388478581979319,2016-08-01_2017-01-24,47
2498,2016-08-01,2017-01-24,95.7,79.3,-0.17136886102403348,2016-08-01_2017-01-24,189
2439,2016-08-01,2017-01-24,99.5,130.0,0.3065326633165829,2016-08-01_2017-01-24,19
2542,2016-08-01,2017-01-24,48.85,46.65,-0.045035823950870066,2016-08-01_2017-01-24,131
2603,2016-08-01,2017-01-24,12.4,12.9,0.04032258064516129,2016-08-01_2017-01-24,78
2412,2016-08-01,2017-01-24,115.0,102.0,-0.11304347826086956,2016-08-01_2017-01-24,175
2606,2016-08-01,2017-01-24,23.35,27.3,0.1691648822269807,2016-08-01_2017-01-24,36
2610,2016-08-01,2017-01-24,9.55,9.4,-0.01570680628272255,2016-08-01_2017-01-24,113
2409,2016-08-01,2017-01-24,12.9,12.9,0.0,2016-08-01_2017-01-24,100
2615,2016-08-01,2017-01-24,16.55,17.4,0.05135951661631407,2016-08-01_2017-01-24,73
2618,2016-08-01,2017-01-24,15.55,15.1,-0.028938906752411644,2016-08-01_2017-01-24,121
2408,2016-08-01,2017-01-24,37.9,48.0,0.266490765171504,2016-08-01_2017-01-24,23
2633,2016-08-01,2017-01-24,15.81,19.1,0.2080961416824795,2016-08-01_2017-01-24,29
2723,2016-08-01,2017-01-24,330.5,274.0,-0.17095310136157338,2016-08-01_2017-01-24,188
2395,2016-08-01,2017-01-24,249.0,265.0,0.0642570281124498,2016-08-01_2017-01-24,68
2801,2016-08-01,2017-01-24,17.15,17.35,0.011661807580175093,2016-08-01_2017-01-24,94
2809,2016-08-01,2017-01-24,23.55,28.6,0.21443736730360938,2016-08-01_2017-01-24,28
2812,2016-08-01,2017-01-24,9.25,9.21,-0.0043243243243242325,2016-08-01_2017-01-24,102
1102,2016-08-01,2017-01-24,29.35,26.75,-0.08858603066439527,2016-08-01_2017-01-24,161
2892,2016-08-01,2017-01-24,17.75,17.45,-0.016901408450704265,2016-08-01_2017-01-24,115
2354,2016-08-01,2017-01-24,77.7,87.9,0.13127413127413132,2016-08-01_2017-01-24,52
2325,2016-08-01,2017-01-24,48.0,47.7,-0.0062499999999999405,2016-08-01_2017-01-24,105
4915,2016-08-01,2017-01-24,43.6,44.45,0.01949541284403673,2016-08-01_2017-01-24,90
2324,2016-08-01,2017-01-24,20.55,18.85,-0.08272506082725058,2016-08-01_2017-01-24,157
4938,2016-08-01,2017-01-24,79.4,75.1,-0.0541561712846349,2016-08-01_2017-01-24,138
4943,2016-08-01,2017-01-24,60.85,77.5,0.2736236647493837,2016-08-01_2017-01-24,21
2317,2016-08-01,2017-01-24,88.8,83.7,-0.05743243243243237,2016-08-01_2017-01-24,140
4958,2016-08-01,2017-01-24,65.5,65.4,-0.0015267175572518216,2016-08-01_2017-01-24,101
5264,2016-08-01,2017-01-24,130.0,95.8,-0.2630769230769231,2016-08-01_2017-01-24,195
2313,2016-08-01,2017-01-24,16.75,16.65,-0.005970149253731428,2016-08-01_2017-01-24,104
5522,2016-08-01,2017-01-24,34.55,37.05,0.07235890014471781,2016-08-01_2017-01-24,66
5871,2016-08-01,2017-01-24,57.4,56.0,-0.024390243902439,2016-08-01_2017-01-24,119
2311,2016-08-01,2017-01-24,38.3,34.3,-0.10443864229765014,2016-08-01_2017-01-24,167
5880,2016-08-01,2017-01-24,15.0,14.3,-0.04666666666666662,2016-08-01_2017-01-24,133
6116,2016-08-01,2017-01-24,5.6,8.21,0.4660714285714288,2016-08-01_2017-01-24,10
2308,2016-08-01,2017-01-24,171.5,174.0,0.014577259475218658,2016-08-01_2017-01-24,92
6176,2016-08-01,2017-01-24,51.2,56.6,0.10546874999999997,2016-08-01_2017-01-24,57
6239,2016-08-01,2017-01-24,82.4,85.5,0.0376213592233009,2016-08-01_2017-01-24,80
2303,2016-08-01,2017-01-24,11.9,11.35,-0.04621848739495804,2016-08-01_2017-01-24,132
6269,2016-08-01,2017-01-24,85.8,89.7,0.045454545454545525,2016-08-01_2017-01-24,75
2301,2016-08-01,2017-01-24,49.05,47.2,-0.03771661569826696,2016-08-01_2017-01-24,126
6285,2016-08-01,2017-01-24,88.0,89.4,0.015909090909090973,2016-08-01_2017-01-24,91
4904,2016-08-01,2017-01-24,74.2,74.4,0.0026954177897574507,2016-08-01_2017-01-24,99
2912,2016-08-01,2017-01-24,261.0,233.5,-0.1053639846743295,2016-08-01_2017-01-24,169
3706,2016-08-01,2017-01-24,27.55,34.45,0.25045372050816705,2016-08-01_2017-01-24,25
3702,2016-08-01,2017-01-24,38.4,37.4,-0.026041666666666668,2016-08-01_2017-01-24,120
2915,2016-08-01,2017-01-24,51.1,57.8,0.13111545988258308,2016-08-01_2017-01-24,53
3008,2016-08-01,2017-01-24,3510.0,4450.0,0.2678062678062678,2016-08-01_2017-01-24,22
2353,2016-08-01,2017-01-24,15.35,14.4,-0.061889250814332206,2016-08-01_2017-01-24,145
3019,2016-08-01,2017-01-24,27.8,39.95,0.4370503597122303,2016-08-01_2017-01-24,12
3034,2016-08-01,2017-01-24,113.0,110.5,-0.022123893805309734,2016-08-01_2017-01-24,118
2352,2016-08-01,2017-01-24,11.8,16.35,0.3855932203389831,2016-08-01_2017-01-24,15
3044,2016-08-01,2017-01-24,66.0,76.3,0.156060606060606,2016-08-01_2017-01-24,43
3045,2016-08-01,2017-01-24,111.0,104.5,-0.05855855855855856,2016-08-01_2017-01-24,143
2347,2016-08-01,2017-01-24,37.8,32.6,-0.13756613756613748,2016-08-01_2017-01-24,180
3189,2016-08-01,2017-01-24,70.3,71.8,0.021337126600284497,2016-08-01_2017-01-24,88
3231,2016-08-01,2017-01-24,24.4,26.65,0.09221311475409837,2016-08-01_2017-01-24,63
2345,2016-08-01,2017-01-24,54.6,56.5,0.03479853479853477,2016-08-01_2017-01-24,83
3406,2016-08-01,2017-01-24,57.7,179.0,2.102253032928943,2016-08-01_2017-01-24,1
2344,2016-08-01,2017-01-24,9.76,12.8,0.3114754098360657,2016-08-01_2017-01-24,17
3443,2016-08-01,2017-01-24,77.3,79.8,0.03234152652005175,2016-08-01_2017-01-24,84
3481,2016-08-01,2017-01-24,11.8,13.2,0.11864406779661005,2016-08-01_2017-01-24,56
2337,2016-08-01,2017-01-24,4.18,6.96,0.6650717703349284,2016-08-01_2017-01-24,6
3532,2016-08-01,2017-01-24,30.25,69.1,1.2842975206611569,2016-08-01_2017-01-24,3
3673,2016-08-01,2017-01-24,61.4,58.3,-0.050488599348534224,2016-08-01_2017-01-24,135
2330,2016-08-01,2017-01-24,177.0,185.5,0.0480225988700565,2016-08-01_2017-01-24,74
3682,2016-08-01,2017-01-24,11.05,10.15,-0.08144796380090501,2016-08-01_2017-01-24,156
2327,2016-08-01,2017-01-24,54.0,76.0,0.4074074074074074,2016-08-01_2017-01-24,14
6213,2016-08-01,2017-01-24,34.65,41.7,0.2034632034632036,2016-08-01_2017-01-24,30
2451,2016-08-01,2017-01-24,95.0,85.5,-0.1,2016-08-01_2017-01-24,165
1101,2016-09-01,2017-02-24,35.25,37.65,0.06808510638297868,2016-09-01_2017-02-24,104
1710,2016-09-01,2017-02-24,19.95,25.95,0.3007518796992481,2016-09-01_2017-02-24,24
2015,2016-09-01,2017-02-24,40.85,51.9,0.270501835985312,2016-09-01_2017-02-24,28
1907,2016-09-01,2017-02-24,9.0,11.5,0.2777777777777778,2016-09-01_2017-02-24,27
2006,2016-09-01,2017-02-24,18.3,23.8,0.3005464480874317,2016-09-01_2017-02-24,25
2002,2016-09-01,2017-02-24,21.75,25.8,0.18620689655172418,2016-09-01_2017-02-24,58
2101,2016-09-01,2017-02-24,29.15,31.25,0.07204116638078907,2016-09-01_2017-02-24,102
2206,2016-09-01,2017-02-24,21.55,21.2,-0.01624129930394438,2016-09-01_2017-02-24,156
1909,2016-09-01,2017-02-24,15.5,29.85,0.9258064516129033,2016-09-01_2017-02-24,5
2362,2016-09-01,2017-02-24,28.95,29.0,0.001727115716753047,2016-09-01_2017-02-24,146
1507,2016-09-01,2017-02-24,45.9,49.6,0.08061002178649244,2016-09-01_2017-02-24,99
1802,2016-09-01,2017-02-24,13.15,17.55,0.3346007604562738,2016-09-01_2017-02-24,20
2393,2016-09-01,2017-02-24,51.2,49.4,-0.03515625000000008,2016-09-01_2017-02-24,166
1789,2016-09-01,2017-02-24,40.65,44.25,0.08856088560885612,2016-09-01_2017-02-24,93
2501,2016-09-01,2017-02-24,13.85,20.95,0.5126353790613718,2016-09-01_2017-02-24,10
2511,2016-09-01,2017-02-24,10.3,11.15,0.08252427184466016,2016-09-01_2017-02-24,97
1723,2016-09-01,2017-02-24,102.0,128.0,0.2549019607843137,2016-09-01_2017-02-24,31
2609,2016-09-01,2017-02-24,7.87,6.94,-0.11817026683608636,2016-09-01_2017-02-24,187
2707,2016-09-01,2017-02-24,181.5,174.0,-0.04132231404958678,2016-09-01_2017-02-24,168
1722,2016-09-01,2017-02-24,41.95,42.5,0.013110846245530324,2016-09-01_2017-02-24,135
2727,2016-09-01,2017-02-24,136.5,142.5,0.04395604395604396,2016-09-01_2017-02-24,117
2392,2016-09-01,2017-02-24,38.4,38.45,0.0013020833333334445,2016-09-01_2017-02-24,147
2049,2016-09-01,2017-02-24,164.0,196.0,0.1951219512195122,2016-09-01_2017-02-24,55
1440,2016-09-01,2017-02-24,12.35,13.85,0.12145748987854252,2016-09-01_2017-02-24,77
9945,2016-09-01,2017-02-24,36.7,38.65,0.053133514986375904,2016-09-01_2017-02-24,111
2227,2016-09-01,2017-02-24,203.5,208.5,0.02457002457002457,2016-09-01_2017-02-24,128
6452,2016-09-01,2017-02-24,492.5,475.5,-0.03451776649746193,2016-09-01_2017-02-24,165
6456,2016-09-01,2017-02-24,81.7,126.0,0.5422276621787026,2016-09-01_2017-02-24,9
2207,2016-09-01,2017-02-24,358.0,351.5,-0.018156424581005588,2016-09-01_2017-02-24,158
6505,2016-09-01,2017-02-24,92.0,107.0,0.16304347826086957,2016-09-01_2017-02-24,62
8454,2016-09-01,2017-02-24,221.5,194.0,-0.12415349887133183,2016-09-01_2017-02-24,188
2204,2016-09-01,2017-02-24,23.65,28.8,0.21775898520084577,2016-09-01_2017-02-24,42
8464,2016-09-01,2017-02-24,361.5,300.5,-0.16874135546334718,2016-09-01_2017-02-24,193
9904,2016-09-01,2017-02-24,44.75,41.7,-0.06815642458100553,2016-09-01_2017-02-24,179
2201,2016-09-01,2017-02-24,27.35,28.6,0.04570383912248629,2016-09-01_2017-02-24,115
9910,2016-09-01,2017-02-24,150.5,130.0,-0.1362126245847176,2016-09-01_2017-02-24,189
9914,2016-09-01,2017-02-24,130.0,157.0,0.2076923076923077,2016-09-01_2017-02-24,49
2106,2016-09-01,2017-02-24,50.1,49.6,-0.00998003992015968,2016-09-01_2017-02-24,154
9917,2016-09-01,2017-02-24,90.9,90.0,-0.009900990099009964,2016-09-01_2017-02-24,153
2105,2016-09-01,2017-02-24,66.1,65.3,-0.01210287443267772,2016-09-01_2017-02-24,155
9921,2016-09-01,2017-02-24,208.5,190.0,-0.08872901678657075,2016-09-01_2017-02-24,183
9933,2016-09-01,2017-02-24,44.6,50.9,0.14125560538116586,2016-09-01_2017-02-24,66
2103,2016-09-01,2017-02-24,28.8,36.05,0.251736111111111,2016-09-01_2017-02-24,33
9938,2016-09-01,2017-02-24,91.6,92.5,0.009825327510917093,2016-09-01_2017-02-24,140
9941,2016-09-01,2017-02-24,71.6,86.0,0.20111731843575428,2016-09-01_2017-02-24,51
2059,2016-09-01,2017-02-24,383.5,424.0,0.10560625814863103,2016-09-01_2017-02-24,81
2855,2016-09-01,2017-02-24,11.7,13.15,0.12393162393162403,2016-09-01_2017-02-24,76
1717,2016-09-01,2017-02-24,34.4,33.6,-0.023255813953488292,2016-09-01_2017-02-24,160
2903,2016-09-01,2017-02-24,16.9,16.4,-0.02958579881656805,2016-09-01_2017-02-24,163
3037,2016-09-01,2017-02-24,13.0,14.35,0.10384615384615382,2016-09-01_2017-02-24,83
1229,2016-09-01,2017-02-24,20.8,23.45,0.1274038461538461,2016-09-01_2017-02-24,72
1326,2016-09-01,2017-02-24,80.4,97.2,0.20895522388059695,2016-09-01_2017-02-24,48
2441,2016-09-01,2017-02-24,38.25,41.7,0.09019607843137262,2016-09-01_2017-02-24,90
3026,2016-09-01,2017-02-24,31.6,34.7,0.09810126582278485,2016-09-01_2017-02-24,85
1319,2016-09-01,2017-02-24,62.3,61.1,-0.019261637239165262,2016-09-01_2017-02-24,159
2027,2016-09-01,2017-02-24,15.9,17.9,0.12578616352201247,2016-09-01_2017-02-24,74
1314,2016-09-01,2017-02-24,7.31,12.15,0.662106703146375,2016-09-01_2017-02-24,6
2104,2016-09-01,2017-02-24,24.9,30.2,0.21285140562249,2016-09-01_2017-02-24,45
1210,2016-09-01,2017-02-24,26.8,29.05,0.08395522388059701,2016-09-01_2017-02-24,94
1303,2016-09-01,2017-02-24,60.1,74.6,0.2412645590682195,2016-09-01_2017-02-24,35
2456,2016-09-01,2017-02-24,70.0,81.1,0.1585714285714285,2016-09-01_2017-02-24,63
5269,2016-09-01,2017-02-24,228.0,325.0,0.42543859649122806,2016-09-01_2017-02-24,13
1301,2016-09-01,2017-02-24,77.0,92.6,0.20259740259740253,2016-09-01_2017-02-24,50
8341,2016-09-01,2017-02-24,126.0,127.5,0.011904761904761904,2016-09-01_2017-02-24,136
5876,2016-09-01,2017-02-24,27.23,29.09,0.06830701432243846,2016-09-01_2017-02-24,103
1227,2016-09-01,2017-02-24,77.2,77.0,-0.00259067357512957,2016-09-01_2017-02-24,149
2889,2016-09-01,2017-02-24,7.96,8.73,0.0967336683417086,2016-09-01_2017-02-24,87
3005,2016-09-01,2017-02-24,28.9,43.0,0.4878892733564015,2016-09-01_2017-02-24,12
1216,2016-09-01,2017-02-24,58.3,54.6,-0.06346483704974264,2016-09-01_2017-02-24,177
3023,2016-09-01,2017-02-24,72.5,73.3,0.01103448275862065,2016-09-01_2017-02-24,138
5534,2016-09-01,2017-02-24,53.0,70.3,0.32641509433962257,2016-09-01_2017-02-24,21
2023,2016-09-01,2017-02-24,10.05,14.2,0.4129353233830844,2016-09-01_2017-02-24,15
6415,2016-09-01,2017-02-24,473.0,517.0,0.09302325581395349,2016-09-01_2017-02-24,88
1402,2016-09-01,2017-02-24,23.3,27.5,0.18025751072961368,2016-09-01_2017-02-24,59
1262,2016-09-01,2017-02-24,136.5,163.5,0.1978021978021978,2016-09-01_2017-02-24,53
1704,2016-09-01,2017-02-24,39.35,44.4,0.12833545108005076,2016-09-01_2017-02-24,71
3060,2016-09-01,2017-02-24,40.15,37.75,-0.059775840597758374,2016-09-01_2017-02-24,175
3576,2016-09-01,2017-02-24,16.4,15.55,-0.0518292682926828,2016-09-01_2017-02-24,170
1605,2016-09-01,2017-02-24,10.2,14.2,0.3921568627450981,2016-09-01_2017-02-24,16
6005,2016-09-01,2017-02-24,8.04,10.1,0.2562189054726369,2016-09-01_2017-02-24,30
1590,2016-09-01,2017-02-24,230.0,284.0,0.23478260869565218,2016-09-01_2017-02-24,36
8046,2016-09-01,2017-02-24,25.65,25.2,-0.017543859649122782,2016-09-01_2017-02-24,157
8150,2016-09-01,2017-02-24,30.3,24.75,-0.1831683168316832,2016-09-01_2017-02-24,195
1536,2016-09-01,2017-02-24,161.5,138.0,-0.14551083591331268,2016-09-01_2017-02-24,190
9907,2016-09-01,2017-02-24,14.1,15.35,0.08865248226950355,2016-09-01_2017-02-24,92
9940,2016-09-01,2017-02-24,28.0,33.3,0.1892857142857142,2016-09-01_2017-02-24,57
1504,2016-09-01,2017-02-24,26.35,27.7,0.05123339658444014,2016-09-01_2017-02-24,113
1702,2016-09-01,2017-02-24,69.9,63.0,-0.09871244635193141,2016-09-01_2017-02-24,185
1477,2016-09-01,2017-02-24,147.0,124.5,-0.15306122448979592,2016-09-01_2017-02-24,191
1589,2016-09-01,2017-02-24,170.0,119.0,-0.3,2016-09-01_2017-02-24,197
1707,2016-09-01,2017-02-24,246.5,204.5,-0.17038539553752535,2016-09-01_2017-02-24,194
1476,2016-09-01,2017-02-24,400.5,309.0,-0.22846441947565543,2016-09-01_2017-02-24,196
2849,2016-09-01,2017-02-24,13.4,13.95,0.0410447761194029,2016-09-01_2017-02-24,121
4137,2016-09-01,2017-02-24,163.0,163.5,0.003067484662576687,2016-09-01_2017-02-24,145
1434,2016-09-01,2017-02-24,29.9,31.2,0.043478260869565244,2016-09-01_2017-02-24,118
2355,2016-09-01,2017-02-24,73.8,61.4,-0.16802168021680217,2016-09-01_2017-02-24,192
6414,2016-09-01,2017-02-24,498.5,485.0,-0.02708124373119358,2016-09-01_2017-02-24,162
2231,2016-09-01,2017-02-24,382.5,253.5,-0.33725490196078434,2016-09-01_2017-02-24,198
6409,2016-09-01,2017-02-24,489.5,452.0,-0.07660878447395301,2016-09-01_2017-02-24,181
2834,2016-09-01,2017-02-24,8.43,8.41,-0.0023724792408065924,2016-09-01_2017-02-24,148
2382,2016-09-01,2017-02-24,58.8,63.7,0.08333333333333344,2016-09-01_2017-02-24,95
2845,2016-09-01,2017-02-24,8.95,9.35,0.04469273743016764,2016-09-01_2017-02-24,116
2867,2016-09-01,2017-02-24,14.85,16.55,0.11447811447811455,2016-09-01_2017-02-24,79
2379,2016-09-01,2017-02-24,122.0,114.5,-0.06147540983606557,2016-09-01_2017-02-24,176
2880,2016-09-01,2017-02-24,16.0,16.9,0.05624999999999991,2016-09-01_2017-02-24,109
2881,2016-09-01,2017-02-24,44.15,49.75,0.1268403171007928,2016-09-01_2017-02-24,73
2377,2016-09-01,2017-02-24,75.5,71.1,-0.05827814569536431,2016-09-01_2017-02-24,173
2882,2016-09-01,2017-02-24,39.35,48.25,0.22617534942820836,2016-09-01_2017-02-24,40
2883,2016-09-01,2017-02-24,7.98,8.1,0.015037593984962308,2016-09-01_2017-02-24,132
2376,2016-09-01,2017-02-24,42.65,42.8,0.0035169988276670242,2016-09-01_2017-02-24,144
2884,2016-09-01,2017-02-24,18.05,18.65,0.03324099722991678,2016-09-01_2017-02-24,124
2885,2016-09-01,2017-02-24,11.1,13.0,0.1711711711711712,2016-09-01_2017-02-24,61
2371,2016-09-01,2017-02-24,5.48,15.9,1.9014598540145984,2016-09-01_2017-02-24,2
2886,2016-09-01,2017-02-24,21.25,23.9,0.12470588235294111,2016-09-01_2017-02-24,75
2887,2016-09-01,2017-02-24,11.7,12.15,0.038461538461538554,2016-09-01_2017-02-24,123
2360,2016-09-01,2017-02-24,78.5,93.8,0.19490445859872607,2016-09-01_2017-02-24,56
2888,2016-09-01,2017-02-24,6.81,8.29,0.21732745961820846,2016-09-01_2017-02-24,43
2357,2016-09-01,2017-02-24,270.0,277.5,0.027777777777777776,2016-09-01_2017-02-24,126
2890,2016-09-01,2017-02-24,9.22,9.35,0.014099783080260195,2016-09-01_2017-02-24,133
2891,2016-09-01,2017-02-24,18.25,18.35,0.005479452054794599,2016-09-01_2017-02-24,142
2823,2016-09-01,2017-02-24,27.85,30.15,0.08258527827648104,2016-09-01_2017-02-24,96
2356,2016-09-01,2017-02-24,22.95,22.8,-0.006535947712418239,2016-09-01_2017-02-24,151
2383,2016-09-01,2017-02-24,85.7,112.5,0.3127187864644107,2016-09-01_2017-02-24,22
2385,2016-09-01,2017-02-24,77.8,72.4,-0.06940874035989707,2016-09-01_2017-02-24,180
2454,2016-09-01,2017-02-24,251.0,224.0,-0.10756972111553785,2016-09-01_2017-02-24,186
2449,2016-09-01,2017-02-24,28.85,28.75,-0.003466204506065907,2016-09-01_2017-02-24,150
2474,2016-09-01,2017-02-24,226.0,257.0,0.13716814159292035,2016-09-01_2017-02-24,67
2448,2016-09-01,2017-02-24,23.75,28.9,0.21684210526315784,2016-09-01_2017-02-24,44
2492,2016-09-01,2017-02-24,33.05,43.1,0.3040847201210289,2016-09-01_2017-02-24,23
2498,2016-09-01,2017-02-24,84.5,78.9,-0.06627218934911236,2016-09-01_2017-02-24,178
2439,2016-09-01,2017-02-24,116.0,144.0,0.2413793103448276,2016-09-01_2017-02-24,34
2542,2016-09-01,2017-02-24,48.85,49.9,0.021494370522006083,2016-09-01_2017-02-24,131
2603,2016-09-01,2017-02-24,13.2,14.55,0.10227272727272739,2016-09-01_2017-02-24,84
2412,2016-09-01,2017-02-24,113.0,102.0,-0.09734513274336283,2016-09-01_2017-02-24,184
2606,2016-09-01,2017-02-24,22.35,33.5,0.49888143176733774,2016-09-01_2017-02-24,11
2610,2016-09-01,2017-02-24,9.25,10.1,0.09189189189189186,2016-09-01_2017-02-24,89
2409,2016-09-01,2017-02-24,12.1,12.2,0.008264462809917326,2016-09-01_2017-02-24,141
2615,2016-09-01,2017-02-24,16.05,18.85,0.17445482866043618,2016-09-01_2017-02-24,60
2618,2016-09-01,2017-02-24,14.85,15.25,0.02693602693602696,2016-09-01_2017-02-24,127
2408,2016-09-01,2017-02-24,37.0,45.5,0.22972972972972974,2016-09-01_2017-02-24,39
2633,2016-09-01,2017-02-24,15.7,21.55,0.37261146496815295,2016-09-01_2017-02-24,17
2723,2016-09-01,2017-02-24,299.5,288.5,-0.03672787979966611,2016-09-01_2017-02-24,167
2395,2016-09-01,2017-02-24,274.0,261.5,-0.04562043795620438,2016-09-01_2017-02-24,169
2801,2016-09-01,2017-02-24,16.15,18.35,0.13622291021671845,2016-09-01_2017-02-24,69
2809,2016-09-01,2017-02-24,27.0,28.6,0.05925925925925931,2016-09-01_2017-02-24,107
2812,2016-09-01,2017-02-24,8.89,9.43,0.06074240719910001,2016-09-01_2017-02-24,105
1102,2016-09-01,2017-02-24,27.5,30.4,0.1054545454545454,2016-09-01_2017-02-24,82
2892,2016-09-01,2017-02-24,16.2,18.15,0.12037037037037034,2016-09-01_2017-02-24,78
2354,2016-09-01,2017-02-24,87.1,91.7,0.052812858783008135,2016-09-01_2017-02-24,112
2325,2016-09-01,2017-02-24,46.55,48.4,0.03974221267454353,2016-09-01_2017-02-24,122
4915,2016-09-01,2017-02-24,44.55,47.0,0.05499438832772173,2016-09-01_2017-02-24,110
2324,2016-09-01,2017-02-24,18.8,19.25,0.02393617021276592,2016-09-01_2017-02-24,130
4938,2016-09-01,2017-02-24,76.4,80.7,0.05628272251308896,2016-09-01_2017-02-24,108
4943,2016-09-01,2017-02-24,63.09,86.5,0.3710572198446663,2016-09-01_2017-02-24,18
2317,2016-09-01,2017-02-24,87.4,89.5,0.024027459954233343,2016-09-01_2017-02-24,129
4958,2016-09-01,2017-02-24,63.2,76.5,0.2104430379746835,2016-09-01_2017-02-24,47
5264,2016-09-01,2017-02-24,110.5,104.0,-0.058823529411764705,2016-09-01_2017-02-24,174
2313,2016-09-01,2017-02-24,15.8,20.05,0.2689873417721519,2016-09-01_2017-02-24,29
5522,2016-09-01,2017-02-24,37.1,38.95,0.049865229110512166,2016-09-01_2017-02-24,114
5871,2016-09-01,2017-02-24,54.1,65.9,0.21811460258780044,2016-09-01_2017-02-24,41
2311,2016-09-01,2017-02-24,38.5,38.15,-0.009090909090909129,2016-09-01_2017-02-24,152
5880,2016-09-01,2017-02-24,14.05,14.65,0.042704626334519546,2016-09-01_2017-02-24,120
6116,2016-09-01,2017-02-24,5.48,7.75,0.4142335766423357,2016-09-01_2017-02-24,14
2308,2016-09-01,2017-02-24,169.0,171.0,0.011834319526627219,2016-09-01_2017-02-24,137
6176,2016-09-01,2017-02-24,51.6,63.5,0.23062015503875966,2016-09-01_2017-02-24,38
6239,2016-09-01,2017-02-24,81.3,89.2,0.09717097170971717,2016-09-01_2017-02-24,86
2303,2016-09-01,2017-02-24,11.5,12.75,0.10869565217391304,2016-09-01_2017-02-24,80
6269,2016-09-01,2017-02-24,87.6,94.5,0.0787671232876713,2016-09-01_2017-02-24,101
2301,2016-09-01,2017-02-24,47.7,51.5,0.0796645702306079,2016-09-01_2017-02-24,100
6285,2016-09-01,2017-02-24,95.0,89.7,-0.05578947368421049,2016-09-01_2017-02-24,171
