,date,stock_id,close
0,2016-05-03,1101,32.65
1,2016-05-04,1101,31.0
2,2016-05-05,1101,30.8
3,2016-05-06,1101,30.7
4,2016-05-09,1101,30.0
5,2016-05-10,1101,30.2
6,2016-05-11,1101,29.65
7,2016-05-12,1101,29.7
8,2016-05-13,1101,29.0
9,2016-05-16,1101,28.6
10,2016-05-17,1101,29.0
11,2016-05-18,1101,28.5
12,2016-05-19,1101,27.7
13,2016-05-20,1101,28.3
14,2016-05-23,1101,28.8
15,2016-05-24,1101,28.9
16,2016-05-25,1101,29.25
17,2016-05-26,1101,29.3
18,2016-05-27,1101,29.45
19,2016-05-30,1101,29.65
20,2016-05-31,1101,30.05
21,2016-06-01,1101,29.9
22,2016-06-02,1101,30.0
23,2016-06-03,1101,30.7
24,2016-06-04,1101,30.6
25,2016-06-06,1101,29.95
26,2016-06-07,1101,31.3
27,2016-06-08,1101,31.6
28,2016-06-13,1101,31.5
29,2016-06-14,1101,31.3
30,2016-06-15,1101,32.2
31,2016-06-16,1101,30.65
32,2016-06-17,1101,31.9
33,2016-06-20,1101,32.2
34,2016-06-21,1101,32.5
35,2016-06-22,1101,32.75
36,2016-06-23,1101,31.95
37,2016-06-24,1101,31.5
38,2016-06-27,1101,31.5
39,2016-06-28,1101,31.85
40,2016-06-29,1101,31.5
41,2016-06-30,1101,32.05
42,2016-07-01,1101,32.65
43,2016-07-04,1101,33.65
44,2016-07-05,1101,33.95
45,2016-07-06,1101,33.1
46,2016-07-07,1101,34.1
47,2016-07-11,1101,35.1
48,2016-07-12,1101,34.8
49,2016-07-13,1101,35.0
50,2016-07-14,1101,35.05
51,2016-07-15,1101,35.25
52,2016-07-18,1101,35.5
53,2016-07-19,1101,35.6
54,2016-07-20,1101,35.3
55,2016-07-21,1101,35.5
56,2016-07-22,1101,34.85
57,2016-07-25,1101,34.1
58,2016-07-26,1101,33.75
59,2016-07-27,1101,34.05
60,2016-07-28,1101,34.1
61,2016-07-29,1101,33.9
62,2016-08-01,1101,33.9
63,2016-08-02,1101,34.4
64,2016-08-03,1101,34.9
65,2016-08-04,1101,34.5
66,2016-08-05,1101,34.9
67,2016-08-08,1101,35.0
68,2016-08-09,1101,35.0
69,2016-08-10,1101,35.05
70,2016-08-11,1101,35.0
71,2016-08-12,1101,35.0
72,2016-08-15,1101,35.0
73,2016-08-16,1101,34.85
74,2016-08-17,1101,34.2
75,2016-08-18,1101,35.1
76,2016-08-19,1101,36.75
77,2016-08-22,1101,37.6
78,2016-08-23,1101,37.55
79,2016-08-24,1101,37.55
80,2016-08-25,1101,37.8
81,2016-08-26,1101,37.6
82,2016-08-29,1101,36.8
83,2016-08-30,1101,36.25
84,2016-08-31,1101,36.25
85,2016-09-01,1101,35.25
86,2016-09-02,1101,35.75
87,2016-09-05,1101,36.4
88,2016-09-06,1101,37.5
89,2016-09-07,1101,37.5
90,2016-09-08,1101,36.5
91,2016-09-09,1101,35.75
92,2016-09-10,1101,35.5
93,2016-09-12,1101,34.7
94,2016-09-13,1101,34.4
95,2016-09-14,1101,33.95
96,2016-09-19,1101,34.6
97,2016-09-20,1101,34.5
98,2016-09-21,1101,36.3
99,2016-09-22,1101,35.8
100,2016-09-23,1101,35.8
101,2016-09-26,1101,36.05
102,2016-09-29,1101,36.6
103,2016-09-30,1101,35.65
104,2016-10-03,1101,35.75
105,2016-10-04,1101,35.95
106,2016-10-05,1101,36.4
107,2016-10-06,1101,36.6
108,2016-10-07,1101,36.65
109,2016-10-11,1101,36.05
110,2016-10-12,1101,36.05
111,2016-10-13,1101,35.0
112,2016-10-14,1101,35.85
113,2016-10-17,1101,36.05
114,2016-10-18,1101,36.4
115,2016-10-19,1101,37.35
116,2016-10-20,1101,36.9
117,2016-10-21,1101,36.7
118,2016-10-24,1101,37.0
119,2016-10-25,1101,37.45
120,2016-10-26,1101,37.55
121,2016-10-27,1101,37.55
122,2016-10-28,1101,37.8
123,2016-10-31,1101,37.85
124,2016-11-01,1101,37.35
125,2016-11-02,1101,36.25
126,2016-11-03,1101,35.9
127,2016-11-04,1101,36.05
128,2016-11-07,1101,37.1
129,2016-11-08,1101,37.5
130,2016-11-09,1101,36.3
131,2016-11-10,1101,38.15
132,2016-11-11,1101,37.5
133,2016-11-14,1101,37.05
134,2016-11-15,1101,36.7
135,2016-11-16,1101,36.55
136,2016-11-17,1101,36.2
137,2016-11-18,1101,35.85
138,2016-11-21,1101,36.8
139,2016-11-22,1101,37.1
140,2016-11-23,1101,37.15
141,2016-11-24,1101,36.75
142,2016-11-25,1101,36.75
143,2016-11-28,1101,37.0
144,2016-11-29,1101,36.6
145,2016-11-30,1101,36.85
146,2016-12-01,1101,37.1
147,2016-12-02,1101,37.1
148,2016-12-05,1101,36.7
149,2016-12-06,1101,36.95
150,2016-12-07,1101,37.05
151,2016-12-08,1101,38.0
152,2016-12-09,1101,37.95
153,2016-12-12,1101,37.9
154,2016-12-13,1101,37.85
155,2016-12-14,1101,37.7
156,2016-12-15,1101,37.05
157,2016-12-16,1101,36.65
158,2016-12-19,1101,36.0
159,2016-12-20,1101,36.25
160,2016-12-21,1101,35.9
161,2016-12-22,1101,35.0
162,2016-12-23,1101,34.35
163,2016-12-26,1101,34.25
164,2016-12-27,1101,34.1
165,2016-12-28,1101,34.5
166,2016-12-29,1101,34.2
167,2016-12-30,1101,35.15
168,2017-01-03,1101,35.15
169,2017-01-04,1101,35.25
170,2017-01-05,1101,35.25
171,2017-01-06,1101,35.25
172,2017-01-09,1101,34.9
173,2017-01-10,1101,34.95
174,2017-01-11,1101,35.8
175,2017-01-12,1101,36.3
176,2017-01-13,1101,36.0
177,2017-01-16,1101,35.8
178,2017-01-17,1101,35.55
179,2017-01-18,1101,35.45
180,2017-01-19,1101,34.65
181,2017-01-20,1101,34.95
182,2017-01-23,1101,35.75
183,2017-01-24,1101,35.4
184,2017-02-02,1101,35.3
185,2017-02-03,1101,36.0
186,2017-02-06,1101,35.6
187,2017-02-07,1101,35.25
188,2017-02-08,1101,35.2
189,2017-02-09,1101,36.3
190,2017-02-10,1101,38.2
191,2017-02-13,1101,38.0
192,2017-02-14,1101,37.8
193,2017-02-15,1101,38.05
194,2017-02-16,1101,37.65
195,2017-02-17,1101,37.5
196,2017-02-18,1101,37.3
197,2017-02-20,1101,36.6
198,2017-02-21,1101,37.05
