Stock_id,Start_Date,End_Date,Start_Price,End_Price,Return,combination,rank,remark
4137,2016-05-03,2016-10-31,229.5,138.5,-0.3965141612200435,2016-05-03_2016-10-31,198,Loser
3662,2016-05-03,2016-10-31,103.0,11.75,-0.8859223300970874,2016-05-03_2016-10-31,199,Loser
6116,2016-06-01,2016-11-30,3.81,9.02,1.3674540682414695,2016-06-01_2016-11-30,1,Winner
2371,2016-06-01,2016-11-30,5.06,9.84,0.9446640316205536,2016-06-01_2016-11-30,2,Winner
3406,2016-06-01,2016-11-30,47.7,92.3,0.9350104821802934,2016-06-01_2016-11-30,3,Winner
3005,2016-06-01,2016-11-30,23.15,40.45,0.7473002159827216,2016-06-01_2016-11-30,4,Winner
2439,2016-06-01,2016-11-30,70.6,121.5,0.7209631728045327,2016-06-01_2016-11-30,5,Winner
5269,2016-06-01,2016-11-30,157.0,263.0,0.6751592356687898,2016-06-01_2016-11-30,6,Winner
3532,2016-06-01,2016-11-30,31.2,51.6,0.653846153846154,2016-06-01_2016-11-30,7,Winner
2377,2016-06-01,2016-11-30,52.6,85.0,0.6159695817490494,2016-06-01_2016-11-30,8,Winner
2023,2016-06-01,2016-11-30,8.04,12.3,0.5298507462686569,2016-06-01_2016-11-30,9,Winner
2337,2016-06-01,2016-11-30,2.65,4.04,0.5245283018867926,2016-06-01_2016-11-30,10,Winner
2352,2016-06-01,2016-11-30,10.65,15.4,0.4460093896713615,2016-06-01_2016-11-30,11,Winner
1605,2016-06-01,2016-11-30,9.29,13.4,0.4424111948331541,2016-06-01_2016-11-30,12,Winner
1319,2016-06-01,2016-11-30,47.6,68.0,0.4285714285714285,2016-06-01_2016-11-30,13,Winner
3706,2016-06-01,2016-11-30,22.9,32.45,0.4170305676855897,2016-06-01_2016-11-30,14,Winner
2823,2016-06-01,2016-11-30,25.3,34.0,0.3438735177865612,2016-06-01_2016-11-30,15,Winner
2501,2016-06-01,2016-11-30,13.85,18.6,0.3429602888086644,2016-06-01_2016-11-30,16,Winner
3008,2016-06-01,2016-11-30,2830.0,3690.0,0.303886925795053,2016-06-01_2016-11-30,17,Winner
2456,2016-06-01,2016-11-30,56.0,71.6,0.2785714285714284,2016-06-01_2016-11-30,18,Winner
2809,2016-06-01,2016-11-30,21.2,27.1,0.2783018867924529,2016-06-01_2016-11-30,19,Winner
2881,2016-06-01,2016-11-30,39.0,49.45,0.267948717948718,2016-06-01_2016-11-30,20,
2383,2016-06-01,2016-11-30,66.7,83.8,0.2563718140929534,2016-06-01_2016-11-30,21,
8464,2016-06-01,2016-11-30,286.5,357.0,0.2460732984293193,2016-06-01_2016-11-30,22,
6415,2016-06-01,2016-11-30,392.0,486.5,0.2410714285714285,2016-06-01_2016-11-30,23,
2882,2016-06-01,2016-11-30,38.0,46.9,0.2342105263157894,2016-06-01_2016-11-30,24,
1101,2016-06-01,2016-11-30,29.9,36.85,0.2324414715719064,2016-06-01_2016-11-30,25,
2915,2016-06-01,2016-11-30,47.6,58.5,0.2289915966386554,2016-06-01_2016-11-30,26,
2409,2016-06-01,2016-11-30,9.32,11.45,0.2285407725321887,2016-06-01_2016-11-30,27,
1314,2016-06-01,2016-11-30,7.7,9.43,0.2246753246753246,2016-06-01_2016-11-30,28,
6505,2016-06-01,2016-11-30,87.9,107.5,0.222980659840728,2016-06-01_2016-11-30,29,
1909,2016-06-01,2016-11-30,13.25,16.2,0.2226415094339622,2016-06-01_2016-11-30,30,
6285,2016-06-01,2016-11-30,77.2,94.3,0.221502590673575,2016-06-01_2016-11-30,31,
1326,2016-06-01,2016-11-30,81.9,99.9,0.2197802197802197,2016-06-01_2016-11-30,32,
2633,2016-06-01,2016-11-30,15.91,19.05,0.1973601508485229,2016-06-01_2016-11-30,33,
2002,2016-06-01,2016-11-30,20.95,25.0,0.1933174224343676,2016-06-01_2016-11-30,34,
2888,2016-06-01,2016-11-30,6.91,8.22,0.1895803183791607,2016-06-01_2016-11-30,35,
6239,2016-06-01,2016-11-30,69.0,81.9,0.1869565217391305,2016-06-01_2016-11-30,36,
2027,2016-06-01,2016-11-30,15.55,18.4,0.1832797427652731,2016-06-01_2016-11-30,37,
3019,2016-06-01,2016-11-30,25.8,30.5,0.1821705426356588,2016-06-01_2016-11-30,38,
2301,2016-06-01,2016-11-30,42.55,50.3,0.1821386603995299,2016-06-01_2016-11-30,39,
2103,2016-06-01,2016-11-30,27.3,32.25,0.1813186813186812,2016-06-01_2016-11-30,40,
2104,2016-06-01,2016-11-30,23.45,27.5,0.1727078891257996,2016-06-01_2016-11-30,41,
9940,2016-06-01,2016-11-30,27.25,31.95,0.1724770642201834,2016-06-01_2016-11-30,42,
1707,2016-06-01,2016-11-30,204.0,239.0,0.1715686274509804,2016-06-01_2016-11-30,43,
2448,2016-06-01,2016-11-30,20.05,23.45,0.169576059850374,2016-06-01_2016-11-30,44,
2207,2016-06-01,2016-11-30,314.5,366.5,0.1653418124006359,2016-06-01_2016-11-30,45,
3044,2016-06-01,2016-11-30,62.7,73.0,0.1642743221690589,2016-06-01_2016-11-30,46,
2727,2016-06-01,2016-11-30,119.0,138.0,0.1596638655462184,2016-06-01_2016-11-30,47,
6176,2016-06-01,2016-11-30,50.4,58.2,0.1547619047619048,2016-06-01_2016-11-30,48,
2330,2016-06-01,2016-11-30,159.0,183.0,0.1509433962264151,2016-06-01_2016-11-30,49,
2006,2016-06-01,2016-11-30,18.95,21.8,0.1503957783641162,2016-06-01_2016-11-30,50,
1301,2016-06-01,2016-11-30,79.0,90.8,0.1493670886075949,2016-06-01_2016-11-30,51,
2492,2016-06-01,2016-11-30,31.25,35.9,0.1487999999999999,2016-06-01_2016-11-30,52,
6452,2016-06-01,2016-11-30,367.0,420.5,0.1457765667574931,2016-06-01_2016-11-30,53,
1210,2016-06-01,2016-11-30,25.75,29.45,0.1436893203883495,2016-06-01_2016-11-30,54,
4915,2016-06-01,2016-11-30,40.15,45.8,0.1407222914072229,2016-06-01_2016-11-30,55,
5534,2016-06-01,2016-11-30,52.8,60.1,0.1382575757575758,2016-06-01_2016-11-30,56,
2344,2016-06-01,2016-11-30,8.7,9.9,0.1379310344827587,2016-06-01_2016-11-30,57,
2379,2016-06-01,2016-11-30,87.4,99.0,0.1327231121281464,2016-06-01_2016-11-30,58,
2867,2016-06-01,2016-11-30,15.25,17.2,0.1278688524590163,2016-06-01_2016-11-30,59,
2408,2016-06-01,2016-11-30,39.55,44.5,0.1251580278128951,2016-06-01_2016-11-30,60,
1102,2016-06-01,2016-11-30,24.95,28.05,0.124248496993988,2016-06-01_2016-11-30,61,
2376,2016-06-01,2016-11-30,37.6,42.2,0.1223404255319149,2016-06-01_2016-11-30,62,
2354,2016-06-01,2016-11-30,74.5,83.6,0.1221476510067113,2016-06-01_2016-11-30,63,
1710,2016-06-01,2016-11-30,19.85,22.2,0.1183879093198991,2016-06-01_2016-11-30,64,
2204,2016-06-01,2016-11-30,24.0,26.8,0.1166666666666667,2016-06-01_2016-11-30,65,
3481,2016-06-01,2016-11-30,9.98,11.0,0.1022044088176352,2016-06-01_2016-11-30,66,
