combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201010,loser,14,-0.016820451977091592,0.022467796488692474
201001-201010,winner,14,0.009833663188178656,0.05169705507106364
201002-201011,loser,14,-0.006023454823464258,0.023235549015864856
201002-201011,winner,14,0.01080276680179308,0.03266079814284912
201003-201012,loser,14,-0.009402839954502515,0.027679461751600864
201003-201012,winner,14,0.004622026311560757,0.038030366519876256
201004-201101,loser,14,-0.03277062078701459,0.03413668140495996
201004-201101,winner,14,0.004322948552648307,0.03641017209249053
201005-201102,loser,14,-0.0654573985520999,0.05347440112517979
201005-201102,winner,14,-0.00880743998238555,0.03379250790880271
201006-201103,loser,14,-0.055819171901187896,0.057638080865209045
201006-201103,winner,14,-0.005862144320277409,0.05773995330348673
201007-201104,loser,14,-0.05152821277472874,0.06681551072417295
201007-201104,winner,14,-0.03325678084023444,0.03833003640104819
201008-201105,loser,14,-0.05966579715766383,0.06834201478777116
201008-201105,winner,14,-0.026409790971530425,0.042726928405043656
201009-201106,loser,14,-0.08503654615805731,0.0760408952092867
201009-201106,winner,14,-0.055233884013139674,0.0446029534479758
201010-201107,loser,14,-0.058539918169698675,0.04702086733788904
201010-201107,winner,14,-0.04832140195076393,0.028827374220936237
201011-201108,loser,14,0.013942630816921613,0.03293224330475934
201011-201108,winner,14,-0.01729683122412764,0.03120817051283128
201012-201109,loser,14,0.0168212853963686,0.029348498649220702
201012-201109,winner,14,-0.006084799053717935,0.03625888822848302
201101-201110,loser,14,0.008216563612867699,0.030168435432557022
201101-201110,winner,14,0.0189055673504409,0.031890879071694696
201102-201111,loser,14,-0.0030394030727470506,0.04885485114189154
201102-201111,winner,14,0.002761175654705715,0.02733302218207906
201103-201112,loser,14,0.02054000205039531,0.04540524189235965
201103-201112,winner,14,0.016201574094139394,0.03232007328848557
201104-201201,loser,14,-0.007166731216076285,0.03243124209178305
201104-201201,winner,14,0.026431296429380295,0.035248205491235106
201105-201202,loser,14,-0.0639260340962088,0.043095832319623516
201105-201202,winner,14,0.014777498014345787,0.03206463712556274
201106-201203,loser,14,-0.05448851228450111,0.048579469529930176
201106-201203,winner,14,0.009090297139560407,0.027914466861045796
201107-201204,loser,14,-0.023041987526687114,0.04139050717548548
201107-201204,winner,14,0.02050253166877391,0.033726464675300535
201108-201205,loser,14,-0.03043447295858716,0.062454174131837334
201108-201205,winner,14,0.002000370601560193,0.02197802755204239
201109-201206,loser,14,0.01569288407575722,0.046327384072710504
201109-201206,winner,14,0.007285992152395845,0.045551543012340844
201110-201207,loser,14,0.005714882794932636,0.027160560361699757
201110-201207,winner,14,0.012482300938369622,0.029699366113532535
201111-201208,loser,14,0.020984732862931753,0.04319243216412322
201111-201208,winner,14,0.017856330915408423,0.02308230867445182
201112-201209,loser,14,0.005565482982181092,0.03569726486717174
201112-201209,winner,14,0.01985371758171132,0.039056599217437864
