,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-05-03,3443,585269,43349906,75.2,75.3,73.2,73.5,-2.0,452
1,2016-05-04,3443,349254,25830845,73.8,74.5,73.4,74.0,0.5,298
2,2016-05-05,3443,386030,28153273,74.0,74.5,72.2,72.7,-1.3,306
3,2016-05-06,3443,1371299,94643379,71.3,71.9,67.9,67.9,-4.8,932
4,2016-05-09,3443,550316,38072511,68.9,70.3,68.4,68.9,1.0,495
5,2016-05-10,3443,467495,32769397,69.8,70.7,69.0,70.6,1.7,379
6,2016-05-11,3443,553440,39393946,71.0,72.5,70.0,71.4,0.8,475
7,2016-05-12,3443,322251,22698618,71.0,71.2,69.8,70.4,-1.0,274
8,2016-05-13,3443,283195,19651450,70.4,70.7,69.0,69.0,-1.4,251
9,2016-05-16,3443,303100,21405680,68.9,71.7,68.5,71.1,2.1,244
10,2016-05-17,3443,219664,15571342,71.2,71.5,70.0,71.3,0.2,204
11,2016-05-18,3443,221120,15652520,70.9,71.3,70.3,71.0,-0.3,198
12,2016-05-19,3443,436355,31296205,71.0,72.6,70.9,71.3,0.3,345
13,2016-05-20,3443,212311,15056424,71.4,71.4,70.3,70.8,-0.5,193
14,2016-05-23,3443,310235,22389096,70.8,72.6,70.7,72.3,1.5,256
15,2016-05-24,3443,181833,13106358,72.3,72.5,71.7,72.0,-0.3,159
16,2016-05-25,3443,838156,62729127,72.3,76.7,72.3,74.3,2.3,621
17,2016-05-26,3443,370000,27292500,74.5,74.9,73.0,73.5,-0.8,308
18,2016-05-27,3443,496112,36590252,74.1,74.8,73.1,73.3,-0.2,339
19,2016-05-30,3443,416282,30813027,74.8,75.0,73.2,73.9,0.6,298
20,2016-05-31,3443,392598,29270430,74.7,75.6,73.5,74.2,0.3,294
21,2016-06-01,3443,448254,33587522,74.7,75.5,74.2,74.8,0.6,323
22,2016-06-02,3443,542808,40215424,75.5,75.5,73.2,73.2,-1.6,388
23,2016-06-03,3443,303259,22216036,73.2,73.8,72.8,73.3,0.1,214
24,2016-06-04,3443,84095,6181901,73.5,73.8,73.2,73.5,0.2,68
25,2016-06-06,3443,402117,29811916,73.9,74.7,73.7,73.9,0.4,249
26,2016-06-07,3443,1251204,94978148,74.8,77.0,74.8,75.6,1.7,822
27,2016-06-08,3443,989654,74721807,76.1,76.5,74.8,75.7,0.1,699
28,2016-06-13,3443,697130,50364576,72.7,72.8,71.3,72.3,0.0,515
29,2016-06-14,3443,351916,25447952,72.6,72.9,71.9,72.0,-0.3,286
30,2016-06-15,3443,285033,20416062,71.8,72.0,71.2,71.5,-0.5,246
31,2016-06-16,3443,411800,29202558,71.2,71.7,70.6,70.7,-0.8,294
32,2016-06-17,3443,237030,16972969,71.3,72.0,71.1,71.4,0.7,183
33,2016-06-20,3443,156505,11285307,71.9,72.4,71.1,72.0,0.6,146
34,2016-06-21,3443,510120,37410660,72.5,73.8,72.1,73.4,1.4,433
35,2016-06-22,3443,244129,17895303,73.4,73.7,73.0,73.3,-0.1,206
36,2016-06-23,3443,285000,20787800,73.3,73.3,72.5,72.8,-0.5,225
37,2016-06-24,3443,575635,40922229,72.7,72.7,70.1,70.8,-2.0,442
38,2016-06-27,3443,534127,38010104,70.0,72.2,70.0,72.2,1.4,419
39,2016-06-28,3443,275858,19809417,71.6,72.1,71.3,72.0,-0.2,238
40,2016-06-29,3443,1022750,75439000,72.3,74.3,72.3,73.5,1.5,778
41,2016-06-30,3443,353405,25905166,73.7,73.9,72.8,73.2,-0.3,297
42,2016-07-01,3443,1122129,84355509,73.6,76.4,73.3,74.9,1.7,861
43,2016-07-04,3443,1087172,80816714,75.0,75.0,73.8,74.0,-0.9,724
44,2016-07-05,3443,1281384,96451627,74.0,76.5,73.6,76.2,2.2,951
45,2016-07-06,3443,1417790,105140645,74.5,75.2,73.5,73.5,-2.7,1024
46,2016-07-07,3443,444033,32962348,74.7,74.7,73.9,74.1,0.6,350
47,2016-07-11,3443,363954,26997208,74.7,74.7,73.7,73.7,-0.4,268
48,2016-07-12,3443,291505,21558168,73.8,74.4,73.6,73.8,0.1,246
49,2016-07-13,3443,462156,33914366,73.8,74.4,72.8,73.1,-0.7,369
50,2016-07-14,3443,360298,26384580,73.4,74.0,72.8,72.9,-0.2,294
51,2016-07-15,3443,597152,43613525,73.5,73.6,72.8,73.0,0.1,474
52,2016-07-18,3443,338211,24747544,73.6,73.6,73.0,73.1,0.1,273
53,2016-07-19,3443,326600,23966838,73.5,73.8,73.2,73.3,0.2,244
54,2016-07-20,3443,894290,66362427,73.3,74.9,73.3,73.9,0.6,676
55,2016-07-21,3443,1565794,119011662,74.7,76.5,74.4,75.6,1.7,1141
56,2016-07-22,3443,1501308,116011236,75.0,78.4,75.0,77.4,1.8,1063
57,2016-07-25,3443,972500,74830349,78.0,78.7,75.5,76.6,-0.8,648
58,2016-07-26,3443,688167,52949791,76.6,77.6,76.3,76.3,-0.3,511
59,2016-07-27,3443,1555840,122268231,76.8,79.6,76.4,77.8,1.5,1039
60,2016-07-28,3443,614019,47812968,78.0,78.4,77.3,77.9,0.1,508
61,2016-07-29,3443,421037,32358036,78.3,78.5,75.6,76.7,-1.2,334
62,2016-08-01,3443,351397,27279386,76.8,78.2,76.8,77.3,0.6,291
63,2016-08-02,3443,378618,29493179,77.5,78.8,76.8,78.3,1.0,299
64,2016-08-03,3443,436173,34072494,77.2,78.6,77.2,77.9,-0.4,331
65,2016-08-04,3443,595119,46793853,78.3,79.4,78.1,79.1,1.2,443
66,2016-08-05,3443,698554,54512958,78.2,79.4,77.2,77.3,-1.8,481
67,2016-08-08,3443,498606,38713402,78.2,78.2,77.3,77.4,0.1,336
68,2016-08-09,3443,604590,47001464,77.2,78.1,77.1,77.7,0.3,415
69,2016-08-10,3443,682999,53571118,78.0,79.0,77.7,79.0,1.3,509
70,2016-08-11,3443,1696547,136173630,79.0,81.8,78.5,79.5,0.5,1062
71,2016-08-12,3443,627133,50046033,81.0,81.0,79.1,79.7,0.2,425
72,2016-08-15,3443,298583,23725445,79.5,80.5,78.6,79.3,-0.4,252
73,2016-08-16,3443,582000,46107500,79.3,80.4,78.3,79.0,-0.3,354
74,2016-08-17,3443,497464,38853031,79.0,79.0,77.5,77.7,-1.3,318
75,2016-08-18,3443,309056,23890317,77.4,77.9,76.9,77.3,-0.4,208
76,2016-08-19,3443,420500,32170147,77.6,77.8,75.7,75.9,-1.4,325
77,2016-08-22,3443,381325,28521374,75.7,75.7,74.3,74.6,-1.3,252
78,2016-08-23,3443,195621,14648354,74.6,75.8,74.5,74.6,0.0,153
79,2016-08-24,3443,223323,16663234,74.7,75.2,74.4,74.6,0.0,147
80,2016-08-25,3443,275579,20619250,74.5,75.2,74.5,74.6,0.0,206
81,2016-08-26,3443,351696,26359328,74.6,75.5,74.6,75.0,0.4,289
82,2016-08-29,3443,326475,24347637,75.0,75.3,74.3,74.4,-0.6,270
83,2016-08-30,3443,166059,12366295,74.5,74.9,74.2,74.5,0.1,143
84,2016-08-31,3443,345007,25652721,74.6,74.9,74.0,74.1,-0.4,283
85,2016-09-01,3443,319776,23947389,74.8,75.8,74.2,75.2,1.1,293
86,2016-09-02,3443,476520,36103243,75.5,76.7,75.2,75.3,0.1,396
87,2016-09-05,3443,267940,20258814,75.4,76.0,75.3,75.7,0.4,200
88,2016-09-06,3443,552430,42526094,77.2,77.6,76.6,76.6,0.9,426
89,2016-09-07,3443,268504,20697355,76.8,77.3,76.8,77.2,0.6,229
90,2016-09-08,3443,174000,13423200,77.5,77.5,76.6,76.9,-0.3,143
91,2016-09-09,3443,246200,18850980,77.0,77.1,75.9,77.1,0.2,203
92,2016-09-10,3443,215120,16347020,76.0,76.4,75.8,75.8,-1.3,168
93,2016-09-12,3443,206608,15603286,76.0,76.4,75.1,75.1,-0.7,171
94,2016-09-13,3443,258100,19359910,75.2,75.5,74.6,74.6,-0.5,192
95,2016-09-14,3443,217396,16218482,74.1,75.0,74.1,74.8,0.2,153
96,2016-09-19,3443,371145,28333191,75.6,76.7,75.6,76.4,1.6,297
97,2016-09-20,3443,185150,14191974,76.9,76.9,76.3,76.7,0.3,148
98,2016-09-21,3443,206400,15804519,76.4,76.9,76.0,76.6,-0.1,190
99,2016-09-22,3443,586982,45938401,77.8,78.8,77.8,78.3,1.7,440
100,2016-09-23,3443,459135,35966935,78.9,78.9,77.8,77.8,-0.5,162
101,2016-09-26,3443,109198,8424286,77.8,78.0,76.8,76.9,-0.9,82
102,2016-09-29,3443,193694,14910012,77.3,77.4,76.6,76.7,-0.2,149
103,2016-09-30,3443,275350,20914039,76.2,76.5,75.6,75.7,-1.0,153
104,2016-10-03,3443,107030,8141692,76.0,76.6,75.7,76.0,0.3,97
105,2016-10-04,3443,153999,11729023,76.0,76.5,75.6,76.3,0.3,133
106,2016-10-05,3443,136190,10445440,76.1,77.1,76.0,76.6,0.3,122
107,2016-10-06,3443,210118,16211449,77.8,77.8,76.7,77.0,0.4,173
108,2016-10-07,3443,97090,7482092,77.5,77.6,76.7,77.2,0.2,81
109,2016-10-11,3443,300741,22945416,77.5,77.5,75.7,76.0,-1.2,216
110,2016-10-12,3443,247133,18757685,76.0,76.1,75.6,76.1,0.1,239
111,2016-10-13,3443,144485,11014911,76.0,76.6,75.9,76.5,0.4,115
112,2016-10-14,3443,254822,19522650,76.5,76.9,76.2,76.7,0.2,214
113,2016-10-17,3443,138274,10533033,77.2,77.3,75.7,76.4,-0.3,129
114,2016-10-18,3443,117000,8896300,76.1,76.4,75.8,75.9,-0.5,98
115,2016-10-19,3443,145076,11020098,76.5,76.5,75.7,76.1,0.2,123
116,2016-10-20,3443,367386,28244174,75.7,77.5,75.7,77.4,1.3,319
117,2016-10-21,3443,867127,68221366,77.6,79.5,77.5,78.2,0.8,601
118,2016-10-24,3443,438714,34560760,78.5,79.4,78.0,78.5,0.3,358
119,2016-10-25,3443,797100,63737569,78.6,80.5,78.6,79.9,1.4,558
120,2016-10-26,3443,664920,53621407,80.9,81.4,79.8,80.0,0.1,441
121,2016-10-27,3443,728050,58330930,80.5,81.2,79.1,81.2,1.2,446
122,2016-10-28,3443,532568,43109776,81.4,81.7,80.2,81.2,0.0,398
123,2016-10-31,3443,933640,75972018,83.0,83.0,79.7,80.5,-0.7,704
124,2016-11-01,3443,647624,52319192,80.6,81.8,79.8,80.1,-0.4,467
125,2016-11-02,3443,636230,50251507,79.7,79.9,78.3,79.0,-1.1,383
126,2016-11-03,3443,391069,30688416,79.0,79.5,78.0,78.2,-0.8,233
127,2016-11-04,3443,134605,10602727,79.5,79.5,78.1,78.4,0.2,129
128,2016-11-07,3443,467965,36701939,78.4,79.1,77.8,78.8,0.4,272
129,2016-11-08,3443,422475,32945605,78.6,78.8,77.5,77.5,-1.3,245
130,2016-11-09,3443,611049,46175544,77.4,77.9,73.7,74.0,-3.5,426
131,2016-11-10,3443,241539,18435222,76.0,76.7,75.7,76.5,2.5,165
132,2016-11-11,3443,213796,16235276,76.5,76.5,75.3,76.0,-0.5,135
133,2016-11-14,3443,188263,14169856,75.5,76.0,74.0,75.5,-0.5,147
134,2016-11-15,3443,103135,7775882,75.5,76.0,75.0,75.1,-0.4,84
135,2016-11-16,3443,236846,17820794,75.1,75.6,75.0,75.3,0.2,157
136,2016-11-17,3443,105300,7846819,75.0,75.1,74.1,74.7,-0.6,100
137,2016-11-18,3443,205350,15605700,74.7,76.5,74.6,76.5,1.8,152
138,2016-11-21,3443,300250,22929750,76.4,77.0,75.5,76.6,0.1,125
139,2016-11-22,3443,140364,10782135,76.6,77.1,76.5,76.6,0.0,104
140,2016-11-23,3443,136405,10452282,77.0,77.0,76.3,76.6,0.0,107
141,2016-11-24,3443,126829,9669119,76.6,76.6,76.0,76.0,-0.6,89
142,2016-11-25,3443,85164,6493079,76.8,76.8,76.0,76.1,0.1,70
143,2016-11-28,3443,482878,37269568,76.0,78.5,75.6,78.2,2.1,319
144,2016-11-29,3443,376997,29107768,78.0,78.0,76.9,77.0,-1.2,296
145,2016-11-30,3443,224074,17163938,77.3,77.5,76.1,76.6,-0.4,189
146,2016-12-01,3443,182188,14018357,76.8,77.3,76.6,76.8,0.2,148
147,2016-12-02,3443,300190,22795558,76.5,76.5,75.6,76.1,-0.7,244
148,2016-12-05,3443,197189,14930433,75.8,76.1,75.5,75.9,-0.2,170
149,2016-12-06,3443,756541,58958180,78.0,78.5,77.3,77.6,1.7,527
150,2016-12-07,3443,645864,50518663,78.0,78.7,77.6,78.4,0.8,410
151,2016-12-08,3443,379300,29939318,79.6,79.6,78.2,78.4,0.0,280
152,2016-12-09,3443,244500,19046898,78.5,78.5,77.5,77.9,-0.5,188
153,2016-12-12,3443,147300,11457049,78.4,78.4,77.5,77.6,-0.3,112
154,2016-12-13,3443,102197,7938945,77.6,78.0,77.5,77.6,0.0,83
155,2016-12-14,3443,530320,41671516,77.9,78.9,77.8,78.9,1.3,334
156,2016-12-15,3443,621589,49146994,79.3,79.6,78.5,78.6,-0.3,439
157,2016-12-16,3443,228200,17944319,78.9,79.0,78.2,78.8,0.2,181
158,2016-12-19,3443,255116,19951259,78.8,79.3,77.6,77.6,-1.2,220
159,2016-12-20,3443,222219,17277814,77.6,78.5,77.5,77.8,0.2,158
160,2016-12-21,3443,228096,17724439,78.0,78.4,77.4,77.5,-0.3,165
161,2016-12-22,3443,142245,10958339,77.5,77.9,76.6,77.0,-0.5,109
162,2016-12-23,3443,142000,10986400,77.0,78.0,76.7,77.3,0.3,82
163,2016-12-26,3443,95101,7355406,77.8,77.8,76.8,77.5,0.2,66
164,2016-12-27,3443,86450,6671339,77.5,77.5,76.9,77.2,-0.3,61
165,2016-12-28,3443,507475,39930671,77.9,79.2,77.3,79.2,2.0,357
166,2016-12-29,3443,211030,16578355,79.0,79.1,78.3,78.5,-0.7,160
167,2016-12-30,3443,337999,26490620,78.6,79.4,77.7,78.5,0.0,236
168,2017-01-03,3443,257609,20241888,78.5,79.2,77.8,78.9,0.4,178
169,2017-01-04,3443,627420,50038956,79.4,80.2,79.0,80.0,1.1,473
170,2017-01-05,3443,652370,52694305,80.3,81.5,80.1,80.5,0.5,424
171,2017-01-06,3443,953807,77836762,82.4,82.4,80.9,81.0,0.5,668
172,2017-01-09,3443,391083,31530998,81.6,81.8,80.0,80.0,-1.0,286
173,2017-01-10,3443,218215,17498433,80.1,80.8,79.7,79.9,-0.1,138
174,2017-01-11,3443,368803,29757360,80.0,81.5,79.9,80.7,0.8,249
175,2017-01-12,3443,277120,22252700,80.7,80.9,79.7,79.8,-0.9,188
176,2017-01-13,3443,179149,14189513,79.1,79.4,79.0,79.3,-0.5,158
177,2017-01-16,3443,87492,6923821,79.5,79.5,78.9,79.0,-0.3,72
178,2017-01-17,3443,161527,12814696,79.0,79.8,79.0,79.7,0.7,121
179,2017-01-18,3443,155000,12298700,79.7,79.8,79.0,79.6,-0.1,124
180,2017-01-19,3443,168233,13343807,79.4,79.6,79.0,79.2,-0.4,126
181,2017-01-20,3443,125177,9934518,79.2,79.6,79.2,79.5,0.3,103
182,2017-01-23,3443,295672,23712094,79.8,80.8,79.7,80.0,0.5,219
183,2017-01-24,3443,160465,12806627,80.0,80.3,79.6,79.8,-0.2,126
184,2017-02-02,3443,285257,22851136,80.0,80.7,79.6,80.3,0.5,243
185,2017-02-03,3443,401420,32049241,80.5,80.7,79.3,79.4,-0.9,340
186,2017-02-06,3443,402108,32387268,79.7,81.5,79.7,80.8,1.4,337
187,2017-02-07,3443,450390,36501873,81.0,81.5,80.3,81.2,0.4,363
188,2017-02-08,3443,293387,23755268,81.4,81.4,80.5,80.9,-0.3,241
189,2017-02-09,3443,1213130,100151043,81.1,83.8,80.5,82.5,1.6,784
190,2017-02-10,3443,954516,78885867,82.5,83.7,81.0,83.5,1.0,624
191,2017-02-13,3443,6932939,621374168,85.1,91.8,84.2,91.0,7.5,3654
192,2017-02-14,3443,4036809,371781428,92.5,93.8,90.5,93.0,2.0,2921
193,2017-02-15,3443,1906306,178884055,94.0,95.0,92.6,93.2,0.2,1491
194,2017-02-16,3443,1178694,108780277,93.9,93.9,91.5,91.8,-1.4,839
195,2017-02-17,3443,1995064,185510265,92.3,95.0,91.8,92.1,0.3,1345
196,2017-02-18,3443,493840,45658458,92.2,93.4,92.2,92.7,0.6,356
197,2017-02-20,3443,4870397,475332699,93.5,100.0,93.5,97.0,4.3,3420
198,2017-02-21,3443,2797901,274337814,98.1,99.8,95.7,98.0,1.0,2045
199,2017-02-22,3443,1783958,176251139,99.3,100.0,97.4,98.8,0.8,1254
200,2017-02-23,3443,5649093,581852079,100.0,106.5,99.8,103.0,4.2,3820
201,2017-02-24,3443,2379519,247171938,105.0,106.0,101.5,102.0,-1.0,1653
202,2017-03-01,3443,1752250,180866000,102.0,105.5,101.5,102.0,0.0,1188
203,2017-03-02,3443,1445571,149138165,103.5,104.5,101.5,104.5,2.5,1029
204,2017-03-03,3443,4840497,522913682,105.0,111.0,104.5,106.0,1.5,3170
205,2017-03-06,3443,1708734,181678397,107.5,108.0,104.5,107.5,1.5,1202
206,2017-03-07,3443,2417439,264910851,107.5,111.0,107.5,109.0,1.5,1592
207,2017-03-08,3443,1150358,125297022,110.0,110.5,107.5,109.0,0.0,876
208,2017-03-09,3443,2311323,256100009,110.0,112.0,107.5,111.5,2.5,1558
209,2017-03-10,3443,3573327,404279798,113.0,117.0,110.0,110.0,-1.5,2428
210,2017-03-13,3443,3586855,382245775,108.0,110.0,105.0,105.0,-5.0,1991
211,2017-03-14,3443,3427948,374755691,107.0,112.5,107.0,111.5,6.5,2052
212,2017-03-15,3443,1277634,140419472,111.5,111.5,108.5,108.5,-3.0,994
213,2017-03-16,3443,1327351,144513759,109.5,110.5,107.5,109.0,0.5,904
214,2017-03-17,3443,1142220,123922630,110.0,110.0,107.0,109.0,0.0,631
215,2017-03-20,3443,781347,84204801,107.5,109.0,107.0,107.5,-1.5,549
216,2017-03-21,3443,1309682,142488974,109.0,110.5,107.0,107.5,0.0,1045
217,2017-03-22,3443,875846,93217676,106.0,107.5,105.0,106.5,-1.0,698
218,2017-03-23,3443,1284879,136266231,107.0,108.0,105.0,105.0,-1.5,857
219,2017-03-24,3443,2662340,270503949,104.5,104.5,99.8,102.0,-3.0,1790
220,2017-03-27,3443,622863,63950319,102.0,103.5,101.5,103.5,1.5,479
221,2017-03-28,3443,1456875,151173250,104.0,105.5,100.5,101.5,-2.0,974
222,2017-03-29,3443,579937,59572479,102.5,104.0,102.0,104.0,2.5,448
223,2017-03-30,3443,597231,61912906,105.0,105.0,102.5,102.5,-1.5,441
224,2017-03-31,3443,483574,49329259,103.0,103.5,101.0,101.5,-1.0,361
225,2017-04-05,3443,736493,76061772,101.5,104.5,101.5,104.5,3.0,559
