,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-10-03,3008,395373,1523753590,3815.0,3880.0,3815.0,3840.0,60.0,429
1,2016-10-04,3008,472796,1840977460,3840.0,3930.0,3830.0,3910.0,70.0,528
2,2016-10-05,3008,592628,2329089080,3910.0,3980.0,3870.0,3870.0,-40.0,643
3,2016-10-06,3008,713897,2734551465,3895.0,3895.0,3775.0,3805.0,-65.0,667
4,2016-10-07,3008,425701,1607303800,3790.0,3800.0,3765.0,3770.0,-35.0,446
5,2016-10-11,3008,768375,2864672500,3750.0,3815.0,3665.0,3680.0,-90.0,798
6,2016-10-12,3008,562043,2114752110,3710.0,3800.0,3710.0,3800.0,120.0,621
7,2016-10-13,3008,843521,3181920190,3820.0,3850.0,3700.0,3730.0,-70.0,820
8,2016-10-14,3008,971464,3579802880,3655.0,3750.0,3650.0,3665.0,-65.0,1040
9,2016-10-17,3008,528457,1948616330,3690.0,3720.0,3630.0,3695.0,30.0,567
10,2016-10-18,3008,344382,1270866940,3670.0,3705.0,3670.0,3700.0,5.0,387
11,2016-10-19,3008,513530,1910368950,3715.0,3740.0,3695.0,3710.0,10.0,533
12,2016-10-20,3008,377261,1391685920,3700.0,3710.0,3650.0,3675.0,-35.0,364
13,2016-10-21,3008,292949,1086417320,3685.0,3730.0,3675.0,3710.0,35.0,313
14,2016-10-24,3008,474553,1783839280,3720.0,3790.0,3710.0,3770.0,60.0,528
15,2016-10-25,3008,484375,1830797500,3780.0,3815.0,3710.0,3715.0,-55.0,546
16,2016-10-26,3008,595438,2219288120,3670.0,3785.0,3655.0,3780.0,65.0,596
17,2016-10-27,3008,329683,1230072360,3750.0,3775.0,3715.0,3715.0,-65.0,352
18,2016-10-28,3008,232381,866809940,3735.0,3750.0,3695.0,3735.0,20.0,273
19,2016-10-31,3008,250379,933554195,3735.0,3745.0,3695.0,3735.0,0.0,262
20,2016-11-01,3008,438097,1615953415,3715.0,3725.0,3650.0,3650.0,-85.0,450
21,2016-11-02,3008,497537,1785822460,3645.0,3645.0,3565.0,3570.0,-80.0,563
22,2016-11-03,3008,432278,1540537170,3565.0,3610.0,3515.0,3515.0,-55.0,499
23,2016-11-04,3008,433187,1517944500,3500.0,3530.0,3480.0,3495.0,-20.0,512
24,2016-11-07,3008,906449,3231125685,3450.0,3625.0,3450.0,3565.0,70.0,825
25,2016-11-08,3008,510608,1817936679,3595.0,3600.0,3520.0,3535.0,-30.0,509
26,2016-11-09,3008,1188993,4103481620,3590.0,3615.0,3325.0,3340.0,-195.0,1381
27,2016-11-10,3008,939388,3318740460,3505.0,3565.0,3495.0,3545.0,205.0,984
28,2016-11-11,3008,1050736,3579007880,3455.0,3475.0,3360.0,3395.0,-150.0,1023
29,2016-11-14,3008,1266020,4168605700,3390.0,3415.0,3210.0,3280.0,-115.0,1302
30,2016-11-15,3008,765411,2530250685,3280.0,3345.0,3250.0,3325.0,45.0,800
31,2016-11-16,3008,568946,1931436400,3370.0,3415.0,3370.0,3385.0,60.0,629
32,2016-11-17,3008,453458,1524967620,3385.0,3390.0,3340.0,3355.0,-30.0,449
33,2016-11-18,3008,664608,2293103000,3390.0,3515.0,3375.0,3500.0,145.0,715
34,2016-11-21,3008,412803,1446380425,3500.0,3530.0,3475.0,3500.0,0.0,444
35,2016-11-22,3008,565217,2011466010,3555.0,3590.0,3510.0,3510.0,10.0,584
36,2016-11-23,3008,382585,1351518350,3530.0,3565.0,3510.0,3520.0,10.0,421
37,2016-11-24,3008,239304,839200960,3520.0,3535.0,3480.0,3515.0,-5.0,272
38,2016-11-25,3008,333911,1188934050,3535.0,3580.0,3520.0,3570.0,55.0,362
39,2016-11-28,3008,330093,1193030730,3595.0,3630.0,3575.0,3620.0,50.0,390
40,2016-11-29,3008,372643,1355927305,3610.0,3670.0,3600.0,3640.0,20.0,415
41,2016-11-30,3008,513271,1884780505,3650.0,3690.0,3630.0,3690.0,50.0,463
42,2016-12-01,3008,453358,1665113180,3700.0,3715.0,3645.0,3650.0,-40.0,495
43,2016-12-02,3008,508227,1848739010,3680.0,3685.0,3600.0,3610.0,-40.0,515
44,2016-12-05,3008,255536,916956040,3610.0,3630.0,3570.0,3580.0,-30.0,271
45,2016-12-06,3008,809350,3007169000,3665.0,3770.0,3650.0,3675.0,95.0,843
46,2016-12-07,3008,602908,2255215000,3750.0,3755.0,3710.0,3750.0,75.0,611
47,2016-12-08,3008,672489,2526746305,3810.0,3810.0,3740.0,3750.0,0.0,644
48,2016-12-09,3008,365997,1364773885,3705.0,3750.0,3705.0,3730.0,-20.0,383
49,2016-12-12,3008,333751,1248764965,3750.0,3755.0,3730.0,3735.0,5.0,348
50,2016-12-13,3008,377893,1406271610,3700.0,3750.0,3695.0,3750.0,15.0,382
51,2016-12-14,3008,355454,1330354340,3750.0,3750.0,3720.0,3735.0,-15.0,351
52,2016-12-15,3008,497784,1841321880,3700.0,3725.0,3685.0,3695.0,-40.0,515
53,2016-12-16,3008,535456,2000606100,3710.0,3750.0,3705.0,3750.0,55.0,456
54,2016-12-19,3008,446781,1647446695,3715.0,3730.0,3665.0,3665.0,-85.0,417
55,2016-12-20,3008,408083,1490093780,3675.0,3700.0,3620.0,3620.0,-45.0,434
56,2016-12-21,3008,362991,1323077060,3625.0,3680.0,3625.0,3640.0,20.0,371
57,2016-12-22,3008,271695,982216480,3640.0,3650.0,3600.0,3600.0,-40.0,270
58,2016-12-23,3008,339144,1210015520,3570.0,3595.0,3550.0,3550.0,-50.0,367
59,2016-12-26,3008,120966,431288450,3575.0,3590.0,3540.0,3570.0,20.0,181
60,2016-12-27,3008,76373,273715935,3570.0,3595.0,3570.0,3590.0,20.0,110
61,2016-12-28,3008,536973,1992123750,3660.0,3750.0,3645.0,3725.0,135.0,614
62,2016-12-29,3008,570663,2138158155,3725.0,3770.0,3710.0,3725.0,0.0,602
