combination,remark,count,mean_avg_monthly_return
201001-201004,loser,87,-0.01828616247972291
201001-201004,winner,86,-0.007331420048272152
201002-201005,loser,81,-0.0048197582874658544
201002-201005,winner,81,-0.00015454385034270653
201003-201006,loser,88,-0.004659697833394355
201003-201006,winner,86,0.00483028049305392
201004-201007,loser,93,-0.01636484373101891
201004-201007,winner,95,-0.004501190650269062
201005-201008,loser,90,-0.03688607586670246
201005-201008,winner,91,-0.02082154096838646
201006-201009,loser,90,-0.03935142447584233
201006-201009,winner,91,-0.02719706939049919
201007-201010,loser,90,-0.04192230770983253
201007-201010,winner,92,-0.029014032960031723
201008-201011,loser,93,-0.027191463685416094
201008-201011,winner,96,-0.013665909495913843
201009-201012,loser,94,-0.042151747014440216
201009-201012,winner,97,-0.028452689324308184
201010-201101,loser,98,-0.046973515224241105
201010-201101,winner,98,-0.025881381950021834
201011-201102,loser,96,-0.027952018095520986
201011-201102,winner,96,-0.02598172037279839
201012-201103,loser,100,-0.017689466652114367
201012-201103,winner,100,-0.025854617226661124
201101-201104,loser,109,-0.020724484822777514
201101-201104,winner,109,-0.031232189224717356
201102-201105,loser,107,-0.027667744877634223
201102-201105,winner,108,-0.024068186272072398
201103-201106,loser,105,-0.04180251661733789
201103-201106,winner,106,-0.02279406002660058
201104-201107,loser,106,-0.029363868608538724
201104-201107,winner,109,-0.01617753937421411
201105-201108,loser,107,-0.014183745617483482
201105-201108,winner,108,-0.009128988206516914
201106-201109,loser,107,-0.006886312945649051
201106-201109,winner,106,-0.004385357996437293
201107-201110,loser,104,-0.0035196250127191428
201107-201110,winner,101,0.0084268926018812
201108-201111,loser,97,-0.01865099210599173
201108-201111,winner,96,-0.011763172438358817
201109-201112,loser,93,0.0012087174414379084
201109-201112,winner,92,0.0029280549887517834
201110-201201,loser,93,0.002590493427787967
201110-201201,winner,93,0.008966692289920817
201111-201202,loser,91,-0.013617372343913723
201111-201202,winner,89,-0.00041690708761208496
201112-201203,loser,82,-0.007792180124019979
201112-201203,winner,87,-0.012704350029555968
201201-201204,loser,86,-0.002161741817224793
201201-201204,winner,89,-0.0036471943801610267
201202-201205,loser,101,-0.003374626735337454
201202-201205,winner,101,0.003409327032705553
201203-201206,loser,102,0.0076746570110888
201203-201206,winner,101,0.010325378364185529
201204-201207,loser,92,-0.003458357365781106
201204-201207,winner,96,0.008259713856226989
201205-201208,loser,91,0.0008475012246867559
201205-201208,winner,95,0.0149729831210265
201206-201209,loser,90,-0.006661235585976015
201206-201209,winner,91,0.013623022102968002
201207-201210,loser,93,0.0010132720029861631
201207-201210,winner,92,0.014868919726635298
201208-201211,loser,95,0.017804559842222244
201208-201211,winner,94,0.013592370546287683
201209-201212,loser,98,0.009611544721216206
201209-201212,winner,98,0.015822077714649267
201210-201301,loser,95,0.008555422315594976
201210-201301,winner,97,0.014364997651425052
201211-201302,loser,90,0.004697941708973488
201211-201302,winner,92,0.00749272902376022
201212-201303,loser,97,0.009017992629862357
201212-201303,winner,96,0.01626415962686061
201301-201304,loser,101,0.014982318560666813
201301-201304,winner,101,0.021544516289449856
201302-201305,loser,103,0.010918542849199969
201302-201305,winner,103,0.013102547172318969
201303-201306,loser,106,0.015121859048709342
201303-201306,winner,105,0.013042362322513256
201304-201307,loser,106,0.013349797812384477
201304-201307,winner,105,0.019616112375985335
201305-201308,loser,110,0.013617539426707159
201305-201308,winner,106,0.014638070402250002
201306-201309,loser,109,0.006238654071483708
201306-201309,winner,109,0.014974705301571533
201307-201310,loser,108,0.004134019102422721
201307-201310,winner,109,0.012318540426687459
201308-201311,loser,111,0.00045290218255919474
201308-201311,winner,112,0.0022584125432669713
201309-201312,loser,110,0.006178789195059026
201309-201312,winner,112,0.006694186049598957
201310-201401,loser,114,0.004299212770703594
201310-201401,winner,116,-0.0010791221343937265
201311-201402,loser,113,0.0020155349473392763
201311-201402,winner,114,-0.0011211868929383267
201312-201403,loser,118,-0.006305707827685979
201312-201403,winner,117,-0.0053207267783144515
201401-201404,loser,121,-0.009746562809565599
201401-201404,winner,123,-0.004382796005846856
201402-201405,loser,123,-0.005149445113421303
201402-201405,winner,123,-0.0006477732758022317
201403-201406,loser,126,-0.01648277793256479
201403-201406,winner,126,-0.014373057420200027
201404-201407,loser,126,-0.017557717120396103
201404-201407,winner,127,-0.020468646019015276
201405-201408,loser,124,-0.027732804293509966
201405-201408,winner,124,-0.0321850122978895
201406-201409,loser,127,-0.02977736649770719
201406-201409,winner,129,-0.025789828294533673
201407-201410,loser,129,-0.02215414847422527
201407-201410,winner,129,-0.016109985794681977
201408-201411,loser,127,-0.010246841580185424
201408-201411,winner,125,-0.000846607587568057
201409-201412,loser,127,-0.015311124268066995
201409-201412,winner,127,-0.004345321790814475
201410-201501,loser,121,-0.02009304039708025
201410-201501,winner,126,-0.01662500395768045
201411-201502,loser,121,-0.015410817593478673
201411-201502,winner,125,-0.010492334102320673
201412-201503,loser,127,-0.012867677199897991
201412-201503,winner,127,-0.013308044895926203
201501-201504,loser,133,-0.0215722178123876
201501-201504,winner,132,-0.007300860282437593
201502-201505,loser,132,-0.022135899376943914
201502-201505,winner,131,-0.007115782160454413
201503-201506,loser,134,-0.0078967167405005
201503-201506,winner,131,-0.007995092264576897
201504-201507,loser,129,-0.002501090144133965
201504-201507,winner,132,-0.005873414765018888
201505-201508,loser,129,0.017049402197593645
201505-201508,winner,127,0.012382624428972557
201506-201509,loser,127,0.014845117134129553
201506-201509,winner,125,0.012423999617845773
201507-201510,loser,123,0.0022714068135164657
201507-201510,winner,121,0.011208513122518589
201508-201511,loser,115,-0.0067536786005347686
201508-201511,winner,115,-0.005899898235378449
201509-201512,loser,116,-0.0027845850655368884
201509-201512,winner,118,-0.008806172483123782
201510-201601,loser,120,0.006809051882109235
201510-201601,winner,121,0.005369162269776116
201511-201602,loser,120,0.002179901827426515
201511-201602,winner,121,0.0006492002755957215
201512-201603,loser,120,-0.008448945314181987
201512-201603,winner,118,0.0005182740929942275
201601-201604,loser,118,-0.0001866767137478024
201601-201604,winner,119,-0.0009328880344501562
201602-201605,loser,121,0.00820289613444277
201602-201605,winner,122,0.0049264597314555006
201603-201606,loser,126,0.006884875581124685
201603-201606,winner,127,0.001978672015099046
201604-201607,loser,124,0.0019960385613366216
201604-201607,winner,125,0.0040826837417186875
201605-201608,loser,119,-0.005492489715158449
201605-201608,winner,123,0.011013341034420403
201606-201609,loser,123,-0.007085487167706074
201606-201609,winner,124,0.00935218949336827
201607-201610,loser,124,-0.001414133752097586
201607-201610,winner,128,0.01313802437106762
201608-201611,loser,130,0.006370261732746332
