combination,remark,count,mean_avg_monthly_return
201001-201010,loser,14,-0.01825716418087897
201001-201010,winner,14,0.007547457860083547
201001-201010,winner - loser,-,0.025804622040962517
201002-201011,loser,14,-0.030444148580720014
201002-201011,winner,14,-0.005566417996506756
201002-201011,winner - loser,-,0.02487773058421326
201003-201012,loser,14,-0.03857944484013587
201003-201012,winner,14,-0.01532302293114518
201003-201012,winner - loser,-,0.023256421908990688
201004-201101,loser,14,-0.051985681108225754
201004-201101,winner,14,-0.024615864045042894
201004-201101,winner - loser,-,0.02736981706318286
201005-201102,loser,14,-0.059725986328185036
201005-201102,winner,14,-0.024529183774455725
201005-201102,winner - loser,-,0.03519680255372931
201006-201103,loser,14,-0.05744428697868344
201006-201103,winner,14,-0.030478473245222952
201006-201103,winner - loser,-,0.026965813733460485
201007-201104,loser,14,-0.04706129073535265
201007-201104,winner,14,-0.033584910225129015
201007-201104,winner - loser,-,0.013476380510223637
201008-201105,loser,14,-0.03599458890658097
201008-201105,winner,14,-0.02205335194966482
201008-201105,winner - loser,-,0.01394123695691615
201009-201106,loser,14,-0.029769569889964636
201009-201106,winner,14,-0.020430237573426022
201009-201106,winner - loser,-,0.009339332316538614
201010-201107,loser,14,-0.02519372991332363
201010-201107,winner,14,-0.027721212041432988
201010-201107,winner - loser,-,-0.0025274821281093575
201011-201108,loser,14,0.003440684948496079
201011-201108,winner,14,-0.020981640637528703
201011-201108,winner - loser,-,-0.024422325586024782
201012-201109,loser,14,-0.01884980764211727
201012-201109,winner,14,-0.01761109384178961
201012-201109,winner - loser,-,0.0012387138003276572
201101-201110,loser,14,-0.01528173913315046
201101-201110,winner,14,0.01403827165358106
201101-201110,winner - loser,-,0.02932001078673152
201102-201111,loser,14,-0.03561905014289067
201102-201111,winner,14,0.006529519541737789
201102-201111,winner - loser,-,0.04214856968462846
201103-201112,loser,14,0.002333368428680617
201103-201112,winner,14,0.01456779498291294
201103-201112,winner - loser,-,0.012234426554232323
201104-201201,loser,14,-0.01729033672560745
201104-201201,winner,14,0.022812410950587454
201104-201201,winner - loser,-,0.0401027476761949
201105-201202,loser,14,-0.05226374272168811
201105-201202,winner,14,0.007506683191431995
201105-201202,winner - loser,-,0.0597704259131201
201106-201203,loser,14,-0.03895332624488547
201106-201203,winner,14,0.007689427348601301
201106-201203,winner - loser,-,0.04664275359348677
201107-201204,loser,14,-0.010231498490811675
201107-201204,winner,14,0.010342745057119851
201107-201204,winner - loser,-,0.020574243547931526
201108-201205,loser,14,-0.00024765525340736394
201108-201205,winner,14,0.010669989510981985
201108-201205,winner - loser,-,0.01091764476438935
201109-201206,loser,14,0.014748309792150202
201109-201206,winner,14,0.017967282085055474
201109-201206,winner - loser,-,0.0032189722929052717
201110-201207,loser,14,-0.003370510472805669
201110-201207,winner,14,0.013321456617726277
201110-201207,winner - loser,-,0.016691967090531945
201111-201208,loser,14,0.015517289657339728
201111-201208,winner,14,0.027832492018137107
201111-201208,winner - loser,-,0.012315202360797379
201112-201209,loser,14,0.002690494543428409
201112-201209,winner,14,0.013708058557097067
201112-201209,winner - loser,-,0.011017564013668657
201201-201210,loser,14,-0.005083788410922203
201201-201210,winner,14,0.006977668187039924
201201-201210,winner - loser,-,0.012061456597962126
201202-201211,loser,14,0.006259918025590712
201202-201211,winner,14,0.017322308112788017
201202-201211,winner - loser,-,0.011062390087197305
201203-201212,loser,14,-0.007743341064012746
201203-201212,winner,14,0.012766766169802934
201203-201212,winner - loser,-,0.020510107233815682
201204-201301,loser,14,-0.004999070737233753
201204-201301,winner,14,0.019523609718686323
201204-201301,winner - loser,-,0.024522680455920078
201205-201302,loser,14,0.007929114089137046
201205-201302,winner,14,0.0052060111750558535
201205-201302,winner - loser,-,-0.0027231029140811925
201206-201303,loser,14,-0.003718965345940747
201206-201303,winner,14,0.00894934126517087
201206-201303,winner - loser,-,0.012668306611111617
201207-201304,loser,14,-0.0072716545364502495
201207-201304,winner,14,-0.004514312867324265
201207-201304,winner - loser,-,0.0027573416691259846
