combination,remark,count,mean_avg_monthly_return
201001-201010,loser,14,-0.016820451977091637
201001-201010,winner,14,0.009833663188178656
201001-201010,winner - loser,-,0.026654115165270293
201002-201011,loser,14,-0.006023454823464265
201002-201011,winner,14,0.010802766801793087
201002-201011,winner - loser,-,0.01682622162525735
201003-201012,loser,14,-0.009402839954502529
201003-201012,winner,14,0.004622026311560755
201003-201012,winner - loser,-,0.014024866266063283
201004-201101,loser,14,-0.032770620787014634
201004-201101,winner,14,0.004322948552648317
201004-201101,winner - loser,-,0.03709356933966295
201005-201102,loser,14,-0.06545739855209991
201005-201102,winner,14,-0.008807439982385559
201005-201102,winner - loser,-,0.056649958569714345
201006-201103,loser,14,-0.05581917190118792
201006-201103,winner,14,-0.005862144320277397
201006-201103,winner - loser,-,0.04995702758091052
201007-201104,loser,14,-0.051528212774728785
201007-201104,winner,14,-0.03325678084023446
201007-201104,winner - loser,-,0.018271431934494327
201008-201105,loser,14,-0.05966579715766386
201008-201105,winner,14,-0.02640979097153043
201008-201105,winner - loser,-,0.03325600618613343
201009-201106,loser,14,-0.08503654615805735
201009-201106,winner,14,-0.05523388401313972
201009-201106,winner - loser,-,0.029802662144917627
201010-201107,loser,14,-0.05853991816969871
201010-201107,winner,14,-0.04832140195076396
201010-201107,winner - loser,-,0.01021851621893475
201011-201108,loser,14,0.013942630816921637
201011-201108,winner,14,-0.01729683122412765
201011-201108,winner - loser,-,-0.031239462041049285
201012-201109,loser,14,0.016821285396368617
201012-201109,winner,14,-0.006084799053717941
201012-201109,winner - loser,-,-0.02290608445008656
201101-201110,loser,14,0.00821656361286772
201101-201110,winner,14,0.01890556735044091
201101-201110,winner - loser,-,0.01068900373757319
201102-201111,loser,14,-0.0030394030727470584
201102-201111,winner,14,0.002761175654705707
201102-201111,winner - loser,-,0.005800578727452765
201103-201112,loser,14,0.020540002050395325
201103-201112,winner,14,0.016201574094139408
201103-201112,winner - loser,-,-0.004338427956255917
201104-201201,loser,14,-0.00716673121607629
201104-201201,winner,14,0.02643129642938031
201104-201201,winner - loser,-,0.0335980276454566
201105-201202,loser,14,-0.06392603409620883
201105-201202,winner,14,0.014777498014345802
201105-201202,winner - loser,-,0.07870353211055463
201106-201203,loser,14,-0.054488512284501155
201106-201203,winner,14,0.009090297139560428
201106-201203,winner - loser,-,0.06357880942406158
201107-201204,loser,14,-0.023041987526687124
201107-201204,winner,14,0.02050253166877394
201107-201204,winner - loser,-,0.04354451919546107
201108-201205,loser,14,-0.03043447295858717
201108-201205,winner,14,0.002000370601560212
201108-201205,winner - loser,-,0.03243484356014738
201109-201206,loser,14,0.015692884075757235
201109-201206,winner,14,0.007285992152395869
201109-201206,winner - loser,-,-0.008406891923361366
201110-201207,loser,14,0.00571488279493266
201110-201207,winner,14,0.012482300938369653
201110-201207,winner - loser,-,0.006767418143436993
201111-201208,loser,14,0.02098473286293177
201111-201208,winner,14,0.017856330915408447
201111-201208,winner - loser,-,-0.003128401947523323
201112-201209,loser,14,0.005565482982181109
201112-201209,winner,14,0.019853717581711356
201112-201209,winner - loser,-,0.014288234599530247
201201-201210,loser,14,-0.002985691862080039
201201-201210,winner,14,0.009520346150017274
201201-201210,winner - loser,-,0.012506038012097313
201202-201211,loser,14,0.019962867117542582
201202-201211,winner,14,0.02921699911762325
201202-201211,winner - loser,-,0.009254132000080666
201203-201212,loser,14,0.0035825777748821975
201203-201212,winner,14,0.01949015081436007
201203-201212,winner - loser,-,0.015907573039477874
201204-201301,loser,14,-0.011666252926133753
201204-201301,winner,14,0.020183535964407022
201204-201301,winner - loser,-,0.03184978889054078
201205-201302,loser,14,0.0025597380398999503
201205-201302,winner,14,0.007607640111057816
201205-201302,winner - loser,-,0.005047902071157866
201206-201303,loser,14,0.0009589282787367259
201206-201303,winner,14,0.00861827592967851
201206-201303,winner - loser,-,0.0076593476509417835
201207-201304,loser,14,-0.0023021125863410936
201207-201304,winner,14,-0.008702791735938862
201207-201304,winner - loser,-,-0.006400679149597768
201208-201305,loser,14,-0.004348934183652913
201208-201305,winner,14,-0.025968844553121834
201208-201305,winner - loser,-,-0.02161991036946892
201209-201306,loser,14,0.003563918527131338
201209-201306,winner,14,-0.00922605703128182
201209-201306,winner - loser,-,-0.012789975558413158
201210-201307,loser,14,-0.0009262384145103862
201210-201307,winner,14,0.01830585215338948
201210-201307,winner - loser,-,0.019232090567899866
201211-201308,loser,14,0.000453699976710845
201211-201308,winner,14,0.012670402361637181
201211-201308,winner - loser,-,0.012216702384926337
201212-201309,loser,14,-0.010706310139232709
201212-201309,winner,14,0.006865123675864464
201212-201309,winner - loser,-,0.017571433815097175
201301-201310,loser,14,-0.0064327499235781105
201301-201310,winner,14,0.008043023051068814
201301-201310,winner - loser,-,0.014475772974646924
201302-201311,loser,14,0.019837603019754204
201302-201311,winner,14,0.008682568793947973
201302-201311,winner - loser,-,-0.01115503422580623
201303-201312,loser,14,0.017441616605930133
201303-201312,winner,13,-0.005991901115622431
201303-201312,winner - loser,-,-0.02343351772155256
201304-201401,loser,14,0.02106338946364849
201304-201401,winner,14,0.02337862676134738
201304-201401,winner - loser,-,0.002315237297698891
201305-201402,loser,14,0.02716959414041175
201305-201402,winner,12,0.028421805573767334
201305-201402,winner - loser,-,0.0012522114333555837
201306-201403,loser,14,0.034666251447752934
201306-201403,winner,14,0.004271160170794264
201306-201403,winner - loser,-,-0.03039509127695867
201307-201404,loser,14,-0.01514198759685754
201307-201404,winner,14,-0.0002722417287169424
201307-201404,winner - loser,-,0.014869745868140598
201308-201405,loser,14,-0.030685666883784362
201308-201405,winner,14,-0.016676811140794993
201308-201405,winner - loser,-,0.014008855742989369
201309-201406,loser,14,-0.021724724999589575
201309-201406,winner,14,-0.003469480900910395
201309-201406,winner - loser,-,0.01825524409867918
201310-201407,loser,14,-0.016426658634283085
201310-201407,winner,14,-0.015665445260019457
201310-201407,winner - loser,-,0.0007612133742636272
201311-201408,loser,14,-0.01568789274450359
201311-201408,winner,14,0.014663885076573855
201311-201408,winner - loser,-,0.030351777821077446
201312-201409,loser,14,-0.003161056823205816
201312-201409,winner,14,-0.0064712426296297575
201312-201409,winner - loser,-,-0.0033101858064239413
201401-201410,loser,14,-0.0010338129993543682
201401-201410,winner,14,0.026445969333339443
201401-201410,winner - loser,-,0.02747978233269381
201402-201411,loser,14,3.0999848619079575e-05
201402-201411,winner,14,0.023285066337543275
