combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201004,loser,14,0.0026523222764004506,0.03219980082464707
201001-201004,winner,14,0.005711241271796593,0.051841108193799064
201002-201005,loser,14,0.018529293564040462,0.031654992743525665
201002-201005,winner,14,0.04735700102585329,0.05018841941112042
201003-201006,loser,14,0.01465569020209495,0.03374765811074959
201003-201006,winner,14,0.05602780523358245,0.046061566949065824
201004-201007,loser,14,0.007897153880423615,0.03142850829805635
201004-201007,winner,14,0.047595793312824555,0.04032855110892296
201005-201008,loser,14,0.006072494661640636,0.04689748202306848
201005-201008,winner,14,0.014967209011104302,0.036305251299983826
201006-201009,loser,14,0.007652835735428835,0.028366547347297964
201006-201009,winner,14,0.015839444046329466,0.038083189632276526
201007-201010,loser,14,-0.007022491981728564,0.022571450466521575
201007-201010,winner,14,0.0017505018590554572,0.047610547188026806
201008-201011,loser,14,-0.004296732709517378,0.029821585682156614
201008-201011,winner,14,-0.004931974117131549,0.02411427844306951
201009-201012,loser,13,-0.011163595055740301,0.030107414542486232
201009-201012,winner,14,0.016020140897107127,0.042521537310950173
201010-201101,loser,14,-0.03241494499197882,0.04266673213509515
201010-201101,winner,14,-0.0036852961722739783,0.030755100351266933
201011-201102,loser,14,-0.026919444895076645,0.06408185275909106
201011-201102,winner,14,0.012601971388309858,0.05802092541146976
201012-201103,loser,14,-0.02576340022141954,0.05323268477314741
201012-201103,winner,14,-0.001290126166359692,0.05035708564801021
201101-201104,loser,14,-0.04880738941045705,0.03932955469256566
201101-201104,winner,14,-0.034182558923196674,0.04679543793428179
201102-201105,loser,14,-0.06388180466047175,0.0678106345068121
201102-201105,winner,14,-0.02834502450722586,0.0394263752167933
201103-201106,loser,14,-0.1082094605532696,0.07034313967954794
201103-201106,winner,14,-0.03156160265164266,0.03299224390453041
201104-201107,loser,14,-0.0779140389294332,0.041426401000446256
201104-201107,winner,14,-0.02898628883313003,0.03356712577818606
201105-201108,loser,14,0.0009687774587702579,0.04409712712157941
201105-201108,winner,14,-0.002219135296167172,0.027760178616919172
201106-201109,loser,14,0.012093454496689216,0.030935783396808643
201106-201109,winner,14,-0.0013780978949848148,0.034148367937272446
201107-201110,loser,14,-0.005120269460886215,0.03138276793101062
201107-201110,winner,14,0.0062837605064358214,0.021443730829914163
201108-201111,loser,14,-0.00466719892871685,0.04619193715848644
201108-201111,winner,14,0.015487775445390551,0.027612222375617106
201109-201112,loser,14,0.024909465817838313,0.035400157345008024
201109-201112,winner,14,0.01064979526821232,0.02175375409525464
201110-201201,loser,14,0.006788909115055136,0.04088844185428159
201110-201201,winner,14,0.015545463508967851,0.04171353856547215
201111-201202,loser,14,-0.0294739609079319,0.04746045278346198
201111-201202,winner,14,-0.03759985868702092,0.04679118465534807
201112-201203,loser,14,-0.007140690902737201,0.023762046505533818
201112-201203,winner,14,-0.026261776766843263,0.04016019058784219
201201-201204,loser,14,0.012847130704231201,0.021493530158652782
201201-201204,winner,14,-0.0004574286228595286,0.04084297302368928
201202-201205,loser,14,-0.020921438584291043,0.04178955889645902
201202-201205,winner,14,-0.00581573156740998,0.04814326042797259
201203-201206,loser,14,0.002371750577848316,0.02835403098649971
201203-201206,winner,14,0.027076921133396707,0.026781904168811595
201204-201207,loser,14,0.0022617930842062637,0.0391509908587199
201204-201207,winner,14,0.018408915097593657,0.02432251511428276
201205-201208,loser,14,0.009857950929125872,0.03892888246307774
201205-201208,winner,14,0.029450446937716906,0.032208127630024466
201206-201209,loser,14,0.012985380461094773,0.04212044440542786
201206-201209,winner,14,0.012260633461878586,0.029131984165482502
201207-201210,loser,14,0.016165197364451895,0.04713645791036028
201207-201210,winner,14,-8.944375907247042e-05,0.025650317118619915
201208-201211,loser,14,0.05126214339618457,0.09544942267727848
201208-201211,winner,14,0.013167736576917142,0.028075773768304196
201209-201212,loser,14,0.011377974022405729,0.0675244967803887
201209-201212,winner,14,0.013892978402482785,0.025026814607648835
201210-201301,loser,14,0.012629223954937806,0.07540861793206056
201210-201301,winner,14,0.015082211067603058,0.05089856954459078
201211-201302,loser,14,-0.006079224786935228,0.01916842744484257
201211-201302,winner,14,-0.011577296819750978,0.0481483030604816
201212-201303,loser,14,0.00875671354579635,0.01930503275759424
201212-201303,winner,13,0.0054602205321506074,0.048561452128301805
201301-201304,loser,14,0.026190037908011665,0.023795248052887744
201301-201304,winner,13,0.03174348643888582,0.03830317958243407
201302-201305,loser,14,0.00901762941519652,0.016336454802716206
201302-201305,winner,14,0.0035790426233272784,0.061460895071197175
201303-201306,loser,14,0.014545601720033921,0.023870369229885714
