combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201004,loser,14,0.011087354194002778,0.03275164084781536
201001-201004,winner,14,0.011243820123319578,0.047987774305552636
201006-201009,winner,1,-0.0281777092567613,
201011-201102,winner,1,-0.0349591753068845,
201101-201104,loser,14,-0.045150792747586634,0.04513921319509327
201101-201104,winner,14,-0.028521085879426637,0.049722934112781086
201109-201112,winner,1,0.0326872114027365,
201201-201204,loser,14,0.014083465150871716,0.021042818179324137
201201-201204,winner,14,0.005319735664521,0.04098286595178309
201301-201304,loser,14,0.026190037908011665,0.023795248052887744
201301-201304,winner,13,0.053467378090346976,0.054055137336522376
201308-201311,winner,1,-0.0137746427360114,
201311-201402,winner,1,-0.0158782049488882,
201401-201404,loser,14,-0.002044536391753921,0.024193522519539806
201401-201404,winner,14,0.009354700838921556,0.03922454061533473
201404-201407,winner,1,-0.0043920454891873,
201408-201411,winner,1,0.027103761168151,
201412-201503,winner,1,-0.0697639627035389,
201501-201504,loser,14,-0.03191875685070151,0.03675699740357859
201501-201504,winner,13,-0.009492532344449753,0.03687659889170247
201506-201509,winner,1,-0.011048662383797,
201512-201603,winner,1,0.0762432071419043,
201601-201604,loser,14,0.007658240084842457,0.018426877391135237
201601-201604,winner,14,0.022255813431413085,0.027010565102987674
201607-201610,winner,1,-0.0233275942579703,
201610-201701,winner,1,0.0462616785723628,
201701-201704,loser,14,0.016687741938080595,0.020360720451178177
201701-201704,winner,14,0.05416671026530277,0.05480851412109698
201801-201804,loser,14,-0.019257598094832826,0.027599144249796793
201801-201804,winner,14,-0.03299165458812046,0.0618918695966789
201804-201807,winner,1,0.0040937768289763,
201808-201811,winner,1,0.004273094362847,
201810-201901,winner,1,0.0622642355783071,
201901-201904,loser,14,-0.010108963374857885,0.038623695571333716
201901-201904,winner,14,0.01769359430629253,0.03314711965402395
201903-201906,winner,1,0.0932829151057725,
201912-202003,winner,1,0.020071049237595,
202001-202004,loser,14,0.05367891676787016,0.04101184415903545
202001-202004,winner,14,0.04559875931747013,0.05172763482533634
202101-202104,loser,14,0.026712403547129355,0.0678108026371246
202101-202104,winner,14,-0.005577474587064664,0.07836167180097672
202103-202106,winner,1,0.1165111713193522,
202112-202203,winner,1,-0.0596205633501044,
202201-202204,loser,14,-0.056023708143678394,0.06648093426937775
202201-202204,winner,14,-0.03538266693426224,0.04722444426797965
202206-202209,winner,1,-0.105702797726784,
202207-202210,winner,1,0.0168761020009444,
202301-202304,loser,14,0.0024441420813895573,0.03202274513455768
202301-202304,winner,14,0.05526120371049246,0.07140746435961089
202310-202401,winner,1,0.0534403814375918,
202311-202402,winner,1,0.0064037376596826,
202401-202404,loser,14,-0.005177727951131186,0.05127338076359651
202401-202404,winner,14,-0.020182165604288156,0.02834519522943959
