combination,remark,count,mean_avg_monthly_return
201001-201007,loser,14,-0.006272536686358917
201001-201007,winner,14,0.022918929601558953
201002-201008,loser,14,-0.010354397194261258
201002-201008,winner,14,0.01848403368436288
201003-201009,loser,14,-0.0040437627481861305
201003-201009,winner,14,0.014228067834910216
201004-201010,loser,14,-0.022047731945036193
201004-201010,winner,14,0.009014637900631348
201005-201011,loser,14,-0.037026061525669805
201005-201011,winner,14,-0.005701005341991242
201006-201012,loser,14,-0.03945538590623533
201006-201012,winner,14,-0.017171707458941705
201007-201101,loser,14,-0.050593708868413294
201007-201101,winner,14,-0.02544716486258151
201008-201102,loser,14,-0.03904172491876103
201008-201102,winner,14,-0.015496780302510671
201009-201103,loser,14,-0.055222651696037794
201009-201103,winner,14,-0.020146400857456177
201010-201104,loser,14,-0.04198223599476474
201010-201104,winner,13,-0.033922501660780514
201011-201105,loser,14,-0.024190673579457884
201011-201105,winner,14,-0.023131680654589055
201012-201106,loser,14,-0.034909791074435835
201012-201106,winner,14,-0.019337394784011863
201101-201107,loser,14,-0.02443577161093701
201101-201107,winner,14,-0.022631357130616155
201102-201108,loser,14,-0.005913258031429407
201102-201108,winner,14,-0.008263508897869944
201103-201109,loser,14,-0.02021512718689228
201103-201109,winner,14,-0.012551010450400817
201104-201110,loser,14,-0.006583860444165669
201104-201110,winner,14,0.009982482043091965
201105-201111,loser,14,-0.021142293383841573
201105-201111,winner,14,0.003719054348143458
201106-201112,loser,14,0.004823656034481039
201106-201112,winner,14,0.020941722929186977
201107-201201,loser,14,-0.0066280306547206735
201107-201201,winner,14,0.018013906230525567
201108-201202,loser,14,-0.027149828413581663
201108-201202,winner,14,0.0027330271975906572
201109-201203,loser,14,-0.021362494875253595
201109-201203,winner,14,-0.01348914384604746
201110-201204,loser,14,-0.003539350383749235
201110-201204,winner,14,-0.007991110855379038
201111-201205,loser,14,0.006934196707128597
201111-201205,winner,14,0.011639522506081952
201112-201206,loser,14,0.007754600823577421
201112-201206,winner,14,0.015437160992123031
201201-201207,loser,14,-0.004664053041067896
201201-201207,winner,14,0.01520058521031408
201202-201208,loser,14,0.009277711053542985
201202-201208,winner,14,0.011541611905898681
201203-201209,loser,14,0.007502768341104408
201203-201209,winner,14,0.019554821223211376
201204-201210,loser,14,0.01645812517006756
