combination,remark,count,mean_avg_monthly_return
201001-201004,loser,14,0.0026523222764004506
201001-201004,winner,14,0.005711241271796595
201001-201004,winner - loser,-,0.0030589189953961447
201002-201005,loser,14,0.018529293564040476
201002-201005,winner,14,0.047357001025853294
201002-201005,winner - loser,-,0.028827707461812818
201003-201006,loser,14,0.014655690202094966
201003-201006,winner,14,0.056027805233582466
201003-201006,winner - loser,-,0.0413721150314875
201004-201007,loser,14,0.007897153880423613
201004-201007,winner,14,0.0475957933128246
201004-201007,winner - loser,-,0.039698639432400984
201005-201008,loser,14,0.006072494661640631
201005-201008,winner,14,0.01496720901110433
201005-201008,winner - loser,-,0.008894714349463699
201006-201009,loser,14,0.00765283573542883
201006-201009,winner,14,0.015839444046329476
201006-201009,winner - loser,-,0.008186608310900647
201007-201010,loser,14,-0.0070224919817285835
201007-201010,winner,14,0.0017505018590554691
201007-201010,winner - loser,-,0.008772993840784053
201008-201011,loser,14,-0.004296732709517399
201008-201011,winner,14,-0.004931974117131572
201008-201011,winner - loser,-,-0.0006352414076141732
201009-201012,loser,13,-0.011163595055740307
201009-201012,winner,14,0.016020140897107134
201009-201012,winner - loser,-,0.02718373595284744
201010-201101,loser,14,-0.03241494499197884
201010-201101,winner,14,-0.0036852961722739774
201010-201101,winner - loser,-,0.028729648819704863
201011-201102,loser,14,-0.026919444895076645
201011-201102,winner,14,0.012601971388309865
201011-201102,winner - loser,-,0.03952141628338651
201012-201103,loser,14,-0.025763400221419566
201012-201103,winner,14,-0.0012901261663596905
201012-201103,winner - loser,-,0.024473274055059877
201101-201104,loser,14,-0.0488073894104571
201101-201104,winner,14,-0.034182558923196694
201101-201104,winner - loser,-,0.014624830487260404
201102-201105,loser,14,-0.06388180466047179
201102-201105,winner,14,-0.028345024507225893
201102-201105,winner - loser,-,0.03553678015324589
201103-201106,loser,14,-0.10820946055326963
201103-201106,winner,14,-0.03156160265164269
201103-201106,winner - loser,-,0.07664785790162694
201104-201107,loser,14,-0.07791403892943324
201104-201107,winner,14,-0.02898628883313006
201104-201107,winner - loser,-,0.04892775009630318
201105-201108,loser,14,0.000968777458770252
201105-201108,winner,14,-0.002219135296167185
201105-201108,winner - loser,-,-0.003187912754937437
201106-201109,loser,14,0.012093454496689224
201106-201109,winner,14,-0.001378097894984839
201106-201109,winner - loser,-,-0.013471552391674064
201107-201110,loser,14,-0.005120269460886221
201107-201110,winner,14,0.006283760506435833
201107-201110,winner - loser,-,0.011404029967322054
201108-201111,loser,14,-0.004667198928716857
201108-201111,winner,14,0.01548777544539054
201108-201111,winner - loser,-,0.020154974374107397
201109-201112,loser,14,0.02490946581783834
201109-201112,winner,14,0.010649795268212343
201109-201112,winner - loser,-,-0.014259670549625998
201110-201201,loser,14,0.006788909115055174
201110-201201,winner,14,0.015545463508967874
201110-201201,winner - loser,-,0.0087565543939127
