,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-05-03,3673,8138596,551844198,68.1,68.8,66.7,68.2,0.4,4666
1,2016-05-04,3673,12030801,798428461,67.8,68.6,65.0,66.1,-2.1,6607
2,2016-05-05,3673,21037650,1323095700,66.4,66.9,59.5,61.0,-5.1,11673
3,2016-05-06,3673,25994368,1575380952,61.0,63.5,58.0,62.9,1.9,14290
4,2016-05-09,3673,10651017,659022845,62.0,63.8,60.8,60.8,-2.1,6394
5,2016-05-10,3673,10038807,616118687,59.9,62.7,59.2,61.4,0.6,5720
6,2016-05-11,3673,11785872,711371117,61.4,62.7,58.5,58.9,-2.5,6761
7,2016-05-12,3673,12261086,734591323,58.2,61.4,58.2,59.5,0.6,7082
8,2016-05-13,3673,22930589,1324225084,59.3,60.7,55.3,60.7,1.2,12539
9,2016-05-16,3673,10549660,641491060,60.5,61.9,59.5,60.5,-0.2,6049
10,2016-05-17,3673,8980631,553789232,60.8,62.7,60.7,61.4,0.9,5254
11,2016-05-18,3673,6699889,410636971,60.6,62.3,60.5,61.2,-0.2,3918
12,2016-05-19,3673,7617500,460306096,61.7,61.8,59.7,59.8,-1.4,3958
13,2016-05-20,3673,8774300,521104040,59.9,60.6,58.5,59.8,0.0,4704
14,2016-05-23,3673,15495585,978602754,60.4,64.9,60.4,64.5,4.7,8579
15,2016-05-24,3673,9680620,621337095,64.8,65.7,63.0,63.0,-1.5,5189
16,2016-05-25,3673,21279381,1381667593,64.0,67.0,63.5,63.5,0.5,11603
17,2016-05-26,3673,16223260,1025515426,63.5,64.5,62.2,62.6,-0.9,9124
18,2016-05-27,3673,18114375,1154867135,63.6,65.5,62.3,62.4,-0.2,9482
19,2016-05-30,3673,8938746,562202198,62.4,63.8,62.0,63.0,0.6,4815
20,2016-05-31,3673,22067735,1440132216,63.7,66.4,63.4,65.6,2.6,11594
21,2016-06-01,3673,10021136,659089976,66.0,66.5,65.2,65.3,-0.3,5565
