stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank,start_date2,SD_close2,end_date2,ED_close2,return2,avg_monthly_return,annualized_return
1314,2010-01-04,2010-12-31,7.15,16.28,201001-201101,1.27692308,44.365992290237614,winner,4.0,2011-01-03,16.67,2011-12-30,17.07,0.02399520095980795,0.001977940218480967,0.023995200959807894
1319,2010-01-04,2010-12-31,31.61,24.17,201001-201101,-0.23536855,6.320664766217867,loser,133.0,2011-01-03,24.28,2011-12-30,19.77,-0.18574958813838555,-0.016978162657304563,-0.1857495881383855
1704,2010-01-04,2010-12-31,24.92,41.81,201001-201101,0.67776886,29.292829095319597,winner,12.0,2011-01-03,44.05,2011-12-30,32.58,-0.26038592508513053,-0.024822294395954958,-0.2603859250851307
2103,2010-01-04,2010-12-31,15.92,28.91,201001-201101,0.81595477,32.76922749683341,winner,8.0,2011-01-03,30.92,2011-12-30,36.5,0.18046571798188868,0.013921770791904597,0.18046571798188737
2227,2010-01-04,2010-12-31,31.56,59.7,201001-201101,0.89163498,34.67314491555019,winner,6.0,2011-01-03,59.06,2011-12-30,57.52,-0.026075177785303067,-0.0021993414717873527,-0.02607517778530366
2384,2010-01-04,2010-12-31,25.94,44.35,201001-201101,0.70971473,30.09650416901537,winner,11.0,2011-01-03,44.61,2011-12-30,21.5,-0.5180452813270567,-0.05901250276793779,-0.5180452813270564
2393,2010-01-04,2010-12-31,52.35,39.26,201001-201101,-0.25004776,5.951373988457053,loser,136.0,2011-01-03,38.93,2011-12-30,25.83,-0.33650141279219115,-0.03360798346954774,-0.33650141279219137
2409,2010-01-04,2010-12-31,27.18,20.64,201001-201101,-0.2406181,6.188599729857308,loser,134.0,2011-01-03,20.68,2011-12-30,9.03,-0.5633462282398453,-0.06672112697299892,-0.5633462282398454
2451,2010-01-04,2010-12-31,45.41,32.14,201001-201101,-0.29222638,4.8902695158949925,loser,139.0,2011-01-03,32.3,2011-12-30,33.46,0.03591331269349857,0.002944615666281347,0.03591331269349829
2458,2010-01-04,2010-12-31,40.07,28.5,201001-201101,-0.2887447,4.977859537096014,loser,138.0,2011-01-03,28.36,2011-12-30,17.17,-0.3945698166431593,-0.04095569138391908,-0.39456981664315904
2498,2010-01-04,2010-12-31,264.76,717.19,201001-201101,1.70883064,55.23166413178593,winner,1.0,2011-01-03,733.93,2011-12-30,433.83,-0.4088945812270925,-0.042867466546220645,-0.4088945812270923
2603,2010-01-04,2010-12-31,15.7,26.2,201001-201101,0.66878981,29.066939530550563,winner,13.0,2011-01-03,26.76,2011-12-30,14.08,-0.47384155455904337,-0.05210613559879973,-0.47384155455904353
2609,2010-01-04,2010-12-31,13.05,30.09,201001-201101,1.30574713,45.09113048518929,winner,3.0,2011-01-03,32.01,2011-12-30,13.93,-0.5648234926585441,-0.06698465424531463,-0.564823492658544
2610,2010-01-04,2010-12-31,9.18,20.87,201001-201101,1.27342048,44.27787597619994,winner,5.0,2011-01-03,20.83,2011-12-30,10.93,-0.4752760441670667,-0.05232176233904684,-0.4752760441670668
2618,2010-01-04,2010-12-31,8.13,21.36,201001-201101,1.62730627,53.18072283428014,winner,2.0,2011-01-03,21.25,2011-12-30,12.86,-0.39482352941176474,-0.04098918940191165,-0.3948235294117648
2801,2010-01-04,2010-12-31,6.58,11.42,201001-201101,0.73556231,30.746762113512027,winner,10.0,2011-01-03,11.6,2011-12-30,8.0,-0.31034482758620685,-0.030489166167944726,-0.3103448275862072
2834,2010-01-04,2010-12-31,3.67,6.09,201001-201101,0.65940054,28.830729896591635,winner,14.0,2011-01-03,6.44,2011-12-30,4.49,-0.3027950310559006,-0.02960912027242113,-0.3027950310559002
2912,2010-01-04,2010-12-31,47.57,87.13,201001-201101,0.83161657,33.16323768560612,winner,7.0,2011-01-03,87.46,2011-12-30,109.88,0.2563457580608278,0.01919925642704201,0.25634575806082815
3008,2010-01-04,2010-12-31,290.98,515.53,201001-201101,0.77170252,31.655955882069,winner,9.0,2011-01-03,521.92,2011-12-30,408.04,-0.21819435928877978,-0.020303477197307296,-0.21819435928877973
3041,2010-01-04,2010-12-31,172.56,101.66,201001-201101,-0.41087158,1.9054645989010208,loser,144.0,2011-01-03,101.79,2011-12-30,71.3,-0.2995382650555065,-0.029232187836034096,-0.2995382650555064
3059,2010-01-04,2010-12-31,47.56,35.11,201001-201101,-0.2617746,5.656357167778244,loser,137.0,2011-01-03,35.54,2011-12-30,20.34,-0.4276871131119865,-0.045440962533037976,-0.42768711311198626
3376,2010-01-04,2010-12-31,75.73,42.07,201001-201101,-0.44447379,1.0601203150204768,loser,145.0,2011-01-03,41.21,2011-12-30,33.34,-0.19097306479009943,-0.017505227308849958,-0.19097306479009934
3443,2010-01-04,2010-12-31,113.16,85.64,201001-201101,-0.24319548,6.123759546714948,loser,135.0,2011-01-03,86.34,2011-12-30,71.69,-0.16967801714153352,-0.015375711453563867,-0.16967801714153363
