combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201010,loser,87,-0.02392477119431475,0.054142253352287645
201001-201010,winner,87,-0.0037170829811501273,0.08338457870240716
201002-201011,loser,83,0.007300306062846681,0.06262856126634783
201002-201011,winner,82,0.0046890756018875355,0.06920369408852661
201003-201012,loser,88,0.00966530256698934,0.049226562026646575
201003-201012,winner,87,-0.011436816971847735,0.056004942764621
201004-201101,loser,93,-0.011939281602043878,0.05996000787197812
201004-201101,winner,94,-0.014472053010766001,0.05527398654214239
201005-201102,loser,90,-0.01618608774215989,0.055006745339851094
201005-201102,winner,91,0.013173823023713132,0.06564144041550214
201006-201103,loser,89,-0.026898487081333647,0.06360736362734368
201006-201103,winner,90,0.005478864536705463,0.07314819183496901
201007-201104,loser,92,-0.03153128243699625,0.06353042662002602
201007-201104,winner,92,-0.007921616445084436,0.06911743701097631
201008-201105,loser,95,-0.043048677508035496,0.06567809980869958
201008-201105,winner,96,0.014142760173090048,0.06767797059284306
201009-201106,loser,97,-0.09804365040710812,0.06748641548428497
201009-201106,winner,97,-0.03964197801085176,0.0707559693085714
201010-201107,loser,98,-0.09756219765239578,0.06217301030475783
201010-201107,winner,98,-0.07134937472993685,0.06019409128523416
201011-201108,loser,96,-0.07103572659898531,0.053600909981496685
201011-201108,winner,96,-0.06753537905439039,0.06021347062390925
201012-201109,loser,101,-0.07344022242742669,0.0660673942749672
201012-201109,winner,100,-0.06887883567171066,0.06652031192339691
201101-201110,loser,108,-0.034983648347578264,0.06186172493505214
201101-201110,winner,109,-0.017215861738068865,0.06918680080535376
201102-201111,loser,106,0.00040360030898696297,0.06922770672721452
201102-201111,winner,107,-0.014484875516541918,0.04896306339124998
201103-201112,loser,105,0.13438163879487902,0.07600102699380329
201103-201112,winner,106,0.03458913143272028,0.0502731454508949
201104-201201,loser,107,0.0881165890588129,0.0772609643183887
201104-201201,winner,107,0.06319606742365418,0.07180510684202254
201105-201202,loser,107,-0.009881582996872015,0.07069432459428006
201105-201202,winner,106,0.007537983465723929,0.0694381437342439
201106-201203,loser,107,-0.07458686992257915,0.0659817190076416
201106-201203,winner,106,-0.0376945152009171,0.06619617655777316
201107-201204,loser,105,-0.04248317713671589,0.06182998796938408
201107-201204,winner,105,-0.03195861611101283,0.056815835298177214
201108-201205,loser,99,-0.04124388135483449,0.04878788720423989
201108-201205,winner,99,-0.01841588628818092,0.060638430311248936
201109-201206,loser,92,-0.0016268579283046762,0.06774303064587872
201109-201206,winner,92,0.023011117282927866,0.0727503685021909
201110-201207,loser,93,0.008427088694754394,0.06509095104930317
201110-201207,winner,93,0.026572808459182796,0.06551880272285239
201111-201208,loser,92,-0.030328428393623475,0.0846167142390806
201111-201208,winner,92,-0.0058185294151006815,0.07195213816357124
201112-201209,loser,86,-0.03344658935627086,0.05932463951312938
201112-201209,winner,87,-0.0029091385856055488,0.07538511379543057
201201-201210,loser,88,-0.022364072731194427,0.06870065425744805
201201-201210,winner,88,0.0016572736379777777,0.06205908765568005
201202-201211,loser,100,0.07592035438492446,0.07423297522054609
201202-201211,winner,99,0.03883675062436195,0.08551032549485738
201203-201212,loser,100,0.04154598236226753,0.06580721035421663
201203-201212,winner,102,0.04419949006930218,0.09042156751079286
201204-201301,loser,98,0.031276259687146625,0.06674177382949424
201204-201301,winner,98,0.04181113616551437,0.08206570461176334
201205-201302,loser,95,0.007473547464550975,0.06010267149697542
201205-201302,winner,94,0.028247415494996906,0.08542483437874815
201206-201303,loser,92,0.018789417236242,0.07082266242361718
201206-201303,winner,92,0.020789252509523272,0.09485493225828039
201207-201304,loser,94,-0.008583618986661035,0.059076948267426446
201207-201304,winner,94,0.021331455418547324,0.09727658360114724
201208-201305,loser,95,0.0014734027687213834,0.07144374843389603
201208-201305,winner,95,0.03604287239416917,0.10263399870500783
201209-201306,loser,100,-0.014218756733268098,0.06706445734964073
201209-201306,winner,99,0.003720544149400869,0.09330936556165725
201210-201307,loser,97,0.0025999293622830807,0.058696095727847064
201210-201307,winner,97,0.014756147275126492,0.08502788053810549
201211-201308,loser,92,0.0025526308032597445,0.05063733371058804
201211-201308,winner,92,0.014994552909225535,0.07752745538279497
201212-201309,loser,98,-0.014366146495084579,0.0658785356543465
201212-201309,winner,98,0.016363028110388887,0.07642114513392317
201301-201310,loser,101,0.008295180653653478,0.08019576460434964
201301-201310,winner,101,0.028579571261335108,0.09085456323745913
201302-201311,loser,103,0.012024305321161697,0.06297296157254566
201302-201311,winner,103,0.009794921168475738,0.07133958342951893
201303-201312,loser,106,0.055099148779636974,0.060335603020613145
201303-201312,winner,106,0.035807209641657387,0.06652199283659886
201304-201401,loser,107,0.03954611671648132,0.0683072272306214
201304-201401,winner,107,0.03490755275905247,0.08361459594610486
201305-201402,loser,110,0.027463424134939376,0.06380371178129368
201305-201402,winner,110,0.024439237344449742,0.07275782747191159
201306-201403,loser,110,0.006015879639419204,0.05837062112461432
