combination,remark,count,mean_avg_monthly_return
201001-201007,loser,14,0.0012375891986007384
201001-201007,winner,14,0.027941253812296982
201001-201007,winner - loser,-,0.026703664613696245
201002-201008,loser,14,-0.007170179545446694
201002-201008,winner,14,0.019774734821489164
201002-201008,winner - loser,-,0.026944914366935857
201003-201009,loser,14,0.0012328905405854756
201003-201009,winner,14,0.018500337749839748
201003-201009,winner - loser,-,0.017267447209254272
201004-201010,loser,14,-0.025215745888979204
201004-201010,winner,14,0.009328270575480841
201004-201010,winner - loser,-,0.034544016464460044
201005-201011,loser,14,-0.02847917865286317
201005-201011,winner,14,0.002696687943294664
201005-201011,winner - loser,-,0.031175866596157835
201006-201012,loser,14,-0.03145616797118496
201006-201012,winner,14,-0.009379236147277259
201006-201012,winner - loser,-,0.0220769318239077
201007-201101,loser,14,-0.0501156829746774
201007-201101,winner,14,-0.02939200319530424
201007-201101,winner - loser,-,0.02072367977937316
201008-201102,loser,14,-0.040644501743854755
201008-201102,winner,14,-0.015100060396859658
201008-201102,winner - loser,-,0.025544441346995097
201009-201103,loser,14,-0.058276117936787844
201009-201103,winner,14,-0.023508505180628376
201009-201103,winner - loser,-,0.03476761275615947
201010-201104,loser,14,-0.04073639529835991
201010-201104,winner,13,-0.0335563327710336
201010-201104,winner - loser,-,0.0071800625273263086
201011-201105,loser,14,-0.024636050906039795
201011-201105,winner,14,-0.027450950954403912
201011-201105,winner - loser,-,-0.002814900048364117
201012-201106,loser,14,-0.031592155862051705
201012-201106,winner,14,-0.017440022224968637
201012-201106,winner - loser,-,0.014152133637083068
201101-201107,loser,14,-0.022266564236227495
201101-201107,winner,14,-0.014968756880143439
201101-201107,winner - loser,-,0.007297807356084056
201102-201108,loser,14,-0.031016566613576785
201102-201108,winner,14,-0.024277393546292554
201102-201108,winner - loser,-,0.006739173067284231
201103-201109,loser,14,-0.020043706661890783
201103-201109,winner,14,-0.011995231424446482
201103-201109,winner - loser,-,0.008048475237444301
201104-201110,loser,14,-0.001784769352096205
201104-201110,winner,14,0.017666871541806912
201104-201110,winner - loser,-,0.019451640893903117
201105-201111,loser,14,-0.013256261659493269
201105-201111,winner,14,0.004580020187073779
201105-201111,winner - loser,-,0.017836281846567048
201106-201112,loser,14,-0.0038634922750014505
201106-201112,winner,14,0.02313018184316335
201106-201112,winner - loser,-,0.026993674118164803
201107-201201,loser,14,0.0010014894173610725
201107-201201,winner,14,0.021030280226516374
201107-201201,winner - loser,-,0.0200287908091553
201108-201202,loser,14,-0.02395805335532421
201108-201202,winner,14,0.005639681093197203
201108-201202,winner - loser,-,0.029597734448521415
201109-201203,loser,14,-0.02761198338565576
201109-201203,winner,14,-0.018723156827107734
201109-201203,winner - loser,-,0.008888826558548026
201110-201204,loser,14,-0.00458143981023053
201110-201204,winner,14,-0.014461792497442403
201110-201204,winner - loser,-,-0.009880352687211873
201111-201205,loser,14,0.0060830524670057295
201111-201205,winner,14,0.009437807847975608
201111-201205,winner - loser,-,0.003354755380969878
201112-201206,loser,14,0.0028305251167787737
201112-201206,winner,14,0.012540937022124736
201112-201206,winner - loser,-,0.009710411905345964
201201-201207,loser,14,0.0008380774317680663
201201-201207,winner,14,0.015959004511655956
201201-201207,winner - loser,-,0.015120927079887889
201202-201208,loser,14,0.008940348154654745
201202-201208,winner,14,0.011587469294619322
201202-201208,winner - loser,-,0.002647121139964577
201203-201209,loser,14,0.014061846398761624
201203-201209,winner,14,0.022691640205243575
201203-201209,winner - loser,-,0.00862979380648195
201204-201210,loser,14,0.015596357734737276
201204-201210,winner,14,0.011322757052603858
201204-201210,winner - loser,-,-0.004273600682133418
201205-201211,loser,14,0.029126533789290778
201205-201211,winner,14,0.02178758020198909
