銀行,西元年月,民國年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-固定,定存利率-三個月-固定,定存利率-三個月-固定,定存利率-六個月-固定,定存利率-六個月-固定,定存利率-九個月-固定,定存利率-九個月-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
華南銀行,2023-6,11206,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.580,,1.620,,3.071
華南銀行,2023-7,11207,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.183
華南銀行,2023-8,11208,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.183
華南銀行,2023-9,11209,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.183
華南銀行,2023-10,11210,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.184
華南銀行,2023-11,11211,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.184
華南銀行,2023-12,11212,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.184
華南銀行,2024-1,11301,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.188
華南銀行,2024-2,11302,,0.580,,0.730,1.100,1.100,1.160,1.160,1.310,1.310,1.420,1.420,1.575,1.565,1.575,1.580,1.580,1.585,1.635,1.595,1.635,1.640,1.635,1.770,,1.620,,1.620,,3.188
華南銀行,2024-3,11303,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.620,,1.620,,3.188
華南銀行,2024-4,11304,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.206
華南銀行,2024-5,11305,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.206
華南銀行,2024-6,11306,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.206
華南銀行,2024-7,11307,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.315
華南銀行,2024-8,11308,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.315
華南銀行,2024-9,11309,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.315
華南銀行,2024-10,11310,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.320
華南銀行,2024-11,11311,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.320
華南銀行,2024-12,11312,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.320
華南銀行,2025-1,11401,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.321
華南銀行,2025-2,11402,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.321
華南銀行,2025-3,11403,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.321
華南銀行,2025-4,11404,,0.705,,0.855,1.225,1.225,1.285,1.285,1.435,1.435,1.545,1.545,1.700,1.690,1.700,1.700,1.705,1.705,1.760,1.720,1.760,1.760,1.760,1.895,,1.740,,1.740,,3.320
