Stock_id,Combination,Start_Date,End_Date,Start_Price,End_Price,Return,RT_Percentile_Rank,Remark,RT_Rank,RT_6M_After
2344,201702-201707,2017/2/2,2017/7/31,12.8,18.25,43%,90%,Winner,19,33%
2345,201702-201707,2017/2/2,2017/7/31,56.5,80.5,42%,90%,Winner,20,44%
2501,201702-201707,2017/2/2,2017/7/31,18.9,17.35,-8%,10%,Loser,178,-4%
4137,201702-201707,2017/2/2,2017/7/31,140,128.5,-8%,10%,Loser,179,12%
5264,201702-201707,2017/2/2,2017/7/31,104,95.4,-8%,9%,Loser,180,4%
1723,201702-201707,2017/2/2,2017/7/31,125,114.5,-8%,9%,Loser,181,22%
2498,201702-201707,2017/2/2,2017/7/31,78.3,71.7,-8%,8%,Loser,182,-1%
2409,201702-201707,2017/2/2,2017/7/31,13.4,12.2,-9%,8%,Loser,183,13%
2101,201702-201707,2017/2/2,2017/7/31,30.65,27.65,-10%,7%,Loser,184,-3%
2204,201702-201707,2017/2/2,2017/7/31,29.2,26.1,-11%,7%,Loser,185,2%
2103,201702-201707,2017/2/2,2017/7/31,38,33.95,-11%,6%,Loser,186,5%
9914,201702-201707,2017/2/2,2017/7/31,163,144.5,-11%,6%,Loser,187,-5%
3060,201702-201707,2017/2/2,2017/7/31,34.3,30.4,-11%,5%,Loser,188,-12%
2395,201702-201707,2017/2/2,2017/7/31,260,228.5,-12%,5%,Loser,189,-2%
9945,201702-201707,2017/2/2,2017/7/31,37.8,32.7,-13%,4%,Loser,190,1%
3576,201702-201707,2017/2/2,2017/7/31,16.45,13.95,-15%,4%,Loser,191,-1%
3005,201702-201707,2017/2/2,2017/7/31,48.4,38.2,-21%,3%,Loser,192,13%
2915,201702-201707,2017/2/2,2017/7/31,56.9,44.8,-21%,3%,Loser,193,12%
1589,201702-201707,2017/2/2,2017/7/31,106,81.8,-23%,2%,Loser,194,-10%
9921,201702-201707,2017/2/2,2017/7/31,200,149,-26%,2%,Loser,195,12%
2371,201702-201707,2017/2/2,2017/7/31,18.35,12.7,-31%,1%,Loser,196,96%
1262,201702-201707,2017/2/2,2017/7/31,162,88.5,-45%,1%,Loser,197,-30%
6456,201703-201708,2017/3/1,2017/8/31,121.5,361.5,198%,99%,Winner,1,-51%
3406,201703-201708,2017/3/1,2017/8/31,184.5,498,170%,99%,Winner,2,-55%
3019,201703-201708,2017/3/1,2017/8/31,48.9,119,143%,98%,Winner,3,-14%
2327,201703-201708,2017/3/1,2017/8/31,80,194,143%,98%,Winner,4,70%
4943,201703-201708,2017/3/1,2017/8/31,86.2,209,142%,97%,Winner,5,20%
2609,201703-201708,2017/3/1,2017/8/31,7.36,16.75,128%,97%,Winner,6,-37%
3443,201703-201708,2017/3/1,2017/8/31,102,221.5,117%,96%,Winner,7,47%
2344,201703-201708,2017/3/1,2017/8/31,11.05,23.15,110%,96%,Winner,8,-15%
2439,201703-201708,2017/3/1,2017/8/31,140,237,69%,95%,Winner,9,-19%
2313,201703-201708,2017/3/1,2017/8/31,19.85,32.55,64%,95%,Winner,10,4%
6116,201703-201708,2017/3/1,2017/8/31,7.67,12.3,60%,94%,Winner,11,-19%
4915,201703-201708,2017/3/1,2017/8/31,46.65,71.6,53%,94%,Winner,12,1%
2603,201703-201708,2017/3/1,2017/8/31,15,23,53%,93%,Winner,13,-31%
2474,201703-201708,2017/3/1,2017/8/31,253,384,52%,93%,Winner,14,-8%
8341,201703-201708,2017/3/1,2017/8/31,126,189.5,50%,92%,Winner,15,26%
2231,201703-201708,2017/3/1,2017/8/31,252.5,370,47%,92%,Winner,16,-6%
2492,201703-201708,2017/3/1,2017/8/31,47.4,68.9,45%,91%,Winner,17,23%
3673,201703-201708,2017/3/1,2017/8/31,85.4,124,45%,91%,Winner,18,-44%
6213,201703-201708,2017/3/1,2017/8/31,41.05,59.4,45%,90%,Winner,19,30%
6269,201703-201708,2017/3/1,2017/8/31,92.8,133.5,44%,90%,Winner,20,-17%
1102,201703-201708,2017/3/1,2017/8/31,30.6,27.35,-11%,10%,Loser,178,3%
2103,201703-201708,2017/3/1,2017/8/31,35.75,31.9,-11%,10%,Loser,179,4%
2355,201703-201708,2017/3/1,2017/8/31,61.2,54.5,-11%,9%,Loser,180,-1%
2498,201703-201708,2017/3/1,2017/8/31,77.9,68.7,-12%,9%,Loser,181,-11%
2101,201703-201708,2017/3/1,2017/8/31,30.9,27.25,-12%,8%,Loser,182,-3%
3576,201703-201708,2017/3/1,2017/8/31,15.6,13.7,-12%,8%,Loser,183,0%
2106,201703-201708,2017/3/1,2017/8/31,49.55,43.15,-13%,7%,Loser,184,-16%
2395,201703-201708,2017/3/1,2017/8/31,258.5,222.5,-14%,7%,Loser,185,-2%
2301,201703-201708,2017/3/1,2017/8/31,51.9,44.65,-14%,6%,Loser,186,-6%
2023,201703-201708,2017/3/1,2017/8/31,14.6,12.3,-16%,6%,Loser,187,-6%
9914,201703-201708,2017/3/1,2017/8/31,157.5,132.5,-16%,5%,Loser,188,-3%
2915,201703-201708,2017/3/1,2017/8/31,58.6,48.55,-17%,5%,Loser,189,6%
9921,201703-201708,2017/3/1,2017/8/31,188.5,152.5,-19%,4%,Loser,190,0%
2501,201703-201708,2017/3/1,2017/8/31,20.65,16.55,-20%,4%,Loser,191,-4%
3060,201703-201708,2017/3/1,2017/8/31,37.4,29.05,-22%,3%,Loser,192,-18%
1789,201703-201708,2017/3/1,2017/8/31,45,34.7,-23%,3%,Loser,193,-8%
9945,201703-201708,2017/3/1,2017/8/31,38.9,29.55,-24%,2%,Loser,194,9%
4137,201703-201708,2017/3/1,2017/8/31,160.5,112,-30%,2%,Loser,195,29%
1589,201703-201708,2017/3/1,2017/8/31,119.5,83.1,-30%,1%,Loser,196,-6%
1262,201703-201708,2017/3/1,2017/8/31,164.5,78.1,-53%,1%,Loser,197,-24%
2327,201704-201709,2017/4/5,2017/9/30,84,212,152%,99%,Winner,1,145%
6456,201704-201709,2017/4/5,2017/9/30,147,308.5,110%,99%,Winner,2,-43%
3443,201704-201709,2017/4/5,2017/9/30,104.5,208,99%,98%,Winner,3,40%
3019,201704-201709,2017/4/5,2017/9/30,57,112.5,97%,98%,Winner,4,-12%
2408,201704-201709,2017/4/5,2017/9/30,47.9,86.3,80%,97%,Winner,5,1%
2609,201704-201709,2017/4/5,2017/9/30,7.07,12.7,80%,97%,Winner,6,-17%
1909,201704-201709,2017/4/5,2017/9/30,25.75,45.45,77%,96%,Winner,7,-32%
2492,201704-201709,2017/4/5,2017/9/30,44.85,75.9,69%,96%,Winner,8,52%
4943,201704-201709,2017/4/5,2017/9/30,132.5,218.5,65%,95%,Winner,9,36%
2344,201704-201709,2017/4/5,2017/9/30,17.5,27,54%,95%,Winner,10,-29%
2104,201704-201709,2017/4/5,2017/9/30,30.1,45.3,50%,94%,Winner,11,4%
2313,201704-201709,2017/4/5,2017/9/30,22.55,33.85,50%,94%,Winner,12,-15%
4915,201704-201709,2017/4/5,2017/9/30,50.2,74.2,48%,93%,Winner,13,-16%
6116,201704-201709,2017/4/5,2017/9/30,8.54,12.15,42%,93%,Winner,14,-18%
2049,201704-201709,2017/4/5,2017/9/30,193,272.5,41%,92%,Winner,15,51%
2345,201704-201709,2017/4/5,2017/9/30,70.6,98.4,39%,92%,Winner,16,-3%
1590,201704-201709,2017/4/5,2017/9/30,305,417,37%,91%,Winner,17,16%
2231,201704-201709,2017/4/5,2017/9/30,262,352,34%,91%,Winner,18,9%
2454,201704-201709,2017/4/5,2017/9/30,220,291.5,33%,90%,Winner,19,18%
6213,201704-201709,2017/4/5,2017/9/30,44.6,58.5,31%,90%,Winner,20,22%
9907,201704-201709,2017/4/5,2017/9/30,15.8,13.8,-13%,10%,Loser,177,-5%
3231,201704-201709,2017/4/5,2017/9/30,28.5,24.5,-14%,10%,Loser,178,0%
1102,201704-201709,2017/4/5,2017/9/30,31.5,26.85,-15%,9%,Loser,179,6%
9914,201704-201709,2017/4/5,2017/9/30,159,135.5,-15%,9%,Loser,180,-2%
2395,201704-201709,2017/4/5,2017/9/30,250,213,-15%,8%,Loser,181,-2%
2451,201704-201709,2017/4/5,2017/9/30,102,86.6,-15%,8%,Loser,182,-1%
2106,201704-201709,2017/4/5,2017/9/30,50.5,42.65,-16%,7%,Loser,183,-13%
5522,201704-201709,2017/4/5,2017/9/30,40.65,33.8,-17%,7%,Loser,184,-2%
2023,201704-201709,2017/4/5,2017/9/30,13.65,11.25,-18%,6%,Loser,185,-4%
2301,201704-201709,2017/4/5,2017/9/30,53.2,43.2,-19%,6%,Loser,186,-6%
3060,201704-201709,2017/4/5,2017/9/30,33.85,27.45,-19%,5%,Loser,187,-17%
2357,201704-201709,2017/4/5,2017/9/30,306.5,248,-19%,5%,Loser,188,12%
9921,201704-201709,2017/4/5,2017/9/30,180.5,143,-21%,4%,Loser,189,7%
2542,201704-201709,2017/4/5,2017/9/30,52.6,41.1,-22%,4%,Loser,190,12%
9945,201704-201709,2017/4/5,2017/9/30,36.75,28.05,-24%,3%,Loser,191,20%
1789,201704-201709,2017/4/5,2017/9/30,43.25,32.8,-24%,3%,Loser,192,3%
2501,201704-201709,2017/4/5,2017/9/30,22.05,16.65,-24%,2%,Loser,193,-7%
4137,201704-201709,2017/4/5,2017/9/30,141.5,105,-26%,2%,Loser,194,87%
1589,201704-201709,2017/4/5,2017/9/30,109.5,74,-32%,1%,Loser,195,35%
1262,201704-201709,2017/4/5,2017/9/30,166.5,68.9,-59%,1%,Loser,196,-31%
3443,201705-201710,2017/5/2,2017/10/31,101.5,300,196%,99%,Winner,1,-6%
4943,201705-201710,2017/5/2,2017/10/31,128.5,363,182%,99%,Winner,2,-24%
2327,201705-201710,2017/5/2,2017/10/31,105.5,239.5,127%,98%,Winner,3,149%
3019,201705-201710,2017/5/2,2017/10/31,56.3,123,118%,98%,Winner,4,-22%
2408,201705-201710,2017/5/2,2017/10/31,49.35,81.8,66%,97%,Winner,5,7%
2448,201705-201710,2017/5/2,2017/10/31,29.9,48.8,63%,97%,Winner,6,-23%
1909,201705-201710,2017/5/2,2017/10/31,27.25,44.4,63%,96%,Winner,7,-22%
2344,201705-201710,2017/5/2,2017/10/31,16.3,26.1,60%,96%,Winner,8,-30%
2360,201705-201710,2017/5/2,2017/10/31,92.1,147,60%,95%,Winner,9,5%
2313,201705-201710,2017/5/2,2017/10/31,22.7,35.45,56%,95%,Winner,10,-22%
2454,201705-201710,2017/5/2,2017/10/31,221.5,342.5,55%,94%,Winner,11,1%
2049,201705-201710,2017/5/2,2017/10/31,196,302,54%,94%,Winner,12,50%
6456,201705-201710,2017/5/2,2017/10/31,185,276.5,49%,93%,Winner,13,-36%
2345,201705-201710,2017/5/2,2017/10/31,65.2,97.2,49%,93%,Winner,14,-30%
4915,201705-201710,2017/5/2,2017/10/31,53.6,78.2,46%,92%,Winner,15,-22%
6116,201705-201710,2017/5/2,2017/10/31,8.1,11.7,44%,92%,Winner,16,-30%
1590,201705-201710,2017/5/2,2017/10/31,346,488.5,41%,91%,Winner,17,7%
6213,201705-201710,2017/5/2,2017/10/31,45.35,63.1,39%,91%,Winner,18,3%
2104,201705-201710,2017/5/2,2017/10/31,30.25,42,39%,90%,Winner,19,1%
2492,201705-201710,2017/5/2,2017/10/31,56.5,77.8,38%,90%,Winner,20,126%
1707,201705-201710,2017/5/2,2017/10/31,194,173.5,-11%,10%,Loser,176,43%
2059,201705-201710,2017/5/2,2017/10/31,461,403.5,-12%,10%,Loser,177,4%
3231,201705-201710,2017/5/2,2017/10/31,28.8,25.15,-13%,9%,Loser,178,-5%
4938,201705-201710,2017/5/2,2017/10/31,90,78,-13%,9%,Loser,179,-11%
9914,201705-201710,2017/5/2,2017/10/31,162.5,140.5,-14%,8%,Loser,180,-5%
2357,201705-201710,2017/5/2,2017/10/31,302,261,-14%,8%,Loser,181,7%
9921,201705-201710,2017/5/2,2017/10/31,182.5,155,-15%,7%,Loser,182,-2%
9945,201705-201710,2017/5/2,2017/10/31,36.7,30.95,-16%,7%,Loser,183,16%
2395,201705-201710,2017/5/2,2017/10/31,244.5,206,-16%,6%,Loser,184,-2%
2308,201705-201710,2017/5/2,2017/10/31,174,145,-17%,6%,Loser,185,-25%
2501,201705-201710,2017/5/2,2017/10/31,20.45,16.85,-18%,5%,Loser,186,2%
2451,201705-201710,2017/5/2,2017/10/31,104,85.6,-18%,5%,Loser,187,-3%
2106,201705-201710,2017/5/2,2017/10/31,48.8,40,-18%,4%,Loser,188,-14%
2301,201705-201710,2017/5/2,2017/10/31,52.1,42.55,-18%,4%,Loser,189,-4%
1789,201705-201710,2017/5/2,2017/10/31,41.15,33.3,-19%,3%,Loser,190,-3%
5522,201705-201710,2017/5/2,2017/10/31,40.8,32.95,-19%,3%,Loser,191,0%
2542,201705-201710,2017/5/2,2017/10/31,51,40.3,-21%,2%,Loser,192,13%
1589,201705-201710,2017/5/2,2017/10/31,91.1,69.6,-24%,2%,Loser,193,15%
4137,201705-201710,2017/5/2,2017/10/31,143,109,-24%,1%,Loser,194,79%
1262,201705-201710,2017/5/2,2017/10/31,143.5,71.6,-50%,1%,Loser,195,-52%
2327,201706-201711,2017/6/1,2017/11/30,99.7,336,237%,99%,Winner,1,207%
2337,201706-201711,2017/6/1,2017/11/30,15.2,47.4,212%,99%,Winner,2,7%
3443,201706-201711,2017/6/1,2017/11/30,103,282,174%,98%,Winner,3,-5%
3026,201706-201711,2017/6/1,2017/11/30,40.2,91.5,128%,98%,Winner,4,143%
2492,201706-201711,2017/6/1,2017/11/30,50.7,112,121%,97%,Winner,5,276%
3019,201706-201711,2017/6/1,2017/11/30,51.8,112.5,117%,97%,Winner,6,-15%
2360,201706-201711,2017/6/1,2017/11/30,94,176.5,88%,96%,Winner,7,-11%
2313,201706-201711,2017/6/1,2017/11/30,23.8,44.45,87%,96%,Winner,8,-24%
2371,201706-201711,2017/6/1,2017/11/30,10.2,17.85,75%,95%,Winner,9,28%
2448,201706-201711,2017/6/1,2017/11/30,32.4,54,67%,95%,Winner,10,-23%
2049,201706-201711,2017/6/1,2017/11/30,203,330.5,63%,94%,Winner,11,29%
2345,201706-201711,2017/6/1,2017/11/30,68,110,62%,94%,Winner,12,-18%
6213,201706-201711,2017/6/1,2017/11/30,42.75,65.6,53%,93%,Winner,13,0%
8341,201706-201711,2017/6/1,2017/11/30,165,253,53%,93%,Winner,14,-18%
1590,201706-201711,2017/6/1,2017/11/30,334,511,53%,92%,Winner,15,2%
2408,201706-201711,2017/6/1,2017/11/30,51.5,77.8,51%,92%,Winner,16,32%
2344,201706-201711,2017/6/1,2017/11/30,19.1,28.6,50%,91%,Winner,17,-25%
2454,201706-201711,2017/6/1,2017/11/30,228,326,43%,91%,Winner,18,-1%
4915,201706-201711,2017/6/1,2017/11/30,58.1,83,43%,90%,Winner,19,-28%
6116,201706-201711,2017/6/1,2017/11/30,7.84,11.2,43%,90%,Winner,20,-15%
8150,201706-201711,2017/6/1,2017/11/30,31.35,27.3,-13%,10%,Loser,178,-22%
1789,201706-201711,2017/6/1,2017/11/30,41,35.4,-14%,10%,Loser,179,-2%
9904,201706-201711,2017/6/1,2017/11/30,41.75,36,-14%,9%,Loser,180,2%
1476,201706-201711,2017/6/1,2017/11/30,313.5,268.5,-14%,9%,Loser,181,36%
9921,201706-201711,2017/6/1,2017/11/30,175.5,150,-15%,8%,Loser,182,-13%
2105,201706-201711,2017/6/1,2017/11/30,61,51.4,-16%,8%,Loser,183,-10%
2451,201706-201711,2017/6/1,2017/11/30,101.5,83.7,-18%,7%,Loser,184,1%
2106,201706-201711,2017/6/1,2017/11/30,46.55,38.25,-18%,7%,Loser,185,-12%
2308,201706-201711,2017/6/1,2017/11/30,167,136.5,-18%,6%,Loser,186,-19%
3231,201706-201711,2017/6/1,2017/11/30,28.4,23.1,-19%,6%,Loser,187,0%
2395,201706-201711,2017/6/1,2017/11/30,246.5,200,-19%,5%,Loser,188,2%
2542,201706-201711,2017/6/1,2017/11/30,49.9,39.9,-20%,5%,Loser,189,15%
2227,201706-201711,2017/6/1,2017/11/30,318.5,253,-21%,4%,Loser,190,-2%
9914,201706-201711,2017/6/1,2017/11/30,160.5,124,-23%,4%,Loser,191,4%
1589,201706-201711,2017/6/1,2017/11/30,88.5,67.7,-24%,3%,Loser,192,0%
5522,201706-201711,2017/6/1,2017/11/30,41.95,31.65,-25%,3%,Loser,193,7%
4938,201706-201711,2017/6/1,2017/11/30,92.5,68.3,-26%,2%,Loser,194,-8%
2301,201706-201711,2017/6/1,2017/11/30,50,36.85,-26%,2%,Loser,195,5%
2727,201706-201711,2017/6/1,2017/11/30,211,131,-38%,1%,Loser,196,-21%
1262,201706-201711,2017/6/1,2017/11/30,134,52.6,-61%,1%,Loser,197,-33%
3026,201707-201712,2017/7/3,2017/12/29,41.25,112,172%,99%,Winner,1,92%
2337,201707-201712,2017/7/3,2017/12/29,16.8,44.2,163%,99%,Winner,2,11%
4943,201707-201712,2017/7/3,2017/12/29,146.5,355.5,143%,98%,Winner,3,-7%
3443,201707-201712,2017/7/3,2017/12/29,127.5,255,100%,98%,Winner,4,0%
2492,201707-201712,2017/7/3,2017/12/29,53.9,105,95%,97%,Winner,5,272%
3019,201707-201712,2017/7/3,2017/12/29,53.4,96.1,80%,97%,Winner,6,-4%
2360,201707-201712,2017/7/3,2017/12/29,95.2,162,70%,96%,Winner,7,-2%
8341,201707-201712,2017/7/3,2017/12/29,156.5,255,63%,96%,Winner,8,-22%
2448,201707-201712,2017/7/3,2017/12/29,27.95,45.15,62%,95%,Winner,9,-10%
2049,201707-201712,2017/7/3,2017/12/29,201,322,60%,95%,Winner,10,38%
2313,201707-201712,2017/7/3,2017/12/29,24.4,38.4,57%,94%,Winner,11,-16%
6213,201707-201712,2017/7/3,2017/12/29,41.55,65.3,57%,94%,Winner,12,-2%
2353,201707-201712,2017/7/3,2017/12/29,16,24.15,51%,93%,Winner,13,3%
1802,201707-201712,2017/7/3,2017/12/29,14.9,22.35,50%,93%,Winner,14,-19%
1590,201707-201712,2017/7/3,2017/12/29,365,535,47%,92%,Winner,15,0%
2371,201707-201712,2017/7/3,2017/12/29,13.1,19.2,47%,92%,Winner,16,19%
1907,201707-201712,2017/7/3,2017/12/29,9.77,13.95,43%,91%,Winner,17,-5%
2408,201707-201712,2017/7/3,2017/12/29,54.3,76.2,40%,91%,Winner,18,25%
2345,201707-201712,2017/7/3,2017/12/29,78,106,36%,90%,Winner,19,-19%
2104,201707-201712,2017/7/3,2017/12/29,32.35,43.85,36%,90%,Winner,20,1%
2542,201707-201712,2017/7/3,2017/12/29,50.6,42.3,-16%,10%,Loser,178,7%
2501,201707-201712,2017/7/3,2017/12/29,19.7,16.45,-16%,10%,Loser,179,8%
1477,201707-201712,2017/7/3,2017/12/29,150,125,-17%,9%,Loser,180,9%
5522,201707-201712,2017/7/3,2017/12/29,38.75,32.1,-17%,9%,Loser,181,4%
2317,201707-201712,2017/7/3,2017/12/29,116.5,95.2,-18%,8%,Loser,182,-9%
2105,201707-201712,2017/7/3,2017/12/29,65.3,52.5,-20%,8%,Loser,183,-12%
2301,201707-201712,2017/7/3,2017/12/29,50.7,40.6,-20%,7%,Loser,184,-4%
2106,201707-201712,2017/7/3,2017/12/29,48.5,37.55,-23%,7%,Loser,185,-12%
3231,201707-201712,2017/7/3,2017/12/29,31.1,23.95,-23%,6%,Loser,186,-3%
3060,201707-201712,2017/7/3,2017/12/29,35,26.9,-23%,6%,Loser,187,-18%
9914,201707-201712,2017/7/3,2017/12/29,164,125,-24%,5%,Loser,188,1%
3481,201707-201712,2017/7/3,2017/12/29,16.3,12.4,-24%,5%,Loser,189,-6%
1476,201707-201712,2017/7/3,2017/12/29,392.5,297.5,-24%,4%,Loser,190,27%
4938,201707-201712,2017/7/3,2017/12/29,97.6,72,-26%,4%,Loser,191,-10%
2727,201707-201712,2017/7/3,2017/12/29,187,134,-28%,3%,Loser,192,-23%
2383,201707-201712,2017/7/3,2017/12/29,143.5,101.5,-29%,3%,Loser,193,-19%
2231,201707-201712,2017/7/3,2017/12/29,388.5,274,-29%,2%,Loser,194,27%
3189,201707-201712,2017/7/3,2017/12/29,79.6,54.2,-32%,2%,Loser,195,8%
1589,201707-201712,2017/7/3,2017/12/29,94.1,63.8,-32%,1%,Loser,196,3%
1262,201707-201712,2017/7/3,2017/12/29,125.5,64.7,-48%,1%,Loser,197,-47%
