Stock_id,Combination,Start_Date,End_Date,Start_Price,End_Price,Return
2311,201605-201610,2016-05-03,2016-10-31,31.05,37.1,0.19484702093397746
5880,201605-201610,2016-05-03,2016-10-31,14.15,13.85,-0.021201413427561887
6116,201605-201610,2016-05-03,2016-10-31,3.67,7.91,1.1553133514986378
2308,201605-201610,2016-05-03,2016-10-31,146.0,166.5,0.1404109589041096
6176,201605-201610,2016-05-03,2016-10-31,47.2,53.3,0.1292372881355931
6239,201605-201610,2016-05-03,2016-10-31,65.1,90.1,0.3840245775729647
2303,201605-201610,2016-05-03,2016-10-31,11.65,11.75,0.008583690987124432
6269,201605-201610,2016-05-03,2016-10-31,72.5,89.9,0.24000000000000007
2301,201605-201610,2016-05-03,2016-10-31,37.5,45.3,0.20799999999999993
6285,201605-201610,2016-05-03,2016-10-31,83.1,87.9,0.0577617328519857
4904,201605-201610,2016-05-03,2016-10-31,74.0,74.6,0.00810810810810803
2912,201605-201610,2016-05-03,2016-10-31,224.0,236.0,0.05357142857142857
3706,201605-201610,2016-05-03,2016-10-31,22.5,29.9,0.32888888888888884
3702,201605-201610,2016-05-03,2016-10-31,34.4,37.0,0.07558139534883726
2915,201605-201610,2016-05-03,2016-10-31,44.05,50.9,0.15550510783200913
3008,201605-201610,2016-05-03,2016-10-31,2295.0,3735.0,0.6274509803921569
2353,201605-201610,2016-05-03,2016-10-31,11.2,14.5,0.2946428571428572
3019,201605-201610,2016-05-03,2016-10-31,23.35,29.1,0.24625267665952888
3034,201605-201610,2016-05-03,2016-10-31,110.0,118.5,0.07727272727272727
2352,201605-201610,2016-05-03,2016-10-31,10.05,13.3,0.3233830845771144
3044,201605-201610,2016-05-03,2016-10-31,58.5,74.7,0.276923076923077
3045,201605-201610,2016-05-03,2016-10-31,107.5,110.5,0.027906976744186046
2347,201605-201610,2016-05-03,2016-10-31,31.3,33.7,0.07667731629392978
3189,201605-201610,2016-05-03,2016-10-31,62.3,72.9,0.1701444622792939
3231,201605-201610,2016-05-03,2016-10-31,18.7,23.8,0.2727272727272728
2345,201605-201610,2016-05-03,2016-10-31,29.3,50.4,0.720136518771331
3406,201605-201610,2016-05-03,2016-10-31,44.8,50.4,0.12500000000000003
2344,201605-201610,2016-05-03,2016-10-31,8.6,9.92,0.1534883720930233
3443,201605-201610,2016-05-03,2016-10-31,73.5,80.5,0.09523809523809523
3481,201605-201610,2016-05-03,2016-10-31,9.8,10.65,0.08673469387755098
2337,201605-201610,2016-05-03,2016-10-31,3.35,4.37,0.3044776119402985
3532,201605-201610,2016-05-03,2016-10-31,30.95,35.25,0.13893376413570277
3673,201605-201610,2016-05-03,2016-10-31,68.2,50.5,-0.25953079178885635
2330,201605-201610,2016-05-03,2016-10-31,147.5,188.5,0.27796610169491526
3682,201605-201610,2016-05-03,2016-10-31,10.15,10.15,0.0
2327,201605-201610,2016-05-03,2016-10-31,52.7,63.6,0.206831119544592
6213,201605-201610,2016-05-03,2016-10-31,30.15,34.2,0.13432835820895536
2451,201605-201610,2016-05-03,2016-10-31,90.6,87.2,-0.037527593818984455
1101,201606-201611,2016-06-01,2016-11-30,29.9,36.85,0.23244147157190645
1710,201606-201611,2016-06-01,2016-11-30,19.85,22.2,0.11838790931989913
2015,201606-201611,2016-06-01,2016-11-30,44.65,45.3,0.01455767077267634
1907,201606-201611,2016-06-01,2016-11-30,9.78,9.61,-0.017382413087934555
2006,201606-201611,2016-06-01,2016-11-30,18.95,21.8,0.1503957783641162
2002,201606-201611,2016-06-01,2016-11-30,20.95,25.0,0.1933174224343676
2101,201606-201611,2016-06-01,2016-11-30,26.9,29.3,0.08921933085501867
2206,201606-201611,2016-06-01,2016-11-30,21.4,21.05,-0.01635514018691579
1909,201606-201611,2016-06-01,2016-11-30,13.25,16.2,0.22264150943396221
2362,201606-201611,2016-06-01,2016-11-30,27.85,27.8,-0.0017953321364452678
1507,201606-201611,2016-06-01,2016-11-30,47.7,44.65,-0.06394129979035648
1802,201606-201611,2016-06-01,2016-11-30,13.75,13.5,-0.01818181818181818
2393,201606-201611,2016-06-01,2016-11-30,46.95,46.5,-0.009584664536741274
1789,201606-201611,2016-06-01,2016-11-30,46.55,39.5,-0.15145005370569276
2501,201606-201611,2016-06-01,2016-11-30,13.85,18.6,0.3429602888086644
2511,201606-201611,2016-06-01,2016-11-30,11.5,10.8,-0.060869565217391244
1723,201606-201611,2016-06-01,2016-11-30,110.0,111.0,0.00909090909090909
2609,201606-201611,2016-06-01,2016-11-30,7.9,5.75,-0.2721518987341772
2707,201606-201611,2016-06-01,2016-11-30,189.5,170.5,-0.10026385224274406
1722,201606-201611,2016-06-01,2016-11-30,43.25,40.55,-0.06242774566473995
2727,201606-201611,2016-06-01,2016-11-30,119.0,138.0,0.15966386554621848
2392,201606-201611,2016-06-01,2016-11-30,41.55,36.0,-0.13357400722021653
2049,201606-201611,2016-06-01,2016-11-30,140.5,132.5,-0.05693950177935943
1440,201606-201611,2016-06-01,2016-11-30,12.85,12.3,-0.04280155642023338
9945,201606-201611,2016-06-01,2016-11-30,37.4,38.1,0.01871657754010703
2227,201606-201611,2016-06-01,2016-11-30,215.0,200.0,-0.06976744186046512
6452,201606-201611,2016-06-01,2016-11-30,367.0,420.5,0.14577656675749318
6456,201606-201611,2016-06-01,2016-11-30,91.8,91.4,-0.004357298474945441
2207,201606-201611,2016-06-01,2016-11-30,314.5,366.5,0.16534181240063592
6505,201606-201611,2016-06-01,2016-11-30,87.9,107.5,0.222980659840728
8454,201606-201611,2016-06-01,2016-11-30,229.5,194.5,-0.15250544662309368
2204,201606-201611,2016-06-01,2016-11-30,24.0,26.8,0.1166666666666667
8464,201606-201611,2016-06-01,2016-11-30,286.5,357.0,0.24607329842931938
9904,201606-201611,2016-06-01,2016-11-30,43.55,39.85,-0.08495981630309979
2201,201606-201611,2016-06-01,2016-11-30,27.85,27.65,-0.007181328545781071
9910,201606-201611,2016-06-01,2016-11-30,136.5,119.5,-0.12454212454212454
9914,201606-201611,2016-06-01,2016-11-30,147.0,139.5,-0.05102040816326531
2106,201606-201611,2016-06-01,2016-11-30,52.0,46.4,-0.10769230769230773
9917,201606-201611,2016-06-01,2016-11-30,90.0,87.0,-0.03333333333333333
2105,201606-201611,2016-06-01,2016-11-30,67.7,60.0,-0.11373707533234863
9921,201606-201611,2016-06-01,2016-11-30,197.0,190.0,-0.03553299492385787
9933,201606-201611,2016-06-01,2016-11-30,47.25,50.4,0.06666666666666664
2103,201606-201611,2016-06-01,2016-11-30,27.3,32.25,0.18131868131868129
9938,201606-201611,2016-06-01,2016-11-30,89.8,96.9,0.07906458797327404
9941,201606-201611,2016-06-01,2016-11-30,74.1,76.7,0.03508771929824573
2059,201606-201611,2016-06-01,2016-11-30,350.5,364.5,0.039942938659058486
2855,201606-201611,2016-06-01,2016-11-30,12.45,11.3,-0.09236947791164647
1717,201606-201611,2016-06-01,2016-11-30,32.65,33.1,0.013782542113323212
2903,201606-201611,2016-06-01,2016-11-30,16.8,16.2,-0.035714285714285796
3037,201606-201611,2016-06-01,2016-11-30,14.1,11.95,-0.15248226950354613
1229,201606-201611,2016-06-01,2016-11-30,20.65,22.0,0.06537530266343833
1326,201606-201611,2016-06-01,2016-11-30,81.9,99.9,0.21978021978021978
2441,201606-201611,2016-06-01,2016-11-30,37.3,38.5,0.032171581769437074
3026,201606-201611,2016-06-01,2016-11-30,33.0,31.75,-0.03787878787878788
1319,201606-201611,2016-06-01,2016-11-30,47.6,68.0,0.42857142857142855
2027,201606-201611,2016-06-01,2016-11-30,15.55,18.4,0.18327974276527317
1314,201606-201611,2016-06-01,2016-11-30,7.7,9.43,0.2246753246753246
2104,201606-201611,2016-06-01,2016-11-30,23.45,27.5,0.1727078891257996
1210,201606-201611,2016-06-01,2016-11-30,25.75,29.45,0.1436893203883495
1303,201606-201611,2016-06-01,2016-11-30,62.0,67.1,0.08225806451612894
2456,201606-201611,2016-06-01,2016-11-30,56.0,71.6,0.27857142857142847
5269,201606-201611,2016-06-01,2016-11-30,157.0,263.0,0.6751592356687898
1301,201606-201611,2016-06-01,2016-11-30,79.0,90.8,0.1493670886075949
8341,201606-201611,2016-06-01,2016-11-30,156.0,115.5,-0.25961538461538464
5876,201606-201611,2016-06-01,2016-11-30,27.98,27.27,-0.025375268048606178
1227,201606-201611,2016-06-01,2016-11-30,78.7,75.6,-0.039390088945362244
2889,201606-201611,2016-06-01,2016-11-30,7.96,8.16,0.02512562814070354
3005,201606-201611,2016-06-01,2016-11-30,23.15,40.45,0.7473002159827216
1216,201606-201611,2016-06-01,2016-11-30,62.7,54.5,-0.13078149920255186
