combination,remark,count,mean_avg_monthly_return
201001-201010,loser,14,-0.008005700520340307
201001-201010,winner,14,0.040581672270835145
201002-201011,loser,14,0.026348450319133816
201002-201011,winner,14,0.018776576863778403
201003-201012,loser,14,-0.005804618659116079
201003-201012,winner,14,-0.005092120254320265
201004-201101,loser,14,-0.026906210268445956
201004-201101,winner,14,-0.021977338307182064
201005-201102,loser,14,-0.04192292629873445
201005-201102,winner,14,-0.01373712374786953
201006-201103,loser,14,-0.012686311164712043
201006-201103,winner,14,0.008073371293779243
201007-201104,loser,14,-0.02863495629007259
201007-201104,winner,14,-0.007280070853557712
201008-201105,loser,14,-0.04461715803798701
201008-201105,winner,14,0.01815643085991541
201009-201106,loser,14,-0.10010209368014418
201009-201106,winner,14,-0.02486950862058273
201010-201107,loser,14,-0.09212439938663126
201010-201107,winner,14,-0.05510788547178035
201011-201108,loser,14,-0.06039977970293081
201011-201108,winner,14,-0.07323230303584134
201012-201109,loser,14,-0.08363468580784492
201012-201109,winner,14,-0.07074368361977686
201101-201110,loser,14,-0.03552298161191537
201101-201110,winner,14,0.012451086665762445
201102-201111,loser,14,0.01775133331331649
201102-201111,winner,14,0.0014104204815314808
201103-201112,loser,14,0.14624949217406755
201103-201112,winner,14,0.027358204585176165
201104-201201,loser,14,0.07745778605227618
201104-201201,winner,14,0.056920526116891135
201105-201202,loser,14,-0.019088206774008822
201105-201202,winner,14,0.019284665709879443
201106-201203,loser,14,-0.08410771238292826
201106-201203,winner,14,-0.0038442379145244366
201107-201204,loser,14,-0.04311173597221703
201107-201204,winner,14,-0.001054822857499828
201108-201205,loser,14,-0.04199667534550268
201108-201205,winner,14,0.0019487863165815824
201109-201206,loser,14,0.004872422091234618
201109-201206,winner,14,0.015997719240201744
201110-201207,loser,14,0.025191679441649073
201110-201207,winner,14,0.027455882317097804
201111-201208,loser,14,-0.02781284135982077
201111-201208,winner,14,-0.006499439611833865
201112-201209,loser,14,-0.0048836806386625365
201112-201209,winner,14,0.009752108221683495
201201-201210,loser,14,-0.004223629810342411
