,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-09-01,6239,1360441,110992260,82.6,82.6,81.3,81.3,-1.5,1045
1,2016-09-02,6239,1305507,106426167,82.0,82.2,80.4,81.7,0.4,1049
2,2016-09-05,6239,860452,70799871,81.3,82.7,81.3,82.3,0.6,635
3,2016-09-06,6239,1829478,152682812,82.5,83.8,82.4,83.8,1.5,1209
4,2016-09-07,6239,2084726,173287180,83.3,83.6,82.6,83.1,-0.7,1484
5,2016-09-08,6239,2948331,243854203,83.5,83.6,82.0,83.0,-0.1,2079
6,2016-09-09,6239,1643925,134354291,82.6,82.6,81.4,81.4,-1.6,1089
7,2016-09-10,6239,1664014,133504521,79.9,80.6,79.7,80.1,-1.3,1190
8,2016-09-12,6239,1924570,154516366,79.7,81.3,79.3,80.7,0.6,1353
9,2016-09-13,6239,2135909,171101741,80.7,81.1,79.3,79.8,-0.9,1522
10,2016-09-14,6239,3962891,308907182,79.3,79.9,77.4,77.4,-2.4,2531
11,2016-09-19,6239,3064057,242175209,78.6,79.6,78.0,79.2,1.8,2084
12,2016-09-20,6239,1647040,131581506,79.0,80.4,78.7,80.4,1.2,1309
13,2016-09-21,6239,1859496,149776927,80.4,81.0,79.9,81.0,0.6,1308
14,2016-09-22,6239,2845011,232767992,81.4,82.2,80.8,82.2,1.2,1875
15,2016-09-23,6239,1707413,140420866,82.8,82.8,81.6,82.5,0.3,998
16,2016-09-26,6239,2210325,180328917,81.5,82.3,80.7,82.0,-0.5,1558
17,2016-09-29,6239,4175994,342227606,82.3,82.4,81.3,81.3,-0.7,2929
18,2016-09-30,6239,3419570,277771151,81.0,81.6,80.7,81.3,0.0,1803
19,2016-10-03,6239,3149319,260077358,82.0,83.3,81.6,83.0,1.7,1776
20,2016-10-04,6239,2756798,228815391,82.9,83.4,82.4,83.2,0.2,1738
21,2016-10-05,6239,1241840,102609729,82.2,83.3,82.2,82.7,-0.5,1001
22,2016-10-06,6239,2372761,197028479,82.5,83.6,81.8,83.5,0.8,1540
23,2016-10-07,6239,2523378,210249574,83.5,83.6,82.8,83.6,0.1,1576
24,2016-10-11,6239,1656499,137801561,83.7,83.7,82.8,83.5,-0.1,1223
25,2016-10-12,6239,2273516,191571983,83.5,84.8,83.5,84.4,0.9,1462
26,2016-10-13,6239,2300355,190588210,84.4,84.4,82.2,82.3,-2.1,1622
27,2016-10-14,6239,1299246,107157817,82.5,83.4,81.8,82.2,-0.1,992
28,2016-10-17,6239,1512505,125474961,82.5,83.8,81.4,83.6,1.4,1243
29,2016-10-18,6239,1064703,88684849,83.4,83.6,82.8,83.5,-0.1,929
30,2016-10-19,6239,2535999,214135910,83.1,84.7,83.0,84.6,1.1,1790
31,2016-10-20,6239,3219549,275689453,84.5,86.9,84.2,86.6,2.0,1913
32,2016-10-21,6239,6340505,562103183,86.6,89.5,86.6,88.8,2.2,3018
33,2016-10-24,6239,2695960,239175761,88.8,90.3,87.6,88.5,-0.3,1961
34,2016-10-25,6239,3677706,334469054,88.4,92.5,88.1,91.4,2.9,2429
35,2016-10-26,6239,5709945,513778954,90.4,90.6,88.9,89.7,-1.7,3265
36,2016-10-27,6239,3008020,271384100,89.3,90.8,89.3,90.2,0.5,1838
37,2016-10-28,6239,2415296,218284045,90.1,90.9,89.9,90.1,-0.1,1474
38,2016-10-31,6239,3012668,272394820,89.8,91.4,89.4,90.1,0.0,1857
39,2016-11-01,6239,1669725,149282492,89.6,89.9,89.1,89.1,-1.0,1340
40,2016-11-02,6239,1835049,162407895,88.5,89.4,87.8,87.8,-1.3,1220
41,2016-11-03,6239,2206792,191909247,87.8,88.3,86.0,86.3,-1.5,1365
42,2016-11-04,6239,1517129,132123243,86.3,87.9,86.1,87.6,1.3,1036
43,2016-11-07,6239,3902198,339745202,87.0,87.9,85.6,87.1,-0.5,1924
44,2016-11-08,6239,1604284,141884498,88.2,89.5,87.6,88.5,1.4,1126
45,2016-11-09,6239,3457832,300704452,89.6,90.2,85.5,85.8,-2.7,2186
46,2016-11-10,6239,4071283,358217659,88.0,88.9,87.4,87.4,1.6,2313
47,2016-11-11,6239,5957754,495052299,85.3,85.9,81.4,81.8,-5.6,3527
48,2016-11-14,6239,4505330,368494960,82.1,83.0,81.0,81.3,-0.5,2861
49,2016-11-15,6239,3075320,251391400,81.0,83.3,80.5,81.3,0.0,2394
50,2016-11-16,6239,2962911,247083724,82.1,84.0,81.3,84.0,2.7,2281
51,2016-11-17,6239,2736306,227066647,83.1,83.6,82.1,82.9,-1.1,1824
52,2016-11-18,6239,2568397,215697136,82.9,84.9,82.5,84.8,1.9,1748
53,2016-11-21,6239,3597870,307973758,85.8,86.5,84.0,84.1,-0.7,2563
54,2016-11-22,6239,2664447,230436785,84.3,87.3,84.3,87.2,3.1,1971
55,2016-11-23,6239,2943160,253927933,86.3,87.0,85.5,85.6,-1.6,1884
56,2016-11-24,6239,901226,77202453,86.1,86.2,85.2,85.2,-0.4,679
57,2016-11-25,6239,1478163,128493559,85.1,87.5,85.0,87.3,2.1,1104
58,2016-11-28,6239,2190131,187863456,86.6,86.6,85.4,85.4,-1.9,1557
59,2016-11-29,6239,3707128,311854442,84.5,85.3,82.9,83.1,-2.3,2416
60,2016-11-30,6239,4526879,373950878,83.0,84.0,81.9,81.9,-1.2,2255
61,2016-12-01,6239,3679085,313009238,82.2,86.7,82.2,85.2,3.3,2513
62,2016-12-02,6239,2322268,197201545,85.2,86.2,83.4,84.8,-0.4,1807
63,2016-12-05,6239,3858153,317584846,83.5,84.0,81.8,81.8,-3.0,2883
64,2016-12-06,6239,6079810,507591716,83.3,84.8,82.3,82.5,0.7,4270
65,2016-12-07,6239,2296156,192459123,83.3,84.3,82.8,84.0,1.5,1522
66,2016-12-08,6239,8440395,742263847,85.6,90.6,85.6,88.9,4.9,4768
67,2016-12-09,6239,3085297,273069278,88.5,89.0,87.8,89.0,0.1,2134
68,2016-12-12,6239,1373207,121427273,89.7,89.7,87.2,89.0,0.0,1035
69,2016-12-13,6239,2119490,187161813,88.7,88.8,87.7,88.2,-0.8,1483
70,2016-12-14,6239,3818101,343071589,88.5,90.4,88.4,89.4,1.2,2412
71,2016-12-15,6239,1891011,166904868,89.0,89.2,87.8,88.0,-1.4,1209
72,2016-12-16,6239,1785831,155556996,88.5,88.7,86.5,86.5,-1.5,1138
73,2016-12-19,6239,1225569,105347234,86.9,87.1,85.3,85.7,-0.8,788
74,2016-12-20,6239,1252155,107524940,87.3,87.4,85.4,85.6,-0.1,980
75,2016-12-21,6239,1907151,164190936,85.6,86.9,85.2,85.7,0.1,1397
76,2016-12-22,6239,2069569,176345134,85.9,86.7,84.7,84.7,-1.0,1471
77,2016-12-23,6239,2025003,171660452,85.2,85.8,84.2,84.2,-0.5,1194
78,2016-12-26,6239,498148,42111252,84.6,85.1,84.2,84.6,0.4,354
79,2016-12-27,6239,608650,51322820,84.8,85.3,84.1,84.2,-0.4,502
80,2016-12-28,6239,1286135,108432767,84.9,84.9,83.7,84.3,0.1,947
81,2016-12-29,6239,2163709,182650734,84.3,85.2,83.8,84.4,0.1,1494
82,2016-12-30,6239,1948422,168469200,85.1,87.0,84.4,87.0,2.6,1571
83,2017-01-03,6239,1967575,169897028,86.5,86.9,85.7,86.6,-0.4,1422
84,2017-01-04,6239,2198169,190151436,86.6,86.9,86.0,86.7,0.1,1545
85,2017-01-05,6239,3330503,286556349,86.2,87.1,85.6,86.0,-0.7,2015
86,2017-01-06,6239,2332807,200296843,86.1,86.6,85.5,86.0,0.0,1562
87,2017-01-09,6239,2097611,182126942,86.8,87.4,85.9,87.0,1.0,1316
88,2017-01-10,6239,3468069,296796138,86.7,86.7,85.1,85.6,-1.4,2478
89,2017-01-11,6239,2852828,244011706,85.6,86.1,85.2,85.7,0.1,1230
90,2017-01-12,6239,1899926,164214596,86.5,86.8,85.9,86.6,0.9,1228
91,2017-01-13,6239,2557127,218287254,86.4,86.4,85.0,85.4,-1.2,1616
92,2017-01-16,6239,2369681,200226236,85.0,85.6,83.4,84.6,-0.8,1672
93,2017-01-17,6239,1716424,145094525,84.3,85.0,83.9,84.4,-0.2,1377
94,2017-01-18,6239,2129251,179285150,84.4,84.8,83.9,83.9,-0.5,1341
95,2017-01-19,6239,3201601,266812234,83.9,84.0,82.9,83.1,-0.8,1876
96,2017-01-20,6239,1712808,143357761,83.1,84.3,83.0,84.0,0.9,1278
97,2017-01-23,6239,2629658,221904432,84.8,85.2,83.6,84.4,0.4,1798
98,2017-01-24,6239,5315715,457053049,84.8,86.6,84.8,85.5,1.1,3580
99,2017-02-02,6239,8340827,734080371,85.4,89.0,85.4,88.9,3.4,5614
100,2017-02-03,6239,9848397,905907221,89.8,94.5,89.6,92.0,3.1,5806
101,2017-02-06,6239,5163333,481656445,94.0,94.5,92.6,93.3,1.3,3736
102,2017-02-07,6239,5047749,466996208,92.3,93.8,91.9,92.5,-0.8,2845
103,2017-02-08,6239,2913509,270135307,93.0,93.9,91.1,93.1,0.6,1975
104,2017-02-09,6239,2048437,189536133,93.4,93.5,91.9,92.0,-1.1,1437
105,2017-02-10,6239,2656138,247404034,92.9,93.7,92.3,93.5,1.5,1831
106,2017-02-13,6239,2834566,262803172,94.5,94.9,92.0,92.0,-1.5,2117
107,2017-02-14,6239,2036806,187122736,92.3,92.9,91.0,92.0,0.0,1503
108,2017-02-15,6239,4143661,374416372,92.1,92.2,89.7,89.7,-2.3,2427
109,2017-02-16,6239,3715884,332340895,89.6,90.8,88.2,90.8,1.1,2319
110,2017-02-17,6239,2186560,195209840,90.6,90.6,88.8,88.8,-2.0,1603
111,2017-02-18,6239,634473,57046097,89.6,90.6,88.8,89.9,1.1,572
112,2017-02-20,6239,2041785,182626983,89.9,90.2,89.1,89.3,-0.6,1531
113,2017-02-21,6239,1512680,136280500,89.9,90.5,89.3,90.4,1.1,1130
114,2017-02-22,6239,4359638,369087588,90.7,90.8,89.2,89.2,-1.2,1185
115,2017-02-23,6239,1819576,164176996,90.2,90.7,89.5,90.1,0.9,1332
116,2017-02-24,6239,1935365,172392292,90.1,90.1,87.5,89.2,-0.9,1330
117,2017-03-01,6239,2372190,212291710,89.0,90.8,89.0,89.5,0.3,1714
