stock_id,year_month,mean_market_value,rank
1101,2020-01,236667027220.63113,27.0
1101B,2020-01,10795943396.226416,337.0
1102,2020-01,145197987246.11066,43.0
1103,2020-01,13481816601.233606,291.0
1104,2020-01,12319595715.032787,312.0
1108,2020-01,3863987708.491803,643.0
1109,2020-01,6251872751.061476,499.0
1110,2020-01,9446100866.733606,373.0
1201,2020-01,10716608113.860655,341.0
1203,2020-01,7311737704.918033,444.0
1210,2020-01,35864471231.38934,129.0
1213,2020-01,429765738.9678899,974.0
1215,2020-01,17979614904.979507,233.0
1216,2020-01,390678148006.16394,14.0
1217,2020-01,3703965687.4631147,652.0
1218,2020-01,11474875463.319672,325.0
1219,2020-01,6195863920.844262,504.0
1220,2020-01,1976102767.5450819,816.0
1225,2020-01,7501335384.508197,438.0
1227,2020-01,58524104748.38934,89.0
1229,2020-01,47614024536.88525,102.0
1231,2020-01,7487552141.139344,440.0
1232,2020-01,19210889260.086067,220.0
1233,2020-01,3302559166.5901637,685.0
1234,2020-01,12991883074.372952,300.0
1235,2020-01,2466975375.768595,754.0
1236,2020-01,1391570735.8155737,876.0
1256,2020-01,7863170397.04918,421.0
1301,2020-01,540107016166.36475,6.0
1303,2020-01,505136454326.79095,9.0
1304,2020-01,16873864524.897541,248.0
1305,2020-01,10552294713.635246,345.0
1307,2020-01,8582763028.262295,401.0
1308,2020-01,9870955177.528688,364.0
1309,2020-01,6434858369.6762295,490.0
1310,2020-01,8823754151.356558,394.0
1312,2020-01,15832972174.815575,264.0
1312A,2020-01,621434146.3414634,963.0
1313,2020-01,15483899556.528688,273.0
1314,2020-01,27689989081.52869,154.0
1315,2020-01,10064665822.784811,359.0
1316,2020-01,2129887872.647541,789.0
1319,2020-01,22275899051.963116,190.0
1321,2020-01,7448849941.938524,441.0
1323,2020-01,2991205542.7704916,712.0
1324,2020-01,717950112.6970954,948.0
1325,2020-01,9183561728.754099,381.0
1326,2020-01,435106605587.73773,12.0
1337,2020-01,1614984965.762295,858.0
1338,2020-01,4643069508.196721,586.0
1339,2020-01,3241859041.0614753,688.0
1340,2020-01,1767813273.237705,835.0
1341,2020-01,2933651393.442623,715.0
1342,2020-11,4118213534.25,626.0
1402,2020-01,144168944612.7746,44.0
1409,2020-01,18665631713.487705,228.0
1410,2020-01,2016222199.1701245,813.0
1413,2020-01,1089889844.397541,913.0
1414,2020-01,1880801639.3442624,821.0
1416,2020-01,2318172886.691358,767.0
1417,2020-01,1909591619.7679324,820.0
1418,2020-01,407779480.7176471,978.0
1419,2020-01,12672590616.0,305.0
1423,2020-01,1767977415.63786,834.0
1432,2020-01,1111911699.9409282,911.0
1434,2020-01,54862415732.91803,91.0
1435,2020-01,1625447554.8811476,857.0
1436,2020-01,3632700603.6885247,656.0
1437,2020-01,4552432852.762295,590.0
1438,2020-01,1285169725.4814816,891.0
1439,2020-01,2998577868.852459,709.0
1440,2020-01,18454619969.209015,230.0
1441,2020-01,784789967.2131147,943.0
1442,2020-01,5465541054.262295,536.0
1443,2020-01,1260597108.3719008,892.0
1444,2020-01,9133729377.32377,384.0
1445,2020-01,1153808850.602459,906.0
1446,2020-01,4183519059.827869,617.0
1447,2020-01,6200448374.680327,503.0
1449,2020-01,2461597143.751055,755.0
1451,2020-01,3349729918.032787,677.0
1452,2020-01,2204375037.172131,782.0
1453,2020-01,789014835.3539095,940.0
1454,2020-01,1065024408.5081967,918.0
1455,2020-01,4586079547.151639,587.0
1456,2020-01,965869101.6393442,926.0
1457,2020-01,3998710346.446721,638.0
1459,2020-01,2688320501.442623,732.0
1460,2020-01,4523294831.389344,591.0
1463,2020-01,2098542836.9057376,792.0
1464,2020-01,7661446158.418033,431.0
1465,2020-01,1495405297.3811476,868.0
1466,2020-01,1585945068.2592592,860.0
1467,2020-01,3772463885.163934,645.0
1468,2020-01,1867873048.4959016,825.0
1470,2020-01,1627535441.436464,856.0
1471,2020-01,549857597.0163934,969.0
1472,2020-01,650094101.2614108,961.0
1473,2020-01,3041615300.7459016,703.0
1474,2020-01,1531064696.4549181,865.0
1475,2020-01,659609192.9292929,958.0
1476,2020-01,96178041414.81148,57.0
1477,2020-01,35490348588.13934,130.0
1503,2020-01,24219336756.360657,179.0
1504,2020-01,54757102789.315575,92.0
1506,2020-01,1782590026.8155737,832.0
1507,2020-01,24344789114.754097,177.0
1512,2020-01,996030400.1229508,922.0
1513,2020-01,14900704918.032787,279.0
1514,2020-01,4918502065.065574,570.0
1515,2020-01,13418143152.561476,293.0
1516,2020-01,559363378.2786885,968.0
1517,2020-01,2349800194.1188526,763.0
1519,2020-01,9410358221.319672,377.0
1521,2020-01,4365854557.377049,605.0
1522,2020-01,7208513170.401639,451.0
1524,2020-01,1637732526.1764705,855.0
1525,2020-01,4010053932.97541,635.0
1526,2020-01,2082000000.0,798.0
1527,2020-01,5734921989.262295,520.0
1528,2020-01,1570515878.1147542,861.0
1529,2020-01,1465910925.069672,871.0
1530,2020-01,2920766245.627049,717.0
1531,2020-01,2254369702.741803,778.0
1532,2020-01,11043433864.17623,333.0
1533,2020-01,3005153080.77459,708.0
1535,2020-01,4032764698.2704916,633.0
1536,2020-01,25498292966.836067,169.0
1537,2020-01,11671177947.049181,322.0
1538,2020-01,197552673.5246637,982.0
1539,2020-01,1211474883.1967213,901.0
1540,2020-01,1353705845.102459,881.0
1541,2020-01,3442994836.0655737,670.0
1558,2020-01,8064760201.5,417.0
1560,2020-01,8638792622.950819,396.0
1568,2020-01,1718778252.7090163,841.0
1582,2020-01,10221289843.319672,354.0
1583,2020-01,6569218084.734178,483.0
