date,stock_id,market_value
2007-11-29,3516,2725987500.0
2007-11-30,3516,2798680500.0
2007-12-03,3516,2871373500.0
2007-12-04,3516,2827757700.0
2007-12-05,3516,2805949800.0
2007-12-06,3516,3002220900.0
2007-12-07,3516,2922258600.0
2007-12-10,3516,2835027000.0
2007-12-11,3516,2784141900.0
2007-12-12,3516,2755064700.0
2007-12-13,3516,2689641000.0
2007-12-14,3516,2682371700.0
2007-12-17,3516,2551524300.0
2007-12-18,3516,2551524300.0
2007-12-19,3516,2675102400.0
2007-12-20,3516,2544255000.0
2007-12-21,3516,2616948000.0
2007-12-24,3516,2667833100.0
2007-12-25,3516,2660563800.0
2007-12-26,3516,2653294500.0
2007-12-27,3516,2682371700.0
2007-12-28,3516,2675102400.0
2007-12-31,3516,2689641000.0
2008-01-02,3516,2653294500.0
2008-01-03,3516,2598774750.0
2008-01-04,3516,2609678700.0
2008-01-07,3516,2522447100.0
2008-01-08,3516,2489735250.0
2008-01-09,3516,2493369900.0
2008-01-10,3516,2507908500.0
2008-01-11,3516,2515177800.0
2008-01-14,3516,2489735250.0
2008-01-15,3516,2486100600.0
2008-01-16,3516,2398869000.0
2008-01-17,3516,2362522500.0
2008-01-18,3516,2362522500.0
2008-01-21,3516,2326176000.0
2008-01-22,3516,2166251400.0
2008-01-24,3516,1999057500.0
2008-01-28,3516,2031769350.0
2008-01-29,3516,2100827700.0
2008-01-30,3516,2144443500.0
2008-01-31,3516,2151712800.0
2008-02-01,3516,2188059300.0
2008-02-12,3516,2188059300.0
2008-02-13,3516,2180790000.0
2008-02-14,3516,2202597900.0
2008-02-15,3516,2202597900.0
2008-02-18,3516,2289829500.0
2008-02-19,3516,2326176000.0
2008-02-20,3516,2289829500.0
2008-02-21,3516,2311637400.0
2008-02-22,3516,2304368100.0
2008-02-25,3516,2318906700.0
2008-02-26,3516,2326176000.0
2008-02-27,3516,2358887850.0
2008-02-29,3516,2304368100.0
2008-03-03,3516,2253483000.0
2008-03-04,3516,2282560200.0
2008-03-05,3516,2253483000.0
