combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201010,loser,87,-0.023726097881342802,0.0361709180796287
201001-201010,winner,87,-0.009687926681702857,0.043709996559548984
201002-201011,loser,83,-0.023201515925285708,0.03723962699585172
201002-201011,winner,82,-0.0031162111295431,0.04471107519687264
201003-201012,loser,88,-0.034891107965018126,0.035540885369436476
201003-201012,winner,87,-0.0230425284677766,0.042475295592909676
201004-201101,loser,94,-0.04758448201534029,0.03514525561057507
201004-201101,winner,94,-0.03229274951662094,0.032657914092790855
201005-201102,loser,90,-0.04921455582774577,0.041878467542462876
201005-201102,winner,91,-0.022330796562559603,0.03944080961471461
201006-201103,loser,87,-0.060476946516820035,0.05285955647942607
201006-201103,winner,90,-0.04846900769763202,0.04575640172325742
201007-201104,loser,91,-0.054152242841083754,0.040712856466384825
201007-201104,winner,91,-0.04183032472141993,0.040665946695448714
201008-201105,loser,95,-0.047151378920001666,0.03518549317432016
201008-201105,winner,96,-0.02376345686863313,0.0316850732949302
201009-201106,loser,97,-0.02817063321467842,0.035106815608179215
201009-201106,winner,96,-0.013347850674840041,0.03028926102316517
201010-201107,loser,98,-0.028063564707148773,0.033659503360576624
201010-201107,winner,97,-0.014714638952138863,0.03208058326002312
201011-201108,loser,96,-0.031254062778433844,0.031594690914517574
201011-201108,winner,96,-0.027117181071482945,0.032131044940761876
201012-201109,loser,101,-0.010399466597807097,0.03834046617580341
201012-201109,winner,100,-0.013024906385811125,0.03293131466382085
201101-201110,loser,107,-0.00510762294196581,0.03191397543846248
201101-201110,winner,108,0.004451661782992091,0.035217534900023405
201102-201111,loser,106,-0.014192094793894975,0.037294720162329396
201102-201111,winner,106,-0.003906735422014851,0.031412430431417435
201103-201112,loser,104,-6.828158291904214e-05,0.03640043261720218
201103-201112,winner,104,0.008896836493958022,0.027607785594672713
201104-201201,loser,107,0.004805612891067384,0.03326329047854946
201104-201201,winner,107,0.019605305811310605,0.03390958457483694
201105-201202,loser,107,-0.027206078532744576,0.04475019904998696
201105-201202,winner,106,-0.0028261207686719283,0.03991923611915847
201106-201203,loser,107,-0.040307624437252054,0.03811851747592418
201106-201203,winner,106,-0.012687182472801407,0.04117782371040397
201107-201204,loser,105,-0.022697672462740744,0.037077771335257054
201107-201204,winner,104,-0.00815447743301395,0.037967341657769806
201108-201205,loser,98,-0.007374743669159874,0.04016840746262377
201108-201205,winner,98,0.0013441702941741937,0.03444911248327693
201109-201206,loser,92,0.003729267205156209,0.03699858504168081
201109-201206,winner,90,0.012123471286431577,0.04013673403353339
201110-201207,loser,93,0.005006982083679718,0.033795425124353885
201110-201207,winner,92,0.01892734982622936,0.04387653496132542
201111-201208,loser,91,0.005514781749142923,0.03822975184898995
201111-201208,winner,90,0.013792533992014494,0.044246990496396243
201112-201209,loser,86,0.003333359876545635,0.029505222423304237
201112-201209,winner,86,0.019004621520779526,0.04892221214729201
201201-201210,loser,87,-0.005641864013278229,0.036281427934376755
201201-201210,winner,88,0.006622246984293843,0.04184085486457753
201202-201211,loser,100,0.01930376578010441,0.03503529546458167
201202-201211,winner,99,0.021290005518783437,0.041738169658517336
201203-201212,loser,98,0.006094046009871036,0.038526854630426495
201203-201212,winner,102,0.019158039187225778,0.045196036525539045
201204-201301,loser,96,0.006115439088623745,0.03894422504995316
201204-201301,winner,98,0.015954116578953733,0.04348331537159592
201205-201302,loser,95,0.0041983242955616505,0.036497190095067536
201205-201302,winner,94,0.018740699065245635,0.04893542908202941
201206-201303,loser,92,0.0011891854794279656,0.041191362491975976
201206-201303,winner,92,0.00614880690392364,0.050892777214621904
201207-201304,loser,94,0.005040831215592747,0.04056701604753845
201207-201304,winner,94,0.016259965718501926,0.05564404424399062
201208-201305,loser,95,0.010058257248853076,0.0441196936654025
201208-201305,winner,96,0.012037423065914482,0.05058443381052366
201209-201306,loser,99,0.016221815744787014,0.045354112387194105
201209-201306,winner,99,0.01482449450349251,0.048643200714212825
201210-201307,loser,97,0.016688315537872644,0.04569325098535698
201210-201307,winner,97,0.0180503696844878,0.044336881769833525
201211-201308,loser,93,0.017313344202868796,0.03315949380362258
201211-201308,winner,92,0.011826982677907202,0.0454282895274576
201212-201309,loser,98,0.0194052545146318,0.041363681676561924
201212-201309,winner,98,0.01957330650133048,0.044576607436373816
201301-201310,loser,101,0.02317332271369631,0.043453099672319605
201301-201310,winner,101,0.018316935710403492,0.04212146091184782
201302-201311,loser,103,0.017634508138507293,0.0333066412570201
201302-201311,winner,103,0.014155043036096106,0.038692552316779184
201303-201312,loser,106,0.02134566924964131,0.042153833182068716
201303-201312,winner,104,0.004678611759520194,0.03575935142198936
201304-201401,loser,107,0.00883540996649059,0.04294799771113341
201304-201401,winner,105,0.001859978666833547,0.040043443878762526
201305-201402,loser,107,-0.005640283069200504,0.04324532668320299
201305-201402,winner,110,-0.0033361785143836736,0.03658729639467695
201306-201403,loser,108,-0.016815762569752063,0.04182294102344093
201306-201403,winner,110,-0.009823877591091773,0.041160958386048996
201307-201404,loser,109,-0.00841413406076136,0.034417790564476754
