remark,n,mean,t_stat,p_value,oPeriod,hPeriod
loser,165,0.0552136466982436,3.621641829030546,0.0003898945395,3,12
winner,165,0.1194709950928587,7.503254100325738,3.741047935399745e-12,3,12
winner - loser,165,0.064257348394615,7.166007159077822,2.4900192770369697e-11,3,12
loser,174,0.008964811784771,1.126324023021574,0.2615883527699522,3,3
winner,174,0.0364562849040802,4.93160876260709,1.9022683024534023e-06,3,3
winner - loser,174,0.0274914731193092,5.489009119189637,1.4194180572381376e-07,3,3
loser,171,0.0191864318257056,1.934360555801624,0.0547292239641473,3,6
winner,171,0.071496430351053,6.704120629068083,2.8649193162989656e-10,3,6
winner - loser,171,0.0523099985253473,8.56395487206906,6.3190312413867254e-15,3,6
loser,168,0.031641119197947,2.601467132980733,0.0101161296606066,3,9
winner,168,0.0999178989690155,7.721587248554251,1.004405913269922e-12,3,9
winner - loser,168,0.0682767797710685,8.878179610165377,1.0271044282789268e-15,3,9
