date,stock_id,market_value
2022-01-03,7402,1176602995.0
2022-01-04,7402,1191496704.0
2022-01-05,7402,1191496704.0
2022-01-06,7402,1169156141.0
2022-01-07,7402,1171638426.0
2022-01-10,7402,1166673856.0
2022-01-11,7402,1161709286.0
2022-01-12,7402,0.0
2022-01-13,7402,1154262432.0
2022-01-14,7402,1154262432.0
2022-01-17,7402,1154262432.0
2022-01-18,7402,1141851008.0
2022-01-19,7402,1179085280.0
2022-01-20,7402,1187773277.0
2022-01-21,7402,0.0
2022-01-24,7402,1187773277.0
2022-01-25,7402,1189014419.0
2022-01-26,7402,1190255562.0
2022-02-07,7402,1179085280.0
2022-02-08,7402,1185290992.0
2022-02-09,7402,1191496704.0
2022-02-10,7402,1191496704.0
2022-02-11,7402,1191496704.0
2022-02-14,7402,1186532134.0
2022-02-15,7402,1186532134.0
2022-02-16,7402,1191496704.0
2022-02-17,7402,0.0
2022-02-18,7402,1186532134.0
2022-02-21,7402,1191496704.0
2022-02-22,7402,1185290992.0
2022-02-23,7402,0.0
2022-02-24,7402,1248589254.0
2022-02-25,7402,1167914998.0
2022-03-01,7402,1202666986.0
2022-03-02,7402,1191496704.0
2022-03-03,7402,1216319552.0
2022-03-04,7402,1212596125.0
2022-03-07,7402,1212596125.0
2022-03-08,7402,1177844138.0
2022-03-09,7402,0.0
2022-03-10,7402,1201425843.0
2022-03-11,7402,1201425843.0
2022-03-14,7402,1208872698.0
2022-03-15,7402,1203908128.0
2022-03-16,7402,1202666986.0
2022-03-17,7402,1181567565.0
2022-03-18,7402,1171638426.0
2022-03-21,7402,1146815578.0
2022-03-22,7402,1161709286.0
2022-03-23,7402,1176602995.0
2022-03-24,7402,1149297862.0
2022-03-25,7402,1149297862.0
2022-03-28,7402,1141851008.0
2022-03-29,7402,1138127581.0
2022-03-30,7402,1107099021.0
2022-03-31,7402,1072347034.0
2022-04-01,7402,1073588176.0
2022-04-06,7402,1120751587.0
2022-04-07,7402,1138127581.0
2022-04-08,7402,1138127581.0
2022-04-11,7402,1141851008.0
2022-04-12,7402,1141851008.0
2022-04-13,7402,1141851008.0
2022-04-14,7402,1146815578.0
2022-04-15,7402,1146815578.0
2022-04-18,7402,1146815578.0
2022-04-19,7402,1159227002.0
2022-04-20,7402,1179085280.0
2022-04-21,7402,1179085280.0
2022-04-22,7402,1191496704.0
2022-04-25,7402,1180326422.0
2022-04-26,7402,1179085280.0
2022-04-27,7402,1179085280.0
2022-04-28,7402,1195220131.0
2022-04-29,7402,1203908128.0
2022-05-03,7402,1206390413.0
2022-05-04,7402,1216319552.0
2022-05-05,7402,1223766406.0
2022-05-06,7402,1228730976.0
2022-05-09,7402,1211354982.0
2022-05-10,7402,1206390413.0
2022-05-11,7402,1191496704.0
2022-05-12,7402,1191496704.0
2022-05-13,7402,0.0
2022-05-16,7402,0.0
2022-05-17,7402,1203908128.0
2022-05-18,7402,0.0
2022-05-19,7402,0.0
