date,stock_id,market_value
2020-01-02,2887F,16350000000.0
2020-01-03,2887F,16350000000.0
2020-01-06,2887F,16320000000.0
2020-01-07,2887F,16320000000.0
2020-01-08,2887F,16350000000.0
2020-01-09,2887F,16350000000.0
2020-01-10,2887F,16350000000.0
2020-01-13,2887F,0.0
2020-01-14,2887F,16350000000.0
2020-01-15,2887F,16350000000.0
2020-01-16,2887F,16320000000.0
2020-01-17,2887F,16320000000.0
2020-01-20,2887F,16320000000.0
2020-01-30,2887F,16290000000.0
2020-01-31,2887F,16290000000.0
2020-02-03,2887F,16290000000.0
2020-02-04,2887F,16320000000.0
2020-02-05,2887F,16350000000.0
2020-02-06,2887F,16380000000.0
2020-02-07,2887F,16410000000.0
2020-02-10,2887F,16410000000.0
2020-02-11,2887F,16440000000.0
2020-02-12,2887F,16440000000.0
2020-02-13,2887F,16440000000.0
2020-02-14,2887F,16470000000.0
2020-02-17,2887F,16440000000.0
2020-02-18,2887F,16470000000.0
2020-02-19,2887F,16470000000.0
2020-02-20,2887F,16500000000.0
2020-02-21,2887F,16500000000.0
2020-02-24,2887F,16500000000.0
2020-02-25,2887F,16500000000.0
2020-02-26,2887F,16470000000.0
2020-02-27,2887F,16470000000.0
2020-03-02,2887F,16440000000.0
2020-03-03,2887F,16470000000.0
2020-03-04,2887F,16470000000.0
2020-03-05,2887F,16470000000.0
2020-03-06,2887F,16500000000.0
2020-03-09,2887F,16500000000.0
2020-03-10,2887F,16500000000.0
2020-03-11,2887F,16500000000.0
2020-03-12,2887F,16380000000.0
2020-03-13,2887F,15990000000.0
2020-03-16,2887F,15570000000.0
2020-03-17,2887F,15360000000.0
2020-03-18,2887F,15450000000.0
2020-03-19,2887F,14835000000.0
2020-03-20,2887F,15090000000.0
2020-03-23,2887F,15060000000.0
2020-03-24,2887F,15210000000.0
2020-03-25,2887F,15270000000.0
2020-03-26,2887F,15210000000.0
2020-03-27,2887F,15240000000.0
2020-03-30,2887F,15240000000.0
2020-03-31,2887F,15240000000.0
2020-04-01,2887F,15270000000.0
2020-04-06,2887F,15240000000.0
2020-04-07,2887F,15240000000.0
2020-04-08,2887F,15270000000.0
2020-04-09,2887F,15300000000.0
2020-04-10,2887F,15300000000.0
2020-04-13,2887F,15240000000.0
2020-04-14,2887F,15300000000.0
2020-04-15,2887F,15390000000.0
2020-04-16,2887F,15390000000.0
2020-04-17,2887F,15450000000.0
2020-04-20,2887F,15450000000.0
2020-04-21,2887F,15390000000.0
2020-04-22,2887F,15390000000.0
2020-04-23,2887F,15420000000.0
2020-04-24,2887F,15420000000.0
2020-04-27,2887F,15510000000.0
2020-04-28,2887F,15600000000.0
2020-04-29,2887F,15660000000.0
2020-04-30,2887F,15720000000.0
2020-05-04,2887F,15690000000.0
2020-05-05,2887F,15660000000.0
2020-05-06,2887F,15630000000.0
2020-05-07,2887F,15630000000.0
2020-05-08,2887F,15690000000.0
2020-05-11,2887F,15750000000.0
2020-05-12,2887F,15750000000.0
2020-05-13,2887F,15750000000.0
2020-05-14,2887F,15720000000.0
2020-05-15,2887F,15720000000.0
2020-05-18,2887F,15720000000.0
2020-05-19,2887F,15720000000.0
2020-05-20,2887F,15750000000.0
2020-05-21,2887F,15750000000.0
2020-05-22,2887F,15720000000.0
2020-05-25,2887F,15690000000.0
2020-05-26,2887F,15750000000.0
2020-05-27,2887F,15750000000.0
2020-05-28,2887F,15750000000.0
2020-05-29,2887F,15780000000.0
2020-06-01,2887F,15810000000.0
2020-06-02,2887F,15840000000.0
2020-06-03,2887F,15870000000.0
2020-06-04,2887F,15900000000.0
2020-06-05,2887F,15930000000.0
2020-06-08,2887F,15960000000.0
2020-06-09,2887F,15960000000.0
2020-06-10,2887F,16020000000.0
2020-06-12,2887F,15930000000.0
2020-06-15,2887F,15900000000.0
2020-06-16,2887F,15960000000.0
2020-06-17,2887F,16050000000.0
2020-06-18,2887F,16080000000.0
2020-06-19,2887F,16140000000.0
2020-06-22,2887F,16140000000.0
2020-06-23,2887F,16110000000.0
2020-06-24,2887F,16110000000.0
2020-06-29,2887F,16080000000.0
2020-06-30,2887F,16170000000.0
2020-07-01,2887F,16200000000.0
2020-07-02,2887F,15720000000.0
2020-07-03,2887F,15780000000.0
2020-07-06,2887F,15780000000.0
2020-07-07,2887F,15810000000.0
2020-07-08,2887F,15810000000.0
2020-07-09,2887F,15810000000.0
2020-07-10,2887F,15780000000.0
2020-07-13,2887F,15750000000.0
2020-07-14,2887F,15750000000.0
2020-07-15,2887F,15780000000.0
2020-07-16,2887F,15810000000.0
2020-07-17,2887F,15780000000.0
2020-07-20,2887F,15780000000.0
2020-07-21,2887F,15780000000.0
2020-07-22,2887F,15780000000.0
2020-07-23,2887F,15780000000.0
2020-07-24,2887F,15750000000.0
2020-07-27,2887F,15750000000.0
2020-07-28,2887F,15810000000.0
2020-07-29,2887F,15810000000.0
2020-07-30,2887F,15810000000.0
2020-07-31,2887F,15780000000.0
2020-08-03,2887F,15780000000.0
2020-08-04,2887F,15780000000.0
2020-08-05,2887F,15780000000.0
2020-08-06,2887F,15810000000.0
2020-08-07,2887F,15780000000.0
2020-08-10,2887F,15810000000.0
2020-08-11,2887F,15810000000.0
2020-08-12,2887F,15780000000.0
2020-08-13,2887F,0.0
2020-08-14,2887F,15750000000.0
2020-08-17,2887F,15750000000.0
2020-08-18,2887F,15720000000.0
2020-08-19,2887F,15720000000.0
2020-08-20,2887F,15660000000.0
2020-08-21,2887F,15690000000.0
2020-08-24,2887F,15690000000.0
2020-08-25,2887F,15660000000.0
2020-08-26,2887F,15600000000.0
2020-08-27,2887F,15600000000.0
2020-08-28,2887F,15630000000.0
2020-08-31,2887F,15600000000.0
2020-09-01,2887F,15540000000.0
2020-09-02,2887F,15480000000.0
2020-09-03,2887F,15480000000.0
2020-09-04,2887F,15450000000.0
2020-09-07,2887F,15420000000.0
2020-09-08,2887F,15420000000.0
2020-09-09,2887F,15510000000.0
2020-09-10,2887F,15540000000.0
2020-09-11,2887F,15480000000.0
2020-09-14,2887F,15510000000.0
2020-09-15,2887F,15510000000.0
2020-09-16,2887F,15450000000.0
2020-09-17,2887F,15450000000.0
2020-09-18,2887F,15450000000.0
2020-09-21,2887F,15420000000.0
2020-09-22,2887F,15390000000.0
2020-09-23,2887F,15360000000.0
2020-09-24,2887F,15240000000.0
2020-09-25,2887F,15210000000.0
2020-09-28,2887F,15240000000.0
2020-09-29,2887F,15270000000.0
2020-09-30,2887F,15270000000.0
2020-10-05,2887F,15300000000.0
2020-10-06,2887F,15300000000.0
2020-10-07,2887F,15300000000.0
2020-10-08,2887F,15270000000.0
2020-10-12,2887F,15270000000.0
2020-10-13,2887F,15210000000.0
2020-10-14,2887F,15210000000.0
2020-10-15,2887F,15210000000.0
2020-10-16,2887F,15240000000.0
2020-10-19,2887F,15300000000.0
2020-10-20,2887F,15270000000.0
2020-10-21,2887F,15270000000.0
2020-10-22,2887F,15300000000.0
2020-10-23,2887F,15300000000.0
2020-10-26,2887F,15240000000.0
2020-10-27,2887F,15240000000.0
2020-10-28,2887F,0.0
2020-10-29,2887F,15300000000.0
2020-10-30,2887F,15270000000.0
2020-11-02,2887F,15300000000.0
2020-11-03,2887F,15300000000.0
2020-11-04,2887F,15330000000.0
2020-11-05,2887F,15270000000.0
2020-11-06,2887F,15330000000.0
2020-11-09,2887F,15270000000.0
2020-11-10,2887F,15300000000.0
2020-11-11,2887F,15330000000.0
2020-11-12,2887F,15330000000.0
2020-11-13,2887F,15300000000.0
2020-11-16,2887F,15360000000.0
2020-11-17,2887F,15300000000.0
2020-11-18,2887F,15360000000.0
