combination,remark,count,mean_avg_monthly_return
201001-201101,loser,88,-0.04652782118057852
201001-201101,winner,88,-0.028226458324650313
201001-201101,winner - loser,-,0.01830136285592821
201002-201102,loser,83,-0.0320063941281312
201002-201102,winner,83,-0.02139199831610829
201002-201102,winner - loser,-,0.01061439581202291
201003-201103,loser,88,-0.027474220149216046
201003-201103,winner,88,-0.018417056505671346
201003-201103,winner - loser,-,0.0090571636435447
201004-201104,loser,93,-0.029699790733283143
201004-201104,winner,94,-0.020104504124793424
201004-201104,winner - loser,-,0.009595286608489718
201005-201105,loser,89,-0.028019903155454346
201005-201105,winner,91,-0.024955612654348428
201005-201105,winner - loser,-,0.003064290501105918
201006-201106,loser,88,-0.03381652450499726
201006-201106,winner,89,-0.030586736166230314
201006-201106,winner - loser,-,0.003229788338766946
201007-201107,loser,90,-0.029136967418733686
201007-201107,winner,92,-0.02096710952398653
201007-201107,winner - loser,-,0.008169857894747157
201008-201108,loser,95,-0.014913685407264092
201008-201108,winner,96,-0.013671241884265162
201008-201108,winner - loser,-,0.00124244352299893
201009-201109,loser,97,-0.009049427587333961
201009-201109,winner,96,-0.005718773452277265
201009-201109,winner - loser,-,0.0033306541350566965
201010-201110,loser,97,-0.0049076960775118715
201010-201110,winner,97,0.0044828887900669745
201010-201110,winner - loser,-,0.009390584867578846
201011-201111,loser,95,-0.022067813026363257
201011-201111,winner,95,-0.007137793523190164
201011-201111,winner - loser,-,0.014930019503173093
201012-201112,loser,98,0.0034659610456018244
201012-201112,winner,99,0.009981852861281972
201012-201112,winner - loser,-,0.006515891815680148
201101-201201,loser,107,0.0003398877166154469
201101-201201,winner,108,0.008908745410957559
201101-201201,winner - loser,-,0.008568857694342112
201102-201202,loser,105,-0.019165473218949704
201102-201202,winner,105,0.004010023943690939
201102-201202,winner - loser,-,0.023175497162640644
201103-201203,loser,104,-0.017932572908265974
201103-201203,winner,105,0.0005980902540854403
201103-201203,winner - loser,-,0.018530663162351413
201104-201204,loser,104,-0.008583831973235655
201104-201204,winner,107,0.0018825283161486874
201104-201204,winner - loser,-,0.010466360289384342
201105-201205,loser,107,0.0023333926920156294
201105-201205,winner,106,0.004473701414046299
201105-201205,winner - loser,-,0.0021403087220306697
201106-201206,loser,104,0.00808515351346678
201106-201206,winner,106,0.014687715079730875
201106-201206,winner - loser,-,0.0066025615662640945
201107-201207,loser,97,-0.003498738635656787
201107-201207,winner,103,0.012323837962954495
201107-201207,winner - loser,-,0.015822576598611283
201108-201208,loser,93,0.006214006788924497
201108-201208,winner,98,0.01380338674212207
201108-201208,winner - loser,-,0.007589379953197572
201109-201209,loser,91,-0.0011897423823265109
201109-201209,winner,91,0.010359505941860636
201109-201209,winner - loser,-,0.011549248324187147
