remark,n,mean,t_stat,p_value,oPeriod,hPeriod
loser,39,-0.0234854984736402,-1.0110937856042512,0.3183666000621084,3,6
winner,39,0.0167590847215768,0.7967610572480375,0.4305399649103553,3,6
winner - loser,39,0.040244583195217,3.0962641406687874,0.0036720891883361,3,6
