date,broker_id,stock_id
2025-03-03,1560,2314
2025-03-03,5854,2314
2025-03-03,585U,2314
2025-03-03,8440,2314
2025-03-03,1650,2314
2025-03-03,5920,2314
2025-03-03,592A,2314
2025-03-03,700C,2314
2025-03-03,7790,2314
2025-03-03,8150,2314
2025-03-03,8560,2314
2025-03-03,1440,2314
2025-03-03,1480,2314
2025-03-03,5850,2314
2025-03-03,779Z,2314
2025-03-03,8888,2314
2025-03-03,9300,2314
2025-03-03,9600,2314
2025-03-03,9666,2314
2025-03-03,9800,2314
2025-03-03,9101,2314
2025-03-03,9268,2314
2025-03-03,9692,2314
2025-03-03,980K,2314
2025-03-03,1560,2468
2025-03-03,1650,2468
2025-03-03,5850,2468
2025-03-03,592A,2468
2025-03-03,7790,2468
2025-03-03,5854,2468
2025-03-03,585U,2468
2025-03-03,5920,2468
2025-03-03,8560,2468
2025-03-03,1440,2468
2025-03-03,1480,2468
2025-03-03,700C,2468
2025-03-03,8150,2468
2025-03-03,8440,2468
2025-03-03,9101,2468
2025-03-03,9268,2468
2025-03-03,9666,2468
2025-03-03,8888,2468
2025-03-03,9300,2468
2025-03-03,980K,2468
2025-03-03,918E,2468
2025-03-03,9600,2468
2025-03-03,9692,2468
2025-03-03,9800,2468
2025-03-03,1480,3081
2025-03-03,5854,3081
2025-03-03,592A,3081
2025-03-03,700C,3081
2025-03-03,779Z,3081
2025-03-03,8440,3081
2025-03-03,1440,3081
2025-03-03,5850,3081
2025-03-03,5920,3081
2025-03-03,8150,3081
2025-03-03,1560,3081
2025-03-03,1650,3081
2025-03-03,585U,3081
2025-03-03,7790,3081
2025-03-03,8560,3081
2025-03-03,8880,3081
2025-03-03,8888,3081
2025-03-03,9268,3081
2025-03-03,9600,3081
2025-03-03,9666,3081
2025-03-03,9692,3081
2025-03-03,918E,3081
2025-03-03,9300,3081
2025-03-03,9101,3081
2025-03-03,9227,3081
2025-03-03,9800,3081
2025-03-03,9A89,3081
2025-03-03,9A9R,3081
2025-03-03,980K,3081
2025-03-03,5850,3321
2025-03-03,8560,3321
2025-03-03,8888,3321
2025-03-03,9300,3321
2025-03-03,1440,3363
2025-03-03,5920,3363
2025-03-03,779Z,3363
2025-03-03,5850,3363
2025-03-03,585U,3363
2025-03-03,8440,3363
2025-03-03,1480,3363
2025-03-03,1560,3363
2025-03-03,1650,3363
2025-03-03,8150,3363
2025-03-03,8560,3363
2025-03-03,9101,3363
2025-03-03,9268,3363
2025-03-03,9300,3363
2025-03-03,9666,3363
2025-03-03,9800,3363
2025-03-03,8888,3363
2025-03-03,918E,3363
2025-03-03,980K,3363
2025-03-03,9A9R,3363
2025-03-03,1480,3528
2025-03-03,1650,3528
2025-03-03,5850,3528
2025-03-03,700C,3528
2025-03-03,7790,3528
2025-03-03,8150,3528
2025-03-03,1440,3528
2025-03-03,8888,3528
2025-03-03,8560,3528
2025-03-03,9268,3528
2025-03-03,9666,3528
2025-03-03,9800,3528
2025-03-03,9692,3528
2025-03-03,9268,4943
2025-03-03,8888,4943
2025-03-03,8150,4946
2025-03-03,5850,4946
2025-03-03,585U,4946
2025-03-03,7790,4946
2025-03-03,8440,4946
2025-03-03,9692,4946
2025-03-03,9268,4946
2025-03-03,8560,4946
2025-03-03,8888,4946
2025-03-03,980K,4946
2025-03-03,1440,4949
2025-03-03,1650,4949
2025-03-03,8150,4949
2025-03-03,1480,4949
2025-03-03,5850,4949
2025-03-03,585U,4949
2025-03-03,5920,4949
2025-03-03,7790,4949
2025-03-03,8440,4949
2025-03-03,9692,4949
2025-03-03,9268,4949
2025-03-03,9600,4949
2025-03-03,8560,4949
2025-03-03,8888,4949
2025-03-03,9300,4949
2025-03-03,9800,4949
2025-03-03,980K,4949
2025-03-03,7790,5314
2025-03-03,1650,5314
2025-03-03,5920,5314
2025-03-03,8150,5314
2025-03-03,8440,5314
2025-03-03,1480,5314
2025-03-03,8888,5314
2025-03-03,9600,5314
2025-03-03,9666,5314
2025-03-03,9800,5314
2025-03-03,8560,5314
2025-03-03,918E,5314
2025-03-03,9268,5314
2025-03-03,9300,5314
2025-03-03,9692,5314
2025-03-03,980K,5314
2025-03-03,9A89,5314
2025-03-03,1440,6113
2025-03-03,5920,6113
2025-03-03,8440,6113
2025-03-03,8150,6113
2025-03-03,8560,6113
2025-03-03,8888,6113
2025-03-03,9800,6113
2025-03-03,9268,6113
2025-03-03,5920,6130
2025-03-03,5850,6130
2025-03-03,9268,6130
2025-03-03,9692,6130
2025-03-03,9800,6130
2025-03-03,8560,6130
2025-03-03,9300,6130
2025-03-03,8888,6130
2025-03-03,9101,6130
2025-03-03,9666,6130
2025-03-03,1440,6140
2025-03-03,1480,6140
2025-03-03,5854,6140
2025-03-03,700C,6140
2025-03-03,1560,6140
2025-03-03,1650,6140
2025-03-03,8440,6140
2025-03-03,5850,6140
2025-03-03,7790,6140
2025-03-03,8150,6140
2025-03-03,8560,6140
2025-03-03,9268,6140
2025-03-03,9692,6140
2025-03-03,918E,6140
2025-03-03,9300,6140
2025-03-03,9800,6140
2025-03-03,8888,6140
2025-03-03,9A89,6140
2025-03-03,1440,6227
2025-03-03,1480,6227
2025-03-03,5920,6227
2025-03-03,700C,6227
2025-03-03,8150,6227
2025-03-03,8440,6227
2025-03-03,1560,6227
2025-03-03,1650,6227
2025-03-03,7790,6227
2025-03-03,5850,6227
2025-03-03,8888,6227
2025-03-03,8560,6227
2025-03-03,9101,6227
2025-03-03,9268,6227
2025-03-03,9666,6227
2025-03-03,9800,6227
2025-03-03,8880,6227
2025-03-03,9227,6227
2025-03-03,9692,6227
2025-03-03,1480,8033
2025-03-03,5920,8033
2025-03-03,1650,8033
2025-03-03,5854,8033
2025-03-03,700C,8033
2025-03-03,7790,8033
2025-03-03,8440,8033
2025-03-03,1440,8033
2025-03-03,585U,8033
2025-03-03,779Z,8033
2025-03-03,8150,8033
2025-03-03,8560,8033
2025-03-03,9666,8033
2025-03-03,9800,8033
2025-03-03,8888,8033
2025-03-03,9227,8033
2025-03-03,9300,8033
2025-03-03,9268,8033
2025-03-03,9692,8033
2025-03-03,9A9R,8033
2025-03-03,980K,8033
2025-03-03,8440,8088
2025-03-03,1560,8088
2025-03-03,1650,8088
2025-03-03,5920,8088
2025-03-03,1480,8088
2025-03-03,5850,8088
2025-03-03,8888,8088
2025-03-03,9101,8088
2025-03-03,918E,8088
2025-03-03,9268,8088
2025-03-03,9800,8088
2025-03-03,8560,8088
2025-03-03,9A9R,8088
2025-03-03,1480,8111
2025-03-03,585U,8111
2025-03-03,7790,8111
2025-03-03,1440,8111
2025-03-03,5850,8111
2025-03-03,5920,8111
2025-03-03,592A,8111
2025-03-03,700C,8111
2025-03-03,779Z,8111
2025-03-03,8150,8111
2025-03-03,1560,8111
2025-03-03,1650,8111
2025-03-03,918E,8111
2025-03-03,9300,8111
2025-03-03,9666,8111
2025-03-03,9692,8111
2025-03-03,8560,8111
2025-03-03,9227,8111
2025-03-03,980K,8111
2025-03-03,9A89,8111
2025-03-03,8440,8111
2025-03-03,8888,8111
2025-03-03,9101,8111
2025-03-03,9268,8111
2025-03-03,9600,8111
2025-03-03,9800,8111
2025-03-03,9A9R,8111
2025-03-04,1480,2314
2025-03-04,1560,2314
2025-03-04,1650,2314
2025-03-04,5850,2314
2025-03-04,1440,2314
2025-03-04,5920,2314
2025-03-04,7790,2314
2025-03-04,585U,2314
2025-03-04,8150,2314
2025-03-04,8440,2314
2025-03-04,592A,2314
2025-03-04,700C,2314
2025-03-04,8888,2314
2025-03-04,9227,2314
2025-03-04,8560,2314
2025-03-04,9268,2314
2025-03-04,9600,2314
2025-03-04,918E,2314
2025-03-04,9800,2314
2025-03-04,980K,2314
2025-03-04,9300,2314
2025-03-04,9666,2314
2025-03-04,9692,2314
2025-03-04,9A9R,2314
2025-03-04,1440,2468
2025-03-04,1650,2468
2025-03-04,1480,2468
2025-03-04,1560,2468
2025-03-04,5850,2468
2025-03-04,5854,2468
2025-03-04,592A,2468
2025-03-04,585U,2468
2025-03-04,8150,2468
2025-03-04,8440,2468
2025-03-04,8560,2468
2025-03-04,5920,2468
2025-03-04,700C,2468
2025-03-04,7790,2468
2025-03-04,779Z,2468
2025-03-04,8888,2468
2025-03-04,9268,2468
2025-03-04,8880,2468
2025-03-04,9666,2468
2025-03-04,9692,2468
2025-03-04,9101,2468
2025-03-04,9227,2468
2025-03-04,9300,2468
2025-03-04,9800,2468
2025-03-04,9A89,2468
2025-03-04,9600,2468
2025-03-04,980K,2468
2025-03-04,9A9R,2468
2025-03-04,1560,3081
2025-03-04,1440,3081
2025-03-04,1480,3081
2025-03-04,585U,3081
2025-03-04,5920,3081
2025-03-04,7790,3081
2025-03-04,1650,3081
2025-03-04,5854,3081
2025-03-04,592A,3081
2025-03-04,779Z,3081
2025-03-04,8150,3081
2025-03-04,8440,3081
2025-03-04,8888,3081
2025-03-04,5850,3081
2025-03-04,700C,3081
2025-03-04,8560,3081
2025-03-04,8880,3081
2025-03-04,9101,3081
2025-03-04,9227,3081
2025-03-04,9268,3081
2025-03-04,918E,3081
2025-03-04,9666,3081
2025-03-04,9800,3081
2025-03-04,9A89,3081
2025-03-04,9300,3081
2025-03-04,9600,3081
2025-03-04,9692,3081
2025-03-04,980K,3081
2025-03-04,9A9R,3081
2025-03-04,5850,3321
2025-03-04,8560,3321
2025-03-04,8888,3321
2025-03-04,9268,3321
2025-03-04,9300,3321
2025-03-04,9692,3321
2025-03-04,9A89,3321
2025-03-04,1480,3363
2025-03-04,1440,3363
2025-03-04,1650,3363
2025-03-04,5854,3363
2025-03-04,779Z,3363
2025-03-04,8150,3363
2025-03-04,700C,3363
2025-03-04,8440,3363
2025-03-04,5850,3363
2025-03-04,5920,3363
2025-03-04,8560,3363
2025-03-04,9101,3363
2025-03-04,918E,3363
2025-03-04,9666,3363
2025-03-04,8888,3363
2025-03-04,9268,3363
2025-03-04,9300,3363
2025-03-04,9692,3363
2025-03-04,980K,3363
2025-03-04,9800,3363
2025-03-04,9A9R,3363
2025-03-04,1440,3528
2025-03-04,1480,3528
2025-03-04,1650,3528
2025-03-04,7790,3528
2025-03-04,8150,3528
2025-03-04,5850,3528
2025-03-04,8560,3528
2025-03-04,8888,3528
2025-03-04,9800,3528
2025-03-04,9268,3528
2025-03-04,9600,3528
2025-03-04,980K,3528
2025-03-04,8560,4943
2025-03-04,8888,4943
2025-03-04,9800,4943
2025-03-04,5850,4946
2025-03-04,8150,4946
2025-03-04,7790,4946
2025-03-04,779Z,4946
2025-03-04,8440,4946
2025-03-04,8560,4946
2025-03-04,8888,4946
2025-03-04,9268,4946
2025-03-04,1440,4949
2025-03-04,1650,4949
2025-03-04,5920,4949
2025-03-04,1480,4949
2025-03-04,5850,4949
2025-03-04,592A,4949
2025-03-04,8150,4949
2025-03-04,7790,4949
2025-03-04,8440,4949
2025-03-04,8560,4949
2025-03-04,8880,4949
2025-03-04,8888,4949
2025-03-04,9268,4949
2025-03-04,9800,4949
2025-03-04,9300,4949
2025-03-04,9692,4949
2025-03-04,9A89,4949
2025-03-04,1650,5314
2025-03-04,1440,5314
2025-03-04,1480,5314
2025-03-04,5850,5314
2025-03-04,592A,5314
2025-03-04,700C,5314
2025-03-04,7790,5314
2025-03-04,8150,5314
2025-03-04,8560,5314
2025-03-04,5920,5314
2025-03-04,8440,5314
2025-03-04,9300,5314
2025-03-04,9666,5314
2025-03-04,8888,5314
2025-03-04,9268,5314
2025-03-04,9692,5314
2025-03-04,980K,5314
2025-03-04,9800,5314
