date,broker_id,stock_id
2021-10-01,592A,1721
2021-10-01,7790,1721
2021-10-01,980K,1721
2021-10-01,9A9R,1721
2021-10-01,8150,1721
2021-10-01,918E,1721
2021-10-01,9300,1721
2021-10-01,9692,1721
2021-10-01,1440,1721
2021-10-01,5920,1721
2021-10-01,8888,1721
2021-10-01,1650,1721
2021-10-01,8440,1721
2021-10-01,1480,1721
2021-10-01,5850,1721
2021-10-01,8560,1721
2021-10-01,9268,1721
2021-10-01,7790,2243
2021-10-01,8150,2243
2021-10-01,700C,2243
2021-10-01,9300,2243
2021-10-01,1440,2243
2021-10-01,8888,2243
2021-10-01,8440,2243
2021-10-01,9800,2243
2021-10-01,5850,2243
2021-10-01,8560,2243
2021-10-01,9268,2243
2021-10-01,5854,2498
2021-10-01,779Z,2498
2021-10-01,9101,2498
2021-10-01,9666,2498
2021-10-01,592A,2498
2021-10-01,7790,2498
2021-10-01,980K,2498
2021-10-01,9A89,2498
2021-10-01,9A9R,2498
2021-10-01,8150,2498
2021-10-01,700C,2498
2021-10-01,8880,2498
2021-10-01,918E,2498
2021-10-01,9227,2498
2021-10-01,9300,2498
2021-10-01,9692,2498
2021-10-01,1440,2498
2021-10-01,1560,2498
2021-10-01,5920,2498
2021-10-01,8888,2498
2021-10-01,9600,2498
2021-10-01,1650,2498
2021-10-01,8440,2498
2021-10-01,9800,2498
2021-10-01,1480,2498
2021-10-01,5850,2498
2021-10-01,8560,2498
2021-10-01,9268,2498
2021-10-01,5854,3675
2021-10-01,779Z,3675
2021-10-01,9101,3675
2021-10-01,592A,3675
2021-10-01,9666,3675
2021-10-01,980K,3675
2021-10-01,9A89,3675
2021-10-01,7790,3675
2021-10-01,8150,3675
2021-10-01,8880,3675
2021-10-01,918E,3675
2021-10-01,9227,3675
2021-10-01,9300,3675
2021-10-01,9692,3675
2021-10-01,1440,3675
2021-10-01,1560,3675
2021-10-01,5920,3675
2021-10-01,8888,3675
2021-10-01,9600,3675
2021-10-01,1650,3675
2021-10-01,8440,3675
2021-10-01,9800,3675
2021-10-01,1480,3675
2021-10-01,5850,3675
2021-10-01,8560,3675
2021-10-01,9268,3675
2021-10-01,5854,3685
2021-10-01,9666,3685
2021-10-01,8440,3685
2021-10-01,8560,3685
2021-10-01,9268,3685
2021-10-01,5854,4141
2021-10-01,779Z,4141
2021-10-01,9101,4141
2021-10-01,585U,4141
2021-10-01,592A,4141
2021-10-01,9666,4141
2021-10-01,980K,4141
2021-10-01,9A89,4141
2021-10-01,9A9R,4141
2021-10-01,7790,4141
2021-10-01,8150,4141
2021-10-01,700C,4141
2021-10-01,918E,4141
2021-10-01,9227,4141
2021-10-01,9300,4141
2021-10-01,9692,4141
2021-10-01,1440,4141
2021-10-01,5920,4141
2021-10-01,8888,4141
2021-10-01,1650,4141
2021-10-01,8440,4141
2021-10-01,9800,4141
2021-10-01,1480,4141
2021-10-01,5850,4141
2021-10-01,8560,4141
2021-10-01,9268,4141
2021-10-01,779Z,4192
2021-10-01,9101,4192
2021-10-01,585U,4192
2021-10-01,592A,4192
2021-10-01,9666,4192
2021-10-01,980K,4192
2021-10-01,9A89,4192
2021-10-01,9A9R,4192
2021-10-01,8150,4192
2021-10-01,700C,4192
2021-10-01,8880,4192
2021-10-01,918E,4192
2021-10-01,9227,4192
2021-10-01,9300,4192
2021-10-01,9692,4192
2021-10-01,1560,4192
2021-10-01,5920,4192
2021-10-01,8888,4192
2021-10-01,1650,4192
2021-10-01,8440,4192
