date,broker_id,stock_id
2021-11-01,779Z,1236
2021-11-01,9300,1236
2021-11-01,8888,1236
2021-11-01,8560,1236
2021-11-01,9268,1236
2021-11-01,9666,1611
2021-11-01,980K,1611
2021-11-01,7790,1611
2021-11-01,8150,1611
2021-11-01,9300,1611
2021-11-01,9692,1611
2021-11-01,585U,1611
2021-11-01,592A,1611
2021-11-01,9227,1611
2021-11-01,9A89,1611
2021-11-01,1440,1611
2021-11-01,1560,1611
2021-11-01,8888,1611
2021-11-01,9600,1611
2021-11-01,8440,1611
2021-11-01,9800,1611
2021-11-01,5850,1611
2021-11-01,8560,1611
2021-11-01,9268,1611
2021-11-01,5854,1721
2021-11-01,779Z,1721
2021-11-01,9101,1721
2021-11-01,9666,1721
2021-11-01,980K,1721
2021-11-01,7790,1721
2021-11-01,8150,1721
2021-11-01,700C,1721
2021-11-01,9300,1721
2021-11-01,9692,1721
2021-11-01,592A,1721
2021-11-01,9227,1721
2021-11-01,9A9R,1721
2021-11-01,5920,1721
2021-11-01,8888,1721
2021-11-01,9600,1721
2021-11-01,1480,1721
2021-11-01,5850,1721
2021-11-01,8560,1721
2021-11-01,9101,2497
2021-11-01,9666,2497
2021-11-01,980K,2497
2021-11-01,8150,2497
2021-11-01,9300,2497
2021-11-01,585U,2497
2021-11-01,592A,2497
2021-11-01,9227,2497
2021-11-01,9A89,2497
2021-11-01,1440,2497
2021-11-01,1560,2497
2021-11-01,8888,2497
2021-11-01,1650,2497
2021-11-01,8440,2497
2021-11-01,9800,2497
2021-11-01,1480,2497
2021-11-01,5850,2497
2021-11-01,8560,2497
2021-11-01,9268,2497
2021-11-01,5854,3016
2021-11-01,779Z,3016
2021-11-01,9101,3016
2021-11-01,9666,3016
2021-11-01,980K,3016
2021-11-01,7790,3016
2021-11-01,8150,3016
2021-11-01,700C,3016
2021-11-01,9300,3016
2021-11-01,9692,3016
2021-11-01,8880,3016
2021-11-01,918E,3016
2021-11-01,585U,3016
2021-11-01,592A,3016
2021-11-01,9227,3016
2021-11-01,9A89,3016
2021-11-01,9A9R,3016
2021-11-01,1440,3016
2021-11-01,1560,3016
2021-11-01,5920,3016
2021-11-01,8888,3016
2021-11-01,9600,3016
2021-11-01,1650,3016
2021-11-01,8440,3016
2021-11-01,9800,3016
2021-11-01,1480,3016
2021-11-01,5850,3016
2021-11-01,8560,3016
2021-11-01,9268,3016
2021-11-01,8150,3046
2021-11-01,700C,3046
2021-11-01,585U,3046
2021-11-01,9227,3046
2021-11-01,1560,3046
2021-11-01,8888,3046
2021-11-01,8560,3046
2021-11-01,9268,3046
2021-11-01,5854,3228
2021-11-01,779Z,3228
2021-11-01,9101,3228
2021-11-01,9666,3228
2021-11-01,980K,3228
2021-11-01,7790,3228
2021-11-01,8150,3228
2021-11-01,700C,3228
2021-11-01,9300,3228
2021-11-01,9692,3228
2021-11-01,8880,3228
2021-11-01,918E,3228
2021-11-01,592A,3228
2021-11-01,9227,3228
2021-11-01,9A89,3228
2021-11-01,9A9R,3228
2021-11-01,1440,3228
2021-11-01,1560,3228
2021-11-01,8888,3228
2021-11-01,9600,3228
2021-11-01,1650,3228
2021-11-01,8440,3228
2021-11-01,9800,3228
2021-11-01,1480,3228
2021-11-01,5850,3228
2021-11-01,8560,3228
2021-11-01,9268,3228
2021-11-01,5854,3419
2021-11-01,9666,3419
2021-11-01,980K,3419
2021-11-01,8150,3419
2021-11-01,9300,3419
2021-11-01,9227,3419
2021-11-01,9A89,3419
2021-11-01,1440,3419
2021-11-01,1560,3419
2021-11-01,8888,3419
2021-11-01,8440,3419
2021-11-01,9800,3419
2021-11-01,1480,3419
2021-11-01,8560,3419
2021-11-01,9268,3419
2021-11-01,8150,3444
2021-11-01,9300,3444
2021-11-01,918E,3444
2021-11-01,592A,3444
2021-11-01,1650,3444
2021-11-01,1480,3444
2021-11-01,9268,3444
2021-11-01,5854,3491
2021-11-01,779Z,3491
2021-11-01,9101,3491
2021-11-01,9666,3491
2021-11-01,980K,3491
2021-11-01,7790,3491
2021-11-01,8150,3491
2021-11-01,9300,3491
2021-11-01,9692,3491
2021-11-01,8880,3491
2021-11-01,918E,3491
2021-11-01,585U,3491
2021-11-01,592A,3491
2021-11-01,9227,3491
2021-11-01,9A89,3491
2021-11-01,9A9R,3491
2021-11-01,1440,3491
2021-11-01,1560,3491
2021-11-01,5920,3491
2021-11-01,8888,3491
2021-11-01,9600,3491
2021-11-01,1650,3491
2021-11-01,8440,3491
2021-11-01,9800,3491
2021-11-01,1480,3491
2021-11-01,5850,3491
2021-11-01,8560,3491
2021-11-01,9268,3491
2021-11-01,5854,3508
2021-11-01,779Z,3508
2021-11-01,9101,3508
2021-11-01,9666,3508
2021-11-01,980K,3508
2021-11-01,7790,3508
2021-11-01,8150,3508
2021-11-01,700C,3508
2021-11-01,9300,3508
2021-11-01,9692,3508
2021-11-01,8880,3508
2021-11-01,918E,3508
2021-11-01,585U,3508
2021-11-01,592A,3508
2021-11-01,9227,3508
2021-11-01,9A89,3508
2021-11-01,9A9R,3508
2021-11-01,1440,3508
2021-11-01,1560,3508
2021-11-01,5920,3508
2021-11-01,8888,3508
2021-11-01,9600,3508
2021-11-01,1650,3508
2021-11-01,8440,3508
2021-11-01,9800,3508
2021-11-01,1480,3508
2021-11-01,5850,3508
2021-11-01,8560,3508
