stock_id,year_month,mean_market_value,rank
1101,2011-01,135887020059.67612,34.0
1102,2011-01,110457763455.77328,41.0
1103,2011-01,12078949425.457489,240.0
1104,2011-01,10197338317.74494,278.0
1108,2011-01,2788104414.453441,592.0
1109,2011-01,4436257158.222672,488.0
1110,2011-01,6692895641.421053,384.0
1201,2011-01,16878632368.323887,183.0
1203,2011-01,5399951417.004048,437.0
1210,2011-01,15798827106.821863,197.0
1213,2011-01,1249844992.6720648,728.0
1215,2011-01,3925151988.8582997,514.0
1216,2011-01,180029257346.39676,20.0
1217,2011-01,5623473354.71255,427.0
1218,2011-01,5684152602.493927,423.0
1219,2011-01,4528976508.57085,482.0
1220,2011-01,2186174186.2024293,634.0
1225,2011-01,2519325528.0688257,612.0
1227,2011-01,37729578554.77733,94.0
1229,2011-01,16808119161.186235,185.0
1231,2011-01,4105170656.3157897,506.0
1232,2011-01,8112476904.368421,335.0
1233,2011-01,4713660432.817814,472.0
1234,2011-01,14885609020.846153,204.0
1235,2011-01,1536605780.3360324,696.0
1236,2011-01,2256357363.1012144,629.0
1301,2011-01,587641534698.5061,6.0
1303,2011-01,581162289601.5951,7.0
1304,2011-01,30667299529.902836,109.0
1305,2011-01,4993384887.157895,456.0
1307,2011-01,9778887594.708502,287.0
1308,2011-01,15149109461.194332,200.0
1309,2011-01,4275942898.9838057,498.0
1310,2011-01,6454276945.02834,392.0
1312,2011-01,15940870841.05668,195.0
1312A,2011-01,412957142.85714287,798.0
1313,2011-01,20878818351.789474,149.0
1314,2011-01,64537313010.54656,63.0
1315,2011-01,6205291497.975709,402.0
1316,2011-01,1446555172.0040486,707.0
1319,2011-01,18866486841.785423,166.0
1321,2011-01,4659467427.506073,474.0
1323,2011-01,1894219092.0526316,668.0
1324,2011-01,1165560099.1538463,740.0
1325,2011-01,2054503950.5587044,645.0
1326,2011-01,544274076446.8178,8.0
1337,2011-08,10529606833.333334,269.0
1402,2011-01,196628608976.06882,18.0
1409,2011-01,19992233443.036438,158.0
1410,2011-01,1571502024.291498,693.0
1413,2011-01,1270376773.2591093,723.0
1414,2011-01,2985542510.1214576,580.0
1416,2011-01,4471361891.263158,485.0
1417,2011-01,3692915386.866397,531.0
1418,2011-01,1256469134.1052632,727.0
1419,2011-01,11639718813.862349,247.0
1423,2011-01,1460413967.611336,704.0
1432,2011-01,1165437179.9433198,741.0
1434,2011-01,49270984228.57895,76.0
1435,2011-01,755061432.9878542,776.0
1436,2011-01,3389639418.271255,554.0
1437,2011-01,3764102722.0,525.0
1438,2011-01,277904785.82608694,801.0
1439,2011-01,3020393522.2672067,578.0
1440,2011-01,25306394731.846153,130.0
1441,2011-01,961038267.2064778,765.0
1442,2011-01,4480387271.016194,484.0
1443,2011-01,1010628627.506329,759.0
1444,2011-01,11569179336.813765,249.0
1445,2011-01,1182571553.7611337,737.0
1446,2011-01,2514409042.97166,613.0
1447,2011-01,8800323237.967611,316.0
1449,2011-01,572444130.9547325,789.0
1451,2011-01,11911716079.05983,244.0
1452,2011-01,1708050698.174089,685.0
1453,2011-01,679065395.3441296,784.0
1454,2011-01,1230236316.8582995,730.0
1455,2011-01,8457504163.311741,326.0
1456,2011-01,420250866.3366337,797.0
1457,2011-01,2992411714.708502,579.0
1459,2011-01,4900229770.012146,463.0
1460,2011-01,3281403090.4777327,563.0
1463,2011-01,1944170297.145749,660.0
1464,2011-01,1679373344.8704453,688.0
1465,2011-01,1448981183.242915,705.0
1466,2011-01,2709570341.8421054,601.0
1467,2011-01,1729207555.7935224,683.0
1468,2011-01,1997058276.0728745,655.0
1469,2011-01,1324476700.8547008,722.0
1470,2011-01,1055005871.5481172,755.0
