date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2021-11-01,2881C,1613452,96765794,53.94,54.12,53.76,53.85,-0.09,1422
2021-11-02,2881C,1174416,70383888,53.94,54.03,53.76,53.94,0.09,1152
2021-11-03,2881C,628147,37657233,53.94,53.94,53.85,53.85,-0.09,502
2021-11-04,2881C,1074840,64402686,53.85,53.94,53.76,53.76,-0.09,767
2021-11-05,2881C,406265,24334567,53.76,53.94,53.76,53.85,0.09,714
2021-11-08,2881C,351511,21056909,53.85,53.94,53.85,53.94,0.09,515
2021-11-09,2881C,577250,34586018,53.94,53.94,53.85,53.85,-0.09,609
2021-11-10,2881C,208492,12490123,53.85,53.94,53.85,53.85,0.0,316
2021-11-11,2881C,304638,18249447,53.85,53.94,53.85,53.85,0.0,397
2021-11-12,2881C,663120,39778336,53.85,53.94,53.85,53.94,0.09,853
2021-11-15,2881C,211138,12653006,53.85,53.94,53.85,53.94,0.0,338
2021-11-16,2881C,475185,28500059,53.94,53.94,53.85,53.94,0.0,416
2021-11-17,2881C,542593,32525492,53.94,53.94,53.85,53.85,-0.09,521
2021-11-18,2881C,489937,29351675,53.85,53.94,53.85,53.85,0.0,520
2021-11-19,2881C,419561,25131678,53.85,53.94,53.85,53.85,0.0,268
2021-11-22,2881C,220151,13196507,53.85,53.94,53.85,53.94,0.09,267
2021-11-23,2881C,171298,10270089,53.94,53.94,53.85,53.94,0.0,204
2021-11-24,2881C,216899,13004732,53.94,53.94,53.85,53.94,0.0,268
2021-11-25,2881C,364719,21880500,53.94,53.94,53.85,53.85,-0.09,388
2021-11-26,2881C,330172,19800829,53.94,53.94,53.85,53.85,0.0,374
2021-11-29,2881C,261504,15681463,53.85,53.94,53.85,53.94,0.09,299
2021-11-30,2881C,168325,10098734,53.94,54.03,53.94,53.94,0.0,228
2021-12-01,2881C,119123,7148838,53.94,54.03,53.94,53.94,0.0,153
2021-12-02,2881C,418430,25105419,53.94,54.03,53.94,53.94,0.0,177
2021-12-03,2881C,97587,5856252,53.94,54.03,53.94,53.94,0.0,190
2021-12-06,2881C,115467,6928056,53.94,54.03,53.94,53.94,0.0,181
2021-12-07,2881C,93300,5598802,53.94,54.03,53.94,53.94,0.0,169
2021-12-08,2881C,136062,8165205,53.94,54.03,53.94,54.03,0.09,218
2021-12-09,2881C,243597,14632682,53.94,54.03,53.94,54.03,0.0,291
2021-12-10,2881C,124106,7451504,54.03,54.03,53.94,53.94,-0.09,133
2021-12-13,2881C,101030,6061911,53.94,54.03,53.94,53.94,0.0,133
2021-12-14,2881C,101244,6074335,53.94,54.03,53.94,53.94,0.0,153
2021-12-15,2881C,275643,16563636,53.94,54.03,53.94,54.03,0.09,240
2021-12-16,2881C,67418,4053487,54.03,54.12,54.03,54.03,0.0,152
2021-12-17,2881C,134801,8107066,54.03,54.12,54.03,54.12,0.09,173
2021-12-20,2881C,113543,6828628,54.12,54.12,54.03,54.03,-0.09,133
2021-12-21,2881C,98656,5931820,54.03,54.12,54.03,54.03,0.0,167
2021-12-22,2881C,68563,4120679,54.03,54.12,54.03,54.03,0.0,124
2021-12-23,2881C,90710,5452367,54.03,54.12,54.03,54.03,0.0,152
2021-12-24,2881C,139843,8404197,54.03,54.12,54.03,54.03,0.0,149
2021-12-27,2881C,144160,8664856,54.03,54.12,54.03,54.03,0.0,201
2021-12-28,2881C,94444,5676841,54.12,54.12,54.03,54.12,0.09,165
2021-12-29,2881C,121293,7293032,54.12,54.12,54.03,54.03,-0.09,220
2021-12-30,2881C,96814,5820563,54.12,54.12,54.03,54.03,0.0,164
