stock_id,year_month,mean_market_value,rank
1101,2021-01,289104931965.3361,31.0
1101B,2021-01,10595000000.0,417.0
1102,2021-01,155953264302.63486,58.0
1103,2021-01,16172338368.13278,315.0
1104,2021-01,14496563705.692945,332.0
1108,2021-01,5159402478.211618,633.0
1109,2021-01,7733923466.070539,506.0
1110,2021-01,10268007667.991701,428.0
1201,2021-01,11011908010.224066,401.0
1203,2021-01,8289908713.692946,488.0
1210,2021-01,45684747739.34025,137.0
1213,2021-01,470992007.46568626,989.0
1215,2021-01,20943885692.248962,263.0
1216,2021-01,400143558189.56433,18.0
1217,2021-01,5167069303.6556015,630.0
1218,2021-01,14273831458.298756,335.0
1219,2021-01,6919356906.726141,544.0
1220,2021-01,2702863364.751037,800.0
1225,2021-01,9963693562.091286,440.0
1227,2021-01,49453188141.70125,128.0
1229,2021-01,66713042317.77178,100.0
1231,2021-01,11765613763.850622,384.0
1232,2021-01,24769559972.099586,220.0
1233,2021-01,3127554891.4375,767.0
1234,2021-01,13930086079.116182,341.0
1235,2021-01,3548534002.620253,733.0
1236,2021-01,1732715918.4149377,895.0
1256,2021-01,13577165659.419086,354.0
1301,2021-01,653819688705.6307,11.0
1303,2021-01,659383644577.2614,10.0
1304,2021-01,37403876275.207466,157.0
1305,2021-01,19856536695.26971,277.0
1307,2021-01,8670454309.709543,477.0
1308,2021-01,19263053148.049793,289.0
1309,2021-01,13799843794.763485,345.0
1310,2021-01,10116919721.767635,436.0
1312,2021-01,25158902197.506226,216.0
1312A,2021-01,693825112.1076233,977.0
1313,2021-01,30488093705.780083,189.0
1314,2021-01,41178309466.00415,152.0
1315,2021-01,9617105130.76923,453.0
1316,2021-01,2481600027.7883816,820.0
1319,2021-01,20708201173.518673,266.0
1321,2021-01,8013285013.767634,498.0
1323,2021-01,3130111230.107884,765.0
1324,2021-01,825352584.2904564,969.0
1325,2021-01,5930900377.423237,592.0
1326,2021-01,491797306310.05396,14.0
1337,2021-01,2102690303.2946057,856.0
1338,2021-01,5018241460.580913,641.0
1339,2021-01,2796512212.5311203,793.0
1340,2021-01,1683604489.4730291,903.0
1341,2021-01,3516587883.817427,735.0
1342,2021-01,3755817949.975104,720.0
1402,2021-01,160182014780.4108,55.0
1409,2021-01,30708812642.435684,187.0
1410,2021-01,2199530334.7280335,847.0
1413,2021-01,1338721261.099585,925.0
1414,2021-01,3509684647.3029046,738.0
1416,2021-01,2036041394.593361,865.0
1417,2021-01,2607601969.842324,810.0
1418,2021-01,603032847.816754,984.0
1419,2021-01,12358950357.6,373.0
1423,2021-01,2737218921.1618257,796.0
1432,2021-01,1034122406.6390041,953.0
1434,2021-01,51645456588.60581,122.0
1435,2021-01,3303498344.85,755.0
1436,2021-01,4201864312.033195,696.0
1437,2021-01,5036899122.419087,638.0
1438,2021-01,1592418261.3276596,907.0
1439,2021-01,2223448333.3333335,845.0
1440,2021-01,37352604132.087135,158.0
1441,2021-01,979382838.1742738,959.0
1442,2021-01,6909162503.804979,546.0
1443,2021-01,1921021323.0794978,877.0
1444,2021-01,11418518826.107883,394.0
1445,2021-01,1690525701.3443983,901.0
1446,2021-01,4274309004.5311203,687.0
1447,2021-01,9871984641.269709,445.0
1449,2021-01,1533987480.8091285,910.0
1451,2021-01,3921098340.248963,708.0
1452,2021-01,2980358693.526971,780.0
1453,2021-01,887102656.6639004,964.0
1454,2021-01,1319036473.5518672,932.0
1455,2021-01,9281705691.095436,461.0
1456,2021-01,1936290199.1701245,875.0
1457,2021-01,5272575450.207469,627.0
1459,2021-01,4297043944.896266,686.0
1460,2021-01,5380244587.720339,623.0
1463,2021-01,2414218091.2780085,825.0
1464,2021-01,6525728058.6556015,563.0
1465,2021-01,1331460857.4107883,928.0
1466,2021-01,1883678401.9917011,883.0
1467,2021-01,3859460110.9045644,712.0
1468,2021-01,2076182978.7302904,859.0
1470,2021-01,1490740116.4383562,911.0
1471,2021-01,1244271482.4190872,937.0
1472,2021-01,846022750.1955556,966.0
1473,2021-01,2647725599.5103736,805.0
1474,2021-01,1902182108.5020747,881.0
