"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"749","3661","世芯-KY","16",="07月28日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.69%，且07月28日當日沖銷成交量占該日總成交量比率80.39%﹝第十三款﹞","111.07.29","706.00    ","32.44     ",
"749","4414","如興","16","最近六個營業日累積收盤價跌幅達39.34%。且07月29日之成交量為最近六十個營業日日平均成交量之16.66 倍﹝第三款﹞。且07月29日國泰綜合證券商買進之比率為62.23%﹝第五款﹞。","111.07.29","2.90      ","-----     ",
"749","5258","虹堡","16",="07月28日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.80%，且07月28日當日沖銷成交量占該日總成交量比率62.86%﹝第十三款﹞","111.07.29","64.40     ","16.10     ",
"749","5269","祥碩","16","六個營業日起迄兩個營業日收盤價價差達122.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","111.07.29","973.00    ","20.24     ",
"749","6133","金橋","16","最近六十個營業日起迄兩個營業日之收盤價漲幅達166.74% ﹝第二款﹞。","111.07.29","23.50     ","-----     ",
"749","6239","力成","16",="07月28日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.49%，且07月28日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.41倍﹝第十二款﹞","111.07.29","85.40     ","6.82      ",
"749","6442","光聖","16","最近六個營業日累積收盤價漲幅達27.86%。且07月29日之成交量為最近六十個營業日日平均成交量之14.22 倍﹝第三款﹞。且07月29日之週轉率為11.91%﹝第四款﹞。","111.07.29","54.80     ","22.10     ",
"749","9105","泰金寶-DR","16","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價75.12 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.29","3.68      ","-----     ",
"750","1471","首利","13","最近六個營業日累積收盤價漲幅達25.92%。且07月28日之成交量為最近六十個營業日日平均成交量之5.54倍﹝第三款﹞。","111.07.28","10.25     ","-----     ",
"750","1524","耿鼎","13","最近六個營業日之累積週轉率為79.73%。且07月28日之週轉率為22.24%﹝第十款﹞。","111.07.28","21.45     ","35.75     ",
"750","2305","全友","13","最近六個營業日累積收盤價漲幅達33.66%﹝第一款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達157.75% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達168.78% ﹝第二款﹞。","111.07.28","25.75     ","257.50    ",
"750","2364","倫飛","13","最近六個營業日累積收盤價漲幅達33.39%﹝第一款﹞。且07月28日之週轉率為54.98%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達109.60% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達225.06% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達242.93% ﹝第二款﹞。07月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.01%，且07月27日當日沖銷成交量占該日總成交量比率80.30%﹝第十三款﹞","111.07.28","65.50     ","42.53     ",
"750","2380","虹光","13","最近六個營業日累積收盤價漲幅達36.66%﹝第一款﹞。","111.07.28","12.85     ","-----     ",
"750","2419","仲琦","13","最近六個營業日之累積週轉率為72.71%。且07月28日之週轉率為42.28%﹝第十款﹞。","111.07.28","28.25     ","31.04     ",
"750","2482","連宇","13","最近六個營業日之累積週轉率為154.54% 。且07月28日之週轉率為68.93%﹝第十款﹞。","111.07.28","28.40     ","19.19     ",
"750","3035","智原","13",="07月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.77%，且07月27日當日沖銷成交量占該日總成交量比率72.70%﹝第十三款﹞","111.07.28","155.50    ","18.08     ",
"750","3321","同泰","13","最近六個營業日累積收盤價漲幅達30.23%。且07月28日之成交量為最近六十個營業日日平均成交量之18.63 倍﹝第三款﹞。","111.07.28","12.15     ","-----     ",
"750","3661","世芯-KY","13","最近六個營業日之累積週轉率為54.38%。且07月28日之週轉率為10.67%﹝第十款﹞。","111.07.28","676.00    ","31.07     ",
"750","4414","如興","13","最近六個營業日累積收盤價跌幅達31.41%。且07月28日摩根大通證券商買進之比率為73.53%﹝第五款﹞。","111.07.28","3.22      ","-----     ",
"750","6133","金橋","13","最近六個營業日累積收盤價漲幅達33.97%﹝第一款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達156.38% ﹝第二款﹞。","111.07.28","23.10     ","-----     ",
"750","6239","力成","13",="07月27日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.01%，且07月27日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.92倍﹝第十二款﹞","111.07.28","90.40     ","7.21      ",
"751","1539","巨庭","10",="07月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.70%，且07月26日當日沖銷成交量占該日總成交量比率77.80%﹝第十三款﹞","111.07.27","32.20     ","11.88     ",
"751","1560","中砂","10","最近六個營業日之累積週轉率為67.14%。且07月27日之週轉率為15.95%﹝第十款﹞。","111.07.27","157.50    ","20.64     ",
"751","2305","全友","10","最近六個營業日累積收盤價漲幅達33.83%﹝第一款﹞。","111.07.27","23.45     ","234.50    ",
"751","2380","虹光","10","最近六個營業日累積收盤價漲幅達38.14%﹝第一款﹞。且07月27日之成交量為最近六十個營業日日平均成交量之5.72倍﹝第三款﹞。","111.07.27","13.00     ","-----     ",
"751","2388","威盛","10","最近六個營業日累積收盤價漲幅達37.70%﹝第一款﹞。07月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.15%，且07月26日當日沖銷成交量占該日總成交量比率80.68%﹝第十三款﹞","111.07.27","73.00     ","16.70     ",
"751","2482","連宇","10","最近六十個營業日起迄兩個營業日之收盤價漲幅達146.78% ﹝第二款﹞。最近六個營業日之累積週轉率為110.51% 。且07月27日之週轉率為37.40%﹝第十款﹞。","111.07.27","28.75     ","19.43     ",
"751","6133","金橋","10","最近六十個營業日起迄兩個營業日之收盤價漲幅達135.42% ﹝第二款﹞。","111.07.27","21.00     ","-----     ",
"751","9103","美德醫療-DR","10","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價89.61 % ﹝第八款﹞。","111.07.27","7.86      ","-----     ",
"751","9110","越南控-DR","10","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價61.34 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.27","3.14      ","-----     ",
"751","911608","明輝-DR","10","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價49.48 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.27","2.99      ","-----     ",
"752","1539","巨庭","15","最近六個營業日之累積週轉率為91.62%。且07月26日之週轉率為56.30%﹝第十款﹞。","111.07.26","33.20     ","12.25     ",
"752","1760","寶齡富錦","15",="07月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.92%，且07月25日當日沖銷成交量占該日總成交量比率76.67%﹝第十三款﹞","111.07.26","124.00    ","62.94     ",
"752","1795","美時","15",="07月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.42%，且07月25日當日沖銷成交量占該日總成交量比率76.00%﹝第十三款﹞","111.07.26","142.00    ","26.59     ",
"752","2305","全友","15","最近六個營業日累積收盤價漲幅達40.87%﹝第一款﹞。","111.07.26","23.80     ","238.00    ",
"752","2364","倫飛","15","最近六個營業日累積收盤價漲幅達30.95%。且07月26日之週轉率為47.48%﹝第四款﹞。","111.07.26","57.50     ","37.34     ",
"752","2380","虹光","15","最近六個營業日累積收盤價漲幅達33.48%﹝第一款﹞。且07月26日之成交量為最近六十個營業日日平均成交量之10.91 倍﹝第三款﹞。","111.07.26","12.50     ","-----     ",
"752","2388","威盛","15","最近六個營業日累積收盤價漲幅達35.06%﹝第一款﹞。且07月26日之成交量為最近六十個營業日日平均成交量之7.62倍﹝第三款﹞。且07月26日之週轉率為20.43%﹝第四款﹞。07月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.82%，且07月25日當日沖銷成交量占該日總成交量比率77.25%﹝第十三款﹞","111.07.26","73.30     ","16.77     ",
"752","2440","太空梭","15","最近六個營業日累積收盤價漲幅達27.80%。且07月26日之成交量為最近六十個營業日日平均成交量之5.39倍﹝第三款﹞。","111.07.26","13.80     ","23.79     ",
"752","3535","晶彩科","15","最近六個營業日之累積週轉率為89.21%。且07月26日之週轉率為31.37%﹝第十款﹞。","111.07.26","27.55     ","17.11     ",
"752","5258","虹堡","15","最近六個營業日之累積週轉率為172.28% 。且07月26日之週轉率為23.68%﹝第十款﹞。","111.07.26","64.30     ","16.08     ",
"752","6225","天瀚","15","最近六個營業日累積收盤價漲幅達40.11%﹝第一款﹞。","111.07.26","8.06      ","-----     ",
"752","6409","旭隼","15","六個營業日起迄兩個營業日收盤價價差達110.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","111.07.26","1395.00   ","49.93     ",
"752","6442","光聖","15","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.22倍。當日之成交量較最近六十個營業日之平均成交量放大為6.40倍﹝第九款﹞。","111.07.26","45.90     ","18.51     ",
"752","6796","晉弘","15","最近三十個營業日起迄兩個營業日之收盤價漲幅達150.73% ﹝第二款﹞。","111.07.26","118.50    ","53.38     ",
"752","9941","裕融","15",="07月25日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率24.98%，且07月25日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為17.22 倍﹝第十二款﹞","111.07.26","179.50    ","15.20     ",
"753","1471","首利","17","最近六個營業日累積收盤價漲幅達36.25%﹝第一款﹞。且07月25日之成交量為最近六十個營業日日平均成交量之10.57 倍﹝第三款﹞。","111.07.25","10.75     ","-----     ",
"753","1524","耿鼎","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.26%，且07月22日當日沖銷成交量占該日總成交量比率63.16%﹝第十三款﹞","111.07.25","20.85     ","34.75     ",
"753","1760","寶齡富錦","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.60%，且07月22日當日沖銷成交量占該日總成交量比率64.25%﹝第十三款﹞","111.07.25","128.00    ","64.97     ",
"753","1795","美時","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.70%，且07月22日當日沖銷成交量占該日總成交量比率63.06%﹝第十三款﹞","111.07.25","149.50    ","28.00     ",
"753","2305","全友","17","最近六個營業日累積收盤價漲幅達55.14%﹝第一款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達164.89% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達166.31% ﹝第二款﹞。","111.07.25","24.90     ","249.00    ",
"753","2364","倫飛","17","最近六個營業日累積收盤價漲幅達50.74%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達102.86% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達228.02% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達220.60% ﹝第二款﹞。","111.07.25","63.80     ","41.43     ",
"753","2388","威盛","17","最近六個營業日累積收盤價漲幅達36.12%﹝第一款﹞。且07月25日之成交量為最近六十個營業日日平均成交量之7.40倍﹝第三款﹞。且07月25日之週轉率為17.46%﹝第四款﹞。07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.94%，且07月22日當日沖銷成交量占該日總成交量比率65.73%﹝第十三款﹞","111.07.25","72.80     ","16.66     ",
"753","2440","太空梭","17","最近六個營業日累積收盤價漲幅達31.96%。且07月25日之成交量為最近六十個營業日日平均成交量之23.27 倍﹝第三款﹞。","111.07.25","14.40     ","24.83     ",
"753","2498","宏達電","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.87%，且07月22日當日沖銷成交量占該日總成交量比率77.22%﹝第十三款﹞","111.07.25","66.60     ","-----     ",
"753","3035","智原","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.85%，且07月22日當日沖銷成交量占該日總成交量比率72.39%﹝第十三款﹞","111.07.25","181.50    ","27.25     ",
"753","3504","揚明光","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率74.64%，且07月22日當日沖銷成交量占該日總成交量比率75.14%﹝第十三款﹞","111.07.25","96.80     ","136.34    ",
"753","4919","新唐","17",="07月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.78%，且07月22日當日沖銷成交量占該日總成交量比率65.57%﹝第十三款﹞","111.07.25","127.50    ","13.81     ",
"753","6133","金橋","17","最近六個營業日累積收盤價漲幅達40.13%﹝第一款﹞。","111.07.25","19.25     ","-----     ",
"753","6225","天瀚","17","最近六個營業日累積收盤價漲幅達57.30%﹝第一款﹞。","111.07.25","8.92      ","-----     ",
"753","6796","晉弘","17","最近六個營業日累積收盤價漲幅達35.04%﹝第一款﹞。","111.07.25","116.00    ","52.25     ",
"753","9103","美德醫療-DR","17","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價92.59 % ﹝第八款﹞。","111.07.25","8.07      ","-----     ",
"753","9941","裕融","17",="07月22日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率17.21%，且07月22日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為11.44 倍﹝第十二款﹞","111.07.25","214.00    ","18.12     ",
"754",="077999","大立光凱基1C購18","16","最近六個營業日累積收盤價漲幅達36.93%﹝第一款﹞。","111.07.22","10.80     ","-----     ",
"754","1471","首利","16","最近六個營業日累積收盤價漲幅達27.22%。且07月22日之成交量為最近六十個營業日日平均成交量之11.57 倍﹝第三款﹞。","111.07.22","9.80      ","-----     ",
"754","1760","寶齡富錦","16","最近六個營業日之累積週轉率為53.70%。且07月22日之週轉率為17.50%﹝第十款﹞。","111.07.22","123.50    ","62.69     ",
"754","2305","全友","16","最近六個營業日累積收盤價漲幅達45.89%﹝第一款﹞。且07月22日之週轉率為17.97%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達146.46% ﹝第二款﹞。07月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.41%，且07月21日當日沖銷成交量占該日總成交量比率75.62%﹝第十三款﹞","111.07.22","22.65     ","226.50    ",
"754","2364","倫飛","16","最近六個營業日累積收盤價漲幅達35.44%﹝第一款﹞。且07月22日之週轉率為49.45%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達195.91% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達185.01% ﹝第二款﹞。","111.07.22","58.00     ","37.66     ",
"754","2440","太空梭","16","最近六個營業日累積收盤價漲幅達30.10%。且07月22日之成交量為最近六十個營業日日平均成交量之21.02 倍﹝第三款﹞。","111.07.22","14.20     ","24.48     ",
"754","2498","宏達電","16","最近六個營業日之累積週轉率為90.84%。且07月22日之週轉率為33.15%﹝第十款﹞。07月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.56%，且07月21日當日沖銷成交量占該日總成交量比率67.09%﹝第十三款﹞","111.07.22","64.70     ","-----     ",
"754","3035","智原","16","最近六個營業日之累積週轉率為99.80%。且07月22日之週轉率為27.06%﹝第十款﹞。07月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.02%，且07月21日當日沖銷成交量占該日總成交量比率70.73%﹝第十三款﹞","111.07.22","180.50    ","27.10     ",
"754","3062","建漢","16","最近六個營業日之累積週轉率為52.81%。且07月22日之週轉率為19.93%﹝第十款﹞。","111.07.22","30.15     ","-----     ",
"754","3504","揚明光","16","最近六個營業日之累積週轉率為91.51%。且07月22日之週轉率為21.34%﹝第十款﹞。","111.07.22","95.50     ","134.51    ",
"754","6133","金橋","16","最近六個營業日累積收盤價漲幅達50.00%﹝第一款﹞。且07月22日之週轉率為10.41%﹝第四款﹞。","111.07.22","19.30     ","-----     ",
"754","6225","天瀚","16","最近六個營業日累積收盤價漲幅達43.77%﹝第一款﹞。","111.07.22","8.11      ","-----     ",
"754","6226","光鼎","16",="07月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率78.57%，且07月21日當日沖銷成交量占該日總成交量比率84.58%﹝第十三款﹞","111.07.22","12.90     ","258.00    ",
"754","6796","晉弘","16","最近六個營業日累積收盤價漲幅達35.00%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達157.08% ﹝第二款﹞。","111.07.22","120.00    ","54.05     ",
"754","9103","美德醫療-DR","16","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價90.39 % ﹝第八款﹞。","111.07.22","7.80      ","-----     ",
"754","911608","明輝-DR","16","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價46.63 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.22","2.91      ","-----     ",
"755","1560","中砂","14",="07月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.17%，且07月20日當日沖銷成交量占該日總成交量比率75.77%﹝第十三款﹞","111.07.21","158.50    ","26.96     ",
"755","2305","全友","14","最近六個營業日累積收盤價漲幅達35.94%﹝第一款﹞。且07月21日之週轉率為17.94%﹝第四款﹞。","111.07.21","20.60     ","206.00    ",
"755","2449","京元電子","14",="07月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.64%，且07月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.22倍﹝第十二款﹞","111.07.21","38.25     ","8.00      ",
"755","2482","連宇","14","最近六十個營業日起迄兩個營業日之收盤價漲幅達139.91% ﹝第二款﹞。","111.07.21","27.95     ","18.89     ",
"755","3653","健策","14","最近六個營業日累積收盤價漲幅達28.36%。且六個營業日起迄兩個營業日收盤價價差達66.50 元﹝第一款﹞。","111.07.21","378.00    ","32.09     ",
"755","3661","世芯-KY","14","六個營業日起迄兩個營業日收盤價價差達106.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.07.21","691.00    ","31.76     ",
"755","5258","虹堡","14",="07月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.00%，且07月20日當日沖銷成交量占該日總成交量比率74.53%﹝第十三款﹞","111.07.21","66.00     ","16.50     ",
"755","5269","祥碩","14","六個營業日起迄兩個營業日收盤價價差達105.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.07.21","1120.00   ","23.30     ",
"755","6133","金橋","14","最近六個營業日累積收盤價漲幅達49.19%﹝第一款﹞。且07月21日之成交量為最近六十個營業日日平均成交量之5.18倍﹝第三款﹞。且07月21日之週轉率為58.50%﹝第四款﹞。07月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.21%，且07月20日當日沖銷成交量占該日總成交量比率73.98%﹝第十三款﹞","111.07.21","18.35     ","-----     ",
"755","6226","光鼎","14","最近六個營業日之累積週轉率為91.66%。且07月21日之週轉率為52.24%﹝第十款﹞。","111.07.21","13.40     ","268.00    ",
"755","6781","AES-KY","14","六個營業日起迄兩個營業日收盤價價差達105.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.07.21","1175.00   ","39.11     ",
"755","6796","晉弘","14","最近三十個營業日起迄兩個營業日之收盤價漲幅達126.20% ﹝第二款﹞。","111.07.21","111.50    ","50.23     ",
"755","9105","泰金寶-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價81.09 % ﹝第八款﹞。","111.07.21","3.68      ","-----     ",
"755","911608","明輝-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價37.63 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.21","2.83      ","-----     ",
"756",="077999","大立光凱基1C購18","12","最近六個營業日累積收盤價漲幅達32.77%﹝第一款﹞。","111.07.20","9.25      ","-----     ",
"756","2305","全友","12","最近六個營業日累積收盤價漲幅達33.03%﹝第一款﹞。且07月20日之週轉率為11.44%﹝第四款﹞。","111.07.20","18.75     ","187.50    ",
"756","2449","京元電子","12",="07月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.28%，且07月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.70倍﹝第十二款﹞","111.07.20","40.60     ","8.49      ",
"756","2731","雄獅","12",="07月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.75%，且07月19日當日沖銷成交量占該日總成交量比率76.28%﹝第十三款﹞","111.07.20","95.00     ","-----     ",
"756","3035","智原","12",="07月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.40%，且07月19日當日沖銷成交量占該日總成交量比率74.36%﹝第十三款﹞","111.07.20","163.00    ","24.47     ",
"756","3653","健策","12","最近六個營業日累積收盤價漲幅達28.15%。且六個營業日起迄兩個營業日收盤價價差達65.99 元﹝第一款﹞。","111.07.20","353.50    ","30.01     ",
"756","5706","鳳凰","12",="07月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.88%，且07月19日當日沖銷成交量占該日總成交量比率79.31%﹝第十三款﹞","111.07.20","70.10     ","194.72    ",
"756","6133","金橋","12","最近六個營業日累積收盤價漲幅達47.32%﹝第一款﹞。且07月20日之成交量為最近六十個營業日日平均成交量之6.30倍﹝第三款﹞。且07月20日之週轉率為64.97%﹝第四款﹞。","111.07.20","16.70     ","-----     ",
"756","8478","東哥遊艇","12","最近六個營業日之累積週轉率為53.87%。且07月20日之週轉率為12.74%﹝第十款﹞。07月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率79.97%，且07月19日當日沖銷成交量占該日總成交量比率85.75%﹝第十三款﹞","111.07.20","203.50    ","14.53     ",
"756","9103","美德醫療-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價82.01 % ﹝第八款﹞。","111.07.20","7.80      ","-----     ",
"756","9105","泰金寶-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價78.50 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.20","3.64      ","-----     ",
"756","911608","明輝-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價37.31 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.20","2.67      ","-----     ",
"757","2359","所羅門","8",="07月18日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.25%，且07月18日當日沖銷成交量占該日總成交量比率64.70%﹝第十三款﹞","111.07.19","28.00     ","19.31     ",
"757","2449","京元電子","8",="07月18日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率14.66%，且07月18日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.36倍﹝第十二款﹞","111.07.19","39.85     ","8.34      ",
"757","2482","連宇","8","最近六十個營業日起迄兩個營業日之收盤價漲幅達133.05% ﹝第二款﹞。","111.07.19","27.85     ","18.82     ",
"757","5706","鳳凰","8","最近六個營業日之累積週轉率為50.59%。且07月19日之週轉率為34.38%﹝第十款﹞。","111.07.19","68.50     ","190.28    ",
"757","6133","金橋","8","最近六個營業日累積收盤價漲幅達34.62%﹝第一款﹞。","111.07.19","15.80     ","-----     ",
"757","8454","富邦媒","8","六個營業日起迄兩個營業日收盤價價差達104.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.07.19","800.00    ","43.81     ",
"757","8467","波力-KY","8","最近六個營業日累積收盤價漲幅達27.06%。且07月19日之成交量為最近六十個營業日日平均成交量之5.82倍﹝第三款﹞。","111.07.19","77.70     ","31.59     ",
"757","9103","美德醫療-DR","8","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價74.37 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.19","7.79      ","-----     ",
"758","1524","耿鼎","13","最近六個營業日之累積週轉率為192.76% 。且07月18日之週轉率為29.81%﹝第十款﹞。","111.07.18","21.80     ","36.33     ",
"758","1760","寶齡富錦","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率73.85%，且07月15日當日沖銷成交量占該日總成交量比率66.09%﹝第十三款﹞","111.07.18","114.50    ","58.12     ",
"758","2419","仲琦","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.60%，且07月15日當日沖銷成交量占該日總成交量比率75.10%﹝第十三款﹞","111.07.18","25.65     ","57.00     ",
"758","2497","怡利電","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.80%，且07月15日當日沖銷成交量占該日總成交量比率67.39%﹝第十三款﹞","111.07.18","74.00     ","57.36     ",
"758","3022","威強電","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.22倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.69倍﹝第九款﹞。","111.07.18","51.70     ","10.70     ",
"758","3406","玉晶光","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.23%，且07月15日當日沖銷成交量占該日總成交量比率62.63%﹝第十三款﹞","111.07.18","450.50    ","21.66     ",
"758","3443","創意","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.52%，且07月15日當日沖銷成交量占該日總成交量比率68.51%﹝第十三款﹞","111.07.18","540.00    ","42.62     ",
"758","3661","世芯-KY","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率74.88%，且07月15日當日沖銷成交量占該日總成交量比率81.28%﹝第十三款﹞","111.07.18","655.00    ","30.10     ",
"758","4976","佳凌","13",="07月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.28%，且07月15日當日沖銷成交量占該日總成交量比率74.73%﹝第十三款﹞","111.07.18","46.10     ","-----     ",
"758","5258","虹堡","13","最近六個營業日累積收盤價漲幅達26.17%。且07月18日之週轉率為39.16%﹝第四款﹞。","111.07.18","64.60     ","16.15     ",
"758","8028","昇陽半導體","13","最近六個營業日累積收盤價漲幅達27.03%。且07月18日之週轉率為16.29%﹝第四款﹞。","111.07.18","73.10     ","36.55     ",
"758","9103","美德醫療-DR","13","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價74.00 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","111.07.18","7.62      ","-----     ",
"758","9105","泰金寶-DR","13","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價82.38 % ﹝第八款﹞。","111.07.18","3.59      ","-----     ",
"759","1515","力山","12","最近六個營業日累積收盤價漲幅達27.01%。且07月15日之成交量為最近六十個營業日日平均成交量之7.67倍﹝第三款﹞。","111.07.15","36.05     ","9.66      ",
"759","1560","中砂","12","最近六個營業日之累積週轉率為57.19%。且07月15日之週轉率為16.58%﹝第十款﹞。","111.07.15","145.50    ","24.74     ",
"759","2482","連宇","12","最近六個營業日之累積週轉率為257.27% 。且07月15日之週轉率為35.21%﹝第十款﹞。07月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.83%，且07月14日當日沖銷成交量占該日總成交量比率83.59%﹝第十三款﹞","111.07.15","26.25     ","17.74     ",
"759","2498","宏達電","12",="07月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率77.59%，且07月14日當日沖銷成交量占該日總成交量比率78.94%﹝第十三款﹞","111.07.15","58.90     ","-----     ",
"759","3008","大立光","12","六個營業日起迄兩個營業日收盤價價差達120.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.07.15","1990.00   ","14.08     ",
"759","3443","創意","12",="07月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.45%，且07月14日當日沖銷成交量占該日總成交量比率77.97%﹝第十三款﹞","111.07.15","516.00    ","40.73     ",
