"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"142","6215","和椿","11",="02月05日之本益比為76.92，且股價淨值比為6.65。另當日週轉率為24.53%，暨元大證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為26.18%﹝第六款﹞。","114.02.05","120.00    ","76.92     ",
"142","6799","來頡","11","最近六個營業日累積收盤價漲幅達26.98%。且02月05日之成交量為最近六十個營業日日平均成交量之7.79倍﹝第三款﹞。","114.02.05","118.00    ","33.24     ",
"142","9110","越南控-DR","11","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價67.46 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.02.05","7.13      ","-----     ",
"143","1325","恆大","9",="02月03日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.22%，且02月03日當日沖銷成交量占該日總成交量比率69.38%﹝第十三款﹞","114.02.04","35.60     ","-----     ",
"143","2466","冠西電","9","最近六個營業日累積收盤價漲幅達28.04%。且02月04日之成交量為最近六十個營業日日平均成交量之7.31倍﹝第三款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達142.91% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達153.52% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達170.67% ﹝第二款﹞。","114.02.04","90.00     ","-----     ",
"143","3450","聯鈞","9",="02月04日之本益比為 155.83，且股價淨值比為9.92。另當日週轉率為24.47%，暨瑞銀證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為14.43%。單一投資人當日賣出該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。","114.02.04","280.50    ","155.83    ",
"143","3653","健策","9","六個營業日起迄兩個營業日收盤價價差達220.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.02.04","1125.00   ","57.16     ",
"143","3661","世芯-KY","9","六個營業日起迄兩個營業日收盤價價差達340.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.02.04","3245.00   ","45.25     ",
"143","6409","旭隼","9","六個營業日起迄兩個營業日收盤價價差達235.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.02.04","1640.00   ","34.64     ",
"143","6558","興能高","9","最近六十個營業日起迄兩個營業日之收盤價漲幅達165.49% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達176.43% ﹝第二款﹞。","114.02.04","60.40     ","-----     ",
"143","6770","力積電","9","最近六個營業日累積收盤價漲幅達27.56%。且02月04日之成交量為最近六十個營業日日平均成交量之5.27倍﹝第三款﹞。","114.02.04","18.65     ","-----     ",
"143","9103","美德醫療-DR","9","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價99.07 % ﹝第八款﹞。","114.02.04","6.50      ","-----     ",
"144","2375","凱美","14",="01月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.95%，且01月22日當日沖銷成交量占該日總成交量比率71.70%﹝第十三款﹞","114.02.03","65.70     ","22.89     ",
"144","2466","冠西電","14","最近三十個營業日起迄兩個營業日之收盤價漲幅達137.83% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達154.33% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達167.47% ﹝第二款﹞。","114.02.03","88.00     ","-----     ",
"144","2472","立隆電","14",="01月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.78%，且01月22日當日沖銷成交量占該日總成交量比率69.38%﹝第十三款﹞","114.02.03","92.30     ","14.27     ",
"144","3450","聯鈞","14",="02月03日之本益比為 167.50，且股價淨值比為10.66 。另當日週轉率為 8.11%，單一投資人當日賣出該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。","114.02.03","301.50    ","167.50    ",
"144","4977","眾達-KY","14","最近六個營業日之累積週轉率為118.92% 。且02月03日之週轉率為14.85%﹝第十款﹞。01月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率73.93%，且01月22日當日沖銷成交量占該日總成交量比率78.18%﹝第十三款﹞","114.02.03","142.00    ","143.43    ",
"144","5907","大洋-KY","14",="01月22日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率17.35%，且01月22日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.95倍﹝第十二款﹞","114.02.03","10.55     ","-----     ",
"144","6515","穎崴","14","六個營業日起迄兩個營業日收盤價價差達165.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.02.03","1105.00   ","43.66     ",
"144","6669","緯穎","14","六個營業日起迄兩個營業日收盤價價差達375.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.02.03","2020.00   ","19.51     ",
"144","6770","力積電","14","最近六個營業日累積收盤價漲幅達38.50%﹝第一款﹞。且02月03日之成交量為最近六十個營業日日平均成交量之9.39倍﹝第三款﹞。","114.02.03","20.70     ","-----     ",
"144","7722","LINEPAY","14","最近六個營業日累積收盤價漲幅達25.53%。且六個營業日起迄兩個營業日收盤價價差達166.00元﹝第一款﹞。六個營業日起迄兩個營業日收盤價價差達166.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.02.03","793.00    ","77.22     ",
"144","9103","美德醫療-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價46.10 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.02.03","6.45      ","-----     ",
"144","9110","越南控-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價84.66 % ﹝第八款﹞。","114.02.03","7.09      ","-----     ",
"144","911608","明輝-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價72.49 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.02.03","3.58      ","-----     ",
"144","911868","同方友友-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價79.01 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.02.03","1.46      ","-----     ",
"145","2472","立隆電","9","最近六個營業日累積收盤價漲幅達25.59%。且01月22日之成交量為最近六十個營業日日平均成交量之6.36倍﹝第三款﹞。且01月22日之週轉率為14.96%﹝第四款﹞。","114.01.22","102.50    ","15.84     ",
"145","2498","宏達電","9","最近六個營業日累積收盤價漲幅達26.75%。且01月22日之成交量為最近六十個營業日日平均成交量之5.50倍﹝第三款﹞。且01月22日之週轉率為11.19%﹝第四款﹞。01月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.88%，且01月21日當日沖銷成交量占該日總成交量比率74.01%﹝第十三款﹞","114.01.22","59.20     ","-----     ",
"145","3605","宏致","9","最近六個營業日累積收盤價漲幅達30.94%。且01月22日之成交量為最近六十個營業日日平均成交量之9.58倍﹝第三款﹞。且01月22日之週轉率為14.94%﹝第四款﹞。","114.01.22","62.70     ","82.50     ",
"145","6215","和椿","9",="01月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.06%，且01月21日當日沖銷成交量占該日總成交量比率77.98%﹝第十三款﹞","114.01.22","114.00    ","73.08     ",
"145","6558","興能高","9","最近六十個營業日起迄兩個營業日之收盤價漲幅達167.41% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達181.99% ﹝第二款﹞。01月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率81.60%，且01月21日當日沖銷成交量占該日總成交量比率83.31%﹝第十三款﹞","114.01.22","59.50     ","-----     ",
"145","6770","力積電","9","最近六個營業日累積收盤價漲幅達36.16%﹝第一款﹞。","114.01.22","19.95     ","-----     ",
"145","9103","美德醫療-DR","9","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價89.67 % ﹝第八款﹞。","114.01.22","6.37      ","-----     ",
"145","911608","明輝-DR","9","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價133.81% ﹝第八款﹞。","114.01.22","3.26      ","-----     ",
"145","9136","巨騰-DR","9","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價75.20 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.01.22","6.51      ","-----     ",
"146","2472","立隆電","10","最近六個營業日累積收盤價漲幅達26.98%。且01月21日之成交量為最近六十個營業日日平均成交量之9.96倍﹝第三款﹞。且01月21日之週轉率為20.99%﹝第四款﹞。","114.01.21","102.50    ","15.84     ",
"146","3450","聯鈞","10","最近六個營業日之累積週轉率為141.42% 。且01月21日之週轉率為25.89%﹝第十款﹞。","114.01.21","333.50    ","185.28    ",
"146","3645","達邁","10","最近六個營業日之累積週轉率為270.38% 。且01月21日之週轉率為33.98%﹝第十款﹞。","114.01.21","67.30     ","67.98     ",
"146","6215","和椿","10","最近六個營業日之累積週轉率為251.32% 。且01月21日之週轉率為67.94%﹝第十款﹞。","114.01.21","113.50    ","72.76     ",
"146","6558","興能高","10","最近六十個營業日起迄兩個營業日之收盤價漲幅達153.81% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達166.98% ﹝第二款﹞。最近六個營業日之累積週轉率為564.07% 。且01月21日之週轉率為123.98% ﹝第十款﹞。01月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率83.39%，且01月20日當日沖銷成交量占該日總成交量比率75.13%﹝第十三款﹞","114.01.21","56.60     ","-----     ",
"146","6742","澤米","10",="01月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.94%，且01月20日當日沖銷成交量占該日總成交量比率72.70%﹝第十三款﹞","114.01.21","73.00     ","-----     ",
"146","6781","AES-KY","10","最近六十個營業日起迄兩個營業日之收盤價漲幅達139.38% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達169.56% ﹝第二款﹞。","114.01.21","1240.00   ","55.43     ",
"146","8033","雷虎","10",="01月21日之本益比為 262.31，且股價淨值比為7.78。另當日週轉率為 8.40%，暨元大證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為28.38%。且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。","114.01.21","68.20     ","262.31    ",
"146","9110","越南控-DR","10","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價70.35 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.01.21","7.10      ","-----     ",
"146","911868","同方友友-DR","10","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價74.39 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.01.21","1.45      ","-----     ",
"147","2250","IKKA-KY","12",="01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.26%，且01月17日當日沖銷成交量占該日總成交量比率70.82%﹝第十三款﹞","114.01.20","127.00    ","20.16     ",
"147","2374","佳能","12",="01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.37%，且01月17日當日沖銷成交量占該日總成交量比率73.23%﹝第十三款﹞","114.01.20","58.20     ","35.27     ",
"147","3450","聯鈞","12",="01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率74.94%，且01月17日當日沖銷成交量占該日總成交量比率78.84%﹝第十三款﹞","114.01.20","324.00    ","180.00    ",
"147","3645","達邁","12",="01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率80.25%，且01月17日當日沖銷成交量占該日總成交量比率78.16%﹝第十三款﹞","114.01.20","71.40     ","72.12     ",
"147","6215","和椿","12","最近三十個營業日起迄兩個營業日之收盤價漲幅達104.02% ﹝第二款﹞。01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.13%，且01月17日當日沖銷成交量占該日總成交量比率77.93%﹝第十三款﹞","114.01.20","116.50    ","74.68     ",
"147","6558","興能高","12","最近六十個營業日起迄兩個營業日之收盤價漲幅達153.72% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達165.09% ﹝第二款﹞。","114.01.20","56.20     ","-----     ",
"147","6781","AES-KY","12","最近六十個營業日起迄兩個營業日之收盤價漲幅達134.67% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達160.63% ﹝第二款﹞。","114.01.20","1225.00   ","54.76     ",
"147","6830","汎銓","12",="01月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.29%，且01月17日當日沖銷成交量占該日總成交量比率70.85%﹝第十三款﹞","114.01.20","171.50    ","75.88     ",
"147","6854","錼創科技-KY創","12","最近九十個營業日起迄兩個營業日之收盤價漲幅達187.51% ﹝第二款﹞。","114.01.20","216.50    ","-----     ",
"147","8105","凌巨","12","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.92倍。當日之成交量較最近六十個營業日之平均成交量放大為 33.53倍﹝第九款﹞。","114.01.20","14.65     ","-----     ",
"147","9103","美德醫療-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價89.76 % ﹝第八款﹞。","114.01.20","6.31      ","-----     ",
"147","9136","巨騰-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價75.00 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.01.20","6.50      ","-----     ",
"148","1454","台富","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.51倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.45倍﹝第九款﹞。","114.01.17","15.05     ","68.41     ",
"148","2250","IKKA-KY","5","最近六個營業日之累積週轉率為68.03%。且01月17日之週轉率為28.11%﹝第十款﹞。","114.01.17","122.50    ","19.44     ",
"148","4576","大銀微系統","5",="01月16日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.67%，且01月16日當日沖銷成交量占該日總成交量比率73.00%﹝第十三款﹞","114.01.17","141.50    ","589.58    ",
"148","6215","和椿","5","最近六個營業日之累積週轉率為191.47% 。且01月17日之週轉率為66.85%﹝第十款﹞。","114.01.17","106.00    ","67.95     ",
"148","9103","美德醫療-DR","5","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價87.61 % ﹝第八款﹞。","114.01.17","6.30      ","-----     ",
"149","2344","華邦電","11",="01月15日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.13%，且01月15日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.07倍﹝第十二款﹞","114.01.16","14.00     ","73.68     ",
"149","3019","亞光","11",="01月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.12%，且01月15日當日沖銷成交量占該日總成交量比率77.22%﹝第十三款﹞","114.01.16","161.00    ","29.60     ",
"149","3454","晶睿","11","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.21倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.31倍﹝第九款﹞。","114.01.16","129.50    ","53.96     ",
"149","4540","全球傳動","11","最近六個營業日之累積週轉率為52.84%。且01月16日之週轉率為10.28%﹝第十款﹞。","114.01.16","53.80     ","-----     ",
"149","4576","大銀微系統","11",="01月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.07%，且01月15日當日沖銷成交量占該日總成交量比率78.26%﹝第十三款﹞","114.01.16","148.00    ","616.67    ",
"149","4977","眾達-KY","11",="01月15日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.67%，且01月15日當日沖銷成交量占該日總成交量比率74.86%﹝第十三款﹞","114.01.16","130.00    ","131.31    ",
"149","6558","興能高","11","最近六十個營業日起迄兩個營業日之收盤價漲幅達132.57% ﹝第二款﹞。","114.01.16","51.40     ","-----     ",
"149","6742","澤米","11","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.40倍。當日之成交量較最近六十個營業日之平均成交量放大為7.06倍﹝第九款﹞。","114.01.16","73.60     ","-----     ",
"149","6854","錼創科技-KY創","11","最近九十個營業日起迄兩個營業日之收盤價漲幅達213.72% ﹝第二款﹞。","114.01.16","224.00    ","-----     ",
"149","911608","明輝-DR","11","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價144.60% ﹝第八款﹞。","114.01.16","3.44      ","-----     ",
"149","911868","同方友友-DR","11","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價71.95 % 且當日收盤價為最近六個營業日收盤價最高者﹝第八款﹞。","114.01.16","1.44      ","-----     ",
"150","3019","亞光","7","最近六個營業日之累積週轉率為58.59%。且01月15日之週轉率為16.02%﹝第十款﹞。","114.01.15","160.00    ","29.41     ",
"150","3533","嘉澤","7","六個營業日起迄兩個營業日收盤價價差達180.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.01.15","1685.00   ","24.86     ",
"150","4977","眾達-KY","7","最近六個營業日之累積週轉率為126.64% 。且01月15日之週轉率為17.41%﹝第十款﹞。","114.01.15","126.00    ","127.27    ",
"150","6215","和椿","7",="01月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率76.24%，且01月14日當日沖銷成交量占該日總成交量比率80.56%﹝第十三款﹞","114.01.15","96.00     ","61.54     ",
"150","6805","富世達","7","六個營業日起迄兩個營業日收盤價價差達131.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.01.15","643.00    ","44.53     ",
"150","6854","錼創科技-KY創","7","最近九十個營業日起迄兩個營業日之收盤價漲幅達200.84% ﹝第二款﹞。","114.01.15","213.00    ","-----     ",
"150","9103","美德醫療-DR","7","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價89.70 % ﹝第八款﹞。","114.01.15","6.27      ","-----     ",
"151","4142","國光生","4",="01月13日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.70%，且01月13日當日沖銷成交量占該日總成交量比率81.02%﹝第十三款﹞","114.01.14","23.70     ","-----     ",
"151","6215","和椿","4","最近六個營業日之累積週轉率為186.87% 。且01月14日之週轉率為30.50%﹝第十款﹞。","114.01.14","96.90     ","62.12     ",
"151","6854","錼創科技-KY創","4","最近九十個營業日起迄兩個營業日之收盤價漲幅達178.00% ﹝第二款﹞。","114.01.14","208.50    ","-----     ",
"151","911608","明輝-DR","4","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價139.57% ﹝第八款﹞。","114.01.14","3.40      ","-----     ",
"152","1325","恆大","13",="01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.12%，且01月10日當日沖銷成交量占該日總成交量比率77.74%﹝第十三款﹞","114.01.13","38.50     ","-----     ",
"152","1732","毛寶","13",="01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.19%，且01月10日當日沖銷成交量占該日總成交量比率79.37%﹝第十三款﹞","114.01.13","32.00     ","168.42    ",
"152","3443","創意","13","六個營業日起迄兩個營業日收盤價價差達160.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.01.13","1180.00   ","47.70     ",
"152","3450","聯鈞","13","最近六個營業日之累積週轉率為136.98% 。且01月13日之週轉率為23.51%﹝第十款﹞。","114.01.13","285.00    ","158.33    ",
"152","3645","達邁","13","最近六個營業日累積收盤價漲幅達25.34%。且01月13日之成交量為最近六十個營業日日平均成交量之8.95倍﹝第三款﹞。且01月13日之週轉率為49.57%﹝第四款﹞。","114.01.13","63.50     ","64.14     ",
"152","3661","世芯-KY","13","六個營業日起迄兩個營業日收盤價價差達300.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.01.13","2795.00   ","38.97     ",
"152","4142","國光生","13","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.64倍。當日之成交量較最近六十個營業日之平均成交量放大為 22.52倍﹝第九款﹞。","114.01.13","25.55     ","-----     ",
"152","4576","大銀微系統","13","最近六個營業日之累積週轉率為52.37%。且01月13日之週轉率為10.25%﹝第十款﹞。","114.01.13","144.50    ","602.08    ",
"152","6451","訊芯-KY","13","最近六個營業日之累積週轉率為52.89%。且01月13日之週轉率為11.88%﹝第十款﹞。01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.25%，且01月10日當日沖銷成交量占該日總成交量比率64.75%﹝第十三款﹞","114.01.13","228.00    ","135.71    ",
"152","6558","興能高","13","最近六個營業日累積收盤價漲幅達27.35%。且01月13日之週轉率為130.16% ﹝第四款﹞。01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率83.71%，且01月10日當日沖銷成交量占該日總成交量比率89.14%﹝第十三款﹞","114.01.13","48.65     ","-----     ",
"152","6669","緯穎","13","六個營業日起迄兩個營業日收盤價價差達275.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.01.13","2425.00   ","23.42     ",
"152","6742","澤米","13",="01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.19%，且01月10日當日沖銷成交量占該日總成交量比率77.93%﹝第十三款﹞","114.01.13","67.30     ","-----     ",
"152","9919","康那香","13",="01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.83%，且01月10日當日沖銷成交量占該日總成交量比率78.72%﹝第十三款﹞","114.01.13","20.95     ","-----     ",
"153","1325","恆大","11","最近六個營業日累積收盤價漲幅達33.07%﹝第一款﹞。且01月10日之成交量為最近六十個營業日日平均成交量之21.55 倍﹝第三款﹞。且01月10日之週轉率為45.84%﹝第四款﹞。01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.52%，且01月09日當日沖銷成交量占該日總成交量比率64.77%﹝第十三款﹞","114.01.10","39.50     ","-----     ",
"153","1732","毛寶","11","最近六個營業日之累積週轉率為106.26% 。且01月10日之週轉率為56.73%﹝第十款﹞。","114.01.10","31.45     ","165.53    ",
"153","3013","晟銘電","11",="01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.28%，且01月09日當日沖銷成交量占該日總成交量比率73.90%﹝第十三款﹞","114.01.10","149.50    ","61.02     ",
"153","3450","聯鈞","11",="01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.20%，且01月09日當日沖銷成交量占該日總成交量比率76.93%﹝第十三款﹞","114.01.10","314.50    ","174.72    ",
"153","3645","達邁","11","最近六個營業日累積收盤價漲幅達28.15%。且01月10日之成交量為最近六十個營業日日平均成交量之11.00 倍﹝第三款﹞。且01月10日之週轉率為51.96%﹝第四款﹞。01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率73.35%，且01月09日當日沖銷成交量占該日總成交量比率80.27%﹝第十三款﹞","114.01.10","64.40     ","65.05     ",
"153","4133","亞諾法","11","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.61倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.09倍﹝第九款﹞。","114.01.10","31.80     ","32.78     ",
"153","6558","興能高","11","最近六個營業日之累積週轉率為437.26% 。且01月10日之週轉率為146.92% ﹝第十款﹞。01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率81.00%，且01月09日當日沖銷成交量占該日總成交量比率82.96%﹝第十三款﹞","114.01.10","48.20     ","-----     ",
"153","6672","騰輝電子-KY","11",="01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.57%，且01月09日當日沖銷成交量占該日總成交量比率75.03%﹝第十三款﹞","114.01.10","79.30     ","15.52     ",
"153","6742","澤米","11","最近六個營業日之累積週轉率為70.01%。且01月10日之週轉率為36.03%﹝第十款﹞。","114.01.10","67.70     ","-----     ",
"153","8045","達運光電","11","最近六個營業日累積收盤價漲幅達39.62%﹝第一款﹞。","114.01.10","115.00    ","18.00     ",
"153","9919","康那香","11","最近六個營業日之累積週轉率為56.97%。且01月10日之週轉率為21.39%﹝第十款﹞。01月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.78%，且01月09日當日沖銷成交量占該日總成交量比率74.45%﹝第十三款﹞","114.01.10","21.05     ","-----     ",
"154",="081909","T50反1凱基43購02","16","最近六個營業日累積收盤價漲幅達34.08%﹝第一款﹞。","114.01.09","1.12      ","-----     ",
"154","1325","恆大","16","最近六個營業日累積收盤價漲幅達29.87%。且01月09日之成交量為最近六十個營業日日平均成交量之18.44 倍﹝第三款﹞。且01月09日之週轉率為25.17%﹝第四款﹞。","114.01.09","38.40     ","-----     ",
"154","1732","毛寶","16","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.63倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.69倍﹝第九款﹞。","114.01.09","33.70     ","177.37    ",
"154","2374","佳能","16","最近六個營業日之累積週轉率為70.99%。且01月09日之週轉率為13.98%﹝第十款﹞。","114.01.09","58.60     ","35.52     ",
"154","3013","晟銘電","16",="01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.62%，且01月08日當日沖銷成交量占該日總成交量比率76.83%﹝第十三款﹞","114.01.09","157.00    ","64.08     ",
"154","3029","零壹","16",="01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.33%，且01月08日當日沖銷成交量占該日總成交量比率77.46%﹝第十三款﹞","114.01.09","125.50    ","26.87     ",
"154","3041","揚智","16",="01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.01%，且01月08日當日沖銷成交量占該日總成交量比率72.74%﹝第十三款﹞","114.01.09","38.70     ","-----     ",
"154","3450","聯鈞","16",="01月09日之本益比為 173.33，且股價淨值比為11.03 。另當日週轉率為30.89%，暨瑞銀證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為12.12%。單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.03%，且01月08日當日沖銷成交量占該日總成交量比率73.49%﹝第十三款﹞","114.01.09","312.00    ","173.33    ",
"154","3645","達邁","16","最近六個營業日累積收盤價漲幅達30.46%。且01月09日之成交量為最近六十個營業日日平均成交量之20.74 倍﹝第三款﹞。且01月09日之週轉率為80.16%﹝第四款﹞。","114.01.09","66.40     ","67.07     ",
"154","6477","安集","16","最近六個營業日累積收盤價漲幅達33.38%﹝第一款﹞。且01月09日之成交量為最近六十個營業日日平均成交量之9.78倍﹝第三款﹞。且01月09日之週轉率為11.64%﹝第四款﹞。","114.01.09","38.65     ","-----     ",
"154","6558","興能高","16","最近六個營業日之累積週轉率為306.58% 。且01月09日之週轉率為115.13% ﹝第十款﹞。01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率80.15%，且01月08日當日沖銷成交量占該日總成交量比率83.30%﹝第十三款﹞","114.01.09","46.90     ","-----     ",
"154","6672","騰輝電子-KY","16","最近六個營業日累積收盤價漲幅達26.58%。且01月09日之成交量為最近六十個營業日日平均成交量之32.27 倍﹝第三款﹞。且01月09日之週轉率為23.03%﹝第四款﹞。","114.01.09","80.70     ","15.79     ",
"154","6689","伊雲谷","16",="01月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.75%，且01月08日當日沖銷成交量占該日總成交量比率64.64%﹝第十三款﹞","114.01.09","113.50    ","41.73     ",
"154","8045","達運光電","16","最近六個營業日累積收盤價漲幅達46.25%﹝第一款﹞。","114.01.09","117.00    ","18.31     ",
"154","9103","美德醫療-DR","16","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價103.80% ﹝第八款﹞。","114.01.09","7.32      ","-----     ",
"154","9919","康那香","16","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.20倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.38倍﹝第九款﹞。","114.01.09","22.10     ","-----     ",
