stock_id,year_month,mean_market_value,rank
1101,2015-01,139653525871.31146,38.0
1102,2015-01,118755521050.03688,45.0
1103,2015-01,9276256142.971312,303.0
1104,2015-01,15865646340.909836,206.0
1108,2015-01,4224071871.086066,529.0
1109,2015-01,4979854267.504273,490.0
1110,2015-01,8797325372.561476,317.0
1201,2015-01,10902129948.602459,277.0
1203,2015-01,5405754098.360656,463.0
1210,2015-01,16477126053.47541,197.0
1213,2015-01,967995885.2991803,837.0
1215,2015-01,6190567091.909836,418.0
1216,2015-01,298244054394.2295,18.0
1217,2015-01,3670176863.377049,574.0
1218,2015-01,4101130846.336066,539.0
1219,2015-01,4700186802.262295,504.0
1220,2015-01,1831239946.1844263,734.0
1225,2015-01,4707436954.871901,503.0
1227,2015-01,58206269201.64754,70.0
1229,2015-01,17578143959.45082,190.0
1231,2015-01,4488707777.081967,514.0
1232,2015-01,11860894241.213116,252.0
1233,2015-01,3832319005.144033,560.0
1234,2015-01,14094805115.758196,226.0
1235,2015-01,1174975516.7663934,820.0
1236,2015-01,2517697881.614754,667.0
1262,2015-01,19756890368.85246,170.0
1301,2015-01,470331714040.2336,9.0
1303,2015-01,521025725366.8975,8.0
1304,2015-01,16467990725.508196,198.0
1305,2015-01,6228435326.409836,415.0
1307,2015-01,15159210730.192623,215.0
1308,2015-01,9200658355.680328,304.0
1309,2015-01,2838566189.4180326,643.0
1310,2015-01,7561734369.315574,359.0
1312,2015-01,15959516100.065575,203.0
1312A,2015-01,436819277.1084337,883.0
1313,2015-01,12009891034.213116,250.0
1314,2015-01,22637204084.47541,149.0
1315,2015-01,5013051639.344262,487.0
1316,2015-01,1768302152.3893442,742.0
1319,2015-01,20551040413.67623,162.0
1321,2015-01,6976978780.5,380.0
1323,2015-01,2766067877.467213,649.0
1324,2015-01,899978618.9754099,845.0
1325,2015-01,2038195957.1065574,713.0
1326,2015-01,420737090672.70905,10.0
1337,2015-01,5928184956.885246,433.0
1338,2015-01,8848323459.016394,316.0
1339,2015-01,5946251793.659836,432.0
1340,2015-01,8154610285.860656,334.0
1402,2015-01,161686168566.86475,30.0
1409,2015-01,16282040190.184425,201.0
1410,2015-01,1772569230.7692308,739.0
1413,2015-01,887290371.345679,847.0
1414,2015-01,1643093442.6229508,756.0
1416,2015-01,4972143906.995763,491.0
1417,2015-01,2616526690.9795084,659.0
1418,2015-01,805991403.9170306,857.0
1419,2015-01,11421941813.333334,264.0
1423,2015-01,1296396106.557377,798.0
1432,2015-01,3105371763.6885247,616.0
1434,2015-01,53750813247.04918,79.0
1435,2015-01,762557623.3155738,862.0
1436,2015-01,2779299590.163934,646.0
1437,2015-01,2983672542.9631147,628.0
1438,2015-01,561759584.9156119,877.0
1439,2015-01,1294918852.4590163,799.0
1440,2015-01,25675210242.909836,136.0
1441,2015-01,758065265.7581967,863.0
1442,2015-01,4120968302.4713116,538.0
1443,2015-01,780783763.6652893,861.0
1444,2015-01,8974361977.72541,313.0
1445,2015-01,1341217104.8237705,791.0
1446,2015-01,3335329325.5286884,601.0
1447,2015-01,8628254950.991804,323.0
1449,2015-01,722592592.5925926,866.0
1451,2015-01,9551065573.770493,296.0
1452,2015-01,3488496000.614754,591.0
1453,2015-01,809853653.3647541,856.0
1454,2015-01,1442459992.692623,783.0
1455,2015-01,6285216850.487705,412.0
1456,2015-01,1337654295.3020134,793.0
1457,2015-01,3824153060.9016395,561.0
1459,2015-01,4379123516.844262,519.0
1460,2015-01,7627760311.032787,358.0
1463,2015-01,2912087635.545082,633.0
1464,2015-01,5638663510.536885,450.0
1465,2015-01,1602494447.9713116,761.0
1466,2015-01,1918568550.6885245,727.0
1467,2015-01,2792781832.8934426,644.0
1468,2015-01,1593921928.4836066,762.0
1469,2015-01,1577442261.3065326,764.0
1470,2015-01,1573032754.6153846,766.0
1471,2015-01,1257141740.840164,810.0
1472,2015-01,1218153199.5884774,815.0
1473,2015-01,3985213211.258197,547.0
1474,2015-01,1260580876.7745903,808.0
1475,2015-01,503754064.9531915,882.0
1476,2015-01,113138022294.0,48.0
1477,2015-01,45951728293.327866,86.0
1503,2015-01,20590893331.110657,161.0
1504,2015-01,54878709731.08197,77.0
1506,2015-01,2289026952.9877048,688.0
1507,2015-01,24609549135.245903,141.0
1512,2015-01,917804557.8155738,843.0
1513,2015-01,7896000000.0,346.0
1514,2015-01,1770040710.077869,741.0
1515,2015-01,1932848961.2090163,724.0
1516,2015-01,531579605.4977375,880.0
1517,2015-01,2974367511.508197,629.0
1519,2015-01,4057909048.8688526,541.0
1521,2015-01,6350646319.672132,407.0
1522,2015-01,6588936894.971312,398.0
1524,2015-01,1102298849.1434426,829.0
1525,2015-01,4981838391.045082,489.0
1526,2015-01,700625000.0,869.0
1527,2015-01,7252955881.898305,370.0
1528,2015-01,1663545491.8032787,754.0
1529,2015-01,1268375745.4767933,807.0
1530,2015-01,3323242916.1885247,602.0
1531,2015-01,3779665826.5409837,566.0
1532,2015-01,11284689759.180328,269.0
1533,2015-01,4519827725.758197,512.0
1535,2015-01,8184555531.598361,330.0
1536,2015-01,21208710141.909836,158.0
1537,2015-01,10074726186.610655,289.0
1538,2015-01,542359211.5655738,878.0
1539,2015-01,1975299221.3114755,720.0
1540,2015-01,1706687341.577869,749.0
1541,2015-01,2373527049.180328,683.0
1558,2015-01,9333915085.684425,299.0
1560,2015-01,8164420081.967213,331.0
1568,2015-01,1935682512.4918032,723.0
1582,2015-01,8460096626.721312,326.0
1583,2015-01,7361592264.344262,365.0
1589,2015-01,20230297736.84426,164.0
1590,2015-01,35010742118.58607,103.0
1592,2015-01,3015146689.004115,622.0
1597,2015-01,1846212346.7213116,732.0
1603,2015-01,3906223169.4915257,554.0
1604,2015-01,6731941598.360656,389.0
1605,2015-01,29094279476.17623,122.0
1608,2015-01,5333191455.327868,466.0
1609,2015-01,3144779870.577869,610.0
1611,2015-01,3671225191.639344,573.0
1612,2015-01,3014804159.1598363,623.0
1613,2015-01,949985349.5081967,839.0
1614,2015-01,7406905330.692623,361.0
1615,2015-01,1178762508.5042372,818.0
1616,2015-01,1081876686.0532787,830.0
1617,2015-01,1062792894.5042017,832.0
1618,2015-01,1850462677.8360655,731.0
1626,2015-01,3311934118.2786884,603.0
1701,2015-01,5759561720.360656,443.0
1702,2015-01,19589737454.39754,171.0
1704,2015-01,18179395677.5,184.0
1707,2015-01,22259783711.80328,152.0
1708,2015-01,6540996178.745902,400.0
1709,2015-01,5807265434.987705,442.0
1710,2015-01,21908808204.254097,154.0
1711,2015-01,11639673698.606558,259.0
1712,2015-01,5205778942.286885,478.0
1713,2015-01,2479598201.577869,670.0
1714,2015-01,7941743987.135246,343.0
1715,2015-01,6304939416.110656,410.0
1717,2015-01,32228277222.893444,110.0
1718,2015-01,13328919126.262295,237.0
1720,2015-01,6179405964.602459,421.0
